GEO_ID,B19202H_001E,B19202H_001M,NAME,B19202H_001EA,B19202H_001MA,state
0400000US01,26302,818,Alabama,null,null,01
0400000US02,52223,2755,Alaska,null,null,02
0400000US04,34326,1008,Arizona,null,null,04
0400000US05,25382,905,Arkansas,null,null,05
0400000US06,45372,599,California,null,null,06
0400000US08,40891,612,Colorado,null,null,08
0400000US09,43007,1282,Connecticut,null,null,09
0400000US10,38440,2254,Delaware,null,null,10
0400000US11,92109,5181,District of Columbia,null,null,11
0400000US12,32726,557,Florida,null,null,12
0400000US13,34596,975,Georgia,null,null,13
0400000US15,48529,4579,Hawaii,null,null,15
0400000US16,27509,1395,Idaho,null,null,16
0400000US17,37241,513,Illinois,null,null,17
0400000US18,30807,421,Indiana,null,null,18
0400000US19,30615,607,Iowa,null,null,19
0400000US20,31183,528,Kansas,null,null,20
0400000US21,25522,538,Kentucky,null,null,21
0400000US22,31299,690,Louisiana,null,null,22
0400000US23,28756,1781,Maine,null,null,23
0400000US24,50264,1071,Maryland,null,null,24
0400000US25,42382,1042,Massachusetts,null,null,25
0400000US26,31370,315,Michigan,null,null,26
0400000US27,37186,534,Minnesota,null,null,27
0400000US28,26415,1130,Mississippi,null,null,28
0400000US29,30094,428,Missouri,null,null,29
0400000US30,29172,1818,Montana,null,null,30
0400000US31,31596,696,Nebraska,null,null,31
0400000US32,36797,1009,Nevada,null,null,32
0400000US33,37857,1831,New Hampshire,null,null,33
0400000US34,43956,1196,New Jersey,null,null,34
0400000US35,31829,1474,New Mexico,null,null,35
0400000US36,41426,552,New York,null,null,36
0400000US37,31412,459,North Carolina,null,null,37
0400000US38,34824,1896,North Dakota,null,null,38
0400000US39,30836,370,Ohio,null,null,39
0400000US40,29805,705,Oklahoma,null,null,40
0400000US41,31932,568,Oregon,null,null,41
0400000US42,31968,294,Pennsylvania,null,null,42
0400000US44,33523,2732,Rhode Island,null,null,44
0400000US45,30866,592,South Carolina,null,null,45
0400000US46,30399,1130,South Dakota,null,null,46
0400000US47,27184,557,Tennessee,null,null,47
0400000US48,38105,697,Texas,null,null,48
0400000US49,34980,1407,Utah,null,null,49
0400000US50,32312,1290,Vermont,null,null,50
0400000US51,41861,630,Virginia,null,null,51
0400000US53,38822,991,Washington,null,null,53
0400000US54,23311,849,West Virginia,null,null,54
0400000US55,32733,685,Wisconsin,null,null,55
0400000US56,34647,2302,Wyoming,null,null,56
0400000US72,19379,3241,Puerto Rico,null,null,72
