GEO_ID,B07401_001E,B07401_001M,B07401_002E,B07401_002M,B07401_003E,B07401_003M,B07401_004E,B07401_004M,B07401_005E,B07401_005M,B07401_006E,B07401_006M,B07401_007E,B07401_007M,B07401_008E,B07401_008M,B07401_009E,B07401_009M,B07401_010E,B07401_010M,B07401_011E,B07401_011M,B07401_012E,B07401_012M,B07401_013E,B07401_013M,B07401_014E,B07401_014M,B07401_015E,B07401_015M,B07401_016E,B07401_016M,B07401_017E,B07401_017M,B07401_018E,B07401_018M,B07401_019E,B07401_019M,B07401_020E,B07401_020M,B07401_021E,B07401_021M,B07401_022E,B07401_022M,B07401_023E,B07401_023M,B07401_024E,B07401_024M,B07401_025E,B07401_025M,B07401_026E,B07401_026M,B07401_027E,B07401_027M,B07401_028E,B07401_028M,B07401_029E,B07401_029M,B07401_030E,B07401_030M,B07401_031E,B07401_031M,B07401_032E,B07401_032M,B07401_033E,B07401_033M,B07401_034E,B07401_034M,B07401_035E,B07401_035M,B07401_036E,B07401_036M,B07401_037E,B07401_037M,B07401_038E,B07401_038M,B07401_039E,B07401_039M,B07401_040E,B07401_040M,B07401_041E,B07401_041M,B07401_042E,B07401_042M,B07401_043E,B07401_043M,B07401_044E,B07401_044M,B07401_045E,B07401_045M,B07401_046E,B07401_046M,B07401_047E,B07401_047M,B07401_048E,B07401_048M,B07401_049E,B07401_049M,B07401_050E,B07401_050M,B07401_051E,B07401_051M,B07401_052E,B07401_052M,B07401_053E,B07401_053M,B07401_054E,B07401_054M,B07401_055E,B07401_055M,B07401_056E,B07401_056M,B07401_057E,B07401_057M,B07401_058E,B07401_058M,B07401_059E,B07401_059M,B07401_060E,B07401_060M,B07401_061E,B07401_061M,B07401_062E,B07401_062M,B07401_063E,B07401_063M,B07401_064E,B07401_064M,B07401_065E,B07401_065M,B07401_066E,B07401_066M,B07401_067E,B07401_067M,B07401_068E,B07401_068M,B07401_069E,B07401_069M,B07401_070E,B07401_070M,B07401_071E,B07401_071M,B07401_072E,B07401_072M,B07401_073E,B07401_073M,B07401_074E,B07401_074M,B07401_075E,B07401_075M,B07401_076E,B07401_076M,B07401_077E,B07401_077M,B07401_078E,B07401_078M,B07401_079E,B07401_079M,B07401_080E,B07401_080M,NAME,B07401_001MA,B07401_001EA,B07401_002MA,B07401_002EA,B07401_003EA,B07401_003MA,B07401_004EA,B07401_004MA,B07401_005MA,B07401_005EA,B07401_006MA,B07401_006EA,B07401_007MA,B07401_007EA,B07401_008EA,B07401_008MA,B07401_009EA,B07401_009MA,B07401_010MA,B07401_010EA,B07401_011MA,B07401_011EA,B07401_012MA,B07401_012EA,B07401_013MA,B07401_013EA,B07401_014MA,B07401_014EA,B07401_015EA,B07401_015MA,B07401_016EA,B07401_016MA,B07401_017MA,B07401_017EA,B07401_018MA,B07401_018EA,B07401_019MA,B07401_019EA,B07401_020MA,B07401_020EA,B07401_021EA,B07401_021MA,B07401_022MA,B07401_022EA,B07401_023MA,B07401_023EA,B07401_024MA,B07401_024EA,B07401_025MA,B07401_025EA,B07401_026EA,B07401_026MA,B07401_027EA,B07401_027MA,B07401_028MA,B07401_028EA,B07401_029MA,B07401_029EA,B07401_030MA,B07401_030EA,B07401_031MA,B07401_031EA,B07401_032EA,B07401_032MA,B07401_033MA,B07401_033EA,B07401_034MA,B07401_034EA,B07401_035MA,B07401_035EA,B07401_036MA,B07401_036EA,B07401_037EA,B07401_037MA,B07401_038MA,B07401_038EA,B07401_039MA,B07401_039EA,B07401_040MA,B07401_040EA,B07401_041MA,B07401_041EA,B07401_042MA,B07401_042EA,B07401_043MA,B07401_043EA,B07401_044MA,B07401_044EA,B07401_045MA,B07401_045EA,B07401_046MA,B07401_046EA,B07401_047EA,B07401_047MA,B07401_048EA,B07401_048MA,B07401_049MA,B07401_049EA,B07401_050MA,B07401_050EA,B07401_051MA,B07401_051EA,B07401_052EA,B07401_052MA,B07401_053EA,B07401_053MA,B07401_054MA,B07401_054EA,B07401_055MA,B07401_055EA,B07401_056MA,B07401_056EA,B07401_057MA,B07401_057EA,B07401_058EA,B07401_058MA,B07401_059EA,B07401_059MA,B07401_060MA,B07401_060EA,B07401_061MA,B07401_061EA,B07401_062MA,B07401_062EA,B07401_063MA,B07401_063EA,B07401_064MA,B07401_064EA,B07401_065EA,B07401_065MA,B07401_066EA,B07401_066MA,B07401_067EA,B07401_067MA,B07401_068MA,B07401_068EA,B07401_069MA,B07401_069EA,B07401_070EA,B07401_070MA,B07401_071EA,B07401_071MA,B07401_072MA,B07401_072EA,B07401_073MA,B07401_073EA,B07401_074MA,B07401_074EA,B07401_075MA,B07401_075EA,B07401_076EA,B07401_076MA,B07401_077MA,B07401_077EA,B07401_078MA,B07401_078EA,B07401_079MA,B07401_079EA,B07401_080MA,B07401_080EA,state
0400000US01,4782388,16516,234299,5519,814838,6140,134675,4811,348047,6036,307393,5474,307801,4575,294805,8032,318437,7057,306280,4638,343490,3820,331686,6453,295480,6556,248676,5170,184309,5247,312172,2660,4081522,22252,183648,5303,694394,8235,100442,4606,242925,7343,224323,6119,241585,5861,243107,7143,278079,7358,272228,5293,313391,4037,305763,6079,277757,6517,236747,5219,174981,5197,292152,3025,433594,16491,34386,3190,82826,6764,14679,1998,58470,4823,50728,4447,44191,3579,32010,3296,25448,2860,20123,2141,18179,2466,15822,2228,10198,1604,7908,1641,5463,1044,13163,1609,155617,10155,9840,1657,22584,3425,12559,1703,27699,4382,16674,2422,12314,2097,11666,2266,7540,1676,8585,1759,6989,1600,6329,1491,4144,1133,2144,804,2670,857,3880,997,111655,10897,6425,2317,15034,3747,6995,1442,18953,2479,15668,2905,9711,2055,8022,2085,7370,2319,5344,1207,4931,1155,3772,1084,3381,876,1877,737,1195,473,2977,832,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,775911,10074,44242,2275,142103,3945,22376,1964,67819,3336,66765,3274,58648,3023,50444,3248,49454,2460,50062,2117,55120,1645,52134,2679,43667,2882,29632,1808,18800,2015,24645,1224,585916,7276,32764,1775,112071,2469,15577,1652,38874,2960,38287,2584,39419,2005,36054,2543,37105,2068,39305,1553,46739,1245,45853,2361,38190,2243,26325,1593,16934,1795,22419,1272,79177,6423,5483,989,12984,2168,1816,639,13790,2266,13524,1709,7480,1351,6517,1527,4932,1248,3459,908,2165,548,2969,943,2073,709,1019,502,243,197,723,443,18181,3059,828,307,3422,1295,907,482,2747,754,2136,720,1266,453,1111,558,1693,698,1094,559,891,392,872,370,226,97,529,415,362,343,97,75,92637,9491,5167,1511,13626,3375,4076,1111,12408,2519,12818,2569,10483,2561,6762,1880,5724,1634,6204,1541,5325,1391,2440,956,3178,1629,1759,733,1261,734,1406,781,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6557180,17736,349956,5539,1173105,6001,182962,3748,482212,5475,441537,4755,438296,5159,408701,8596,422397,8823,401447,3329,426000,2844,403395,7793,377092,7499,339011,6690,267485,6499,443584,2404,5431241,29624,270320,5770,978593,10849,131832,3855,326005,8107,312765,6907,335774,5785,332534,8764,352887,8076,346893,4071,372892,3782,359245,7887,342407,7015,315191,6750,248446,6675,405457,3543,802723,23953,59477,4687,153624,9655,27134,2832,106288,6731,91992,6065,73292,5343,56264,4726,51582,4348,37900,3362,38687,3319,29924,2889,21999,2571,14765,1850,12567,2006,27228,3017,119406,10233,7048,1753,15534,3579,9531,1818,20909,3547,13444,2020,9866,1648,7990,1578,5698,1360,5793,1596,5152,1144,4809,990,4617,1038,3885,1201,2058,1058,3072,711,203810,12009,13111,2149,25354,3432,14465,2076,29010,3240,23336,2662,19364,2317,11913,2025,12230,2122,10861,1863,9269,1605,9417,1793,8069,1683,5170,933,4414,1155,7827,1205,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2912474,10060,153400,3671,513017,4565,80849,3249,210011,4897,188836,3858,185411,4686,186728,5916,185472,4887,177951,3106,199506,2851,192110,5041,175801,5068,153237,4124,114092,4208,196053,1879,2464189,16201,113767,3472,436782,6417,57096,3157,139445,5464,136763,4778,145923,4678,155215,6086,161995,4786,158150,3569,179975,3347,177571,5015,164856,4853,144796,4488,108387,4259,183468,2213,277335,12841,26453,2728,52596,5336,9980,1629,41651,3803,31608,3367,25235,3019,20187,2583,13847,2437,13159,1998,11730,2071,8523,1674,6627,1340,5548,1320,3200,1068,6991,1118,105752,7406,7967,1946,13667,2366,10140,1481,18268,2387,13366,2372,9153,2026,6455,1461,6075,1550,4873,1293,4633,917,3349,828,2656,772,1093,412,1339,519,2718,684,65198,6104,5213,1364,9972,2054,3633,837,10647,2047,7099,1611,5100,1190,4871,1118,3555,943,1769,585,3168,1028,2667,744,1662,646,1800,642,1166,534,2876,1213,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38101643,30953,2037614,12615,6606592,9135,1085111,6287,2868256,11356,2869503,9321,2784278,8225,2558158,22656,2596414,22046,2571265,5596,2649838,4974,2414850,16237,2092577,14825,1650508,13294,1173966,13809,2142713,4107,32849251,61601,1665834,14152,5798333,22576,825405,7625,2199436,13511,2168509,13006,2236175,12591,2158594,19152,2275611,22258,2308308,9897,2405187,9210,2218417,15988,1932323,14721,1545491,11727,1104594,13506,2007034,6563,3568783,53411,269538,10397,607457,20087,121758,6112,428770,13198,468804,11494,368795,10131,278474,9565,230448,9458,185820,8739,167661,7356,134356,6126,103612,4785,67574,3970,44378,3270,91338,4742,1090301,29041,66187,5046,131433,10159,91867,4338,155484,7737,152305,7733,113112,6372,78799,5416,58613,3707,51795,4478,51544,3453,39135,3632,33509,2960,22493,2268,14384,1853,29641,2852,593308,21701,36055,3950,69369,6784,46081,3442,84566,5682,79885,5291,66196,6209,42291,4016,31742,3611,25342,3028,25446,2328,22942,2413,23133,2585,14950,1884,10610,2085,14700,2234,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5215029,18335,266397,5257,909915,5473,134269,3495,365842,5913,381443,5884,386832,5191,368039,8364,352090,7891,339172,3502,366755,3109,349934,6911,315272,6746,244211,5051,165104,4874,269754,2235,4263998,25609,202830,4512,766288,8470,88608,3747,223491,7741,254357,6602,285817,5917,296983,7126,294683,7616,296168,4264,325765,4107,316603,7055,286374,6428,223895,4878,154937,4754,247199,3062,504223,15887,36002,3707,83749,6411,16440,2005,75499,4811,65039,4681,54204,3672,40029,3961,31623,3584,23481,2721,22663,2439,14411,1896,15000,1836,9353,1578,4743,976,11987,2256,273476,13231,17466,2464,35239,4580,17737,1901,41998,4056,39958,3770,30757,3430,19695,2625,13833,2254,11209,1977,10772,1589,11839,1783,8481,1603,5451,1167,2766,806,6275,1193,173332,10357,10099,2102,24639,3510,11484,1524,24854,3698,22089,2769,16054,2605,11332,1745,11951,2197,8314,1699,7555,1365,7081,1153,5417,1122,5512,1257,2658,745,4293,1025,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541487,10802,145971,3298,579643,4057,108511,2246,243152,3979,218891,3223,213596,3025,207616,6046,228846,6659,261631,2586,286053,2491,267926,6619,221277,6521,180337,4041,127047,3799,250990,1699,3111779,13932,123101,3663,520743,4701,82689,2805,186687,4271,159271,4378,172008,3944,178881,5810,206404,5932,240087,3027,264979,2866,247121,6268,208698,6549,170162,3655,118163,3791,232785,2044,273080,10699,17041,1996,45581,3950,8374,1697,28720,3120,34430,3340,28290,3168,20727,2527,15552,2241,14124,1969,14117,2135,13926,2102,7655,1693,5441,1168,6141,1297,12961,1720,61127,4905,2644,953,4311,1493,5772,1245,10660,2162,10683,1688,5659,1231,4005,956,2744,779,3673,1094,3015,928,2528,715,1900,854,750,334,863,394,1920,606,95501,7273,3185,1089,9008,2447,11676,1410,17085,2465,14507,2090,7639,1571,4003,1200,4146,1373,3747,986,3942,1250,4351,1173,3024,828,3984,1299,1880,592,3324,1005,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,915330,5644,44279,1582,146961,2171,25109,1444,65069,2264,63091,1468,56827,1644,55657,3143,56545,3092,59966,1131,67815,869,68171,2630,54226,2624,50512,2249,38943,2231,62159,1138,810905,7547,37061,1870,132530,2927,20082,1523,48706,2543,48011,2016,48108,1616,47391,3196,51257,2808,55043,1328,63170,1054,64125,2662,51183,2508,48378,2267,37220,2181,58640,1093,67894,6499,5422,1224,10253,2514,2904,836,9391,1969,9805,1410,5204,1207,5283,1314,3891,1042,3760,994,2818,826,2726,707,2013,570,1296,530,1106,429,2022,621,9352,1634,763,530,700,495,583,334,1255,553,1373,551,1480,764,621,451,534,398,223,157,558,303,218,160,240,206,462,339,50,75,292,233,27179,3431,1033,505,3478,1337,1540,563,5717,1685,3902,924,2035,692,2362,867,863,358,940,676,1269,571,1102,544,790,353,376,219,567,496,1205,635,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,640058,6981,33524,1854,73083,1454,17187,2364,50334,2991,77720,2969,72442,1768,53405,2936,40509,2805,37718,1187,39169,1212,36167,1800,32347,1729,23667,1457,19469,1666,33317,803,513634,7913,26230,1807,63536,1986,11328,1713,31835,2091,49514,2768,55643,2085,42227,2708,34781,2670,33529,976,33568,1258,32297,1793,29399,1659,21221,1166,18009,1521,30517,837,67286,5744,4977,1423,5457,1477,2455,855,9931,1736,13982,2122,9215,1572,5416,1038,2868,948,1971,662,3746,935,2311,957,1992,688,756,429,886,466,1323,551,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,59138,5825,2317,810,4090,1350,3404,1621,8568,1727,14224,2357,7584,1412,5762,1591,2860,960,2218,855,1855,900,1559,750,956,482,1690,773,574,423,1477,568,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19378973,35245,854517,9009,2939710,11185,486714,7626,1284152,10144,1264713,7371,1205746,9572,1161647,18155,1231632,16213,1286028,8229,1409434,6691,1319848,12835,1214714,15270,1125926,12871,903364,11191,1690828,6433,16504838,45685,683183,10680,2511451,16457,370207,8382,940471,12815,928527,11254,952073,10425,955321,17038,1047919,17197,1121662,10096,1247962,9678,1184143,11484,1108314,15299,1045146,13614,843455,11152,1565004,7742,1824077,35893,118476,7658,300179,13304,49412,4643,209823,8663,207159,8757,157647,6629,132935,7544,119096,7455,108376,7253,105131,6579,85036,5094,64864,5107,51717,4618,35739,3188,78487,4633,612542,19025,29066,3165,73013,7485,46513,3146,82670,5848,75731,5450,56394,5096,43062,4042,37798,3332,31591,3509,35093,3524,28217,2550,22013,2264,15240,2164,13411,2238,22730,2842,437516,20171,23792,2688,55067,7658,20582,1946,51188,3917,53296,3906,39632,4755,30329,3077,26819,2984,24399,4209,21248,2767,22452,2630,19523,2595,13823,1699,10759,1586,24607,2952,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
