GEO_ID,C17018_001E,C17018_001M,C17018_002E,C17018_002M,C17018_003E,C17018_003M,C17018_004E,C17018_004M,C17018_005E,C17018_005M,C17018_006E,C17018_006M,C17018_007E,C17018_007M,C17018_008E,C17018_008M,C17018_009E,C17018_009M,C17018_010E,C17018_010M,C17018_011E,C17018_011M,NAME,C17018_001MA,C17018_001EA,C17018_002EA,C17018_002MA,C17018_003EA,C17018_003MA,C17018_004EA,C17018_004MA,C17018_005MA,C17018_005EA,C17018_006MA,C17018_006EA,C17018_007EA,C17018_007MA,C17018_008EA,C17018_008MA,C17018_009EA,C17018_009MA,C17018_010MA,C17018_010EA,C17018_011MA,C17018_011EA,state
0400000US01,1232515,11755,184841,6662,53389,3403,64346,4093,56938,4136,10168,1653,1047674,12321,101459,4718,290253,7677,344267,9068,311695,7418,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,12999,1612,2321,747,5723,1270,4134,833,821,332,152016,3662,6828,986,30593,2385,65026,3508,49569,2788,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,209001,6363,68463,3667,59732,3818,61615,3514,19191,2128,1370480,13405,122351,5672,272132,8337,503246,9549,472751,9508,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,104138,4501,26350,2298,40060,3246,33166,3129,4562,1088,648074,9714,67580,4076,200371,6642,206575,6903,173548,5536,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1067419,13044,416756,8524,260452,7714,280389,8445,109822,5865,7694640,28159,1030508,13728,1313424,17745,2433949,22000,2916759,21368,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,105560,4841,27972,2728,26684,2742,35764,3056,15140,2097,1209723,10079,81458,4774,216444,7087,385119,7838,526702,7997,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,66949,4874,18000,2374,25426,2438,15483,2424,8040,1647,820314,9845,52312,3062,185597,6944,214339,6751,368066,6972,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,19733,2314,5381,1173,6848,1430,5575,1283,1929,673,213267,4508,16035,2374,57391,3366,62160,3091,77681,3694,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,16707,2102,4758,1288,5842,1235,4796,1045,1311,521,101157,3173,7588,1309,16287,2110,18945,2243,58337,2413,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,563761,13976,143087,6646,195254,9030,158943,8067,66477,4274,4129650,24086,341389,9320,998320,13273,1376650,19075,1413291,15024,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2426392,15122,342664,9063,99349,5657,118172,5972,98888,4990,26255,2858,2083728,15808,188871,6131,501388,11674,637565,12329,755904,12733,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314151,5725,24533,2343,4210,1099,8473,1452,8200,1486,3650,871,289618,5942,15385,1526,65280,3986,101971,4509,106982,4708,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,407499,5941,41633,2770,8048,1394,13145,1537,15709,1837,4731,1186,365866,6060,27375,3000,83878,4487,142546,6039,112067,4735,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099184,17994,325482,8355,84891,5123,106622,5304,102162,4878,31807,2816,2773702,18072,225862,6762,631906,10166,843415,12549,1072519,12165,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
