GEO_ID,C15002H_001E,C15002H_001M,C15002H_002E,C15002H_002M,C15002H_003E,C15002H_003M,C15002H_004E,C15002H_004M,C15002H_005E,C15002H_005M,C15002H_006E,C15002H_006M,C15002H_007E,C15002H_007M,C15002H_008E,C15002H_008M,C15002H_009E,C15002H_009M,C15002H_010E,C15002H_010M,C15002H_011E,C15002H_011M,NAME,C15002H_001EA,C15002H_001MA,C15002H_002EA,C15002H_002MA,C15002H_003MA,C15002H_003EA,C15002H_004EA,C15002H_004MA,C15002H_005EA,C15002H_005MA,C15002H_006EA,C15002H_006MA,C15002H_007EA,C15002H_007MA,C15002H_008MA,C15002H_008EA,C15002H_009MA,C15002H_009EA,C15002H_010EA,C15002H_010MA,C15002H_011EA,C15002H_011MA,state
0400000US01,2269895,1954,1088784,1422,143688,5698,343760,7486,311632,7301,289704,6728,1181111,1244,144906,5592,368860,7208,364706,8463,302639,7035,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,317114,804,168513,379,7399,1128,45542,2808,65135,3111,50437,2615,148601,614,5435,1081,32696,2466,54181,3223,56289,3169,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2825371,1240,1377698,869,83374,4418,313068,7739,500743,8505,480513,7063,1447673,725,82921,4738,343995,8513,553198,11019,467559,8880,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1529290,1713,737324,1182,95342,5173,268314,6741,204665,6135,169003,6180,791966,1059,90189,3956,271449,7337,249357,7122,180971,6115,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11250601,4613,5550170,2496,322094,9791,1062081,15106,1777115,17482,2388880,17864,5700431,3130,298656,7899,1107584,15533,1998001,15911,2296190,16225,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2653095,2152,1309254,1352,61267,3815,267381,8393,404415,7859,576191,9280,1343841,1720,52155,4041,268791,6522,421399,8133,601496,7580,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1807653,1744,861851,1159,55421,3367,236828,7713,203762,7022,365840,6424,945802,882,58471,3660,244400,6390,245019,5242,397912,7204,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,440632,492,209530,370,20247,2083,67434,3250,54171,2913,67678,3453,231102,254,16240,1918,77173,2876,63845,2934,73844,3113,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,180393,298,91156,198,785,532,2530,742,6085,1257,81756,1431,89237,180,670,377,2133,742,5327,1057,81107,1167,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8473627,5263,4095948,2618,359507,12210,1177331,14797,1222609,16391,1336501,16188,4377679,3186,320743,8497,1316104,15302,1462198,15936,1278634,16288,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3851535,2972,1862186,1957,215167,8362,523623,11213,494037,9425,629359,10419,1989349,2025,193378,6004,560103,10080,590142,9289,645726,8912,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,250534,656,137350,512,4080,923,26634,2506,48472,3365,58164,2880,113184,334,4063,1060,20523,1750,36806,2339,51792,2217,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,906691,1351,444620,762,30225,2963,126639,5648,161978,6335,125778,5243,462071,1058,27574,2500,129044,5188,188754,6402,116699,5217,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5771650,1819,2783873,1298,187475,6201,749843,10988,819154,11817,1027401,10373,2987777,1202,198667,5596,811345,11193,891736,11791,1086029,9897,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
