GEO_ID,C15002H_001E,C15002H_001M,C15002H_002E,C15002H_002M,C15002H_003E,C15002H_003M,C15002H_004E,C15002H_004M,C15002H_005E,C15002H_005M,C15002H_006E,C15002H_006M,C15002H_007E,C15002H_007M,C15002H_008E,C15002H_008M,C15002H_009E,C15002H_009M,C15002H_010E,C15002H_010M,C15002H_011E,C15002H_011M,NAME,C15002H_001EA,C15002H_001MA,C15002H_002EA,C15002H_002MA,C15002H_003MA,C15002H_003EA,C15002H_004EA,C15002H_004MA,C15002H_005EA,C15002H_005MA,C15002H_006EA,C15002H_006MA,C15002H_007EA,C15002H_007MA,C15002H_008MA,C15002H_008EA,C15002H_009MA,C15002H_009EA,C15002H_010EA,C15002H_010MA,C15002H_011EA,C15002H_011MA,state
0400000US18,3641903,1377,1758960,1077,176849,6111,637821,8343,499748,9431,444542,7930,1882943,1100,179277,5968,645819,10261,574492,9213,483355,9203,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1867667,949,906863,654,61683,3228,311410,5866,287675,6693,246095,5882,960804,547,51602,2969,297531,5124,334289,6620,277382,5924,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1529297,1548,741197,992,49299,2938,208540,5534,234140,5631,249218,4311,788100,912,47982,3097,200699,4946,270368,5459,269051,5722,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2611800,1934,1255003,1672,208531,6312,451295,8125,319574,6017,275603,7730,1356797,1134,187276,6434,442246,6746,415458,8474,311817,6926,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1933961,2026,936276,1551,127542,6080,318635,7595,242820,7796,247279,5858,997685,1478,113942,5432,329323,6022,281106,7000,273314,6763,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,913042,1084,437759,960,40879,2648,147399,4799,127000,4531,122481,4155,475283,434,31230,2503,150877,4672,146859,4408,146317,4462,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2275134,1858,1095627,988,82490,4678,280128,7226,252341,7587,480668,5765,1179507,1220,75706,3694,293424,7137,309938,6483,500439,6459,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3621777,3485,1721241,2107,122711,4975,449578,9366,389624,8636,759328,10124,1900536,2050,124032,5683,451077,8169,487369,9099,838058,10219,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5300121,1646,2573519,979,226359,6990,777839,10303,837398,10621,731923,8949,2726602,1055,211660,5947,822521,9981,918961,10261,773460,10314,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3146865,1961,1538432,1476,85050,3341,418943,6748,502114,7567,532325,8004,1608433,808,70267,2720,396410,5836,550187,7093,591569,7155,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1195167,2253,575308,1394,82815,4432,175447,6272,180232,5148,136814,5599,619859,1493,72360,3416,180017,5335,210491,5910,156991,5139,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3384974,2359,1636083,1520,170700,5878,539584,7961,469786,8919,456013,8138,1748891,1409,167162,5324,542410,10066,533019,10054,506300,9200,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,627291,990,312143,784,20160,2120,98348,3406,98472,4030,95163,3522,315148,602,20694,1949,91047,3732,105720,4004,97687,3468,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1041122,1084,506229,596,31485,2298,145563,3699,173057,4330,156124,4066,534893,758,28923,1988,143095,4015,192997,3906,169878,4004,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1109890,1168,563064,974,42287,3468,156996,4966,201384,5939,162397,4777,546826,649,39307,3121,154590,5550,208004,5094,144925,4808,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,866692,867,421183,870,36183,3148,128288,4316,112833,4758,143879,4160,445509,297,28057,2295,120815,4553,136792,4866,159845,4775,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3692914,2276,1763752,1733,116685,4877,488340,9510,406750,8519,751977,9414,1929162,1462,126193,4751,563063,10490,469039,9154,770867,10238,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,621675,2099,302104,1542,18668,2149,73108,4048,96923,3713,113405,3893,319571,1387,14418,1706,63275,2997,110613,3836,131265,3518,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8064876,3864,3876660,2245,296264,6919,1034666,11167,984719,12269,1561011,13027,4188216,2232,304494,7327,1109698,12786,1066946,11677,1707078,11398,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4566400,2954,2181593,1850,239522,7696,581974,9881,656887,11468,703210,12316,2384807,2118,202685,7141,605436,10489,805401,11095,771285,10147,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,430084,1064,217011,907,15962,1387,64904,2923,79562,3237,56583,2522,213073,475,12654,1130,57737,2565,77884,2976,64798,2608,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6531192,1896,3145086,1141,311666,8447,1113235,12249,846838,10862,873347,10276,3386106,1195,300025,8496,1169224,11546,992082,10826,924775,10741,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1846920,1317,892158,919,90273,3553,291207,5345,274743,6062,235935,5641,954762,724,89677,3502,297790,6303,317418,5953,249877,5453,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2249244,1742,1090497,1140,83554,4852,268366,7702,386177,8756,352400,7491,1158747,774,75934,4155,279477,7934,425551,9656,377785,8801,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7212756,3364,3464133,2926,306672,7246,1292950,13935,805535,11226,1058976,12955,3748623,1287,304503,7473,1385707,12512,920651,9878,1137762,11156,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,574891,903,271117,574,30650,2652,78998,3631,67703,3242,93766,4254,303774,522,30400,2579,86520,3899,87984,3612,98870,3723,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2209453,1795,1060016,1259,116492,5120,299376,7474,308040,6519,336108,6473,1149437,1271,104887,5652,329466,7829,367356,7760,347728,8035,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,487480,564,241594,441,19259,1935,76776,3317,78621,2920,66938,2985,245886,463,13863,1487,71942,3026,84395,3141,75686,3235,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3457615,2335,1656619,1991,221515,6726,561825,10385,424853,9672,448426,9344,1800996,1370,219502,6880,593453,8294,512658,9525,475383,8176,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8398962,5728,4094365,3223,275525,8050,981240,14798,1308266,16609,1529334,16341,4304597,3748,280244,8851,1066492,15425,1439384,14750,1518477,15163,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1403493,1099,693661,704,33328,3326,146769,4099,255128,5807,258436,5842,709832,745,31416,2278,164450,4426,298184,5876,215782,5215,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,414659,1048,200589,529,16688,1724,70481,2573,46652,2764,66768,2595,214070,584,13607,1760,58983,2796,62750,3218,78730,2623,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3737969,2835,1816959,1693,169389,6078,444032,8498,459194,7804,744344,9521,1921010,1809,144842,4571,458886,9896,554659,9450,762623,10501,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3610657,2811,1777476,1684,113693,6355,423544,7950,605598,8594,634641,9880,1833181,1617,98481,4881,416158,9099,701741,12233,616801,10910,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1220480,1620,591058,1408,95102,4608,255992,5487,133049,4768,106915,4116,629422,905,87264,4507,251778,5571,167000,4845,123380,3894,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3367224,784,1649685,599,115924,4117,549404,7627,506996,7642,477361,7260,1717539,355,98393,3612,538637,8553,549437,7413,531072,7898,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,337837,620,170565,405,9955,1598,50646,3120,62913,3385,47051,2866,167272,339,8096,1412,41775,2534,68577,3017,48824,2493,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,18337,2297,9048,1345,1213,639,2161,740,2690,899,2984,784,9289,1661,1504,607,1561,615,3344,1091,2880,879,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
