GEO_ID,B23022_001E,B23022_001M,B23022_002E,B23022_002M,B23022_003E,B23022_003M,B23022_004E,B23022_004M,B23022_005E,B23022_005M,B23022_006E,B23022_006M,B23022_007E,B23022_007M,B23022_008E,B23022_008M,B23022_009E,B23022_009M,B23022_010E,B23022_010M,B23022_011E,B23022_011M,B23022_012E,B23022_012M,B23022_013E,B23022_013M,B23022_014E,B23022_014M,B23022_015E,B23022_015M,B23022_016E,B23022_016M,B23022_017E,B23022_017M,B23022_018E,B23022_018M,B23022_019E,B23022_019M,B23022_020E,B23022_020M,B23022_021E,B23022_021M,B23022_022E,B23022_022M,B23022_023E,B23022_023M,B23022_024E,B23022_024M,B23022_025E,B23022_025M,B23022_026E,B23022_026M,B23022_027E,B23022_027M,B23022_028E,B23022_028M,B23022_029E,B23022_029M,B23022_030E,B23022_030M,B23022_031E,B23022_031M,B23022_032E,B23022_032M,B23022_033E,B23022_033M,B23022_034E,B23022_034M,B23022_035E,B23022_035M,B23022_036E,B23022_036M,B23022_037E,B23022_037M,B23022_038E,B23022_038M,B23022_039E,B23022_039M,B23022_040E,B23022_040M,B23022_041E,B23022_041M,B23022_042E,B23022_042M,B23022_043E,B23022_043M,B23022_044E,B23022_044M,B23022_045E,B23022_045M,B23022_046E,B23022_046M,B23022_047E,B23022_047M,B23022_048E,B23022_048M,B23022_049E,B23022_049M,NAME,B23022_001EA,B23022_001MA,B23022_002EA,B23022_002MA,B23022_003MA,B23022_003EA,B23022_004MA,B23022_004EA,B23022_005MA,B23022_005EA,B23022_006MA,B23022_006EA,B23022_007EA,B23022_007MA,B23022_008EA,B23022_008MA,B23022_009MA,B23022_009EA,B23022_010MA,B23022_010EA,B23022_011MA,B23022_011EA,B23022_012EA,B23022_012MA,B23022_013EA,B23022_013MA,B23022_014MA,B23022_014EA,B23022_015MA,B23022_015EA,B23022_016MA,B23022_016EA,B23022_017EA,B23022_017MA,B23022_018EA,B23022_018MA,B23022_019EA,B23022_019MA,B23022_020MA,B23022_020EA,B23022_021EA,B23022_021MA,B23022_022EA,B23022_022MA,B23022_023EA,B23022_023MA,B23022_024EA,B23022_024MA,B23022_025MA,B23022_025EA,B23022_026MA,B23022_026EA,B23022_027MA,B23022_027EA,B23022_028EA,B23022_028MA,B23022_029EA,B23022_029MA,B23022_030EA,B23022_030MA,B23022_031MA,B23022_031EA,B23022_032MA,B23022_032EA,B23022_033EA,B23022_033MA,B23022_034EA,B23022_034MA,B23022_035EA,B23022_035MA,B23022_036MA,B23022_036EA,B23022_037MA,B23022_037EA,B23022_038MA,B23022_038EA,B23022_039EA,B23022_039MA,B23022_040EA,B23022_040MA,B23022_041EA,B23022_041MA,B23022_042MA,B23022_042EA,B23022_043MA,B23022_043EA,B23022_044MA,B23022_044EA,B23022_045MA,B23022_045EA,B23022_046MA,B23022_046EA,B23022_047MA,B23022_047EA,B23022_048MA,B23022_048EA,B23022_049MA,B23022_049EA,state
0400000US01,3122235,4363,1525643,4093,1128480,8663,953445,9526,810798,10086,12105,1688,32570,3032,40208,3458,28623,2902,29141,2715,140097,6067,56997,4438,2748,701,12483,1962,19795,2190,18894,2101,29180,3004,34938,2751,8126,1438,1106,500,2675,838,2959,741,5290,1286,14782,2018,397163,8975,1596592,3817,1036441,8925,737910,8956,615236,9331,11951,1580,32512,2579,33188,3161,20316,2442,24707,2890,243538,6375,123590,5887,5372,1030,17706,1980,29619,2720,27856,3690,39395,2817,54993,3309,13331,1703,1798,484,5177,1173,7278,1457,8208,1457,19201,1641,560151,9609,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,500012,2068,266176,1985,227415,3051,196763,3306,147935,3892,4954,1089,11464,1367,12553,1727,10103,1183,9754,1246,26014,2177,9176,1795,963,771,2635,938,3065,873,4481,986,5694,1037,4638,1056,968,403,205,194,255,329,385,252,644,473,2181,652,38761,2809,233836,1804,176956,3336,127170,3666,97502,3585,2794,884,7236,1245,8688,1475,5456,1066,5494,1183,41253,2799,18201,2221,1079,446,4051,983,5361,1124,6802,1376,5759,919,8533,1128,2072,549,112,72,332,193,1184,423,1558,550,3275,747,56880,3512,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4219712,4149,2116953,3688,1626540,9324,1342135,10337,1127972,12319,25745,2855,53375,4045,50296,3889,39188,3519,45559,4563,235864,8664,106666,5458,5751,1314,22301,2615,32177,3311,32140,3527,36829,3498,48541,3685,11764,1877,1009,438,4171,1146,4930,1201,5968,1328,20699,2250,490413,9206,2102759,3411,1413751,12362,989544,10873,816508,12953,18676,2543,48264,3619,40915,3388,30817,3097,34364,3268,343906,8379,175669,7393,9744,1637,32161,2736,44161,3473,39453,3364,42718,3243,80301,4555,18469,2096,1257,549,5832,1163,11362,1710,12472,1832,30909,3108,689008,12046,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1878431,4192,930275,3892,697071,7105,598102,7832,503782,8135,8733,1413,24986,2510,21763,2310,18686,2065,20152,2267,78753,4662,33980,3491,1741,666,7614,1405,11382,1684,7975,1142,16061,1895,20216,1970,6080,1130,482,298,965,463,1786,585,3292,888,7611,1211,233204,7526,948156,4023,626139,8333,449578,8406,374917,7711,8356,1490,20082,2259,16148,2013,15235,2298,14840,1867,146020,7640,75029,5419,4288,1064,10916,1700,17655,2363,15923,2111,22209,2810,30541,2481,7159,1245,277,207,2411,685,2817,609,4790,1101,13087,1797,322017,8042,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25714347,10195,12924983,7449,10025283,23656,8139567,26154,6813620,26054,174527,6730,332271,9874,331515,10300,238866,8769,248768,9154,1544681,19714,761508,11714,41608,3444,149350,6296,204944,8112,174125,5843,213146,6916,341035,8787,90447,5126,6743,1058,22495,2488,38378,3045,50639,2822,132333,5469,2899700,24156,12789364,7894,8551578,28082,5709792,28397,4690649,27640,123918,6189,281251,8397,239763,7983,179833,7201,194378,6360,2295500,21105,1269152,19154,73695,4697,231270,7169,262082,8348,212944,7402,246357,6655,546286,9739,158863,6470,14659,2089,42839,2884,75193,4370,76843,3990,177889,6256,4237786,29517,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3558725,4193,1808502,3684,1538425,8104,1274077,8799,1079586,9630,24508,2587,52095,3670,48775,3128,35328,3207,33785,3002,212261,6712,91988,4449,5013,1233,23370,2336,27661,3100,26034,2711,38195,3374,52087,3699,11522,1549,431,245,3430,985,6338,1250,7087,1201,23279,2374,270077,8292,1750223,3245,1328455,7550,906043,9286,757829,10590,16390,2321,44669,3587,35871,2935,23715,2630,27569,2960,336162,8108,175172,6628,10627,1543,33538,2781,43680,3205,36022,2808,37123,3156,86250,4477,22772,2211,1817,486,9800,1605,11071,1561,12453,1677,28337,2381,421768,7752,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2363717,3143,1169201,2401,961759,6599,786491,8722,662937,8481,13421,1724,30681,2920,30655,2821,23583,2387,25214,2396,134724,6602,62077,3930,3256,1008,12419,1930,16877,1743,18664,2199,21431,2297,40544,2805,9332,1482,1066,474,3435,776,5249,1107,5992,1119,15470,1778,207442,6600,1194516,2947,904682,7301,593662,8789,495870,7753,11528,1693,32080,2714,18466,1895,18477,2044,17241,2209,244510,5575,136677,5289,7331,1315,24308,2089,27363,2579,21805,2581,27026,2723,66510,3652,16088,2086,2077,726,5660,1142,9568,1321,11263,1686,21854,2034,289834,7867,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,600467,1491,292330,1248,230297,3398,189482,3508,161795,3762,2629,680,7758,1262,6273,1367,4197,1064,6830,1296,34659,2627,13215,1916,972,536,3639,1117,5672,1290,4501,960,6660,1519,6156,1210,1095,442,51,67,804,449,632,334,961,416,2613,771,62033,3370,308137,1130,231958,3804,166634,4476,141552,4731,3199,855,6670,1179,6464,1451,4446,953,4303,903,54753,3816,26270,2756,1405,531,5428,1004,7462,1469,7754,1620,6434,1245,10571,1521,2099,713,349,286,963,436,1455,552,1859,640,3846,917,76179,3644,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,480661,861,229646,907,181613,3075,152172,3496,128478,3966,2740,852,6079,1320,5893,1193,3689,926,5293,1153,22583,2310,8928,1703,244,170,2195,694,3083,879,1968,604,6165,1238,6858,1256,1025,604,63,134,279,240,735,367,1584,626,3172,816,48033,2960,251015,799,193546,3809,150572,3413,125490,3880,2247,697,7462,1359,6079,1297,2932,796,6362,1212,33504,2898,13337,2165,525,406,3504,916,3806,998,4770,1008,7562,1391,9470,1505,2358,774,115,106,964,516,1523,640,1679,514,2831,781,57469,3888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12517831,8827,6186072,7462,4678098,20756,3826736,20632,3293144,21922,64464,5328,140662,7471,130920,5782,96254,5426,101292,6634,724480,14017,357969,11163,17834,2235,63332,4854,99723,6334,80678,5264,104944,6380,126882,5713,34601,3387,3635,888,6759,1371,14017,1839,22262,2282,45608,3325,1507974,19914,6331759,5232,4326881,21064,3097448,20963,2628619,21090,51793,3724,150443,6788,104975,5667,81960,5273,79658,5072,1029408,15101,545634,12640,27618,2841,100728,5774,128194,6279,105839,5583,121395,6744,200025,7048,56907,4787,4307,1100,16507,1872,22897,2701,28272,2613,71135,4121,2004878,20377,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
