GEO_ID,C27001_001E,C27001_001M,C27001_002E,C27001_002M,C27001_003E,C27001_003M,C27001_004E,C27001_004M,C27001_005E,C27001_005M,C27001_006E,C27001_006M,C27001_007E,C27001_007M,C27001_008E,C27001_008M,C27001_009E,C27001_009M,C27001_010E,C27001_010M,C27001_011E,C27001_011M,C27001_012E,C27001_012M,C27001_013E,C27001_013M,C27001_014E,C27001_014M,C27001_015E,C27001_015M,C27001_016E,C27001_016M,C27001_017E,C27001_017M,C27001_018E,C27001_018M,C27001_019E,C27001_019M,C27001_020E,C27001_020M,C27001_021E,C27001_021M,NAME,C27001_001MA,C27001_001EA,C27001_002MA,C27001_002EA,C27001_003EA,C27001_003MA,C27001_004MA,C27001_004EA,C27001_005EA,C27001_005MA,C27001_006MA,C27001_006EA,C27001_007MA,C27001_007EA,C27001_008MA,C27001_008EA,C27001_009MA,C27001_009EA,C27001_010EA,C27001_010MA,C27001_011EA,C27001_011MA,C27001_012MA,C27001_012EA,C27001_013MA,C27001_013EA,C27001_014MA,C27001_014EA,C27001_015MA,C27001_015EA,C27001_016EA,C27001_016MA,C27001_017MA,C27001_017EA,C27001_018MA,C27001_018EA,C27001_019MA,C27001_019EA,C27001_020MA,C27001_020EA,C27001_021EA,C27001_021MA,state
0400000US01,4767383,1932,2289780,5872,564919,4746,541592,5777,23327,3268,1407781,3396,1127463,9960,280318,9281,317080,1997,315849,2058,1231,519,2477603,5606,541928,4642,522833,4730,19095,3080,1527586,3213,1275004,8968,252582,8344,408089,2062,405473,2184,2616,932,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,94656,1704,82917,2417,11739,1893,235033,2140,181790,3788,53243,3368,33900,1002,32919,1023,981,494,347952,2104,91589,1669,82076,2181,9513,1494,221245,1198,175042,3169,46203,3314,35118,972,34361,1070,757,352,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,826358,2285,743581,5650,82777,5248,1937999,2770,1532429,9528,405570,9528,486940,1367,481759,1747,5181,1204,3371777,2888,794218,2258,715141,5669,79077,5449,2006493,2365,1683677,9752,322816,9671,571066,1364,563159,2256,7907,1589,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,360391,3763,342505,4544,17886,2900,861325,3214,693767,7093,167558,7052,201696,1438,201236,1417,460,361,1490964,4568,343420,3861,327227,4039,16193,2228,900910,3016,760892,6740,140018,6211,246634,1843,245578,1838,1056,472,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,4657991,3964,4402940,11249,255051,10324,12038061,7340,9717860,25533,2320201,25226,2169442,2989,2137767,4196,31675,3104,19431963,5973,4477142,4008,4235103,12159,242039,10885,12226448,3884,10353217,22175,1873231,21821,2728373,3145,2683859,3976,44514,3491,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,640300,2702,604273,4397,36027,3951,1678778,3434,1412414,8859,266364,8536,303333,1624,300276,1842,3057,888,2643611,4048,605132,2527,571075,4193,34057,3472,1677532,2424,1477971,7549,199561,7225,360947,1439,357402,1709,3545,899,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,395003,1458,380442,2538,14561,2431,1091478,1984,964446,7012,127032,6485,232944,1423,231264,1635,1680,575,1821857,2336,379018,1430,364709,3007,14309,2591,1142258,1885,1057061,5393,85197,5405,300581,1319,297961,1461,2620,825,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,104031,825,99018,1623,5013,1449,272159,1135,238335,3231,33824,3179,67433,733,67363,749,70,116,477307,1167,99383,901,92744,1962,6639,1658,295631,700,269977,2629,25654,2699,82293,658,81896,664,397,365,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,58140,442,56646,806,1494,672,216572,977,197517,3015,19055,2802,29079,646,28531,755,548,578,344175,1099,56694,456,55803,691,891,615,244580,597,232681,2308,11899,2152,42901,869,42600,846,301,181,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,2066004,5977,1871301,11834,194703,10478,5747594,5911,4241847,22975,1505747,23204,1677261,3397,1654856,4560,22405,2797,10092498,7609,1980146,6054,1796862,10815,183284,10307,6066114,4654,4758969,22313,1307145,21528,2046238,3447,2014361,4396,31877,3517,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9906878,3443,4767586,7391,1269254,6034,1179545,8442,89709,6968,2971121,5651,2262702,14697,708419,15318,527211,2183,523052,2366,4159,1069,5139292,6335,1218993,5608,1119667,9143,99326,7125,3229524,3776,2569765,13467,659759,13453,690775,2678,683766,2936,7009,1516,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1367770,2267,674703,2594,157871,1291,152504,1695,5367,1438,416392,2404,382037,3527,34355,3018,100440,625,99258,772,1182,465,693067,2062,150147,1290,145962,1951,4185,1244,419677,1472,393947,2992,25730,2632,123243,962,121951,1219,1292,743,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1612889,1331,800730,3195,221162,2306,203275,3546,17887,2588,470688,2425,375867,5194,94821,5412,108880,1238,107928,1337,952,546,812159,3009,209500,2248,193610,3105,15890,2448,480206,2129,391582,5268,88624,5243,122453,1225,121920,1325,533,361,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12702393,1320,6204806,5051,1518519,3215,1465875,5008,52644,4401,3937112,3632,3298888,11772,638224,11610,749175,2161,740471,2618,8704,1574,6497587,5037,1462383,3594,1415525,5544,46858,3795,4061257,3444,3580435,12786,480822,12421,973947,2722,963273,3416,10674,1768,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6498029,543,3180599,5120,807294,4065,749602,5550,57692,4921,1974813,3143,1626546,10793,348267,10602,398492,1718,397241,1840,1251,465,3317430,5123,772698,4228,716895,6316,55803,4555,2037684,3166,1727074,10019,310610,9114,507048,2033,504787,2162,2261,678,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3062900,1029,1520427,3798,372279,2995,360817,3253,11462,1752,940881,2826,847079,4779,93802,4114,207267,1212,206804,1268,463,341,1542473,3534,351072,2561,339300,3346,11772,2057,931260,2277,860602,4353,70658,4062,260141,1428,259413,1396,728,406,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2845414,1780,1402512,3736,368295,2734,347039,3919,21256,3061,857425,3023,725635,5486,131790,5508,176792,1440,176094,1541,698,404,1442902,3711,352613,3031,334458,3456,18155,2124,867739,2613,749563,5290,118176,4482,222550,1713,221151,1933,1399,684,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4328524,1238,2114097,4122,521131,3271,499093,3953,22038,3185,1312942,3557,1133458,6664,179484,6076,280024,1718,279217,1701,807,346,2214427,4026,491640,2963,470380,3986,21260,2573,1371728,2838,1230400,6529,141328,5652,351059,1868,349914,1949,1145,478,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4547572,1845,2192530,4370,566215,3830,537226,4940,28989,3382,1359287,3489,1041217,8278,318070,8128,267028,1635,265513,1731,1515,598,2355042,4246,546403,3799,517861,4635,28542,3326,1465365,3005,1173575,10180,291790,9924,343274,1925,340427,2150,2847,902,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
