GEO_ID,C16001_001E,C16001_001M,C16001_002E,C16001_002M,C16001_003E,C16001_003M,C16001_004E,C16001_004M,C16001_005E,C16001_005M,C16001_006E,C16001_006M,C16001_007E,C16001_007M,C16001_008E,C16001_008M,C16001_009E,C16001_009M,C16001_010E,C16001_010M,C16001_011E,C16001_011M,C16001_012E,C16001_012M,C16001_013E,C16001_013M,NAME,C16001_001MA,C16001_001EA,C16001_002MA,C16001_002EA,C16001_003EA,C16001_003MA,C16001_004EA,C16001_004MA,C16001_005EA,C16001_005MA,C16001_006MA,C16001_006EA,C16001_007MA,C16001_007EA,C16001_008EA,C16001_008MA,C16001_009EA,C16001_009MA,C16001_010MA,C16001_010EA,C16001_011MA,C16001_011EA,C16001_012MA,C16001_012EA,C16001_013MA,C16001_013EA,state
0400000US17,12091454,2665,9357859,26252,1604277,14445,31378,4238,43380,3843,281808,11977,305677,13633,44078,5299,101659,7700,17566,3345,83780,7352,91545,6069,128447,12227,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6178831,2447,5688655,15009,272189,10007,8871,2464,55989,5759,18199,3564,35875,3911,5767,1603,27662,3337,6968,2217,9233,2373,26534,3742,22889,4263,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2913555,2012,2703329,7122,110361,4822,3589,922,15243,2641,9899,2263,13100,2512,1808,818,11606,2430,7861,2307,3420,1303,17299,3072,16040,3225,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2704673,2557,2399633,8505,203708,6952,4486,1223,12595,2126,3789,1155,14505,2658,3051,1066,11480,2047,14000,2424,3086,955,18676,2458,15664,3182,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4138825,2463,3922665,7754,102058,4671,9595,1772,21800,3305,8199,2300,16944,3195,2598,1080,8030,1954,5302,1541,3696,1187,14973,2326,22965,4800,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4344222,2904,3978261,11554,159037,7413,110440,6454,5596,1317,3724,1294,17280,4080,2936,1144,6817,1916,31804,3338,3445,1202,8661,1945,16221,4406,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1267172,687,1180423,4593,11330,1882,40741,2771,4381,1232,2170,730,6569,1519,600,406,3721,1040,1813,1181,1556,725,4220,1854,9648,2007,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5609124,1397,4648102,18280,395610,11313,65155,7314,22270,2741,35807,4161,140650,10078,38516,5016,68417,5919,23676,4819,33527,4125,44159,4397,93235,7861,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6379441,1190,4934518,20544,548135,8987,120513,7536,19362,2256,64043,6903,336006,15150,12685,2078,132082,7663,37928,4682,7460,2539,71912,6473,94797,8174,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9340973,2043,8478550,15850,271536,7619,22002,2171,42241,3528,53131,5572,138461,7672,19047,3434,45675,4055,13025,2375,14812,2929,52618,4152,189875,12159,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5109770,1970,4544617,13536,184606,6808,14798,2404,24193,2272,26233,3471,38437,4494,5633,1565,21885,3567,21855,3318,5675,1403,114005,6426,107833,7968,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2802072,2244,2699225,5681,66964,4238,3117,928,2656,866,1445,813,7299,1817,2324,1043,3088,1265,4405,1307,1684,721,2418,1146,7447,1740,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5691365,2732,5372277,10363,130985,6474,12475,2408,28602,4142,18653,3125,37833,5142,7363,1708,18548,2851,12760,3458,8353,2140,16024,2560,27492,4891,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,963804,1062,926086,3143,13990,1891,1473,495,6003,1249,1130,473,2702,958,1143,683,1734,902,62,70,897,505,892,383,7692,1454,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1751135,1526,1565064,6496,127378,4234,3795,995,3725,773,4786,1295,7591,1363,1848,633,3240,819,8833,2041,1385,539,10268,2419,13222,3643,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2663364,1265,1846595,13336,569720,9476,8351,1863,10850,1802,13339,3008,32139,4064,11443,2397,28186,4128,9227,2625,80034,6545,31583,4081,21897,3805,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1261731,777,1167470,6062,23584,2774,19437,2257,3920,1089,5590,1909,21249,4331,1338,724,4655,1630,2718,1597,1576,830,6169,1559,4025,1469,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8406007,1462,5832990,25888,1335182,13540,81655,7597,32231,4115,141554,9782,437356,14149,88285,7285,122400,7796,18602,3493,79387,6638,106406,7998,129959,10490,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1950156,1401,1232204,13946,567612,12127,4383,1280,7535,1512,2485,916,10510,2924,2135,935,5496,1526,2298,1042,4815,1435,4188,1158,106495,4003,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18563935,2320,12917225,33786,2801199,18437,289726,10229,214160,10341,371475,10863,745183,18492,96306,8501,566400,12869,21134,3841,80181,6727,155154,9104,305792,14961,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9342422,3276,8295151,14713,695405,10071,33259,4303,22915,2510,18520,3177,82192,6084,14644,2871,33985,4860,21530,4091,15679,2404,55093,6098,54049,7001,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,689505,976,651782,3811,9788,1896,1887,977,6744,1054,2933,1729,5373,1104,553,341,1504,779,145,139,563,473,1336,603,6897,1795,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10904728,2442,10186239,17027,232460,7924,27022,3995,98016,6730,50953,5817,101596,7697,10402,2345,45605,4428,10848,2443,8336,1949,45549,5798,87702,8596,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3614253,1779,3253565,8062,242777,5408,6690,1560,10024,1563,4689,1196,16665,3039,2485,730,8532,1855,18167,2958,4135,1095,17456,2407,29068,3168,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3743771,1765,3164870,13226,347409,8984,10406,2171,16571,2357,29747,4857,35346,6249,9894,2298,27229,3034,24379,4096,9540,1813,44010,5031,24370,4409,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12075749,2550,10773444,17757,572325,10645,55240,5698,113337,7130,80090,6200,174119,8672,31012,3707,85479,6261,35968,5387,15238,2876,71167,7657,68330,6601,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1000317,690,790485,5901,112517,3222,17521,3034,1774,592,4994,1611,41896,4096,1213,579,7041,1620,2142,1218,2022,711,11599,2312,7113,1547,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4545554,2559,4234925,9392,198746,5583,11549,2280,11427,1963,12384,4051,23624,3100,4567,1436,11172,2718,4214,1611,6193,1464,12626,2586,14127,3761,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,792820,1037,747469,3218,13676,1865,678,436,5899,1714,2392,964,2736,948,294,210,1679,692,243,360,1226,745,3172,817,13356,1779,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6150997,2614,5720789,11180,244547,7363,12812,2636,20512,3540,7245,1475,39175,5326,6186,1769,13600,2771,11185,3023,9336,2672,25622,3268,39988,6054,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25010570,4957,16126855,45377,7465279,40289,76836,8057,72288,6186,54449,7492,320869,15732,58973,6139,160863,10025,201997,10636,81099,7309,190394,9561,200668,11387,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2693093,1407,2297112,11950,268353,9158,8074,1564,9035,1432,6877,1634,25582,4583,2760,1048,13315,2470,8804,2416,3470,868,27662,3579,22049,3526,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,595681,806,566123,2710,5706,1139,7675,1138,2033,665,2439,1032,6482,1314,213,200,1502,627,368,266,386,294,1313,482,1441,692,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7818739,3482,6599729,19411,527390,11426,38276,4295,28893,3600,34048,3901,186006,9840,55186,5962,53629,4723,51904,6490,44669,3553,73217,5858,125792,10190,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6617324,2042,5373791,20099,554934,12677,21405,3223,32962,3527,99556,9090,108086,10205,50414,5865,85815,6746,62393,6789,53494,5512,108605,7526,65869,6972,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1747774,1282,1712550,3529,13927,2223,2161,961,3380,1335,855,381,5363,1285,865,628,2919,1179,1276,787,868,457,1094,530,2516,973,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5418476,2341,4946946,9680,246115,6229,8228,1397,45193,3184,20453,3388,36227,4101,2828,923,17085,2217,5077,2322,5789,1476,67234,4952,17301,3023,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,546224,1227,508071,3529,25577,3127,1734,748,1584,623,562,385,1788,724,129,169,1342,805,40,64,821,394,572,409,4004,972,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3364109,1360,184437,10689,3174284,11339,1746,836,300,231,146,173,1560,694,0,220,1058,880,0,220,0,220,233,257,345,352,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
