GEO_ID,C15002C_001E,C15002C_001M,C15002C_002E,C15002C_002M,C15002C_003E,C15002C_003M,C15002C_004E,C15002C_004M,C15002C_005E,C15002C_005M,C15002C_006E,C15002C_006M,C15002C_007E,C15002C_007M,C15002C_008E,C15002C_008M,C15002C_009E,C15002C_009M,C15002C_010E,C15002C_010M,C15002C_011E,C15002C_011M,NAME,C15002C_001MA,C15002C_001EA,C15002C_002EA,C15002C_002MA,C15002C_003MA,C15002C_003EA,C15002C_004EA,C15002C_004MA,C15002C_005EA,C15002C_005MA,C15002C_006MA,C15002C_006EA,C15002C_007EA,C15002C_007MA,C15002C_008MA,C15002C_008EA,C15002C_009MA,C15002C_009EA,C15002C_010EA,C15002C_010MA,C15002C_011EA,C15002C_011MA,state
0400000US01,15649,1785,7596,1162,1289,600,2454,687,2130,659,1723,695,8053,1428,1651,686,2091,769,2448,660,1863,666,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,57557,1981,28328,1089,5414,725,14377,922,7218,830,1319,475,29229,1460,4017,605,12007,983,10349,1329,2856,662,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,165969,3978,77640,2757,19252,1808,30602,2122,22578,1807,5208,1010,88329,2429,19573,1712,24933,1862,33127,2288,10696,1439,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,11653,1793,6328,1213,1383,634,2366,824,1618,599,961,457,5325,1037,862,438,1808,754,1634,642,1021,441,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,182895,8385,90251,5039,22562,2516,26274,3266,28940,2756,12475,2026,92644,4974,21940,2267,23941,2376,34637,2728,12126,1951,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,33171,3136,15377,1805,3151,853,4835,1276,4545,886,2846,796,17794,2065,2991,911,3586,1031,7628,1370,3589,979,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,5141,1005,2485,729,342,218,1056,545,626,352,461,368,2656,643,248,201,818,399,839,467,751,419,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,2466,640,1467,588,563,416,367,226,92,110,445,321,999,261,156,123,231,158,393,172,219,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,35650,2997,18400,2028,4883,1482,5984,1197,4773,805,2760,803,17250,1993,3870,1162,5855,1237,4920,1115,2605,695,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,15509,2401,7559,1420,1701,700,2515,975,1681,625,1662,607,7950,1590,1410,774,2031,769,2363,731,2146,870,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1786,690,811,419,292,240,189,187,218,252,112,157,975,434,0,181,228,188,574,384,173,134,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,12685,1666,6119,992,818,379,2437,665,1995,738,869,443,6566,1080,837,380,1853,622,3021,853,855,297,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,19463,2399,9437,1503,2129,605,2157,757,2376,726,2775,860,10026,1491,2220,838,3124,874,2814,863,1868,648,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,9329,1564,4799,1167,927,462,1685,688,1335,605,852,565,4530,1084,1064,441,1301,573,1619,607,546,364,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,6482,986,3653,901,721,373,1357,539,930,464,645,359,2829,598,336,186,884,363,1283,431,326,275,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,15607,1678,7303,1105,791,441,1808,589,2901,700,1803,640,8304,1136,1075,492,2087,577,3986,854,1156,457,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,7400,1759,3743,1261,1156,850,1307,688,874,384,406,231,3657,1034,1007,605,1039,589,881,376,730,360,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16227,1852,8405,1312,3017,817,2963,911,1561,660,864,450,7822,1180,2401,874,3198,833,1190,513,1033,466,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5581,960,2426,591,505,286,868,250,879,432,174,142,3155,661,415,174,664,353,1448,476,628,351,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,10642,1676,4938,864,787,435,1131,465,2009,588,1011,400,5704,1155,868,594,2144,856,1649,619,1043,495,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,9058,1471,4138,946,904,416,1820,789,965,406,449,299,4920,1070,1535,594,829,380,1213,531,1343,653,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,35114,2246,16284,1450,2334,597,6062,1035,5712,799,2176,606,18830,1502,2885,660,6472,974,7253,879,2220,629,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,33622,1665,17118,1016,3266,591,6595,752,5871,879,1386,364,16504,1285,2240,523,5145,841,7305,841,1814,549,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7599,1314,4197,974,1452,585,1654,671,910,336,181,178,3402,761,1238,443,642,489,1237,497,285,208,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,19076,1894,10390,1333,1965,737,3023,733,3882,1054,1520,542,8686,1207,1511,673,1773,666,3176,1049,2226,699,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,37529,1631,18768,1172,3660,766,7232,1179,6441,1089,1435,458,18761,1017,2674,549,6268,983,7173,1183,2646,600,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8666,1131,3732,607,904,447,1212,411,971,328,645,280,4934,838,1195,504,1277,483,2007,540,455,197,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
