GEO_ID,B08524_001E,B08524_001M,B08524_002E,B08524_002M,B08524_003E,B08524_003M,B08524_004E,B08524_004M,B08524_005E,B08524_005M,B08524_006E,B08524_006M,B08524_007E,B08524_007M,B08524_008E,B08524_008M,B08524_009E,B08524_009M,B08524_010E,B08524_010M,B08524_011E,B08524_011M,B08524_012E,B08524_012M,B08524_013E,B08524_013M,B08524_014E,B08524_014M,B08524_015E,B08524_015M,B08524_016E,B08524_016M,B08524_017E,B08524_017M,B08524_018E,B08524_018M,B08524_019E,B08524_019M,B08524_020E,B08524_020M,B08524_021E,B08524_021M,B08524_022E,B08524_022M,B08524_023E,B08524_023M,B08524_024E,B08524_024M,B08524_025E,B08524_025M,B08524_026E,B08524_026M,B08524_027E,B08524_027M,B08524_028E,B08524_028M,B08524_029E,B08524_029M,B08524_030E,B08524_030M,B08524_031E,B08524_031M,B08524_032E,B08524_032M,B08524_033E,B08524_033M,B08524_034E,B08524_034M,B08524_035E,B08524_035M,B08524_036E,B08524_036M,B08524_037E,B08524_037M,B08524_038E,B08524_038M,B08524_039E,B08524_039M,B08524_040E,B08524_040M,B08524_041E,B08524_041M,B08524_042E,B08524_042M,B08524_043E,B08524_043M,B08524_044E,B08524_044M,B08524_045E,B08524_045M,B08524_046E,B08524_046M,B08524_047E,B08524_047M,B08524_048E,B08524_048M,B08524_049E,B08524_049M,NAME,B08524_001MA,B08524_001EA,B08524_002EA,B08524_002MA,B08524_003MA,B08524_003EA,B08524_004EA,B08524_004MA,B08524_005EA,B08524_005MA,B08524_006MA,B08524_006EA,B08524_007MA,B08524_007EA,B08524_008EA,B08524_008MA,B08524_009EA,B08524_009MA,B08524_010EA,B08524_010MA,B08524_011MA,B08524_011EA,B08524_012MA,B08524_012EA,B08524_013EA,B08524_013MA,B08524_014MA,B08524_014EA,B08524_015EA,B08524_015MA,B08524_016EA,B08524_016MA,B08524_017MA,B08524_017EA,B08524_018EA,B08524_018MA,B08524_019EA,B08524_019MA,B08524_020EA,B08524_020MA,B08524_021EA,B08524_021MA,B08524_022MA,B08524_022EA,B08524_023MA,B08524_023EA,B08524_024EA,B08524_024MA,B08524_025EA,B08524_025MA,B08524_026EA,B08524_026MA,B08524_027MA,B08524_027EA,B08524_028MA,B08524_028EA,B08524_029MA,B08524_029EA,B08524_030EA,B08524_030MA,B08524_031EA,B08524_031MA,B08524_032MA,B08524_032EA,B08524_033MA,B08524_033EA,B08524_034MA,B08524_034EA,B08524_035EA,B08524_035MA,B08524_036EA,B08524_036MA,B08524_037MA,B08524_037EA,B08524_038EA,B08524_038MA,B08524_039MA,B08524_039EA,B08524_040MA,B08524_040EA,B08524_041EA,B08524_041MA,B08524_042MA,B08524_042EA,B08524_043EA,B08524_043MA,B08524_044MA,B08524_044EA,B08524_045MA,B08524_045EA,B08524_046EA,B08524_046MA,B08524_047MA,B08524_047EA,B08524_048EA,B08524_048MA,B08524_049EA,B08524_049MA,state
0400000US01,1960728,14412,644190,11001,335540,7881,473779,10161,188814,7634,313985,9460,4420,1245,1681753,15904,564265,11024,281275,6410,414822,10003,152812,6819,264643,8961,3936,1195,170458,8413,43998,3765,34367,3552,32467,3521,25572,3067,33698,3271,356,290,7454,1743,1371,688,2132,692,1792,662,920,706,1239,525,0,187,22253,2718,5962,1171,5644,1306,6151,1380,1666,619,2830,1069,0,187,21577,2458,5072,1027,5122,1391,2882,918,3018,973,5416,1393,67,73,57233,3661,23522,2450,7000,1232,15665,1978,4826,1240,6159,1314,61,59,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366124,5570,128264,5232,64578,4670,73803,4229,49625,2942,42183,3715,7671,1527,250684,6214,90687,4612,42451,3656,52918,3460,31781,2742,26864,3007,5983,1500,43650,3232,15720,1756,8181,1726,8840,1336,6137,1105,3942,929,830,535,5178,1224,1113,587,1521,761,1262,633,801,574,481,345,0,187,29491,2206,7780,1103,6219,974,5806,1217,3424,757,5472,898,790,532,23206,2226,7025,1180,2678,852,2980,767,6027,1038,4496,1152,0,187,13915,1891,5939,995,3528,993,1997,662,1455,728,928,466,68,80,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2803956,19199,982843,16296,559244,14589,721178,14027,260663,8421,272134,8918,7894,1158,2158777,17865,772123,13070,410335,12068,563456,12216,193413,7200,214055,8258,5395,1053,293325,9205,83896,5155,70617,4922,69712,4556,39357,3899,28923,2963,820,417,56512,4964,11004,1884,17760,2431,17088,2232,3786,1521,6716,1701,158,167,55428,4255,15589,2022,17940,2619,14013,2130,3532,1170,4088,993,266,195,78261,5498,21541,2855,21805,3370,16417,1939,8024,1911,10474,1567,0,187,161653,6371,78690,4106,20787,2915,40492,3114,12551,2247,7878,1603,1255,450,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1244956,13403,401550,9375,223470,8516,289939,7778,130407,5816,197731,6855,1859,779,1028051,13906,338988,9759,176904,7151,248913,6748,99167,5143,163061,6697,1018,530,134288,6948,33951,2779,30244,3765,23184,2765,22380,2522,23732,2856,797,481,4138,1186,691,343,1479,669,1258,665,52,65,658,389,0,187,21931,2424,5680,1244,5162,1021,5393,1442,2609,1031,3087,874,0,187,15173,2221,3169,813,2973,772,2593,1036,1808,716,4586,1105,44,73,41375,3177,19071,2289,6708,1118,8598,1561,4391,1566,2607,911,0,187,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17255848,41675,6469603,38011,3200461,32623,4026852,27747,1567457,18783,1931833,21368,59642,4375,12684561,45443,4844255,37339,2205376,29455,3044165,27324,1109220,14864,1449686,19314,31859,3457,1811654,28148,531859,14168,365402,11425,372575,9775,288331,11979,249115,9856,4372,1243,913139,15806,322431,9559,236745,8186,212511,7657,43047,3844,97632,5006,773,442,466979,12148,152344,6766,128522,6683,110956,5545,28920,3229,35176,4153,11061,3261,448540,12892,154189,6806,89755,5131,85034,5293,55515,4157,61035,4033,3012,908,930975,16361,464525,10340,174661,7798,201611,7716,42424,3603,39189,3488,8565,2165,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2669008,13651,1063318,14559,468636,11485,615341,10914,263475,8714,239110,7347,19128,1964,2019345,15439,807840,12627,340501,10456,472806,10198,199046,7091,188201,6198,10951,1675,256486,9969,80231,5158,53815,4515,49588,3870,44245,3861,27738,2916,869,424,88323,4484,31490,2687,25126,3137,20755,2315,4434,1331,6518,1402,0,187,70858,4677,23014,1972,18011,3000,16382,2399,4361,1181,4342,1038,4748,855,59643,4423,26429,2640,11717,1803,10704,1815,4915,1209,5772,1260,106,122,174353,6876,94314,5199,19466,2021,45106,3051,6474,1310,6539,1510,2454,1080,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1751075,13180,735155,11613,310023,10414,399384,8901,130470,6687,170365,7989,5678,777,1387627,14015,601737,10800,234155,8882,317521,7780,100340,5958,131986,7016,1888,713,143947,7901,41730,3462,32742,3384,30315,3000,18338,2790,20791,2846,31,54,61369,3884,19792,2380,16891,2522,16326,2155,1635,655,6725,1734,0,187,55140,3918,18959,2371,11381,2148,14012,1879,3279,1323,4933,1662,2576,792,21398,2533,6849,1489,5059,1218,3534,763,2501,907,3429,1008,26,45,81594,4474,46088,3451,9795,1810,17676,1887,4377,1109,2501,673,1157,630,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437466,8194,174135,5023,74231,4655,104476,5320,36676,3461,47189,3585,759,353,359027,8816,143881,5051,58637,4376,86505,4940,30923,2848,38381,3289,700,348,35048,3682,11176,1787,7506,1546,7420,1810,4051,1560,4849,1342,46,77,10085,1800,2858,927,2907,1134,3044,859,366,312,910,482,0,187,9247,1842,2614,715,2516,887,2768,916,345,276,991,539,13,30,4772,1295,1300,528,526,274,1077,717,398,258,1471,742,0,187,19287,2306,12306,1696,2139,720,3662,926,593,379,587,400,0,187,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,821495,12642,496035,9187,121825,6487,129426,6296,36884,2854,33006,2478,4319,913,348856,9573,197965,6388,56731,3961,53189,4394,19572,2137,19068,2167,2331,658,71576,4636,38864,2963,9551,1947,10720,1440,8966,1845,2893,910,582,339,311082,9176,200846,6968,43180,4230,52180,4081,6295,1317,7696,1309,885,396,46271,3258,27748,2511,7695,1697,7584,1570,1358,746,1701,688,185,167,26698,2518,18547,1969,2926,984,2894,773,525,468,1470,610,336,312,17012,2053,12065,1756,1742,831,2859,882,168,198,178,236,0,187,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8585487,32920,2924080,27129,1785598,24803,2292096,23117,784719,16144,771570,17411,27424,2944,6852662,34711,2388458,25548,1373377,22174,1861624,21581,590521,14132,619765,16184,18917,3010,780601,18054,210394,8836,192853,8378,186144,8478,113383,6999,75971,5194,1856,648,177546,7809,27003,2861,71804,5026,46389,4026,14126,2834,17947,2690,277,384,123018,5694,30679,2781,39884,3612,30824,3218,8471,1629,11586,1949,1574,615,185799,9202,37909,3380,57488,5636,40922,4329,24324,2926,24627,3058,529,340,465861,12632,229637,9368,50192,3554,126193,6594,33894,3451,21674,2768,4271,1421,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
