GEO_ID,B28009B_001E,B28009B_001M,B28009B_002E,B28009B_002M,B28009B_003E,B28009B_003M,B28009B_004E,B28009B_004M,B28009B_005E,B28009B_005M,B28009B_006E,B28009B_006M,NAME,B28009B_001MA,B28009B_001EA,B28009B_002EA,B28009B_002MA,B28009B_003EA,B28009B_003MA,B28009B_004MA,B28009B_004EA,B28009B_005EA,B28009B_005MA,B28009B_006MA,B28009B_006EA,state
0400000US01,1245748,7517,957452,15623,5945,1959,746533,17433,204974,11370,288296,14201,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22433,2430,20376,2540,0,145,18903,2689,1473,992,2057,1049,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,264943,6403,231117,7683,420,295,198523,7840,32174,4820,33826,5585,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,444363,4796,340093,9677,2148,1493,250213,10345,87732,7901,104270,7402,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2138726,16727,1878121,20030,12827,3674,1608981,22632,256313,13784,260605,12915,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,203772,4918,187802,5227,1545,890,158422,6384,27835,4139,15970,3059,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,353076,7183,311411,7874,560,377,279582,9345,31269,4492,41665,4891,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,194039,3502,160045,5563,1350,1320,132064,7246,26631,4443,33994,4633,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,301335,2981,241758,6567,1239,699,176997,7133,63522,6989,59577,5675,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3094139,15751,2604920,24144,10146,3667,2133550,33107,461224,22747,489219,19368,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3050618,11761,2595301,18808,11382,2910,2121117,25956,462802,20715,455317,17061,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,27787,2448,27075,2512,43,77,26509,2497,523,311,712,382,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,10701,1669,9378,1619,0,190,9013,1617,365,293,1323,786,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1755508,10358,1408382,18068,6445,1736,1131417,20337,270520,15336,347126,16060,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,584336,7069,484241,9806,2358,1479,363916,12201,117967,8996,100095,8207,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,91990,3212,74642,4026,30,52,64675,4522,9937,2479,17348,3106,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,161367,4823,130397,5733,463,533,104920,5807,25014,4004,30970,3583,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,325111,6659,261860,8579,813,647,201739,9729,59308,6973,63251,5665,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1443328,7321,1082339,14329,10427,3312,849515,18349,222397,14143,360989,14484,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14340,1300,12207,1603,0,159,10538,1936,1669,1204,2133,1289,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1722574,9527,1559868,15369,8103,2276,1354360,19670,197405,12893,162706,11567,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,456116,8083,407086,9271,2476,1344,352435,11166,52175,5692,49030,4754,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1318460,8399,1094810,13659,6928,3358,811751,17077,276131,13789,223650,11258,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,299111,6085,264351,7081,908,1002,223299,9318,40144,5890,34760,5378,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1088542,5606,827259,13255,9698,3396,563225,15732,254336,15200,261283,12831,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,676143,6791,552693,10322,5337,1759,442672,12190,104684,8857,123450,8985,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5308,1140,4872,1078,80,125,4175,989,617,474,436,398,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,84424,3122,66074,3717,104,143,53008,3570,12962,3286,18350,2812,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,234679,3870,205862,5711,1801,1656,160592,6846,43469,5928,28817,4170,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,15082,1836,14953,1826,0,182,13542,1895,1411,710,129,167,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1158462,10001,1014011,12910,4143,1969,885249,15980,124619,10073,144451,9350,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,39203,2277,33657,2731,36,60,29032,3120,4589,1612,5546,2086,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2953007,18322,2574804,24064,11489,3021,2219578,26467,343737,15223,378203,17200,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2072109,11074,1694845,16810,9726,2577,1356933,19286,328186,15533,377264,13941,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13410,1310,11884,1698,194,318,8265,1550,3425,1494,1526,1012,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1354530,10385,1134793,12887,8869,2476,906246,15369,219678,12395,219737,9948,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,270164,4652,216543,6404,661,410,163441,7062,52441,5287,53621,5563,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,67160,3433,60759,3793,110,134,51998,3968,8651,2322,6401,2360,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1320780,11576,1116234,14407,10211,3208,901004,18760,205019,13954,204546,10109,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,66907,4000,58770,3931,27,44,48767,4063,9976,2645,8137,2038,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1271731,7283,983968,14087,10926,2801,723461,16814,249581,13418,287763,11380,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13711,2197,12412,2431,0,151,9523,2495,2889,1204,1299,792,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1060504,7839,849630,14759,3064,1179,636127,14795,210439,12724,210874,12787,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3094575,15851,2609726,26869,17351,3831,2124909,31153,467466,19941,484849,20043,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,32229,2325,30045,2317,0,184,24158,3132,5887,2475,2184,842,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4836,955,4660,971,0,147,3944,1078,716,609,176,180,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1526556,10870,1326446,13245,8736,2222,1094145,16010,223565,10311,200110,8943,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,239129,8022,215561,7873,1141,778,186170,8615,28250,4934,23568,3960,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,60483,3072,49584,3334,88,109,39891,3249,9605,2354,10899,2414,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,342221,4617,285367,7726,2705,1349,222021,8803,60641,6665,56854,5896,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5914,1088,5531,1080,0,190,4125,1183,1406,800,383,400,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,295565,13180,187868,10984,1037,583,149852,11012,36979,4772,107697,7878,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
