GEO_ID,C27012_001E,C27012_001M,C27012_002E,C27012_002M,C27012_003E,C27012_003M,C27012_004E,C27012_004M,C27012_005E,C27012_005M,C27012_006E,C27012_006M,C27012_007E,C27012_007M,C27012_008E,C27012_008M,C27012_009E,C27012_009M,C27012_010E,C27012_010M,C27012_011E,C27012_011M,C27012_012E,C27012_012M,C27012_013E,C27012_013M,C27012_014E,C27012_014M,C27012_015E,C27012_015M,C27012_016E,C27012_016M,C27012_017E,C27012_017M,C27012_018E,C27012_018M,C27012_019E,C27012_019M,C27012_020E,C27012_020M,C27012_021E,C27012_021M,C27012_022E,C27012_022M,C27012_023E,C27012_023M,C27012_024E,C27012_024M,C27012_025E,C27012_025M,C27012_026E,C27012_026M,C27012_027E,C27012_027M,C27012_028E,C27012_028M,C27012_029E,C27012_029M,C27012_030E,C27012_030M,C27012_031E,C27012_031M,C27012_032E,C27012_032M,C27012_033E,C27012_033M,C27012_034E,C27012_034M,C27012_035E,C27012_035M,C27012_036E,C27012_036M,C27012_037E,C27012_037M,C27012_038E,C27012_038M,C27012_039E,C27012_039M,C27012_040E,C27012_040M,C27012_041E,C27012_041M,C27012_042E,C27012_042M,C27012_043E,C27012_043M,C27012_044E,C27012_044M,C27012_045E,C27012_045M,C27012_046E,C27012_046M,NAME,C27012_001EA,C27012_001MA,C27012_002EA,C27012_002MA,C27012_003EA,C27012_003MA,C27012_004EA,C27012_004MA,C27012_005MA,C27012_005EA,C27012_006MA,C27012_006EA,C27012_007EA,C27012_007MA,C27012_008EA,C27012_008MA,C27012_009EA,C27012_009MA,C27012_010MA,C27012_010EA,C27012_011EA,C27012_011MA,C27012_012EA,C27012_012MA,C27012_013EA,C27012_013MA,C27012_014EA,C27012_014MA,C27012_015MA,C27012_015EA,C27012_016MA,C27012_016EA,C27012_017MA,C27012_017EA,C27012_018EA,C27012_018MA,C27012_019MA,C27012_019EA,C27012_020MA,C27012_020EA,C27012_021MA,C27012_021EA,C27012_022EA,C27012_022MA,C27012_023EA,C27012_023MA,C27012_024EA,C27012_024MA,C27012_025EA,C27012_025MA,C27012_026EA,C27012_026MA,C27012_027MA,C27012_027EA,C27012_028MA,C27012_028EA,C27012_029EA,C27012_029MA,C27012_030EA,C27012_030MA,C27012_031EA,C27012_031MA,C27012_032MA,C27012_032EA,C27012_033MA,C27012_033EA,C27012_034MA,C27012_034EA,C27012_035EA,C27012_035MA,C27012_036EA,C27012_036MA,C27012_037EA,C27012_037MA,C27012_038MA,C27012_038EA,C27012_039MA,C27012_039EA,C27012_040EA,C27012_040MA,C27012_041EA,C27012_041MA,C27012_042EA,C27012_042MA,C27012_043MA,C27012_043EA,C27012_044MA,C27012_044EA,C27012_045EA,C27012_045MA,C27012_046EA,C27012_046MA,state
0400000US01,3660536,3104,1464246,14840,1410334,14286,1251625,14499,1113276,15118,131960,6207,7072,1121,32622,3264,158709,7426,53912,3227,53455,3188,33502,2461,12373,1464,45429,2853,2842,669,457,306,773294,13512,699863,13090,508593,10986,351398,10002,95127,4722,13762,1836,66084,4695,191270,8382,73431,3464,72546,3497,29871,2033,22657,1739,71178,3518,6259,986,885,498,1422996,12532,825170,11911,642249,10206,276874,8546,100782,5400,162034,6987,230371,6030,182921,8607,597826,5227,595321,5266,192863,6173,189668,5897,591017,5438,97531,3802,2505,827,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,525296,1652,236468,5350,227596,5116,193489,5430,163915,5877,16616,2028,979,654,8186,1868,34107,3067,8872,1432,8669,1375,6131,1177,555,301,6581,1108,472,298,203,186,160370,4818,148015,4826,104275,4386,68775,3565,14385,2019,1958,621,15254,1808,43740,3108,12355,1338,12111,1361,5826,939,1742,649,11059,1286,823,423,244,184,128458,4243,80667,3834,59068,3704,27444,2587,5151,1264,8100,1404,21477,2348,21599,2047,47791,1912,46500,1889,19857,1672,5851,1144,45662,1895,11388,1463,1291,701,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5002498,2411,1987208,18009,1920711,18644,1650399,19355,1394063,18405,173950,6369,7222,1431,110703,5756,270312,9400,66497,4019,65476,3961,34062,2565,12409,1619,55104,3712,3665,982,1021,597,1160959,14098,1042371,14140,793589,12674,469881,10569,131853,5931,14941,2054,201549,8709,248782,9189,118588,4859,117490,4812,34234,2054,34970,2721,114426,4726,8794,1385,1098,436,1854331,16048,981410,15802,772118,15760,281581,8896,117106,4595,116852,5418,331570,11317,209292,7895,872921,6101,861952,6671,218779,6612,276820,7539,848550,6839,112182,5116,10969,2065,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2210565,2640,910330,12000,873602,11515,760636,11346,653685,12463,86198,4937,4824,1151,38171,3263,112966,7531,36728,2778,36436,2767,18269,2280,9193,1430,31816,2750,1908,564,292,210,468802,10381,419429,9351,310626,8240,185540,7617,56030,3677,9325,1310,70450,4259,108803,6028,49373,3503,49256,3525,14440,1604,17808,1940,48446,3535,3480,670,117,125,831433,11526,469204,10245,383397,8307,136656,6252,54926,3099,97228,4711,162342,6858,85807,5426,362229,4100,361122,4088,81920,3371,131618,4670,358509,4082,58831,3659,1107,656,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29162324,5744,11801502,44706,11374145,42188,9875938,41036,8270083,43863,1071810,17457,46870,3352,709739,14696,1498207,23090,427357,8325,420005,8186,243808,6920,78431,3251,322625,6157,23099,2008,7352,1545,7456911,41515,6889776,39542,5387204,36383,3231866,32709,952985,16695,87784,4917,1297841,19665,1502572,20253,567135,9862,556663,9333,211934,5642,153220,5890,524293,8938,48303,3374,10472,1792,9903911,36800,6000588,32591,4807935,28745,1969294,19115,739283,15390,549470,13684,2053854,25043,1192653,22588,3903323,13118,3844958,14052,1099013,14483,887407,12605,3767759,14350,913980,14847,58365,4810,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4020590,3165,1870196,15323,1807370,14921,1602764,15603,1337793,16371,190845,7824,8017,1756,88052,4585,204606,7939,62826,3373,61784,3390,34200,2550,13888,1699,49387,3057,2907,786,1042,463,1069347,15310,968757,14627,794094,14391,481481,10706,147807,6293,14749,1991,161457,7864,174663,7570,100590,3985,99406,4050,30783,2416,32169,2330,94693,4131,5764,1168,1184,561,1081047,9669,580183,9003,493527,8604,211837,7546,82482,4082,71819,4427,173396,6258,86656,5053,500864,5168,496488,5079,146226,5741,165027,4304,487189,5018,61962,3760,4376,1218,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2767261,1349,1205282,12350,1148771,11795,1066166,12759,929748,14127,91481,5078,5059,1290,65683,4396,82605,5724,56511,3142,56267,3151,36598,2565,11584,1550,44428,2845,2749,999,244,255,749264,11191,670686,11094,587758,10881,378927,9389,87195,4992,13377,1894,134284,6768,82928,5875,78578,3240,78145,3235,34348,2347,23180,1907,74357,3090,5004,875,433,277,812715,9912,414279,9907,367583,9376,157558,6668,53097,3550,52743,3755,145884,5712,46696,4061,398436,4344,394813,4596,143253,5007,124709,4503,388285,4767,62240,3732,3623,1067,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,717516,830,312369,5954,300312,5794,276720,6236,244225,6132,19063,1971,2340,910,17063,2242,23592,3175,12057,1517,12013,1516,8190,1296,1940,498,9180,1342,751,388,44,79,171250,5890,151150,5585,128839,5307,84156,4400,17490,2281,2588,769,28641,3249,22311,2372,20100,1631,20100,1631,9199,1223,5640,858,19786,1595,1376,533,0,185,233897,5586,116328,5126,102753,5119,47279,3454,9221,1600,19305,2354,41407,3211,13575,2382,117569,1847,117146,1833,53470,2487,39280,2723,116208,1894,12888,1643,423,385,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,533132,509,259919,6141,250141,5909,238100,5841,198963,5889,22956,2626,1151,708,23932,3032,12041,2273,9778,1238,9778,1238,7825,1040,1457,531,7273,1158,611,323,0,198,125801,4935,117086,4930,105898,4731,58641,3579,21752,2255,1715,706,30810,3375,11188,1989,8715,1143,8715,1143,5299,1003,2295,684,7795,1094,1056,426,0,198,147412,5094,93925,4787,86200,4626,23424,2063,13965,2239,10220,1710,50607,4008,7725,1706,53487,1940,52638,1838,25457,1941,13147,1376,48976,1871,15797,1730,849,626,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15537207,4034,6118910,34344,5864521,33739,4780979,26958,3941520,27137,656530,14200,25124,2364,208156,9793,1083542,24452,254389,7959,247235,8181,119335,6276,47080,3405,210779,7255,13990,2169,7154,1839,3378004,31083,2975844,28284,2037872,25737,1224718,19711,466775,12210,41798,3229,328301,10851,937972,17408,402160,11213,394481,10887,106027,5532,104701,4392,384182,10660,29589,2748,7679,1618,6040293,33129,2973343,30887,2181965,27404,834216,16225,416350,12255,410268,10728,777120,19901,791378,19263,3066950,13103,3027501,13372,747756,12347,875022,16549,2980979,12801,483779,11796,39449,3741,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7418631,4122,3198283,24724,3093975,24542,2629010,25819,2317650,24989,270952,8794,12217,1829,62270,4684,464965,13218,104308,4291,103638,4241,64053,4050,20700,1951,85721,3379,5590,1007,670,413,1665623,21209,1537698,20905,1063665,19790,746477,17199,190839,8013,20233,2309,122392,6375,474033,12454,127925,4695,126230,4640,48625,3537,36203,2578,122826,4386,9451,1511,1695,722,2554725,18214,1568972,17881,1139792,16192,529101,12198,157757,7150,224552,7694,373642,12205,429180,12298,985753,6320,976950,6474,294354,8823,263952,7827,966626,6361,173474,6298,8803,1569,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
