VARIABLE,TYPE,LABEL,GROUP
B13004H_001E,int,Estimate!!Total,B13004H
B13004H_002E,int,Estimate!!Total!!Women who had a birth in the past 12 months,B13004H
B13004H_003E,int,Estimate!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent),B13004H
B13004H_004E,int,"Estimate!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004H
B13004H_005E,int,Estimate!!Total!!Women who did not have a birth in the past 12 months,B13004H
B13004H_006E,int,Estimate!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent),B13004H
B13004H_007E,int,"Estimate!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004H
B13004H_001M,int,Margin of Error!!Total,B13004H
B13004H_002M,int,Margin of Error!!Total!!Women who had a birth in the past 12 months,B13004H
B13004H_003M,int,Margin of Error!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent),B13004H
B13004H_004M,int,"Margin of Error!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004H
B13004H_005M,int,Margin of Error!!Total!!Women who did not have a birth in the past 12 months,B13004H
B13004H_006M,int,Margin of Error!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent),B13004H
B13004H_007M,int,"Margin of Error!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004H
B13004H_001EA,string,Annotation of Estimate!!Total,B13004H
B13004H_001MA,string,Annotation of Margin of Error!!Total,B13004H
B13004H_002EA,string,Annotation of Estimate!!Total!!Women who had a birth in the past 12 months,B13004H
B13004H_002MA,string,Annotation of Margin of Error!!Total!!Women who had a birth in the past 12 months,B13004H
B13004H_003EA,string,Annotation of Estimate!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent),B13004H
B13004H_003MA,string,Annotation of Margin of Error!!Total!!Women who had a birth in the past 12 months!!Now married (including separated and spouse absent),B13004H
B13004H_004EA,string,"Annotation of Estimate!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004H
B13004H_004MA,string,"Annotation of Margin of Error!!Total!!Women who had a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004H
B13004H_005EA,string,Annotation of Estimate!!Total!!Women who did not have a birth in the past 12 months,B13004H
B13004H_005MA,string,Annotation of Margin of Error!!Total!!Women who did not have a birth in the past 12 months,B13004H
B13004H_006EA,string,Annotation of Estimate!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent),B13004H
B13004H_006MA,string,Annotation of Margin of Error!!Total!!Women who did not have a birth in the past 12 months!!Now married (including separated and spouse absent),B13004H
B13004H_007EA,string,"Annotation of Estimate!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004H
B13004H_007MA,string,"Annotation of Margin of Error!!Total!!Women who did not have a birth in the past 12 months!!Unmarried (never married, widowed and divorced)",B13004H
