VARIABLE,TYPE,LABEL,GROUP
B07404IPR_001E,int,Estimate!!Total living in area 1 year ago,B07404IPR
B07404IPR_002E,int,Estimate!!Total living in area 1 year ago!!Same house,B07404IPR
B07404IPR_003E,int,Estimate!!Total living in area 1 year ago!!Moved within same municipio,B07404IPR
B07404IPR_004E,int,Estimate!!Total living in area 1 year ago!!Moved to different municipio,B07404IPR
B07404IPR_005E,int,Estimate!!Total living in area 1 year ago!!Moved to the United States,B07404IPR
B07404IPR_001M,int,Margin of Error!!Total living in area 1 year ago,B07404IPR
B07404IPR_002M,int,Margin of Error!!Total living in area 1 year ago!!Same house,B07404IPR
B07404IPR_003M,int,Margin of Error!!Total living in area 1 year ago!!Moved within same municipio,B07404IPR
B07404IPR_004M,int,Margin of Error!!Total living in area 1 year ago!!Moved to different municipio,B07404IPR
B07404IPR_005M,int,Margin of Error!!Total living in area 1 year ago!!Moved to the United States,B07404IPR
B07404IPR_001EA,string,Annotation of Estimate!!Total living in area 1 year ago,B07404IPR
B07404IPR_001MA,string,Annotation of Margin of Error!!Total living in area 1 year ago,B07404IPR
B07404IPR_002EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Same house,B07404IPR
B07404IPR_002MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Same house,B07404IPR
B07404IPR_003EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved within same municipio,B07404IPR
B07404IPR_003MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved within same municipio,B07404IPR
B07404IPR_004EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved to different municipio,B07404IPR
B07404IPR_004MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved to different municipio,B07404IPR
B07404IPR_005EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved to the United States,B07404IPR
B07404IPR_005MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved to the United States,B07404IPR
