VARIABLE,TYPE,LABEL,GROUP
B07404I_001E,int,Estimate!!Total living in area 1 year ago,B07404I
B07404I_002E,int,Estimate!!Total living in area 1 year ago!!Same house,B07404I
B07404I_003E,int,Estimate!!Total living in area 1 year ago!!Moved within same county,B07404I
B07404I_004E,int,Estimate!!Total living in area 1 year ago!!Moved to different county within same state,B07404I
B07404I_005E,int,Estimate!!Total living in area 1 year ago!!Moved to different state,B07404I
B07404I_001M,int,Margin of Error!!Total living in area 1 year ago,B07404I
B07404I_002M,int,Margin of Error!!Total living in area 1 year ago!!Same house,B07404I
B07404I_003M,int,Margin of Error!!Total living in area 1 year ago!!Moved within same county,B07404I
B07404I_004M,int,Margin of Error!!Total living in area 1 year ago!!Moved to different county within same state,B07404I
B07404I_005M,int,Margin of Error!!Total living in area 1 year ago!!Moved to different state,B07404I
B07404I_001EA,string,Annotation of Estimate!!Total living in area 1 year ago,B07404I
B07404I_001MA,string,Annotation of Margin of Error!!Total living in area 1 year ago,B07404I
B07404I_002EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Same house,B07404I
B07404I_002MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Same house,B07404I
B07404I_003EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved within same county,B07404I
B07404I_003MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved within same county,B07404I
B07404I_004EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved to different county within same state,B07404I
B07404I_004MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved to different county within same state,B07404I
B07404I_005EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved to different state,B07404I
B07404I_005MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved to different state,B07404I
