GEO_ID,C18130_001E,C18130_001M,C18130_002E,C18130_002M,C18130_003E,C18130_003M,C18130_004E,C18130_004M,C18130_005E,C18130_005M,C18130_006E,C18130_006M,C18130_007E,C18130_007M,C18130_008E,C18130_008M,C18130_009E,C18130_009M,C18130_010E,C18130_010M,C18130_011E,C18130_011M,C18130_012E,C18130_012M,C18130_013E,C18130_013M,C18130_014E,C18130_014M,C18130_015E,C18130_015M,C18130_016E,C18130_016M,C18130_017E,C18130_017M,C18130_018E,C18130_018M,C18130_019E,C18130_019M,C18130_020E,C18130_020M,C18130_021E,C18130_021M,C18130_022E,C18130_022M,NAME,C18130_001MA,C18130_001EA,C18130_002EA,C18130_002MA,C18130_003EA,C18130_003MA,C18130_004EA,C18130_004MA,C18130_005EA,C18130_005MA,C18130_006MA,C18130_006EA,C18130_007MA,C18130_007EA,C18130_008EA,C18130_008MA,C18130_009EA,C18130_009MA,C18130_010EA,C18130_010MA,C18130_011MA,C18130_011EA,C18130_012MA,C18130_012EA,C18130_013EA,C18130_013MA,C18130_014EA,C18130_014MA,C18130_015EA,C18130_015MA,C18130_016EA,C18130_016MA,C18130_017MA,C18130_017EA,C18130_018MA,C18130_018EA,C18130_019EA,C18130_019MA,C18130_020EA,C18130_020MA,C18130_021EA,C18130_021MA,C18130_022MA,C18130_022EA,state
0400000US01,4729118,2647,1092958,4045,52304,3874,19972,2576,32332,3288,1040654,5691,270853,10800,769801,10986,2892886,4490,433842,10221,125020,6189,308822,8772,2459044,10003,386455,12886,2072589,14308,743274,2863,307697,6344,40463,3419,267234,6032,435577,6228,33117,2934,402460,6456,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,708439,1880,183239,1048,7900,1456,1440,500,6460,1332,175339,1602,26409,3143,148930,3798,455114,2180,47039,3275,8110,1112,38929,3235,408075,4138,35270,2887,372805,4758,70086,1161,27762,1715,1553,606,26209,1781,42324,1928,1585,473,40739,1876,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6658326,4172,1595584,3669,57081,4531,17605,2763,39476,3362,1538503,5574,376253,15396,1162250,14396,3954855,2847,414452,11316,116609,6540,297843,10039,3540403,11474,548715,17064,2991688,21215,1107887,1814,386978,7693,43252,3205,343726,7428,720909,8324,55964,3776,664945,8257,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2883167,3370,689881,3343,39237,3234,15531,2637,23706,2616,650644,5171,172162,9024,478482,9756,1732063,2608,263445,8204,79987,4995,183458,7296,1468618,9201,235395,9191,1233223,10729,461223,1744,195154,4831,25455,2328,169699,4530,266069,5050,21828,2395,244241,5010,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38330324,7381,8981881,7281,272535,8923,73246,4838,199289,7506,8709346,11513,1828259,29948,6881087,29398,24253812,6143,2009893,20607,525349,13753,1484544,18264,22243919,22178,2957364,39236,19286555,44631,5094631,3307,1799169,15474,237445,7309,1561724,14507,3295462,15716,268514,9147,3026948,17165,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5318474,3712,1239869,3177,38634,3417,9004,1848,29630,2775,1201235,4715,173537,10225,1027698,10662,3382508,4711,285085,8375,66550,4409,218535,6783,3097423,8661,314828,11456,2782595,14380,696097,2574,227761,5442,21407,1989,206354,5392,468336,6000,27571,2499,440765,5900,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3476503,2451,751881,2276,30286,2692,7138,1371,23148,2359,721595,3221,102155,7794,619440,8766,2181210,2076,188584,7080,44780,3555,143804,6482,1992626,7310,173416,8903,1819210,11771,543412,1341,168413,5021,18658,2112,149755,4758,374999,5227,20714,2512,354285,5665,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917940,1178,201276,955,9720,1850,3478,1488,6242,1279,191556,2136,35494,5206,156062,5614,559914,1210,54799,3303,12712,1774,42087,3050,505115,3426,52910,5209,452205,6431,156750,724,49375,2458,4344,928,45031,2544,107375,2455,5422,1005,101953,2409,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635682,789,116058,538,4988,1030,2294,687,2694,789,111070,1222,27435,3863,83635,4028,445947,1223,43572,3310,17408,2305,26164,2453,402375,3537,52196,4246,350179,5376,73677,900,25462,1714,5810,1154,19652,1858,48215,1779,5357,1162,42858,1897,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19810220,6712,4034202,6594,177361,8969,60751,5903,116610,6805,3856841,11488,870850,22421,2985991,22500,11897437,6204,1184756,20589,307062,10674,877694,19114,10712681,21192,1478386,27082,9234295,33265,3878581,4401,1301252,14416,162209,6920,1139043,14439,2577329,15728,236947,8392,2340382,16490,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9911441,6065,2467353,4819,100182,5955,32481,3800,67701,4292,2367171,6684,570873,18057,1796298,17395,6173784,5875,655147,16072,177818,9016,477329,12828,5518637,17757,789502,18312,4729135,22492,1270304,3864,463669,8364,56640,3414,407029,8315,806635,8880,66428,4435,740207,8984,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1362162,2901,306013,1456,7201,1288,1095,734,6106,1110,298812,1828,42343,5047,256469,4965,823283,2832,63760,3552,14034,1963,49726,3087,759523,3744,72013,4565,687510,5897,232866,722,76798,3552,7723,1465,69075,3246,156068,3627,10520,1599,145548,3982,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1617289,2375,424463,2538,18264,2421,4777,1519,13487,2037,406199,3579,70857,5961,335342,7374,953823,2658,117467,5887,31689,3458,85778,5109,836356,6302,117374,8012,718982,8997,239003,1908,88339,4064,9948,2410,78391,3559,150664,3929,10730,1637,139934,4091,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12550521,3850,2918062,4424,91105,5665,24065,3025,67040,4648,2826957,6393,534719,18333,2292238,19786,7867438,4156,663584,10336,170212,6229,493372,8697,7203854,10985,824984,18847,6378870,23101,1765021,3230,593861,8118,68775,4480,525086,7545,1171160,7982,80436,3808,1090724,8424,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6414632,3848,1545988,4536,68833,4738,21646,2857,47187,4009,1477155,6910,300874,13618,1176281,14714,3939553,3530,473211,8677,126687,6504,346524,6995,3466342,9313,417223,11681,3049119,15202,929091,2551,350742,6822,33889,2605,316853,6828,578349,6782,32862,2821,545487,6641,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3020476,2360,714933,3305,30957,2523,7763,1303,23194,2336,683976,3846,97777,6451,586199,7245,1828016,2265,177577,6050,46147,2987,131430,5067,1650439,6471,182064,7814,1468375,9280,477527,1744,156308,3778,15671,1349,140637,3890,321219,4074,17950,1790,303269,4049,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2814754,2762,711245,2775,31790,3119,9192,1871,22598,2290,679455,4037,113137,7345,566318,8378,1696403,3210,182607,6642,47733,3310,134874,5875,1513796,7001,168538,8441,1345258,9995,407106,1936,148502,4502,14920,1642,133582,4251,258604,4753,14896,1694,243708,4683,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4283082,3443,988271,4026,49662,4000,21204,2362,28458,2842,938609,5313,234902,10702,703707,10091,2643242,3271,418723,9847,135718,5683,283005,7757,2224519,10118,329202,11835,1895317,14485,651569,2463,265070,5784,38205,2705,226865,5499,386499,6284,34489,2520,352010,5796,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4530127,2994,1102142,3290,56763,4725,19996,2971,36767,3771,1045379,5607,292714,12319,752665,12993,2796003,4543,370502,10313,111060,6501,259442,8401,2425501,11555,384432,13319,2041069,16841,631982,2785,251557,6251,39610,2963,211947,5865,380425,5897,41558,3055,338867,6098,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1291385,1801,248891,1685,16297,2003,4216,1042,12081,1808,232594,2769,39127,4348,193467,4801,799158,2014,113831,5363,35590,2785,78241,4817,685327,5680,72171,5208,613156,7364,243336,1154,82862,2874,10068,1472,72794,2804,160474,3028,11448,1495,149026,3028,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5838949,4380,1326022,4148,52871,3644,13174,2106,39697,3313,1273151,5572,161950,10515,1111201,11697,3689344,3331,326771,9406,67165,4401,259606,8675,3362573,9472,267999,10053,3094574,14143,823583,2139,261902,5514,28011,2856,233891,5557,561681,5721,31974,2761,529707,5945,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
