GEO_ID,B10057_001E,B10057_001M,B10057_002E,B10057_002M,B10057_003E,B10057_003M,B10057_004E,B10057_004M,B10057_005E,B10057_005M,B10057_006E,B10057_006M,B10057_007E,B10057_007M,B10057_008E,B10057_008M,B10057_009E,B10057_009M,B10057_010E,B10057_010M,B10057_011E,B10057_011M,NAME,B10057_001EA,B10057_001MA,B10057_002EA,B10057_002MA,B10057_003EA,B10057_003MA,B10057_004EA,B10057_004MA,B10057_005MA,B10057_005EA,B10057_006MA,B10057_006EA,B10057_007EA,B10057_007MA,B10057_008EA,B10057_008MA,B10057_009EA,B10057_009MA,B10057_010MA,B10057_010EA,B10057_011MA,B10057_011EA,state
0400000US01,119371,6649,71477,6110,41173,4002,24213,2728,16960,2604,30304,3829,47894,3384,20874,2604,12744,2470,8130,1277,27020,2365,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,17976,1926,12946,1732,4778,931,2866,735,1912,470,8168,1738,5030,979,1680,375,1023,332,657,221,3350,951,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,175124,9059,108869,8004,46209,4942,27582,3548,18627,2736,62660,5648,66255,4431,21033,2495,12733,2044,8300,1304,45222,3489,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,68904,4883,44560,4669,27357,3056,16668,2205,10689,1781,17203,2630,24344,2466,12128,1630,7677,1421,4451,1025,12216,1830,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1158073,22198,772905,20858,194029,8155,108404,6689,85625,5644,578876,18426,385168,9649,78291,4553,39186,3451,39105,3246,306877,8662,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,104702,7688,71456,6171,26948,3319,15896,2550,11052,1916,44508,4899,33246,3483,8762,1775,5799,1505,2963,734,24484,2925,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,60326,4853,31884,3552,11335,2107,6413,1677,4922,1300,20549,3046,28442,3126,7062,1412,4251,1191,2811,872,21380,2462,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,21859,3025,13214,2476,5084,1225,2932,922,2152,744,8130,2100,8645,1440,3166,802,1443,545,1723,642,5479,1236,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,13296,2251,6663,1789,3601,1602,2193,955,1408,844,3062,1028,6633,1130,2671,764,1789,676,882,399,3962,880,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,479491,12874,273833,11780,97479,7069,56109,4941,41370,4331,176354,10539,205658,7349,47941,3368,25840,2441,22101,2751,157717,7652,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,268304,11462,160762,9674,75674,6101,50839,4597,24835,3328,85088,6490,107542,5890,36846,3126,23501,2668,13345,1763,70696,5140,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,54501,4090,36264,3533,7012,1516,3360,894,3652,1099,29252,3232,18237,2010,2878,669,1351,484,1527,465,15359,1932,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,30159,3949,19327,3383,8507,2128,4336,1390,4171,1417,10820,2378,10832,1965,2625,774,1623,613,1002,426,8207,1743,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,261565,9896,159612,9246,50066,4535,30468,3745,19598,2209,109546,6736,101953,4926,27031,3077,16198,2254,10833,1739,74922,3838,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,124433,6535,76060,5492,38966,3537,25051,2826,13915,2002,37094,3224,48373,3799,17381,2234,10227,1482,7154,1577,30992,3094,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,40209,2539,26465,2250,12020,1636,7269,1280,4751,1033,14445,1694,13744,1885,4190,962,2324,760,1866,606,9554,1545,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,46864,3841,29199,2950,14537,2555,8992,1978,5545,1253,14662,2004,17665,1984,5745,1182,3289,887,2456,821,11920,1671,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,100681,6373,64330,6099,39529,4801,25703,3922,13826,1914,24801,2799,36351,2795,15544,1982,9625,1644,5919,1120,20807,2244,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,111707,6808,67600,5910,36806,4143,23247,3262,13559,2342,30794,3364,44107,3837,18240,2342,10306,1647,7934,1585,25867,3153,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20432,2463,12333,1647,5460,1261,3911,1104,1549,544,6873,1326,8099,1846,2593,910,1459,687,1134,615,5506,1436,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,153635,7483,93562,6686,29099,3610,19303,2858,9796,1859,64463,5446,60073,4354,15949,2178,9188,1734,6761,1192,44124,3906,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,124288,6933,74225,5573,21343,2788,12701,2352,8642,1508,52882,4550,50063,3895,12482,1858,6773,1366,5709,1336,37581,3198,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
