GEO_ID,B08524_001E,B08524_001M,B08524_002E,B08524_002M,B08524_003E,B08524_003M,B08524_004E,B08524_004M,B08524_005E,B08524_005M,B08524_006E,B08524_006M,B08524_007E,B08524_007M,B08524_008E,B08524_008M,B08524_009E,B08524_009M,B08524_010E,B08524_010M,B08524_011E,B08524_011M,B08524_012E,B08524_012M,B08524_013E,B08524_013M,B08524_014E,B08524_014M,B08524_015E,B08524_015M,B08524_016E,B08524_016M,B08524_017E,B08524_017M,B08524_018E,B08524_018M,B08524_019E,B08524_019M,B08524_020E,B08524_020M,B08524_021E,B08524_021M,B08524_022E,B08524_022M,B08524_023E,B08524_023M,B08524_024E,B08524_024M,B08524_025E,B08524_025M,B08524_026E,B08524_026M,B08524_027E,B08524_027M,B08524_028E,B08524_028M,B08524_029E,B08524_029M,B08524_030E,B08524_030M,B08524_031E,B08524_031M,B08524_032E,B08524_032M,B08524_033E,B08524_033M,B08524_034E,B08524_034M,B08524_035E,B08524_035M,B08524_036E,B08524_036M,B08524_037E,B08524_037M,B08524_038E,B08524_038M,B08524_039E,B08524_039M,B08524_040E,B08524_040M,B08524_041E,B08524_041M,B08524_042E,B08524_042M,B08524_043E,B08524_043M,B08524_044E,B08524_044M,B08524_045E,B08524_045M,B08524_046E,B08524_046M,B08524_047E,B08524_047M,B08524_048E,B08524_048M,B08524_049E,B08524_049M,NAME,B08524_001MA,B08524_001EA,B08524_002MA,B08524_002EA,B08524_003MA,B08524_003EA,B08524_004MA,B08524_004EA,B08524_005EA,B08524_005MA,B08524_006MA,B08524_006EA,B08524_007MA,B08524_007EA,B08524_008MA,B08524_008EA,B08524_009EA,B08524_009MA,B08524_010MA,B08524_010EA,B08524_011EA,B08524_011MA,B08524_012MA,B08524_012EA,B08524_013MA,B08524_013EA,B08524_014EA,B08524_014MA,B08524_015MA,B08524_015EA,B08524_016EA,B08524_016MA,B08524_017MA,B08524_017EA,B08524_018MA,B08524_018EA,B08524_019EA,B08524_019MA,B08524_020EA,B08524_020MA,B08524_021MA,B08524_021EA,B08524_022EA,B08524_022MA,B08524_023MA,B08524_023EA,B08524_024EA,B08524_024MA,B08524_025EA,B08524_025MA,B08524_026MA,B08524_026EA,B08524_027EA,B08524_027MA,B08524_028MA,B08524_028EA,B08524_029EA,B08524_029MA,B08524_030EA,B08524_030MA,B08524_031EA,B08524_031MA,B08524_032MA,B08524_032EA,B08524_033EA,B08524_033MA,B08524_034EA,B08524_034MA,B08524_035EA,B08524_035MA,B08524_036EA,B08524_036MA,B08524_037MA,B08524_037EA,B08524_038EA,B08524_038MA,B08524_039MA,B08524_039EA,B08524_040EA,B08524_040MA,B08524_041EA,B08524_041MA,B08524_042EA,B08524_042MA,B08524_043MA,B08524_043EA,B08524_044EA,B08524_044MA,B08524_045EA,B08524_045MA,B08524_046EA,B08524_046MA,B08524_047MA,B08524_047EA,B08524_048MA,B08524_048EA,B08524_049EA,B08524_049MA,state
0400000US01,1964105,15947,668383,14564,318329,9819,465161,10327,188449,7188,319899,8879,3884,874,1677578,18087,579717,14401,263167,9115,405490,10049,151737,6161,274029,8273,3438,835,176571,8805,49781,4042,36281,3849,32687,3643,26098,3315,31647,3580,77,104,5882,1434,870,439,2156,882,1022,419,561,447,1273,705,0,189,22215,3026,6913,1365,5482,1507,4923,1289,2105,971,2684,1076,108,137,18102,2438,4002,918,4175,1132,3582,1130,2315,867,3947,1080,81,110,63757,4204,27100,2757,7068,1338,17457,2691,5633,1529,6319,1539,180,125,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,371382,5372,131159,4883,63041,4187,80400,5499,46293,3186,42174,3784,8315,1146,249521,5701,91493,4207,41519,3341,55434,4394,28441,2347,27656,3048,4978,1009,46229,3668,15345,1917,8330,1541,12070,1805,6423,1337,3113,808,948,504,5676,1240,1152,498,1404,716,1588,706,1150,557,353,241,29,52,29597,2659,8627,1423,5949,1053,4795,815,2560,677,5565,1164,2101,802,24264,1926,7088,1137,3064,762,3970,1136,5856,1184,4200,956,86,103,16095,2050,7454,1106,2775,869,2543,754,1863,803,1287,405,173,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2872284,18674,990904,14949,565302,13244,754412,13112,262966,9858,291082,9212,7618,1516,2214950,18622,785243,13856,411334,10599,589448,12889,197668,8775,225493,7706,5764,1285,304761,9793,84533,5255,73151,5214,71562,4645,38911,3582,36129,3653,475,285,58998,4747,10537,1651,18552,2604,18008,2343,5022,2205,6843,1425,36,60,58989,3888,12999,1631,21738,2174,14796,1931,4796,1165,3811,885,849,601,74905,4242,20539,2280,18150,2261,15969,1901,8429,1663,11697,1805,121,136,159681,5505,77053,4117,22377,2484,44629,3295,8140,2023,7109,1453,373,203,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1249200,11927,398173,8293,206784,7197,294750,8241,137094,6033,210902,7954,1497,383,1034815,13127,337059,7508,164140,6090,252412,8549,106628,4536,173447,7734,1129,494,133098,6612,33240,2797,25475,2583,24977,2679,21410,2931,27675,2547,321,316,5537,1325,1757,589,1410,568,948,615,42,60,1380,711,0,189,21606,2356,6184,1270,6279,1164,4848,1160,1735,755,2560,793,0,189,15774,2274,1954,575,4017,1067,3478,902,2409,925,3869,1090,47,78,38370,2875,17979,2019,5463,1172,8087,1312,4870,1197,1971,621,0,189,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17630992,45581,6635540,39715,3280162,32921,4032737,32959,1644884,22154,1977135,19761,60534,4332,13031458,44167,4937541,33961,2302350,27511,3049800,26449,1190539,15742,1516101,18748,35127,3670,1770645,23375,532401,10278,356800,10107,361727,11844,281992,10506,232995,7935,4730,1266,923092,17850,354616,9885,221195,9606,212907,7172,42512,4617,90234,5191,1628,720,473409,12168,154875,6022,121038,7165,119439,6085,30229,3232,39217,3372,8611,2041,462349,10901,163196,7245,94623,5966,83116,4804,58152,4774,60129,4170,3133,1495,970039,14583,492911,11998,184156,7275,205748,8063,41460,3803,38459,3296,7305,1999,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2731235,18274,1115218,13112,454440,10934,645303,14131,254233,8898,244236,7479,17805,1827,2089507,15608,844238,12102,342085,8724,500706,12364,197984,7443,194217,6733,10277,1661,230890,9577,78074,4815,44122,3474,48513,4370,36225,3979,22948,2497,1008,496,80556,5086,31585,2999,18233,2590,19996,2755,3061,910,7681,1591,0,189,77233,4311,25046,2449,18757,2387,17372,2206,3605,764,6507,1541,5946,797,58145,3586,24949,2205,9342,1319,12736,1769,3726,1038,7001,1415,391,318,194904,7005,111326,5395,21901,2074,45980,3111,9632,1746,5882,1096,183,189,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1741224,12778,728469,11881,301807,9197,409667,11036,130450,7136,165788,6640,5043,880,1389816,14284,596182,10784,226636,8264,327036,9535,105826,6168,132482,6219,1654,656,136424,8492,43650,4267,31724,3524,26770,2808,15890,2685,17981,2327,409,357,60388,4654,16141,2113,17256,2499,18265,2779,2274,818,6452,1348,0,189,52088,4272,18650,2050,12783,2043,14247,2335,1510,708,3594,1005,1304,762,17629,2212,5862,1125,3457,866,4366,1064,1030,759,2770,1052,144,195,84879,4806,47984,3355,9951,1721,18983,2074,3920,1083,2509,742,1532,867,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,440156,7251,181300,6198,79584,4632,104735,4261,36656,3305,36975,3083,906,407,359048,8389,151697,6201,61112,4133,86091,4407,30335,2913,29115,2692,698,389,36013,3538,11130,1780,9045,2160,7553,1527,3739,941,4500,1232,46,80,9432,1593,2194,648,2566,835,3592,1004,71,118,1009,581,0,189,9577,1517,2428,609,3261,953,2550,731,527,413,687,430,124,228,5208,1164,1942,803,966,525,1335,694,224,175,741,482,0,189,20878,2186,11909,1588,2634,901,3614,793,1760,914,923,412,38,65,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,839206,12936,509684,10267,124903,6268,127456,5301,41095,4064,30705,3255,5363,1136,350625,9708,196069,6501,57644,4577,48510,3363,26301,2777,18989,2753,3112,868,73586,4271,42656,3289,9251,1808,11453,1532,7495,1582,2439,796,292,175,319153,8187,207122,6647,46600,3985,51674,3649,5673,1396,6794,1197,1290,413,48442,4121,31975,3196,5763,1705,9051,1666,745,494,439,354,469,316,25871,2488,17113,2014,3198,1010,3701,1046,364,293,1448,535,47,78,21529,2463,14749,1718,2447,1066,3067,1075,517,392,596,387,153,174,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8827805,36427,3026301,26354,1770359,24856,2379266,27753,817193,19933,808519,17609,26167,2466,7042650,36939,2466295,22661,1366481,23376,1919316,25844,618970,16156,652444,15667,19144,2302,792524,18247,219017,7713,186550,9244,194563,9395,113174,7432,77822,5053,1398,598,192889,8964,32002,2924,71981,6044,49796,4434,21081,4065,16741,2859,1288,744,125834,6793,31998,3589,36358,3354,33789,3636,10644,2044,10928,2561,2117,672,180601,7398,34547,3115,54454,4054,42749,3856,20712,3221,27381,3288,758,344,493307,15108,242442,9638,54535,4677,139053,6809,32612,4314,23203,3467,1462,569,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
