GEO_ID,B19050_001E,B19050_001M,B19050_002E,B19050_002M,B19050_003E,B19050_003M,B19050_004E,B19050_004M,B19050_005E,B19050_005M,NAME,B19050_001EA,B19050_001MA,B19050_002EA,B19050_002MA,B19050_003MA,B19050_003EA,B19050_004MA,B19050_004EA,B19050_005EA,B19050_005MA,state
0400000US01,115043598500,1697477647,2113807900,190405276,34369082900,851902720,52480106200,1023965058,26080601500,851698524,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23236154300,731953861,746396800,203498892,8462116000,437697421,10804383500,448408230,3223257900,210714889,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,173981270000,2038944132,3684483700,239992151,55114975800,1184468453,75515196700,1343762480,39666613800,788368481,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,67849517900,1188398084,1750992000,160118482,21864102100,601007702,29125966900,721055880,15108456900,620223872,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1183332702700,5262261258,16509247600,562340098,404123406300,3381676317,542597428100,4274111512,220102620600,2252481070,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,178250186500,1778525528,4092869900,269760009,64884837900,1091351527,79537669800,1188016999,29734808900,721317554,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,136180120500,1656176632,1182507100,128736325,39066350700,898248088,70305606000,1214032567,25625656600,723726470,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,28602637900,831748923,483208200,98920409,8119546700,359372015,13630990200,592353533,6368892900,356963034,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,32292905700,1412415671,621808400,125652825,14882155700,560813805,11570260100,1079599001,5218681600,552320195,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,525873466700,3819402810,6861759800,366756660,144168426400,1842696724,231639262600,2839908194,143204017900,2021803457,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,261632624600,2673192453,4375681500,302520123,89844234600,1383433522,120519181300,2082676539,46893527200,1023776836,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,41247370700,820012437,738299200,103110840,11747913000,387269987,17638026400,587634451,11123132100,516431297,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,38187830000,883276450,810584700,100323589,12862114100,517079490,16515306800,722244477,7999824400,342956474,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,396503978300,2788307322,5762894000,313427329,133362514000,1809106331,185064782000,2224764011,72313788400,1314656991,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,168677390400,1824498619,3760904600,250281797,54848288600,1106464221,77777687600,1290665821,32290509600,806448572,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,87351839700,1153338426,2423980600,185995724,28728303900,730990216,38586451400,722397546,17613103900,532177683,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,81222624900,1367198585,2066379500,193588959,26993552100,666619039,36075916900,783517604,16086776400,768112309,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,107424677900,1416261715,2456178700,187642888,34220444500,739296579,48792969100,892391044,21955085600,735149184,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,112781370300,1588214820,2221897900,172449181,38527227900,1012588407,50746627500,1095381164,21285617100,521100786,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,36603774800,910387762,557267800,80731190,9472966400,317011209,18144301400,656902169,8429239200,444744520,Maine,null,null,null,null,null,null,null,null,null,null,23
