GEO_ID,B13012_001E,B13012_001M,B13012_002E,B13012_002M,B13012_003E,B13012_003M,B13012_004E,B13012_004M,B13012_005E,B13012_005M,B13012_006E,B13012_006M,B13012_007E,B13012_007M,B13012_008E,B13012_008M,B13012_009E,B13012_009M,B13012_010E,B13012_010M,B13012_011E,B13012_011M,B13012_012E,B13012_012M,B13012_013E,B13012_013M,B13012_014E,B13012_014M,B13012_015E,B13012_015M,NAME,B13012_001EA,B13012_001MA,B13012_002EA,B13012_002MA,B13012_003EA,B13012_003MA,B13012_004MA,B13012_004EA,B13012_005EA,B13012_005MA,B13012_006EA,B13012_006MA,B13012_007EA,B13012_007MA,B13012_008EA,B13012_008MA,B13012_009MA,B13012_009EA,B13012_010EA,B13012_010MA,B13012_011EA,B13012_011MA,B13012_012EA,B13012_012MA,B13012_013EA,B13012_013MA,B13012_014MA,B13012_014EA,B13012_015MA,B13012_015EA,state
0400000US01,1123887,5187,59327,4334,33227,2784,20386,2197,12841,1821,26100,3102,17839,2952,8261,1601,1064560,6172,465496,7949,325596,7896,139900,5343,599064,9225,389894,9556,209170,6768,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,168543,1938,11086,1549,7602,1298,4311,899,3291,1056,3484,924,2405,859,1079,300,157457,2458,72202,2939,53104,2808,19098,1715,85255,3333,64763,3187,20492,1960,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1531610,4245,85655,4859,53783,3708,30995,2490,22788,2730,31872,3565,18794,2698,13078,2173,1445955,6549,601025,9722,410672,9297,190353,6522,844930,9705,590766,10218,254164,7937,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,668733,4298,41792,3945,25740,2660,14795,1753,10945,1759,16052,2690,7570,1589,8482,2175,626941,5444,305005,7038,218275,6702,86730,4632,321936,8308,207997,7984,113939,5082,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9424087,10723,478046,12138,316687,8672,183183,6252,133504,5901,161359,7695,94464,5732,66895,4988,8946041,16795,3852901,21473,2657129,20490,1195772,13603,5093140,22011,3480438,24203,1612702,19553,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1283555,4688,65555,4672,48776,3641,28490,2640,20286,2719,16779,2280,10620,1921,6159,1250,1218000,7069,576463,9136,434787,8210,141676,6007,641537,9419,489432,9079,152105,6753,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,820187,3410,34616,3371,22771,2328,15679,1808,7092,1407,11845,1998,8702,1771,3143,996,785571,4789,322377,7110,252634,6764,69743,3625,463194,8164,348163,9112,115031,4877,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,214699,1878,9736,1627,6553,1152,4314,916,2239,798,3183,1021,2051,755,1132,559,204963,2423,81442,3471,63565,3493,17877,2262,123521,4286,88505,4259,35016,3005,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,202571,1471,8364,1408,4381,926,3925,874,456,286,3983,989,2536,783,1447,594,194207,1869,50001,2901,40628,2749,9373,1613,144206,3104,112642,4069,31564,2803,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4442456,8073,208094,8497,122569,5720,77842,5201,44727,3602,85525,5414,51284,4209,34241,3818,4234362,11718,1734896,17479,1284616,16040,450280,10302,2499466,19478,1772147,18090,727319,16911,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2493919,7578,137411,7387,79176,6024,45474,4283,33702,3766,58235,4430,39711,3309,18524,2808,2356508,9345,1013210,15674,734768,13318,278442,9654,1343298,14031,933077,13681,410221,9508,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,315127,1642,18447,1710,12016,1332,6812,1014,5204,993,6431,1312,3933,944,2498,914,296680,2135,138823,4080,104418,3836,34405,2612,157857,4292,117077,4414,40780,2581,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,366525,3164,22597,2262,15968,2130,8433,1569,7535,1280,6629,1371,4411,1264,2218,707,343928,3852,166727,6007,118212,5243,48515,3773,177201,6087,128248,5642,48953,3561,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3013847,6756,158638,5972,103502,4444,66217,3392,37285,2594,55136,4049,37039,3106,18097,2305,2855209,7608,1213209,12170,905054,12987,308155,9018,1642000,12099,1206484,14190,435516,8978,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1510124,5851,80138,4809,52314,3760,32044,2598,20270,2442,27824,3008,19479,2252,8345,1604,1429986,8539,625133,9665,476453,9181,148680,6100,804853,12561,577865,12054,226988,7826,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,682502,3650,43258,2963,29190,2394,20906,2054,8284,1367,14068,1839,10777,1517,3291,868,639244,4296,301501,6447,250750,5652,50751,3887,337743,7452,262814,6827,74929,4207,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,642257,3459,38111,3017,26138,2274,17381,1922,8757,1433,11973,1861,7948,1568,4025,1162,604146,4515,288621,5721,222661,5499,65960,3470,315525,6592,234766,6141,80759,4045,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1003601,4403,53925,4122,35095,3401,21248,2424,13847,2127,18830,2264,11854,1706,6976,1778,949676,5960,452602,7245,327322,7889,125280,4561,497074,8468,338345,7516,158729,5972,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1096517,5240,62123,4612,32006,2961,18605,2233,13401,1988,30117,3831,19387,2999,10730,2054,1034394,7193,413710,9732,301317,8851,112393,5886,620684,11308,421337,9695,199347,7432,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,281620,2390,11480,1525,7296,1099,5008,1035,2288,637,4184,953,2435,737,1749,745,270140,2846,118415,3410,92387,3390,26028,2625,151725,3850,113845,4026,37880,2677,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1431596,5036,75989,4750,47610,3582,31669,2927,15941,2270,28379,2934,19051,2256,9328,2099,1355607,6237,571740,8619,452804,8504,118936,5550,783867,9299,578947,9653,204920,7154,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1633122,4900,72106,4594,48820,3407,35514,2830,13306,1805,23286,2705,14829,2166,8457,1673,1561016,6719,617352,10443,488681,8899,128671,5173,943664,11605,715013,11391,228651,7345,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2213592,5323,114130,4563,71188,3568,42732,3017,28456,2347,42942,3379,29101,3033,13841,1797,2099462,7281,869200,10033,658996,9007,210204,6267,1230262,10871,887296,11718,342966,8708,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1232075,4198,74413,3690,53275,2771,39742,2684,13533,1660,21138,2644,14652,2098,6486,1356,1157662,5515,536283,6995,447413,6766,88870,4018,621379,6692,500446,6181,120933,4318,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,696639,3247,34323,2888,17090,2036,10356,1945,6734,1398,17233,2245,11102,1789,6131,1511,662316,4584,266355,6444,196315,6626,70040,4490,395961,7605,248704,6311,147257,5869,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1369134,4719,71831,4005,47484,2997,30808,2723,16676,1937,24347,2573,17068,2257,7279,1359,1297303,6039,586409,10126,458721,9434,127688,5961,710894,9492,513578,9778,197316,6765,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212564,2019,12432,1833,8822,1575,5448,1113,3374,964,3610,827,1904,667,1706,717,200132,2968,91651,3419,71678,3689,19973,2056,108481,4349,78975,4097,29506,2274,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,422493,2680,29384,2391,19394,1967,13167,1761,6227,1180,9990,1551,7372,1357,2618,894,393109,3671,190446,4171,153287,3833,37159,2275,202663,4063,156110,4290,46553,2683,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,669019,3427,33729,2920,21763,2703,11464,1800,10299,2050,11966,1786,6936,1387,5030,1180,635290,3924,275167,6312,199170,6109,75997,4389,360123,6720,264971,7101,95152,5364,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,295472,2131,15223,2042,10362,1910,7197,1316,3165,1172,4861,1125,3309,760,1552,723,280249,3120,124646,4348,101079,4383,23567,2452,155603,4961,116064,4502,39539,3118,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2058648,4568,101534,4469,71450,3829,49756,3384,21694,2353,30084,2886,20306,2729,9778,1625,1957114,6941,865797,10978,643055,10328,222742,6643,1091317,11546,772780,11492,318537,8812,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,452692,2894,24048,2736,13642,2400,7069,1653,6573,1352,10406,1711,6344,1295,4062,1121,428644,4195,176544,5510,120432,5111,56112,3539,252100,5894,168714,5948,83386,4237,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4768004,7310,219923,6715,147033,5718,94168,5042,52865,3547,72890,4736,46317,3920,26573,2816,4548081,10574,1775711,17771,1325318,15871,450393,11006,2772370,18219,1939166,17938,833204,14286,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2344414,6143,119494,5445,74241,4090,43744,3171,30497,2814,45253,3795,30032,3233,15221,2278,2224920,7092,1016232,12527,747212,12659,269020,7615,1208688,13322,845648,12415,363040,9814,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,166908,1848,12087,1641,8845,1411,5868,1095,2977,811,3242,866,2150,807,1092,506,154821,2333,74026,3290,62499,3285,11527,1538,80795,4089,62772,3748,18023,1694,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2595567,5126,140787,6027,87340,4920,55427,3382,31913,3097,53447,4329,37827,3913,15620,2148,2454780,8077,1059759,11332,816117,11961,243642,6666,1395021,13422,1036319,13563,358702,7997,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,880095,2974,47305,2838,29455,2262,18161,1959,11294,1391,17850,1913,10933,1701,6917,974,832790,4163,399684,6220,282812,6096,116872,3820,433106,6054,297029,5822,136077,4567,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,913962,4406,46087,3655,31895,2894,18758,2071,13137,2046,14192,2389,8793,1785,5399,1425,867875,5597,388835,7865,296360,7704,92475,4613,479040,8269,347235,7729,131805,5788,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2848696,6237,149162,6181,91270,4656,60372,3471,30898,2831,57892,4426,37953,3502,19939,2644,2699534,8165,1147532,11080,888990,10927,258542,6382,1552002,11108,1109246,11449,442756,9559,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,246673,1977,13820,2075,7727,1438,5994,1348,1733,666,6093,1440,4306,1323,1787,746,232853,2610,88423,3868,69260,3802,19163,2346,144430,4036,106242,4583,38188,2825,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
