GEO_ID,B13012_001E,B13012_001M,B13012_002E,B13012_002M,B13012_003E,B13012_003M,B13012_004E,B13012_004M,B13012_005E,B13012_005M,B13012_006E,B13012_006M,B13012_007E,B13012_007M,B13012_008E,B13012_008M,B13012_009E,B13012_009M,B13012_010E,B13012_010M,B13012_011E,B13012_011M,B13012_012E,B13012_012M,B13012_013E,B13012_013M,B13012_014E,B13012_014M,B13012_015E,B13012_015M,NAME,B13012_001EA,B13012_001MA,B13012_002EA,B13012_002MA,B13012_003EA,B13012_003MA,B13012_004MA,B13012_004EA,B13012_005EA,B13012_005MA,B13012_006EA,B13012_006MA,B13012_007EA,B13012_007MA,B13012_008EA,B13012_008MA,B13012_009MA,B13012_009EA,B13012_010EA,B13012_010MA,B13012_011EA,B13012_011MA,B13012_012EA,B13012_012MA,B13012_013EA,B13012_013MA,B13012_014MA,B13012_014EA,B13012_015MA,B13012_015EA,state
0400000US45,1115514,4068,61248,4366,34018,3233,21408,2477,12610,1922,27230,3236,17298,2589,9932,1935,1054266,5924,454562,8619,337596,7716,116966,5549,599704,8892,422060,8820,177644,6344,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,183300,2128,10826,1197,6634,1008,4671,865,1963,517,4192,945,2926,783,1266,452,172474,2455,83103,3384,69122,3357,13981,1664,89371,3418,65506,2971,23865,2734,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1532071,5676,80614,5137,49238,3724,30180,3064,19058,2341,31376,3456,22329,3069,9047,1789,1451457,7388,669626,9753,486630,9316,182996,6482,781831,10044,547236,10507,234595,8031,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6619764,9629,394379,10373,256076,8992,141711,6650,114365,5769,138303,7009,81141,4342,57162,4671,6225385,15204,2944643,25528,1999323,23708,945320,16946,3280742,27379,2272769,22841,1007973,19282,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,721632,3399,51060,3301,42152,2644,20683,2298,21469,2170,8908,1623,6971,1436,1937,735,670572,4483,354497,7223,237767,6191,116730,4572,316075,8094,233351,8040,82724,4608,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,137453,1365,5651,787,4348,728,2666,609,1682,546,1303,447,1057,421,246,154,131802,1656,55511,2276,46411,2151,9100,1311,76291,2447,55234,2481,21057,1884,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1984229,5612,102824,4404,71473,3800,44714,3024,26759,2831,31351,2874,20402,2356,10949,1932,1881405,7548,861259,10652,653315,10416,207944,6731,1020146,12564,754962,11391,265184,7115,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1654946,4404,86612,4228,61778,3406,33518,2454,28260,2555,24834,2453,14256,1979,10578,1615,1568334,6263,733959,10323,530457,9873,203502,7456,834375,11165,595970,10113,238405,7357,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,393123,2793,19496,2280,10974,1586,6508,1242,4466,991,8522,1714,4751,1247,3771,1012,373627,3646,170575,5547,112982,4206,57593,3679,203052,6410,124555,5714,78497,3944,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1273118,3899,65846,3609,43188,2802,32035,2319,11153,1396,22658,2349,16294,1724,6364,1441,1207272,5263,544374,7119,447019,7031,97355,3902,662898,7334,520505,7653,142393,5449,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,129956,2654,7727,1410,5587,1244,3105,994,2482,866,2140,704,1351,624,789,368,122229,3110,60525,2461,46753,2391,13772,1832,61704,3888,46385,3729,15319,2218,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,816827,3782,28878,2756,12360,2055,7755,1497,4605,1176,16518,2219,8354,1457,8164,1546,787949,4500,251307,7765,165301,6101,86006,4965,536642,8829,285133,9097,251509,7177,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
