GEO_ID,C27001H_001E,C27001H_001M,C27001H_002E,C27001H_002M,C27001H_003E,C27001H_003M,C27001H_004E,C27001H_004M,C27001H_005E,C27001H_005M,C27001H_006E,C27001H_006M,C27001H_007E,C27001H_007M,C27001H_008E,C27001H_008M,C27001H_009E,C27001H_009M,C27001H_010E,C27001H_010M,NAME,C27001H_001MA,C27001H_001EA,C27001H_002EA,C27001H_002MA,C27001H_003EA,C27001H_003MA,C27001H_004EA,C27001H_004MA,C27001H_005MA,C27001H_005EA,C27001H_006MA,C27001H_006EA,C27001H_007MA,C27001H_007EA,C27001H_008EA,C27001H_008MA,C27001H_009EA,C27001H_009MA,C27001H_010EA,C27001H_010MA,state
0400000US01,3160961,2143,643026,676,630035,2226,12991,2077,1931590,2336,1691529,9659,240061,9777,586345,1073,585326,1136,1019,457,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,436947,2089,92218,527,84714,1988,7504,1870,291254,1941,253949,3570,37305,3133,53475,354,53339,367,136,99,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3753185,3491,649370,1190,615734,4379,33636,4246,2207546,2952,2014042,8858,193504,8429,896269,1310,892947,1515,3322,1030,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2138791,2294,448083,1218,432205,3075,15878,2988,1291026,1541,1144870,7916,146156,8161,399682,934,398786,1017,896,362,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14611036,9585,2368227,3931,2315377,6938,52850,5953,9261681,7486,8661027,18781,600654,16839,2981128,2655,2971888,3286,9240,1538,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3683433,4849,706415,2314,682230,4280,24185,4039,2393470,3560,2221282,8104,172188,7338,583548,1043,582429,1143,1119,440,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2406474,3061,432020,980,421056,2812,10964,2626,1510750,2583,1444123,6438,66627,6058,463704,1003,462222,1157,1482,680,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,587551,1394,102698,466,100066,1198,2632,1087,358839,1384,335897,3776,22942,3331,126014,524,125615,640,399,314,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,237792,1127,25256,258,24963,385,293,302,187583,998,183479,1542,4104,1225,24953,465,24876,481,77,127,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11016249,7879,1760143,2617,1654936,8300,105207,7641,6353707,5988,5430812,22698,922895,21470,2902399,2725,2887026,3961,15373,2633,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5397984,5641,1116456,2454,1062028,5095,54428,4728,3363260,3995,2873510,14374,489750,13665,918268,1772,916040,2055,2228,1006,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,298590,1905,43170,208,43122,212,48,49,193108,1855,181558,2628,11550,2086,62312,369,62121,371,191,184,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1350246,1856,324906,724,309729,3340,15177,3278,801570,1739,696597,6605,104973,6179,223770,545,223639,573,131,102,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7849868,4239,1526404,1558,1493581,4528,32823,4038,4960498,3432,4677812,10373,282686,10008,1362966,2203,1359412,2417,3554,902,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5219625,3439,1134706,2177,1058971,6492,75735,6165,3243030,2361,2891597,12450,351433,12662,841889,1208,839903,1313,1986,718,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2674213,1761,575286,755,560127,2543,15159,2453,1637301,1560,1552341,5842,84960,5303,461626,610,461011,680,615,365,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2181008,2061,480425,559,462238,3039,18187,2987,1333083,2095,1212288,5948,120795,6190,367500,730,367027,807,473,273,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3708626,2411,800882,767,768730,4568,32152,4456,2306288,2177,2145601,7475,160687,6657,601456,907,599758,1231,1698,876,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2711321,3080,571545,926,552751,3360,18794,3168,1686091,2585,1453042,9507,233049,9504,453685,1366,452619,1474,1066,516,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1230598,768,227216,160,215601,2043,11615,2021,766027,902,678325,5782,87702,5864,237355,528,237065,570,290,192,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3066159,3365,582947,985,569484,2567,13463,2591,1926794,2849,1840907,5253,85887,4730,556418,1351,554232,1489,2186,858,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4904121,5536,872159,3009,862981,3729,9178,2195,3154167,3935,3058661,6800,95506,5654,877795,1592,876083,1792,1712,863,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7423620,3529,1483579,1871,1436936,4644,46643,4360,4627211,2760,4284050,9652,343161,9510,1312830,1552,1310220,1766,2610,861,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4399238,2318,905396,1102,886332,2766,19064,2523,2765297,1819,2652132,6915,113165,6317,728545,842,727635,970,910,412,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1674847,1936,356380,465,339080,2958,17300,2845,1009598,1795,845076,8173,164522,8264,308869,1050,307929,1094,940,504,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4781387,2807,1017203,842,960951,5392,56252,5457,2947571,2573,2591155,12088,356416,12377,816613,1366,813635,1596,2978,1024,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,882929,1152,177765,144,167989,1925,9776,1926,541361,1017,466679,5006,74682,4963,163803,487,163526,523,277,162,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1496438,1724,328911,990,316518,2153,12393,1955,918823,1341,842222,4111,76601,3895,248704,548,248126,672,578,363,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1444291,1849,244256,940,231704,2190,12552,1986,896503,1387,805452,5888,91051,5754,303532,768,301845,1095,1687,887,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1196747,1210,225824,408,220217,1491,5607,1481,766834,1091,703056,4245,63778,4212,204089,565,203708,672,381,365,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4968563,3687,948865,1624,925745,4141,23120,3617,3064185,2510,2869504,8321,194681,8187,955513,1907,952728,2133,2785,1034,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,784841,1771,123036,554,120034,1392,3002,1252,469361,1829,420704,4715,48657,4580,192444,1022,191938,1091,506,377,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10929653,7105,2029275,2683,1984445,4873,44830,4429,6890287,4970,6482869,10618,407418,10282,2010091,2895,2005543,2946,4548,874,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6281662,5203,1209965,1795,1170572,4424,39393,4404,3905140,4762,3442189,16262,462951,15031,1166557,1766,1164028,2004,2529,887,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,636874,1092,136305,267,127701,2258,8604,2252,403315,1007,375047,2692,28268,2672,97254,323,96861,383,393,240,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9139650,4509,1903734,1612,1818431,6673,85303,6578,5669875,3225,5230439,11425,439436,11629,1566041,2218,1560277,2403,5764,1151,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2552124,2835,517061,864,492780,2815,24281,2693,1567345,2544,1340827,6580,226518,6871,467718,1227,466858,1218,860,301,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3056902,1700,553278,647,535484,2838,17794,2784,1908730,1634,1762330,8600,146400,8189,594894,799,593561,977,1333,642,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9766968,4222,1827264,1533,1747227,5540,80037,5439,6077614,3579,5653043,11595,424571,11148,1862090,2079,1855262,2350,6828,1006,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,763839,1600,126061,787,124100,1225,1961,990,492774,1245,466710,3800,26064,3512,145004,645,144687,668,317,213,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3075338,3580,595262,1214,571233,3994,24029,3812,1881440,3155,1634474,9283,246966,8987,598636,852,597269,1046,1367,546,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,698411,1754,153439,1062,147242,1761,6197,1437,424518,1161,385066,3327,39452,3299,120454,449,120278,458,176,161,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4831549,4031,981524,1402,949266,4894,32258,4373,2994341,3263,2630538,13306,363803,12851,855684,1041,853354,1353,2330,997,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11593014,6558,2319947,2721,2180661,8766,139286,8480,7253138,5542,6323113,20087,930025,19336,2019929,2982,2013063,3566,6866,1574,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2345928,1606,675478,864,643525,4054,31953,3806,1394049,1364,1260420,6988,133629,7245,276401,684,274800,936,1601,692,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,579472,968,107459,502,106410,665,1049,449,368511,597,347645,2366,20866,2250,103502,241,103483,243,19,28,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5114459,5734,1011518,2257,972721,4945,38797,4973,3209535,5638,2916637,10961,292898,10110,893406,1246,891275,1418,2131,650,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4930135,3272,924295,1205,900998,3150,23297,2882,3131960,2880,2931179,8197,200781,7384,873880,1104,871521,1330,2359,724,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1682364,1974,338547,641,329021,2069,9526,1981,1029643,1570,940761,5994,88882,5731,314174,527,313787,606,387,312,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4672314,2066,922052,873,891501,2844,30551,2654,2932737,1756,2765366,6214,167371,5917,817525,797,816226,886,1299,410,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,485335,831,107162,214,99727,1917,7435,1901,302287,782,262729,3845,39558,3778,75886,280,75856,274,30,53,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,26355,3135,4354,1399,3528,1244,826,623,17681,2496,15990,2345,1691,829,4320,1033,4223,1008,97,161,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
