GEO_ID,B08012_001E,B08012_001M,B08012_002E,B08012_002M,B08012_003E,B08012_003M,B08012_004E,B08012_004M,B08012_005E,B08012_005M,B08012_006E,B08012_006M,B08012_007E,B08012_007M,B08012_008E,B08012_008M,B08012_009E,B08012_009M,B08012_010E,B08012_010M,B08012_011E,B08012_011M,B08012_012E,B08012_012M,B08012_013E,B08012_013M,B08012_014E,B08012_014M,B08012_015E,B08012_015M,B08012_016E,B08012_016M,B08012_017E,B08012_017M,B08012_018E,B08012_018M,B08012_019E,B08012_019M,B08012_020E,B08012_020M,B08012_021E,B08012_021M,B08012_022E,B08012_022M,B08012_023E,B08012_023M,B08012_024E,B08012_024M,B08012_025E,B08012_025M,B08012_026E,B08012_026M,B08012_027E,B08012_027M,B08012_028E,B08012_028M,B08012_029E,B08012_029M,B08012_030E,B08012_030M,B08012_031E,B08012_031M,B08012_032E,B08012_032M,B08012_033E,B08012_033M,B08012_034E,B08012_034M,B08012_035E,B08012_035M,B08012_036E,B08012_036M,B08012_037E,B08012_037M,B08012_038E,B08012_038M,B08012_039E,B08012_039M,NAME,B08012_001MA,B08012_001EA,B08012_002MA,B08012_002EA,B08012_003EA,B08012_003MA,B08012_004EA,B08012_004MA,B08012_005EA,B08012_005MA,B08012_006MA,B08012_006EA,B08012_007MA,B08012_007EA,B08012_008MA,B08012_008EA,B08012_009EA,B08012_009MA,B08012_010EA,B08012_010MA,B08012_011EA,B08012_011MA,B08012_012MA,B08012_012EA,B08012_013MA,B08012_013EA,B08012_014EA,B08012_014MA,B08012_015EA,B08012_015MA,B08012_016EA,B08012_016MA,B08012_017MA,B08012_017EA,B08012_018MA,B08012_018EA,B08012_019MA,B08012_019EA,B08012_020EA,B08012_020MA,B08012_021EA,B08012_021MA,B08012_022EA,B08012_022MA,B08012_023MA,B08012_023EA,B08012_024MA,B08012_024EA,B08012_025EA,B08012_025MA,B08012_026EA,B08012_026MA,B08012_027EA,B08012_027MA,B08012_028EA,B08012_028MA,B08012_029MA,B08012_029EA,B08012_030EA,B08012_030MA,B08012_031MA,B08012_031EA,B08012_032EA,B08012_032MA,B08012_033EA,B08012_033MA,B08012_034MA,B08012_034EA,B08012_035EA,B08012_035MA,B08012_036MA,B08012_036EA,B08012_037EA,B08012_037MA,B08012_038MA,B08012_038EA,B08012_039EA,B08012_039MA,state
0400000US01,1947966,14926,50688,4091,181551,8643,284878,8900,325339,9998,305660,8438,130718,6162,290935,10486,53685,4102,56730,4302,149762,6892,83480,5161,34540,3260,1026298,9786,29728,2983,91480,5370,134267,5535,168442,7552,156266,5571,65304,4480,153361,6381,30787,3051,31254,3309,87075,4991,53389,3870,24945,2566,921668,11677,20960,2220,90071,5314,150611,6015,156897,6185,149394,5851,65414,4056,137574,6660,22898,2792,25476,2487,62687,4095,30091,2908,9595,1591,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,346980,5415,26950,1864,60959,3576,68381,4284,64398,3617,51094,3063,15563,2596,23620,2704,4173,1149,5580,1564,9641,1345,9710,1035,6911,1364,196779,3821,15077,1569,33205,2790,38686,3144,35147,2936,26552,2611,8866,1900,13752,2179,1885,636,4337,1335,6235,1096,7027,807,6010,1267,150201,3376,11873,1209,27754,2013,29695,2580,29251,2083,24542,2198,6697,1484,9868,1520,2288,848,1243,561,3406,729,2683,673,901,382,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2740046,18153,69539,4132,267312,10028,364314,9928,425639,11532,430443,10348,198237,7551,399111,11075,80628,4715,112007,5367,214878,8781,127863,6532,50075,3962,1475267,10470,33578,2970,131458,7034,185503,7368,221528,7837,232516,6513,108003,5238,227317,8047,44557,3199,63177,3657,117012,5584,77703,4747,32915,3375,1264779,14371,35961,3248,135854,6548,178811,6603,204111,7192,197927,8036,90234,5019,171794,7800,36071,3258,48830,3921,97866,5551,50160,3577,17160,2071,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1214918,11919,59164,3801,168778,7554,214394,7232,206649,7264,175476,6880,63758,4556,136914,6738,22561,2592,30462,2995,68522,4159,43068,3256,25172,2782,644186,8432,32756,2841,81104,4425,106079,5352,108476,5372,90070,4892,32765,3076,79008,4424,12470,1651,16021,2361,39969,3124,26222,2292,19246,2541,570732,8577,26408,2376,87674,4670,108315,5294,98173,4641,85406,4298,30993,2799,57906,3936,10091,1490,14441,1765,28553,2378,16846,1983,5926,1008,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16663807,46995,300341,10358,1302247,20354,2078416,25857,2514140,29539,2411123,30183,975048,17937,2514753,28124,431268,10138,702273,14102,1463338,20130,1335836,17401,635024,14988,9155892,29519,155109,7876,649091,14627,1069521,17145,1324484,19880,1306772,19620,536779,12025,1427085,21678,240175,8115,396400,11737,839623,13549,800932,13067,409921,10708,7507915,32672,145232,6432,653156,14482,1008895,17587,1189656,18465,1104351,15972,438269,11199,1087668,16321,191093,6671,305873,8393,623715,12824,534904,11355,225103,8840,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2545464,17944,73447,4889,245566,8159,340907,9071,407663,9124,393424,10252,175209,6934,345632,9248,77840,4152,96957,5752,202947,5853,132789,5497,53083,3710,1387657,11400,35988,2954,117819,5769,176943,7044,218989,6985,216126,8151,91052,5395,197661,8049,45208,3078,54704,4219,116569,4843,81434,4132,35164,2950,1157807,11733,37459,3574,127747,5533,163964,5591,188674,5676,177298,6241,84157,4478,147971,5960,32632,2694,42253,3289,86378,4375,51355,3357,17919,1971,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1688242,12089,40494,3404,162289,6404,248347,7890,268013,8554,256969,7310,108624,4864,215769,8294,49819,3650,63412,4568,119757,6606,97671,5300,57078,3357,875477,8908,21247,2456,78321,4299,113131,5388,129079,5846,127523,5674,55190,3379,119872,5551,28224,2789,34778,3119,69971,4844,62030,4192,36111,2749,812765,8767,19247,2442,83968,4021,135216,6070,138934,5925,129446,5391,53434,3138,95897,5319,21595,1970,28634,2597,49786,3772,35641,3127,20967,2093,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420305,6516,9111,1360,36911,3167,62692,4276,68105,4586,72459,4040,28069,2799,55668,3872,8451,1578,14408,2006,30366,3135,21983,2743,12082,2001,214496,4260,5988,1217,19016,2467,31154,2857,33725,2848,34393,2968,15432,2074,27064,2616,3081,841,7170,1501,16223,2101,13057,1859,8193,1711,205809,4762,3123,683,17895,1894,31538,3147,34380,3232,38066,2850,12637,1740,28604,2884,5370,1240,7238,1491,14143,2178,8926,1784,3889,922,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,336621,4813,4645,1347,14107,1939,25834,2559,39346,3786,53919,3780,24702,2390,67939,4436,17632,2199,20134,2415,40750,3166,21720,2731,5893,1378,166267,3465,2760,1142,8020,1753,12384,1703,18244,2339,26381,2485,11988,1793,33672,3019,9270,1619,9322,1774,21347,2238,9715,1769,3164,976,170354,3991,1885,599,6087,1027,13450,2126,21102,2159,27538,2558,12714,1574,34267,3156,8362,1612,10812,1712,19403,1933,12005,1810,2729,810,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8386795,35312,142995,6085,610328,15558,1005068,19638,1282463,22313,1377747,21697,543951,14273,1419995,21450,263601,10688,333313,9702,744054,16130,471383,13293,191897,7226,4384654,24542,73258,4282,292115,10838,486171,13321,634656,15770,712175,15258,293254,10899,771678,16121,143844,7522,177751,6777,408484,11826,274302,10325,116966,5624,4002141,24530,69737,4338,318213,9953,518897,12751,647807,14199,665572,14000,250697,8530,648317,12174,119757,5696,155562,6992,335570,10588,197081,8682,74931,4723,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
