GEO_ID,B23008_001E,B23008_001M,B23008_002E,B23008_002M,B23008_003E,B23008_003M,B23008_004E,B23008_004M,B23008_005E,B23008_005M,B23008_006E,B23008_006M,B23008_007E,B23008_007M,B23008_008E,B23008_008M,B23008_009E,B23008_009M,B23008_010E,B23008_010M,B23008_011E,B23008_011M,B23008_012E,B23008_012M,B23008_013E,B23008_013M,B23008_014E,B23008_014M,B23008_015E,B23008_015M,B23008_016E,B23008_016M,B23008_017E,B23008_017M,B23008_018E,B23008_018M,B23008_019E,B23008_019M,B23008_020E,B23008_020M,B23008_021E,B23008_021M,B23008_022E,B23008_022M,B23008_023E,B23008_023M,B23008_024E,B23008_024M,B23008_025E,B23008_025M,B23008_026E,B23008_026M,B23008_027E,B23008_027M,NAME,B23008_001MA,B23008_001EA,B23008_002EA,B23008_002MA,B23008_003EA,B23008_003MA,B23008_004EA,B23008_004MA,B23008_005EA,B23008_005MA,B23008_006MA,B23008_006EA,B23008_007EA,B23008_007MA,B23008_008MA,B23008_008EA,B23008_009MA,B23008_009EA,B23008_010EA,B23008_010MA,B23008_011EA,B23008_011MA,B23008_012EA,B23008_012MA,B23008_013MA,B23008_013EA,B23008_014MA,B23008_014EA,B23008_015EA,B23008_015MA,B23008_016EA,B23008_016MA,B23008_017EA,B23008_017MA,B23008_018MA,B23008_018EA,B23008_019MA,B23008_019EA,B23008_020MA,B23008_020EA,B23008_021EA,B23008_021MA,B23008_022EA,B23008_022MA,B23008_023MA,B23008_023EA,B23008_024MA,B23008_024EA,B23008_025MA,B23008_025EA,B23008_026EA,B23008_026MA,B23008_027EA,B23008_027MA,state
0400000US01,1028773,5919,327591,5468,191899,5436,113548,6354,68440,5085,5275,1465,4636,1422,135692,5632,24438,3448,20721,3150,3717,1197,111254,5033,81612,4649,29642,3545,701182,6809,422745,8776,265009,9096,121224,6756,22597,3411,13915,2807,278437,7996,43971,4595,36203,4296,7768,1710,234466,8526,177462,8296,57004,5779,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,176316,1926,63071,1789,42426,2406,24361,2355,16693,1957,910,453,462,250,20645,2150,6257,1262,5242,1228,1015,381,14388,2052,11397,1830,2991,842,113245,2162,74063,3561,46663,3035,22943,2796,2368,669,2089,1112,39182,3361,11994,1848,9626,1736,2368,1079,27188,3014,24363,2947,2825,782,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1531213,6978,490971,5028,296149,7439,153948,5838,127485,6081,11050,1984,3666,978,194822,6799,48974,4626,43364,4394,5610,1371,145848,6217,105902,5288,39946,3643,1040242,6636,650682,12121,371099,13003,234688,10062,27935,4001,16960,4316,389560,12516,94734,5800,80681,6100,14053,2612,294826,12677,234038,9882,60788,6620,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,648293,5939,211848,4914,130825,4785,70881,3807,51255,4104,4649,1327,4040,1262,81023,4307,19221,2435,16014,2251,3207,1396,61802,4336,41979,3827,19823,2725,436445,5921,283702,8298,174727,7576,83236,5865,15929,2669,9810,2023,152743,8320,31771,3848,26355,3396,5416,1634,120972,7156,91530,6676,29442,4023,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8702531,13121,2886089,11148,1881845,18794,1028394,15833,759333,15127,59390,4619,34728,4007,1004244,18303,270681,10859,244428,10075,26253,3164,733563,16060,490583,13039,242980,11569,5816442,14707,3870190,24997,2265140,26707,1366053,20781,156585,8992,82412,5280,1946252,25935,479032,14746,426110,13587,52922,5545,1467220,24287,1111841,21931,355379,13936,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1203600,5855,392013,4437,286594,6222,167960,6668,105061,5202,8996,1781,4577,1663,105419,5539,27040,3506,24917,3496,2123,860,78379,5063,57177,5110,21202,3121,811587,6396,580616,10188,375829,10144,172309,9191,23209,2857,9269,2378,230971,8550,63409,4822,60267,5016,3142,1008,167562,6967,139022,6651,28540,3172,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,729601,3656,218351,4062,150042,4647,100826,4982,43886,3491,3857,1167,1473,872,68309,4504,14767,2468,14040,2349,727,488,53542,4308,41405,3670,12137,2607,511250,4334,347034,7462,248461,8710,83423,5263,9938,2294,5212,1632,164216,7778,30779,3847,28327,3762,2452,793,133437,6467,117136,6577,16301,3056,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,193621,2087,63389,1670,39355,2428,22792,2175,14457,2029,2046,1093,60,106,24034,2755,4820,1442,4604,1437,216,216,19214,2662,15217,2352,3997,1307,130232,2278,77023,4712,56049,4779,17322,2827,2737,998,915,732,53209,4350,10258,2305,9047,2346,1211,561,42951,4430,35935,4258,7016,2180,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110141,1926,49043,1453,24976,1672,20058,2013,4395,1226,239,249,284,359,24067,1828,2839,1258,2428,1137,411,593,21228,2003,14437,1827,6791,1983,61098,1856,26426,3248,19229,2789,5548,1373,333,269,1316,1553,34672,3147,4880,1370,4356,1303,524,320,29792,3220,23421,3251,6371,1705,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3873572,11837,1260973,10350,734666,12828,433487,12681,263868,10396,25247,3080,12064,2477,526307,11955,127104,7819,113944,6845,13160,2931,399203,11939,298294,8858,100909,8551,2612599,12162,1571935,17909,1003292,18871,446058,14818,85982,7645,36603,5416,1040664,18619,214792,11014,189970,10105,24822,3761,825872,19502,672434,19807,153438,9852,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2360200,9203,755726,7783,459789,10663,254548,9454,182244,8926,17008,3298,5989,1967,295937,10308,59715,5888,50274,5342,9441,2449,236222,10177,178676,8923,57546,5588,1604474,9901,985909,16137,629479,15699,297931,11657,40637,4540,17862,3106,618565,15278,111719,8907,95696,7972,16023,2945,506846,14203,413266,14720,93580,7826,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,294062,2347,104933,2526,69524,3272,40446,3317,26420,2811,2036,1014,622,442,35409,3075,9024,1629,8013,1549,1011,603,26385,2951,18010,2215,8375,2381,189129,2452,134062,4196,92440,5270,34417,4134,5112,1327,2093,985,55067,3618,14828,2290,13727,2182,1101,470,40239,3598,33427,3798,6812,1506,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,413276,3383,132206,2663,99049,3457,50073,3710,44335,3710,2840,1432,1801,934,33157,2995,8746,1813,7951,1798,795,518,24411,3268,17448,2888,6963,2406,281070,3956,210948,6244,133966,6752,68183,6452,5406,1188,3393,1327,70122,6473,19210,3005,17277,2783,1933,1023,50912,5433,41014,5308,9898,2038,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2835058,7037,909058,7277,587136,9220,354946,9498,210767,6877,14733,2230,6690,1867,321922,9007,68884,5070,62076,4595,6808,1874,253038,8309,198250,8216,54788,4796,1926000,7772,1290260,14959,840923,13734,384999,14004,44609,3955,19729,2596,635740,13671,125247,6887,115418,7031,9829,1786,510493,14530,427205,14039,83288,6526,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1493122,6038,481622,4949,303086,7377,177621,7033,113402,6318,9027,1965,3036,874,178536,6818,45971,4258,39988,4062,5983,1457,132565,6277,99760,5415,32805,4165,1011500,6536,670853,11862,448871,12773,183943,9871,26839,3823,11200,2053,340647,11973,80819,5949,72480,5644,8339,1640,259828,9874,209810,9831,50018,5313,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,697652,3769,229955,3757,163729,3915,117120,4223,41548,3278,2770,828,2291,1030,66226,3616,19002,2790,17535,2706,1467,529,47224,3801,37963,3305,9261,1701,467697,4431,323707,7183,248087,7742,62730,5200,8466,1567,4424,1479,143990,7283,38491,4542,34492,4332,3999,1336,105499,6433,93185,5915,12314,2229,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,690806,3951,229102,3685,156137,4821,94756,4232,53523,4126,6570,1416,1288,486,72965,4238,19434,2794,17071,2660,2363,934,53531,4022,39211,3551,14320,2749,461704,4274,324302,7689,223779,7642,84935,5831,10797,2160,4791,2205,137402,7187,36861,4363,33651,4058,3210,889,100541,6271,84517,6411,16024,3181,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,933840,6867,308416,5130,195419,6015,116744,5706,63977,4570,8211,2035,6487,1700,112997,6658,25500,3475,21944,3252,3556,1154,87497,6563,59969,5002,27528,4137,625424,6375,406068,8430,263048,7927,105140,6900,23775,4056,14105,2016,219356,8099,53132,4278,40118,3631,13014,2161,166224,7723,125227,6792,40997,4314,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1052493,5177,353899,5758,188292,7200,112749,6317,68477,5504,4771,1372,2295,1153,165607,6912,33073,4020,28497,3782,4576,1461,132534,6615,97366,5630,35168,4191,698594,6164,390780,11126,250100,9710,109169,7067,22251,4498,9260,3154,307814,10307,53344,5564,45022,5208,8322,2023,254470,10495,196399,9966,58071,6550,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,238832,2196,74262,2346,49245,2360,31826,2660,14142,2178,2133,1026,1144,674,25017,2446,7932,1594,7271,1558,661,490,17085,2356,10827,1885,6258,1762,164570,3035,106753,3666,73919,3994,25810,3302,5171,1488,1853,693,57817,3345,15271,1925,13795,1842,1476,543,42546,3087,32939,2774,9607,1694,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1286424,5406,425641,4771,272228,7372,176850,6327,82199,5119,10408,2462,2771,1126,153413,6418,35806,3946,32902,3894,2904,858,117607,6074,93522,5578,24085,2828,860783,5832,552755,9742,394164,10212,136169,7758,16594,2290,5828,1565,308028,9827,61491,5010,55362,4896,6129,1470,246537,9315,205181,8624,41356,4909,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1334975,4753,425202,4635,293403,6808,201752,6436,80408,5516,7986,1814,3257,1199,131799,6362,24856,2772,22991,2729,1865,828,106943,6297,80987,5730,25956,3658,909773,6385,607196,11523,440960,11324,136508,7305,22505,3281,7223,1854,302577,11472,55129,5143,49148,4901,5981,1716,247448,9980,199734,8811,47714,4369,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2096594,6470,649992,4452,412316,7666,240691,6037,151066,5140,13254,1969,7305,1630,237676,6467,57318,4651,50735,4310,6583,1689,180358,6754,137635,6175,42723,3824,1446602,6929,950619,11397,628815,11702,253407,9446,46038,4556,22359,3860,495983,11085,110461,5878,96117,5906,14344,2185,385522,10861,309175,10907,76347,5775,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1238645,4692,410558,4389,297614,5825,212807,5478,72591,5273,9151,1927,3065,925,112944,5896,33011,3167,30898,3152,2113,549,79933,4624,64987,4365,14946,2012,828087,5586,589022,8316,451168,9079,112989,6094,20277,2954,4588,1009,239065,7816,66127,5446,60258,5148,5869,1461,172938,7196,146794,6864,26144,3228,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,677882,5000,217460,4375,108456,4939,66772,4596,36165,3831,2467,1172,3052,1497,109004,4921,16551,3029,13440,2768,3111,1127,92453,4739,65696,4610,26757,3203,460422,5352,245660,7642,163578,6259,59393,6140,14635,3259,8054,2329,214762,7963,38045,3739,33230,3692,4815,1485,176717,7474,138195,6881,38522,3972,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1314824,7481,430233,5422,280669,7137,179645,6725,86982,5774,10127,2366,3915,1004,149564,7380,33168,3186,30657,3036,2511,1057,116396,6659,89060,5366,27336,3892,884591,7584,578097,12173,403203,11646,141820,6912,22902,3658,10172,2147,306494,10033,71444,5721,62133,5065,9311,2206,235050,8919,190819,9514,44231,5149,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212431,2290,70734,2146,50517,2524,28177,2662,19149,2200,1332,520,1859,1216,20217,1945,5187,1033,4359,1079,828,656,15030,1876,10180,1768,4850,1385,141697,2656,102694,3465,67593,3898,26440,3316,4511,1349,4150,2449,39003,3430,11738,1981,10407,1883,1331,773,27265,3208,21988,2973,5277,1494,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,448701,3309,152704,2653,109580,3234,72734,3764,33472,2853,2689,924,685,499,43124,2736,10638,1940,9240,1786,1398,729,32486,2586,25924,2401,6562,1665,295997,3894,210555,4732,157068,5395,45678,3971,6457,1229,1352,444,85442,4485,21177,3273,19666,3179,1511,601,64265,4575,54589,4246,9676,2434,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,634397,3855,207480,3417,124448,5520,62671,4738,55682,4550,3850,1148,2245,887,83032,5219,25861,3483,24075,3435,1786,697,57171,4250,44744,4163,12427,2438,426917,4270,260114,8490,162291,8113,83616,6372,8707,1819,5500,1635,166803,8362,41427,4593,38180,4377,3247,1845,125376,7449,101988,6979,23388,3558,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,252083,2331,75082,2402,53156,2958,36213,3340,15848,2324,833,447,262,294,21926,2338,5368,1452,5311,1452,57,72,16558,2171,12857,2026,3701,1046,177001,2471,124532,4512,89441,4498,28560,3158,4843,1374,1688,648,52469,4240,13160,2504,11426,2258,1734,988,39309,3828,32413,3771,6896,1698,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1933117,5911,612694,6011,433306,8199,267834,8359,146084,5599,14643,2376,4745,1478,179388,6793,38658,4218,32778,3719,5880,1859,140730,5687,105867,4923,34863,4003,1320423,7183,924758,11218,609277,11067,264125,8581,37600,3707,13756,3189,395665,11730,75580,6168,67970,6136,7610,1933,320085,12371,266643,11008,53442,4787,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,471392,4140,155557,3663,88134,4167,43115,3713,39070,4157,3836,1248,2113,1164,67423,4383,16499,2872,14428,2825,2071,817,50924,4454,33524,3700,17400,3230,315835,4810,192293,6660,117679,7304,58739,4965,9985,1920,5890,1564,123542,6809,31842,4437,27010,3751,4832,1757,91700,6115,71005,5837,20695,3576,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4018877,8500,1352563,8069,856823,13572,514864,12555,295378,10812,32191,3663,14390,2270,495740,12882,102613,7547,88606,6945,14007,2690,393127,11547,287120,10839,106007,7047,2666314,9097,1705890,19360,1091570,16939,495945,15424,81950,5644,36425,4652,960424,17349,186364,9440,160254,9247,26110,4276,774060,17010,598143,14511,175917,11418,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2165764,8370,697340,7053,433200,9183,244363,9172,172085,8478,12464,2473,4288,1095,264140,8447,63346,6257,56886,6017,6460,1640,200794,8763,151271,7209,49523,4373,1468424,7945,936974,12735,595829,12151,282107,11118,42298,4689,16740,3069,531450,14107,106069,7211,91570,6601,14499,2732,425381,14276,342541,13528,82840,7681,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,163815,1826,59471,1841,44397,2612,27698,2378,14980,2191,1297,667,422,347,15074,2117,5040,1228,4669,1170,371,273,10034,1866,6968,1772,3066,1053,104344,2011,76484,2917,58953,3718,15216,2233,1657,654,658,364,27860,2994,7328,1745,6701,1672,627,303,20532,2705,17238,2649,3294,1077,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2492642,7738,793419,7105,488694,9646,306987,8937,156368,6831,17426,3137,7913,1916,304725,9475,63778,5442,56491,5136,7287,1684,240947,8659,188818,7960,52129,5356,1699223,8585,1108491,12034,748335,14790,295811,11250,43416,4206,20929,3150,590732,12184,132479,6259,115275,5929,17204,2491,458253,12171,366797,11727,91456,7283,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,895919,4099,303022,3369,193440,4138,105042,4584,78043,3754,6608,1237,3747,1141,109582,4698,25812,2223,22950,2259,2862,779,83770,4219,61753,3954,22017,2712,592897,3697,385808,6567,241005,6229,117537,5743,17706,2011,9560,1824,207089,7297,57701,4064,49384,4017,8317,1689,149388,6085,117208,5436,32180,3221,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
