GEO_ID,B06001_001E,B06001_001M,B06001_002E,B06001_002M,B06001_003E,B06001_003M,B06001_004E,B06001_004M,B06001_005E,B06001_005M,B06001_006E,B06001_006M,B06001_007E,B06001_007M,B06001_008E,B06001_008M,B06001_009E,B06001_009M,B06001_010E,B06001_010M,B06001_011E,B06001_011M,B06001_012E,B06001_012M,B06001_013E,B06001_013M,B06001_014E,B06001_014M,B06001_015E,B06001_015M,B06001_016E,B06001_016M,B06001_017E,B06001_017M,B06001_018E,B06001_018M,B06001_019E,B06001_019M,B06001_020E,B06001_020M,B06001_021E,B06001_021M,B06001_022E,B06001_022M,B06001_023E,B06001_023M,B06001_024E,B06001_024M,B06001_025E,B06001_025M,B06001_026E,B06001_026M,B06001_027E,B06001_027M,B06001_028E,B06001_028M,B06001_029E,B06001_029M,B06001_030E,B06001_030M,B06001_031E,B06001_031M,B06001_032E,B06001_032M,B06001_033E,B06001_033M,B06001_034E,B06001_034M,B06001_035E,B06001_035M,B06001_036E,B06001_036M,B06001_037E,B06001_037M,B06001_038E,B06001_038M,B06001_039E,B06001_039M,B06001_040E,B06001_040M,B06001_041E,B06001_041M,B06001_042E,B06001_042M,B06001_043E,B06001_043M,B06001_044E,B06001_044M,B06001_045E,B06001_045M,B06001_046E,B06001_046M,B06001_047E,B06001_047M,B06001_048E,B06001_048M,B06001_049E,B06001_049M,B06001_050E,B06001_050M,B06001_051E,B06001_051M,B06001_052E,B06001_052M,B06001_053E,B06001_053M,B06001_054E,B06001_054M,B06001_055E,B06001_055M,B06001_056E,B06001_056M,B06001_057E,B06001_057M,B06001_058E,B06001_058M,B06001_059E,B06001_059M,B06001_060E,B06001_060M,NAME,B06001_001MA,B06001_001EA,B06001_002EA,B06001_002MA,B06001_003MA,B06001_003EA,B06001_004MA,B06001_004EA,B06001_005EA,B06001_005MA,B06001_006EA,B06001_006MA,B06001_007EA,B06001_007MA,B06001_008MA,B06001_008EA,B06001_009EA,B06001_009MA,B06001_010MA,B06001_010EA,B06001_011MA,B06001_011EA,B06001_012MA,B06001_012EA,B06001_013EA,B06001_013MA,B06001_014EA,B06001_014MA,B06001_015MA,B06001_015EA,B06001_016MA,B06001_016EA,B06001_017EA,B06001_017MA,B06001_018MA,B06001_018EA,B06001_019MA,B06001_019EA,B06001_020EA,B06001_020MA,B06001_021MA,B06001_021EA,B06001_022MA,B06001_022EA,B06001_023MA,B06001_023EA,B06001_024EA,B06001_024MA,B06001_025EA,B06001_025MA,B06001_026MA,B06001_026EA,B06001_027MA,B06001_027EA,B06001_028EA,B06001_028MA,B06001_029MA,B06001_029EA,B06001_030MA,B06001_030EA,B06001_031EA,B06001_031MA,B06001_032MA,B06001_032EA,B06001_033EA,B06001_033MA,B06001_034MA,B06001_034EA,B06001_035EA,B06001_035MA,B06001_036EA,B06001_036MA,B06001_037MA,B06001_037EA,B06001_038EA,B06001_038MA,B06001_039EA,B06001_039MA,B06001_040MA,B06001_040EA,B06001_041MA,B06001_041EA,B06001_042EA,B06001_042MA,B06001_043EA,B06001_043MA,B06001_044EA,B06001_044MA,B06001_045MA,B06001_045EA,B06001_046EA,B06001_046MA,B06001_047EA,B06001_047MA,B06001_048MA,B06001_048EA,B06001_049EA,B06001_049MA,B06001_050EA,B06001_050MA,B06001_051MA,B06001_051EA,B06001_052MA,B06001_052EA,B06001_053MA,B06001_053EA,B06001_054MA,B06001_054EA,B06001_055EA,B06001_055MA,B06001_056EA,B06001_056MA,B06001_057EA,B06001_057MA,B06001_058EA,B06001_058MA,B06001_059MA,B06001_059EA,B06001_060MA,B06001_060EA,state
0400000US01,4858979,-555555555,285122,3059,823286,4014,468319,5125,624472,6393,612193,6157,644006,4935,335370,8102,128255,5299,176109,5892,450119,2604,311728,1918,3403844,20200,253712,4261,669973,8211,330981,6248,404728,7896,391928,7197,411592,7061,212465,6452,83681,3866,118742,5177,305741,3785,220301,3723,1248961,20458,28122,3151,135316,6684,117901,5574,173963,7087,174893,6139,199398,6726,108630,5332,40642,3460,52161,3182,133382,3823,84553,3255,36202,3382,1220,791,4237,1049,3927,1195,7153,1329,6041,1405,6313,1157,4253,967,917,447,630,416,1233,528,278,209,169972,7267,2068,919,13760,2530,15510,2553,38628,3902,39331,3807,26703,2855,10022,1528,3015,754,4576,1038,9763,1749,6596,1215,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,738432,-555555555,54761,934,131630,1035,82518,1607,118778,2052,91656,1998,93326,1795,50655,2042,20102,1661,23998,1824,48118,1079,22890,652,308448,8050,45426,1398,91362,3536,43034,2915,49426,2766,27593,1992,21245,1660,9522,1131,4276,683,4778,793,8015,970,3771,475,355153,7455,8231,1271,32630,3462,31906,3041,53585,2983,51814,2316,60024,1838,33856,1950,13164,1375,16944,1465,36551,1112,16448,745,16287,2410,883,423,3732,1053,2397,868,2622,1062,1759,736,1834,586,1555,751,295,256,231,201,894,411,85,86,58544,4089,221,322,3906,1080,5181,1200,13145,1759,10490,1598,10223,1304,5722,1094,2367,581,2045,756,2658,571,2586,585,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6828065,-555555555,429860,1329,1191668,1328,669583,2784,914761,3292,845274,2910,842972,2593,415824,7810,159399,5879,238720,6845,652858,2112,467146,1743,2679897,21468,377093,4264,887178,9820,356348,8572,378622,9050,239767,6867,182220,6651,80749,3956,25366,2415,37775,2978,71171,3095,43608,2590,3135027,19005,43240,3886,246382,8990,233794,7765,364321,9902,387923,7501,472973,5808,266432,7494,104773,5357,162275,5595,489752,5333,363162,3484,98741,7242,3665,1268,15389,2541,8781,1629,18269,2559,14442,2482,15637,2183,7116,1164,2931,1184,4164,1055,5323,1196,3024,797,914400,15780,5862,1642,42719,4200,70660,4834,153549,6765,203142,5828,172142,5735,61527,4230,26329,2396,34506,3526,86612,4157,57352,3092,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2978204,-555555555,188704,2398,517240,3005,284441,4200,385391,5076,367499,4481,383582,3837,198146,5887,71875,3870,103212,4639,279414,1790,198700,1601,1837618,16073,161355,3119,393417,6441,180310,5513,212225,5196,208621,6268,204056,4870,104852,4884,38812,2989,57529,3646,160723,3685,115718,3233,975303,15837,25472,2564,109306,5954,85813,4890,135519,4841,125408,6368,150103,4742,83750,3863,29934,2834,42041,2690,108881,3786,79076,3147,22442,3352,902,439,3683,1434,3123,1117,4516,1305,3124,1048,3420,796,1473,592,619,324,384,359,804,367,394,292,142841,5470,975,532,10834,2023,15195,2479,33131,2621,30346,3084,26003,2337,8071,1548,2510,773,3258,865,9006,1610,3512,926,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39144818,-555555555,2507649,2615,6608769,3207,3943137,4533,5832712,6611,5190370,4972,5243141,4748,2480156,15785,921840,12476,1227486,13504,2981899,3587,2207659,2695,21454567,49782,2334650,8144,5730427,17505,2940965,15636,3243632,22464,2073279,20358,1986580,17602,931694,14059,333435,8472,432750,9321,923695,11229,523460,10918,6481442,37381,95793,5921,395149,11073,355759,10830,785536,13325,761616,12877,948777,15697,589885,10221,242372,6884,349365,8364,1029770,11732,927420,10520,520473,13638,26678,3298,83843,5864,52965,4245,79831,5648,73291,4375,81413,4381,41434,2862,12754,1766,17201,1951,33518,2749,17545,2077,10688336,47464,50528,3909,399350,12386,593448,13484,1723713,19230,2282184,16960,2226371,16863,917143,15527,333279,7653,428170,9826,994916,10640,739234,9879,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5456574,-555555555,333539,2020,923233,1962,527949,3529,827137,4195,737989,3307,711031,2984,352606,6510,141837,4699,189681,6382,436772,2154,274800,1672,2329855,23134,288595,3392,672582,8964,269661,7312,305001,8717,220715,7275,202574,6698,103077,5010,39118,2833,48515,3263,111737,3824,68280,2992,2503715,22854,38376,2829,203314,8057,202729,6464,394390,7675,372301,7065,399613,7277,211663,5385,88533,4063,124451,4800,288319,4641,180026,3682,85938,5937,2951,1029,13796,2550,10240,1898,16589,2547,12848,2129,13327,1806,7841,1254,2188,736,1448,601,2770,820,1940,663,537066,13583,3617,943,33541,3258,45319,4476,111157,5821,132125,5300,95517,4240,30025,2359,11998,1755,15267,2192,33946,2623,24554,2167,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3590886,-555555555,186528,998,576797,1048,352843,1792,442776,2739,432504,2229,537158,2195,268958,5557,98012,3932,130027,4427,314303,1327,250980,1250,1985475,15639,162977,2836,437702,5940,218856,4901,226256,5643,195199,5113,253265,5472,133348,5001,47070,3350,60839,3689,135549,3724,114414,3702,956742,14820,19169,2591,94553,4947,83393,3976,100959,4628,112251,5120,168949,5267,85949,3508,33941,2352,45146,3260,120596,4129,91836,3404,129021,6379,1362,512,14752,2266,11110,1808,20435,2650,20222,2673,22036,2418,10066,1553,3457,857,5354,1161,12031,1326,8196,1321,519648,14163,3020,853,29790,3015,39484,3908,95126,5009,104832,5641,92908,4065,39595,3000,13544,1727,18688,2287,46127,3073,36534,2502,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,945934,-555555555,55445,219,148755,273,89098,1400,124348,1913,110727,1302,129436,1056,65906,2894,26560,2090,34835,2624,95778,1117,65046,882,431303,10186,45215,2027,107043,3666,43367,2988,59518,3185,43151,3299,47247,3088,23436,2409,8228,1281,10387,1616,26124,2118,17587,1637,414365,9419,8781,1754,36063,3405,38615,3013,42855,3076,46756,3321,65461,3063,35850,2367,14966,1660,22004,2049,60861,2178,42153,1816,12757,2236,579,528,1025,599,1874,892,1755,612,1522,626,2686,802,962,436,724,453,67,109,1185,519,378,338,87509,5462,870,557,4624,1119,5242,1263,20220,2183,19298,2178,14042,1793,5658,925,2642,874,2377,667,7608,1209,4928,964,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,672228,-555555555,43230,6,74608,14,81506,162,152487,468,96419,364,77353,158,37764,2089,13983,1552,18287,1724,44092,970,32499,648,240836,6602,33614,1607,52061,2195,23183,2004,35706,2607,26796,1965,25450,1978,15590,1672,4849,1069,6456,1300,10914,1234,6217,819,323439,7636,8594,1505,17347,2250,47261,2105,90017,3729,44894,2576,35347,2323,15402,1416,6526,1044,8937,1236,26984,1464,22130,933,12836,2497,327,244,1677,757,1780,637,2862,948,2300,1074,2350,1008,521,265,83,140,387,364,432,290,117,170,95117,5695,695,623,3523,1108,9282,1435,23902,3197,22429,2046,14206,1644,6251,1171,2525,763,2507,825,5762,1126,4035,975,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20271272,-555555555,1098273,3447,3004716,3565,1774002,7744,2593253,9463,2463472,6473,2743332,6247,1359858,15303,529243,12403,759890,13720,2185122,4156,1760111,3860,7286501,44833,958466,9137,2178619,18534,964251,15395,1020950,17368,665649,12157,594851,11489,269759,8750,94694,5363,123633,6034,248816,7376,166813,6851,8170020,49455,99345,6877,537424,17309,481436,12303,859395,15427,908525,14914,1258474,13305,708992,11522,295825,8014,443495,10900,1404913,9119,1172196,8833,728511,19175,18411,2893,91664,7018,68414,6148,113389,7462,126395,7052,111848,5981,46334,4326,16324,2485,24787,2708,66276,4132,44669,3257,4086240,42279,22051,3169,197009,10073,259901,10250,599519,17331,762903,12835,778159,10952,334773,8522,122400,6760,167975,7871,465117,9297,376433,7983,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
