GEO_ID,C24040_001E,C24040_001M,C24040_002E,C24040_002M,C24040_003E,C24040_003M,C24040_004E,C24040_004M,C24040_005E,C24040_005M,C24040_006E,C24040_006M,C24040_007E,C24040_007M,C24040_008E,C24040_008M,C24040_009E,C24040_009M,C24040_010E,C24040_010M,C24040_011E,C24040_011M,C24040_012E,C24040_012M,C24040_013E,C24040_013M,C24040_014E,C24040_014M,C24040_015E,C24040_015M,C24040_016E,C24040_016M,C24040_017E,C24040_017M,C24040_018E,C24040_018M,C24040_019E,C24040_019M,C24040_020E,C24040_020M,C24040_021E,C24040_021M,C24040_022E,C24040_022M,C24040_023E,C24040_023M,C24040_024E,C24040_024M,C24040_025E,C24040_025M,C24040_026E,C24040_026M,C24040_027E,C24040_027M,C24040_028E,C24040_028M,C24040_029E,C24040_029M,C24040_030E,C24040_030M,C24040_031E,C24040_031M,C24040_032E,C24040_032M,C24040_033E,C24040_033M,C24040_034E,C24040_034M,C24040_035E,C24040_035M,C24040_036E,C24040_036M,C24040_037E,C24040_037M,C24040_038E,C24040_038M,C24040_039E,C24040_039M,C24040_040E,C24040_040M,C24040_041E,C24040_041M,C24040_042E,C24040_042M,C24040_043E,C24040_043M,C24040_044E,C24040_044M,C24040_045E,C24040_045M,C24040_046E,C24040_046M,C24040_047E,C24040_047M,C24040_048E,C24040_048M,C24040_049E,C24040_049M,C24040_050E,C24040_050M,C24040_051E,C24040_051M,C24040_052E,C24040_052M,C24040_053E,C24040_053M,C24040_054E,C24040_054M,C24040_055E,C24040_055M,NAME,C24040_001EA,C24040_001MA,C24040_002EA,C24040_002MA,C24040_003EA,C24040_003MA,C24040_004MA,C24040_004EA,C24040_005EA,C24040_005MA,C24040_006EA,C24040_006MA,C24040_007EA,C24040_007MA,C24040_008EA,C24040_008MA,C24040_009EA,C24040_009MA,C24040_010MA,C24040_010EA,C24040_011EA,C24040_011MA,C24040_012EA,C24040_012MA,C24040_013EA,C24040_013MA,C24040_014EA,C24040_014MA,C24040_015MA,C24040_015EA,C24040_016EA,C24040_016MA,C24040_017EA,C24040_017MA,C24040_018EA,C24040_018MA,C24040_019EA,C24040_019MA,C24040_020EA,C24040_020MA,C24040_021MA,C24040_021EA,C24040_022EA,C24040_022MA,C24040_023EA,C24040_023MA,C24040_024EA,C24040_024MA,C24040_025EA,C24040_025MA,C24040_026MA,C24040_026EA,C24040_027EA,C24040_027MA,C24040_028EA,C24040_028MA,C24040_029EA,C24040_029MA,C24040_030EA,C24040_030MA,C24040_031EA,C24040_031MA,C24040_032MA,C24040_032EA,C24040_033EA,C24040_033MA,C24040_034EA,C24040_034MA,C24040_035EA,C24040_035MA,C24040_036EA,C24040_036MA,C24040_037MA,C24040_037EA,C24040_038EA,C24040_038MA,C24040_039EA,C24040_039MA,C24040_040EA,C24040_040MA,C24040_041EA,C24040_041MA,C24040_042EA,C24040_042MA,C24040_043MA,C24040_043EA,C24040_044MA,C24040_044EA,C24040_045MA,C24040_045EA,C24040_046MA,C24040_046EA,C24040_047MA,C24040_047EA,C24040_048MA,C24040_048EA,C24040_049MA,C24040_049EA,C24040_050MA,C24040_050EA,C24040_051MA,C24040_051EA,C24040_052MA,C24040_052EA,C24040_053EA,C24040_053MA,C24040_054MA,C24040_054EA,C24040_055MA,C24040_055EA,state
0400000US01,1462180,14418,827353,10388,22903,2335,14946,2033,7957,1274,87431,4717,189862,7409,32448,3044,76803,4315,73293,4570,50483,3919,22810,2477,14469,1647,37966,3371,25880,2599,12086,2082,82296,4710,52209,3707,142,157,29945,3180,78154,5111,37881,3195,40273,3633,37013,3517,7763,1634,29250,3088,37073,3048,57642,3681,634827,11124,3463,1114,2682,1090,781,405,8472,1588,61075,3925,9959,1768,66369,3701,16035,2079,10527,1542,5508,1061,9935,1414,53807,4236,43984,3754,9823,1662,56368,4088,38570,3188,576,421,17222,2346,242465,7762,78790,4214,163675,6198,40338,3657,4580,1051,35758,3431,27403,2653,39138,3239,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,225583,5428,129431,3675,9713,1518,1906,534,7807,1373,14138,1844,5936,1268,5085,963,14174,2287,14099,1712,12067,1535,2032,614,2965,763,4100,884,1624,609,2476,648,10547,1553,6366,980,116,148,4065,1091,15818,1701,6598,1422,9220,1328,7760,1682,1205,375,6555,1623,5267,1079,19829,1985,96152,3484,2287,664,627,293,1660,621,1477,607,2354,668,801,442,9631,1484,3471,721,2988,649,483,267,2356,971,4944,1076,3701,943,1243,456,8247,1261,5321,1017,91,125,2835,819,33476,2516,8947,1468,24529,1904,7526,1472,1657,595,5869,1441,5362,1139,14220,1443,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2043387,18177,1169857,12211,23910,2701,13226,2002,10684,1562,130192,6692,129315,6215,39147,3236,128331,5289,90738,4603,71186,4432,19552,2014,25548,2823,90466,4459,63371,4200,27095,2295,161992,6638,82296,4582,735,336,78961,5331,131042,5425,55460,4356,75582,4500,91011,5124,25157,3346,65854,4305,49174,3522,78991,4348,873530,11973,6170,1339,3312,957,2858,949,14476,1951,44050,3717,15440,2076,98373,5361,26487,2666,20530,2318,5957,1339,15218,1820,109495,5923,85077,4702,24418,2904,89979,4853,50835,3174,1122,501,38022,3737,295240,8293,92531,4876,202709,7494,70189,4514,14418,2235,55771,3861,33275,3115,55138,3387,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,908156,10674,511451,7996,25566,2466,20908,2302,4658,1005,54709,3874,108081,5283,19322,2158,65297,3965,45174,3647,34155,2783,11019,1800,10930,1501,19915,2494,12526,1894,7389,1564,39537,3330,20740,2391,547,266,18250,2545,52949,3381,22122,2530,30827,3219,22349,2891,5175,1261,17174,2536,20662,2391,26960,2413,396705,8032,4444,1175,3633,974,811,474,4479,1140,42136,3234,6609,1166,47656,3559,12636,1768,10759,1624,1877,619,6028,1182,26398,2921,22410,2638,3988,1076,23346,2290,15222,1959,352,234,7772,1395,161985,6267,60436,4166,101549,5029,20807,2549,2077,650,18730,2432,15074,2043,25107,2366,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12153335,46674,7158555,34592,212214,7501,186291,7508,25923,2792,720017,14597,997756,17073,295656,9733,665635,11638,531778,12348,437178,10532,94600,5375,261788,8663,421102,9894,261225,8282,159877,7218,1105005,17512,700565,13311,5911,1589,398529,11319,725732,12127,309450,7833,416282,9351,549952,12923,156936,6650,393016,11680,314132,9575,357788,8967,4994780,28870,58851,3848,53630,3689,5221,1461,67926,3589,437525,10184,130151,4990,473501,12162,151276,6952,121660,5834,29616,2706,134018,6149,436166,9942,307645,9555,128521,5866,620576,11107,436414,9738,5874,1321,178288,6758,1550070,20957,498808,10678,1051262,15885,391775,8667,99632,5492,292143,8235,244852,7691,298093,9219,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1909842,16658,1120867,11438,46417,3502,19763,2272,26654,2818,147181,8782,121015,5300,41602,3211,109759,5842,75468,4764,58856,3627,16612,2260,39541,2780,74297,4162,47245,3113,27052,3078,172667,6665,125327,5691,2029,808,45311,3234,104899,5755,49867,3244,55032,4016,82178,5441,21082,2579,61096,5072,44417,3825,61426,3715,788975,10959,11193,1713,5099,1089,6094,1092,13768,1946,38967,2720,17926,2182,78248,4832,22470,2141,17388,1766,5082,1157,26553,2320,77221,4082,57175,3575,20046,2302,104308,4701,72966,3877,1047,539,30295,2657,257783,7157,91469,3890,166314,6476,57086,4521,14638,1943,42448,3833,35384,3310,48068,3225,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1215730,10876,689030,8502,3038,1017,2522,952,516,286,67125,4595,115835,4991,29025,3157,61742,4087,41888,4080,30185,2924,11703,1879,21409,2400,74328,3550,60867,3464,13461,1907,93167,4606,61641,3754,1755,613,29771,2638,88129,4464,41629,3029,46500,3644,35477,3657,10553,1415,24924,3518,21870,2519,35997,2712,526700,8067,1458,769,1231,640,227,225,5002,894,46549,3134,10219,1718,46072,3635,10400,1680,8605,1500,1795,641,10724,1456,68815,4257,59764,3942,9051,1226,53468,3490,38739,2630,792,418,13937,2059,200627,6527,71537,4184,129090,4972,26338,3019,7219,1573,19119,2462,22864,2481,24164,2381,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,313631,7236,167820,4717,3152,1060,3009,1041,143,177,19938,2302,20815,2217,4213,1071,18320,2591,10855,1666,8594,1452,2261,775,3254,889,16161,2218,13375,1789,2786,859,18429,2394,10813,1736,186,263,7430,1432,21648,2378,10389,1622,11259,1643,10989,1836,2883,1089,8106,1497,8223,1637,11823,1822,145811,4758,826,588,826,588,0,190,2046,648,8673,1428,1996,727,14065,1957,3146,809,2528,701,618,338,2182,759,19818,2009,16763,1946,3055,957,15216,2015,10546,1712,0,190,4670,1002,55277,3839,18986,2383,36291,3151,9993,2097,1963,752,8030,1886,3484,992,9089,1400,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,267893,5138,136570,3774,66,78,0,200,66,78,6163,1754,1994,719,993,438,5644,1493,4306,1199,3956,1210,350,225,7256,1444,11770,1846,5466,1260,6304,1604,36651,2835,30457,2374,38,63,6156,1556,15333,1991,7560,1559,7773,1361,10886,1944,2705,898,8181,1746,9460,1436,26048,2546,131323,3737,129,168,98,159,31,53,1479,693,1464,574,582,311,3748,759,2132,752,1862,704,270,186,5044,954,7509,1374,4681,1031,2828,929,28734,2362,23943,2101,146,141,4645,1193,29609,2889,13787,1927,15822,2121,9527,1523,3564,891,5963,1274,15766,2158,25600,2475,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6309433,33826,3480552,24772,53226,5586,46711,5500,6515,1421,433893,13261,280773,9652,147273,7026,399037,12148,281796,10089,235797,10215,45999,3724,90887,5442,259081,10380,156457,7699,102624,6613,494893,13876,260123,9160,2894,961,231876,9686,351717,10249,139859,6075,211858,8790,338345,12693,94547,6206,243798,10148,156388,8253,193243,7390,2828881,21757,16071,2291,15647,2256,424,287,50041,4372,106369,5703,59586,4286,293571,9520,84516,4757,71419,4635,13097,2051,45701,3797,308200,10164,227121,8387,81079,5301,341836,10784,197423,8603,3385,1060,141028,7039,971903,15546,301957,10408,669946,11902,278289,11569,64610,4460,213679,9788,126610,6030,146188,5976,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3302807,23109,1831359,15848,33115,3342,29212,3210,3903,1054,200599,8555,300332,9008,78964,5078,181522,7875,169108,7563,137620,6959,31488,3118,56350,4085,104288,5631,69177,4687,35111,2951,239335,7815,148908,6271,2324,839,88103,5291,169091,7622,88021,5500,81070,5226,101381,6398,19780,3027,81601,6020,82145,4931,115129,6469,1471448,15863,6333,1493,5796,1445,537,338,21295,2616,132759,6193,32799,2743,149009,7599,53466,4238,45602,3922,7864,1688,38741,3167,123394,5620,91659,5343,31735,3433,161168,7542,102163,5533,1628,962,57377,4134,511957,13299,209619,8056,302338,8344,92243,6740,9686,1933,82557,6387,59230,3794,89054,5337,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
