GEO_ID,B08006_001E,B08006_001M,B08006_002E,B08006_002M,B08006_003E,B08006_003M,B08006_004E,B08006_004M,B08006_005E,B08006_005M,B08006_006E,B08006_006M,B08006_007E,B08006_007M,B08006_008E,B08006_008M,B08006_009E,B08006_009M,B08006_010E,B08006_010M,B08006_011E,B08006_011M,B08006_012E,B08006_012M,B08006_013E,B08006_013M,B08006_014E,B08006_014M,B08006_015E,B08006_015M,B08006_016E,B08006_016M,B08006_017E,B08006_017M,B08006_018E,B08006_018M,B08006_019E,B08006_019M,B08006_020E,B08006_020M,B08006_021E,B08006_021M,B08006_022E,B08006_022M,B08006_023E,B08006_023M,B08006_024E,B08006_024M,B08006_025E,B08006_025M,B08006_026E,B08006_026M,B08006_027E,B08006_027M,B08006_028E,B08006_028M,B08006_029E,B08006_029M,B08006_030E,B08006_030M,B08006_031E,B08006_031M,B08006_032E,B08006_032M,B08006_033E,B08006_033M,B08006_034E,B08006_034M,B08006_035E,B08006_035M,B08006_036E,B08006_036M,B08006_037E,B08006_037M,B08006_038E,B08006_038M,B08006_039E,B08006_039M,B08006_040E,B08006_040M,B08006_041E,B08006_041M,B08006_042E,B08006_042M,B08006_043E,B08006_043M,B08006_044E,B08006_044M,B08006_045E,B08006_045M,B08006_046E,B08006_046M,B08006_047E,B08006_047M,B08006_048E,B08006_048M,B08006_049E,B08006_049M,B08006_050E,B08006_050M,B08006_051E,B08006_051M,NAME,B08006_001EA,B08006_001MA,B08006_002EA,B08006_002MA,B08006_003EA,B08006_003MA,B08006_004MA,B08006_004EA,B08006_005MA,B08006_005EA,B08006_006MA,B08006_006EA,B08006_007EA,B08006_007MA,B08006_008EA,B08006_008MA,B08006_009MA,B08006_009EA,B08006_010MA,B08006_010EA,B08006_011MA,B08006_011EA,B08006_012EA,B08006_012MA,B08006_013EA,B08006_013MA,B08006_014MA,B08006_014EA,B08006_015MA,B08006_015EA,B08006_016MA,B08006_016EA,B08006_017MA,B08006_017EA,B08006_018EA,B08006_018MA,B08006_019MA,B08006_019EA,B08006_020EA,B08006_020MA,B08006_021MA,B08006_021EA,B08006_022EA,B08006_022MA,B08006_023MA,B08006_023EA,B08006_024EA,B08006_024MA,B08006_025EA,B08006_025MA,B08006_026MA,B08006_026EA,B08006_027MA,B08006_027EA,B08006_028MA,B08006_028EA,B08006_029EA,B08006_029MA,B08006_030EA,B08006_030MA,B08006_031EA,B08006_031MA,B08006_032MA,B08006_032EA,B08006_033MA,B08006_033EA,B08006_034EA,B08006_034MA,B08006_035EA,B08006_035MA,B08006_036EA,B08006_036MA,B08006_037MA,B08006_037EA,B08006_038MA,B08006_038EA,B08006_039MA,B08006_039EA,B08006_040EA,B08006_040MA,B08006_041EA,B08006_041MA,B08006_042EA,B08006_042MA,B08006_043MA,B08006_043EA,B08006_044MA,B08006_044EA,B08006_045EA,B08006_045MA,B08006_046EA,B08006_046MA,B08006_047EA,B08006_047MA,B08006_048MA,B08006_048EA,B08006_049MA,B08006_049EA,B08006_050MA,B08006_050EA,B08006_051EA,B08006_051MA,state
0400000US01,2011723,14261,1900724,15679,1719972,17414,180752,8814,139697,8298,25183,3381,15872,1975,6066,1497,5703,1422,46,73,173,297,81,128,63,102,1753,601,22130,2955,17293,2426,63757,4204,1059137,9654,997852,10096,899488,10864,98364,5984,75035,5420,13915,2945,9414,1575,3437,1294,3233,1270,46,73,77,135,81,128,0,192,1263,550,12553,2206,11193,1938,32839,3041,952586,11183,902872,11941,820484,12334,82388,5247,64662,4574,11268,1648,6458,1178,2629,819,2470,782,0,192,96,164,0,192,63,102,490,238,9577,1656,6100,1373,30918,2728,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,363075,5057,292315,5620,246577,5808,45738,3719,36744,3418,5506,1245,3488,949,5608,1198,5050,1202,191,292,43,61,7,11,317,244,4051,1151,28801,2457,16205,1847,16095,2050,204888,3792,160831,3719,137499,4093,23332,2508,18238,2247,2774,876,2320,852,3773,990,3306,976,179,291,43,61,0,149,245,207,2779,1032,17325,1742,12071,1701,8109,1330,158187,3178,131484,3654,109078,3504,22406,2107,18506,1927,2732,694,1168,387,1835,705,1744,693,12,23,0,149,7,11,72,82,1272,497,11476,1416,4134,631,7986,1316,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2899727,18330,2542375,20219,2234511,19297,307864,9774,234459,8864,43735,3708,29670,3265,59686,5009,54142,4884,3311,1200,1238,607,853,610,142,180,29767,3294,60638,4002,47580,3289,159681,5505,1554506,11351,1355567,12132,1191360,12516,164207,6287,123950,5827,23544,2958,16713,2385,33728,3809,30946,3656,1752,806,582,390,346,291,102,168,21326,2517,32453,3635,32193,2779,79239,4175,1345221,13711,1186808,14988,1043151,13268,143657,6032,110509,5103,20191,2043,12957,2001,25958,3153,23196,3097,1559,785,656,457,507,547,40,66,8441,1777,28185,2913,15387,1975,80442,4018,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1253288,11443,1170475,12112,1035546,12520,134929,6559,101040,5459,20192,2470,13697,2186,5791,1358,5405,1298,55,90,171,198,160,234,0,190,1678,700,22033,2396,14941,2337,38370,2875,664550,8018,618024,8825,545804,9474,72220,4374,52953,3675,9697,1486,9570,1814,2746,866,2415,791,0,190,171,198,160,234,0,190,1120,517,12190,1881,10106,1927,20364,2126,588738,8723,552451,8848,489742,8547,62709,3826,48087,3287,10495,1572,4127,947,3045,981,2990,979,55,90,0,190,0,190,0,190,558,422,9843,1435,4835,1103,18006,1880,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17633846,45164,14801601,47945,13031320,44004,1770281,22978,1311899,18123,261232,8717,197150,7634,923600,17713,613125,15318,23864,2675,196589,7741,80654,4712,9368,1544,192289,7359,474323,12112,271994,8510,970039,14583,9632021,29138,8114894,31711,7160262,30601,954632,15944,700875,13606,140048,5794,113709,5237,468002,12451,296436,10796,13621,2094,103688,5026,47751,3240,6506,1260,140337,6255,255551,9601,177108,7533,476129,10541,8001825,32419,6686707,32325,5871058,30338,815649,14599,611024,11894,121184,5809,83441,4370,455598,10381,316689,7925,10243,1659,92901,4638,32903,3173,2862,700,51952,3456,218772,7391,94886,4598,493910,9647,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2740368,17973,2326195,18730,2095695,15550,230500,9673,176306,7927,31894,3682,22300,2486,80917,5089,66811,4725,2583,951,7868,1385,3422,990,233,237,33714,2375,77861,4349,26777,2429,194904,7005,1487005,10887,1259623,12063,1133055,10221,126568,6568,95573,5117,17251,2372,13744,2180,43075,3763,35247,3519,1177,464,4140,1005,2511,965,0,193,22064,2043,44910,3416,17985,2159,99348,5231,1253363,12588,1066572,11902,962640,11467,103932,4853,80733,4417,14643,2153,8556,1205,37842,3431,31564,3062,1406,766,3728,815,911,393,233,237,11650,1450,32951,3327,8792,1368,95556,4454,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1773121,10609,1529902,14191,1391000,13837,138902,8841,113545,8096,14304,2363,11053,2354,87516,4837,44995,4298,739,597,1789,703,39912,2713,81,133,4214,1070,52826,4259,13784,2078,84879,4806,915639,8463,789590,9946,715340,9868,74250,5533,60901,4713,7905,1859,5444,1496,47375,3498,20935,2921,543,536,942,422,24874,1949,81,133,3153,969,27927,2800,7432,1445,40162,2826,857482,8520,740312,9053,675660,9161,64652,4957,52644,4561,6399,1253,5609,1197,40141,3140,24060,2749,196,269,847,520,15038,1820,0,198,1061,502,24899,2780,6352,1565,44717,3118,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441183,6008,393781,7054,359029,7204,34752,3224,29196,3014,3028,970,2528,765,12104,1902,8897,1437,0,190,256,277,2889,1092,62,100,1653,716,9655,1521,3112,1033,20878,2186,224604,4082,200695,4841,183804,5092,16891,1741,14028,1644,1404,563,1459,549,5587,1147,3895,940,0,190,183,211,1447,690,62,100,1337,701,5219,1308,1658,684,10108,1530,216579,4560,193086,4546,175225,4670,17861,2434,15168,2232,1624,636,1069,429,6517,1341,5002,1106,0,190,73,120,1442,617,0,190,316,228,4436,990,1454,784,10770,1649,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,358150,4914,138789,5717,120333,5085,18456,2298,13701,2049,2465,967,2290,893,128135,5462,48547,3625,1111,720,77461,4445,976,424,40,68,14718,1816,50165,4468,4814,1161,21529,2463,176591,3350,69257,3843,61267,3623,7990,1290,5875,1083,1172,582,943,466,60035,3743,21289,2414,334,245,37742,2806,670,386,0,200,9327,1443,25170,3061,2478,823,10324,1782,181559,3787,69532,3600,59066,3196,10466,1609,7826,1445,1293,554,1347,598,68100,3544,27258,2608,777,606,39719,3125,306,203,40,68,5391,1095,24995,2799,2336,861,11205,1768,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8880102,34688,7870575,36609,7075864,36592,794711,17495,615670,13698,112664,7496,66377,5642,195638,9094,178777,9004,1415,775,8088,1580,7183,1516,175,202,62969,5791,126149,6790,131464,6399,493307,15108,4639812,22231,4085878,26666,3662643,26567,423235,11574,322719,8968,59549,4807,40967,4664,95382,6817,87207,6452,1003,669,3675,907,3352,1046,145,191,47758,4996,70687,5397,84949,5074,255158,10681,4240290,23073,3784697,23644,3413221,22762,371476,10958,292951,10215,53115,4631,25410,2253,100256,7409,91570,7475,412,309,4413,1060,3831,1122,30,57,15211,1791,55462,4730,46515,4169,238149,9121,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
