GEO_ID,B28004_001E,B28004_001M,B28004_002E,B28004_002M,B28004_003E,B28004_003M,B28004_004E,B28004_004M,B28004_005E,B28004_005M,B28004_006E,B28004_006M,B28004_007E,B28004_007M,B28004_008E,B28004_008M,B28004_009E,B28004_009M,B28004_010E,B28004_010M,B28004_011E,B28004_011M,B28004_012E,B28004_012M,B28004_013E,B28004_013M,B28004_014E,B28004_014M,B28004_015E,B28004_015M,B28004_016E,B28004_016M,B28004_017E,B28004_017M,B28004_018E,B28004_018M,B28004_019E,B28004_019M,B28004_020E,B28004_020M,B28004_021E,B28004_021M,B28004_022E,B28004_022M,B28004_023E,B28004_023M,B28004_024E,B28004_024M,B28004_025E,B28004_025M,NAME,B28004_001MA,B28004_001EA,B28004_002MA,B28004_002EA,B28004_003EA,B28004_003MA,B28004_004EA,B28004_004MA,B28004_005EA,B28004_005MA,B28004_006MA,B28004_006EA,B28004_007MA,B28004_007EA,B28004_008MA,B28004_008EA,B28004_009EA,B28004_009MA,B28004_010EA,B28004_010MA,B28004_011MA,B28004_011EA,B28004_012MA,B28004_012EA,B28004_013MA,B28004_013EA,B28004_014EA,B28004_014MA,B28004_015EA,B28004_015MA,B28004_016EA,B28004_016MA,B28004_017MA,B28004_017EA,B28004_018MA,B28004_018EA,B28004_019MA,B28004_019EA,B28004_020EA,B28004_020MA,B28004_021EA,B28004_021MA,B28004_022MA,B28004_022EA,B28004_023MA,B28004_023EA,B28004_024MA,B28004_024EA,B28004_025EA,B28004_025MA,state
0400000US13,3656407,14418,293023,9406,1122,517,133673,6233,158228,7030,384439,8746,1893,593,183194,6249,199352,6576,588242,13052,3581,881,374828,10465,209833,7846,511017,11485,1823,623,371339,9560,137855,6770,666584,13601,3441,913,553124,13590,110019,6008,1213102,13508,3410,778,1118367,14174,91325,5122,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445936,4817,23431,2192,0,182,13006,1521,10425,1332,29591,2417,136,160,15835,1817,13620,1626,45437,2996,485,288,29941,2543,15011,1944,48444,3010,279,189,36896,2607,11269,1759,79554,4199,298,204,67144,3821,12112,1574,219479,5136,954,495,203620,5170,14905,1727,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,597421,4571,43535,3851,63,78,23576,2790,19896,2842,67941,4153,550,357,36783,3208,30608,3197,107739,5544,701,361,72978,4113,34060,3288,88881,5269,1559,654,67443,4262,19879,2623,113188,4827,1413,501,94785,4741,16990,1989,176137,5743,1348,556,162365,5430,12424,1901,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4794523,12954,326699,9155,1271,475,156214,6762,169214,6455,434408,8187,2030,570,209892,7201,222486,6610,676315,12240,4432,766,415256,9866,256627,8105,605144,10816,4732,908,448599,9778,151813,4488,839453,10514,5711,939,692860,10704,140882,4908,1912504,14556,8710,1273,1766077,14084,137717,5725,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2515143,11611,168008,5755,826,344,74845,4095,92337,4637,266074,7499,2201,569,126368,5821,137505,4704,424794,10300,4564,1169,257499,8417,162731,6510,383596,8525,3190,700,275911,7052,104495,5040,484264,9938,3678,704,391451,8569,89135,4836,788407,11382,4658,998,716946,10471,66803,4224,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1247249,6782,73157,4013,596,283,36645,3221,35916,2929,124576,4314,1238,344,59782,3337,63556,3167,192219,6109,2072,498,120261,4815,69886,3844,175507,5198,2250,573,127143,4695,46114,2562,254753,6587,3182,686,205666,6019,45905,3007,427037,7645,3125,654,386009,7706,37903,2627,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1111582,6565,72573,3487,196,147,32532,2658,39845,3061,104803,4828,646,284,53820,3587,50337,2998,170535,6190,1507,449,105632,4869,63396,3441,162110,5429,1182,402,118913,4869,42015,2683,215195,6483,1532,550,178184,5604,35479,3310,386366,7022,1382,585,358172,6579,26812,2509,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1716168,8844,157997,5695,453,283,70202,4267,87342,5092,221460,6708,1539,574,99436,4875,120485,5336,298929,7837,2481,719,178555,6541,117893,5468,251223,8144,3330,1088,183417,7360,64476,4022,311411,6333,2304,878,254056,5657,55051,3475,475148,7971,2353,708,430323,7794,42472,3100,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737908,9569,179819,6991,908,551,68970,4651,109941,5460,227116,7063,1190,604,94941,5107,130985,5478,293518,7757,1822,642,165894,6367,125802,5697,224361,6061,1201,553,161608,5278,61552,3608,283000,8130,2220,696,227640,7876,53140,3715,530094,9903,2934,1009,474600,9917,52560,3315,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545226,5325,36243,2911,363,241,16754,1793,19126,2348,67450,3125,849,296,33711,2460,32890,2082,86660,3881,1309,593,58040,3711,27311,2409,73646,3780,731,332,57377,3086,15538,1634,106916,4599,931,298,92118,3938,13867,1761,174311,5262,869,355,162600,5156,10842,1475,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2177934,7798,107588,5770,814,571,55133,3575,51641,4112,137534,5759,820,418,68730,3685,67984,4697,230646,8016,2083,589,145199,6681,83364,4154,228444,7427,1998,532,172028,6996,54418,3767,372342,8832,2468,744,305132,7869,64742,4306,1101380,9770,3425,913,1026785,9531,71170,3996,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2559951,9181,154491,6187,1265,617,89196,5083,64030,3340,230323,7340,1083,393,120542,6136,108698,4636,292712,7713,2478,731,197717,6915,92517,4120,259976,7076,1669,744,202624,6370,55683,3305,403121,7301,1958,456,346078,6623,55085,4106,1219328,13023,3142,745,1158623,12362,57563,4146,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3858532,11041,295663,7245,1422,435,135331,4474,158910,6038,406461,8241,3259,700,198470,5583,204732,6202,624936,9549,5103,847,384508,7146,235325,6880,554352,9697,4522,803,413201,8932,136629,4947,723011,10717,4863,956,597283,9389,120865,4851,1254109,10635,3773,771,1143382,10332,106954,5019,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2147262,7978,103958,4533,1111,451,52316,2935,50531,3194,175835,5452,2059,525,88930,3675,84846,4008,283280,6963,3405,575,180889,6013,98986,3455,276779,6825,3254,728,206985,6834,66540,3079,405246,7667,4073,727,338662,7001,62511,3408,902164,8063,4692,622,839824,7867,57648,3026,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1104371,7926,126539,5429,464,331,42972,3754,83103,4829,157814,5754,1025,575,59975,4757,96814,4891,204776,7478,1047,395,103715,5512,100014,4599,158173,6968,1322,430,98156,5522,58695,4147,183442,6414,1314,599,135223,5635,46905,2684,273627,6970,1046,551,233315,6626,39266,2977,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2374180,11426,166333,6240,1124,457,77050,4176,88159,4703,262994,7007,2315,646,120916,5140,139763,5342,401950,8091,3752,789,241648,7095,156550,5559,349685,8794,3441,900,255906,7155,90338,4621,443403,9187,2737,823,362286,8438,78380,3851,749815,11172,4172,835,681897,10883,63746,3795,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,414804,3749,29708,1939,213,158,13713,1601,15782,1335,46074,2668,517,245,23044,2115,22513,1997,73351,3671,840,266,49090,2992,23421,2348,59680,3726,1124,496,43562,3569,14994,1756,81776,3880,1179,456,68221,3607,12376,1674,124215,3975,645,228,113267,3901,10303,1492,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,744159,3947,42657,3034,169,121,21431,2140,21057,2087,72857,3426,550,205,36948,2547,35359,2296,117195,4657,755,229,78158,3996,38282,2940,104643,3787,666,269,79718,3431,24259,2008,143495,5117,807,291,120595,4913,22093,2021,263312,4529,1478,417,244483,4520,17351,1698,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1042065,7714,67182,3770,239,181,35077,2912,31866,2635,98621,4266,516,326,52623,3269,45482,2845,172791,6098,1730,513,116093,5328,54968,4137,155578,5862,783,338,124268,5682,30527,2525,198593,6530,1209,534,172571,5993,24813,2763,349300,7711,764,417,322867,7020,25669,2503,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,517615,4643,20930,2425,205,180,12532,1697,8193,1508,37906,2716,50,51,20148,2242,17708,1956,61551,3608,630,338,41163,3090,19758,1934,61543,3341,455,202,49680,2952,11408,1674,92025,4887,517,232,80631,4924,10877,1588,243660,5829,564,297,233024,5868,10072,1565,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3187963,9239,181016,6253,858,537,94190,4782,85968,4678,240531,6400,1316,493,121300,4973,117915,5220,379710,9538,2031,688,247306,7731,130373,5498,336278,8432,2192,625,251569,7335,82517,4158,496979,9911,2259,558,419855,9541,74865,4574,1553449,13860,3776,674,1466079,13156,83594,4214,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,761797,5816,74958,4137,497,287,30721,2153,43740,3359,97452,5241,903,421,40639,2998,55910,3620,134637,5859,1368,509,77277,4424,55992,4445,104718,5026,995,431,69212,4294,34511,3205,130045,5563,1039,462,101124,5183,27882,2221,219987,5861,2255,826,193103,5717,24629,2556,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7233694,15840,563955,12172,1791,633,278275,7519,283889,8889,709094,11163,3421,880,365925,8502,339748,8700,959025,14750,5628,877,622904,10789,330493,8364,826286,14838,4879,811,621541,12884,199866,7561,1178198,16097,5037,944,979268,14204,193893,6356,2997136,19586,8089,982,2762975,19777,226072,8302,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3843745,15042,284936,8716,866,452,131258,5923,152812,5604,463261,9676,2627,832,210564,7038,250070,8015,670947,14144,4074,944,423264,10877,243609,8079,566271,11640,3111,852,427466,10323,135694,5866,683365,10498,3820,794,566761,9588,112784,4962,1174965,13686,4568,953,1089499,12928,80898,4433,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,313475,3584,17358,1449,43,47,7980,1107,9335,1186,28551,2249,84,104,13470,1725,14997,1732,44098,3260,416,264,27234,2291,16448,2001,43432,3170,223,151,32190,2926,11019,1593,53664,3041,468,273,44017,2994,9179,1286,126372,4626,443,274,114403,4299,11526,1506,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4606655,12584,351979,8240,2467,844,165196,5291,184316,6353,494437,10097,2731,686,247290,8005,244416,6642,750743,11992,5299,967,477597,9775,267847,7954,651322,11174,5250,950,490588,10708,155484,5181,854453,13830,4679,752,724706,13776,125068,5221,1503721,12797,4237,862,1399010,12335,100474,4743,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1465951,6457,113543,3872,523,311,49682,2497,63338,3261,169171,4679,869,320,77531,3767,90771,3128,249999,6016,1660,520,148998,5045,99341,3865,217157,4897,852,264,155088,4060,61217,3030,276908,6248,1071,261,218408,6390,57429,3261,439173,6822,967,307,387848,6670,50358,2781,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1553205,7348,104846,5717,647,314,59850,4318,44349,3717,154610,5896,1493,633,90521,4767,62596,4037,247713,7771,1962,602,180215,6705,65536,3820,210752,6203,1337,457,164952,6235,44463,3261,291310,8331,2766,769,250294,7456,38250,3615,543974,8202,3089,761,509287,8304,31598,3013,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4956037,11868,329931,8832,2484,860,161945,5867,165502,6004,502040,9069,4694,964,232315,7124,265031,6723,741020,12322,8008,999,443543,9729,289469,7835,657551,11463,6565,1125,480310,10417,170676,5408,912261,12071,8389,1272,752162,11364,151710,5883,1813234,16461,8990,984,1679768,15724,124476,4467,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,407484,4045,32681,2732,301,296,16284,1854,16096,2349,41512,3144,666,556,19657,2120,21189,2757,54842,3833,755,535,35338,3118,18749,2215,49328,3262,272,254,37644,2745,11412,1454,67409,3777,223,163,57190,3482,9996,1569,161712,4165,199,172,152535,4215,8978,1573,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1857768,9376,152319,5783,651,322,58740,3618,92928,4702,223177,7772,1232,487,94844,4855,127101,5737,321788,7421,2502,742,187026,6210,132260,5632,270971,8581,1545,768,190283,6498,79143,5043,347660,9290,1362,576,281486,8471,64812,3649,541853,9354,2254,732,486590,9404,53009,3559,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,339437,2931,20575,1835,160,173,8938,1406,11477,1337,34452,2655,157,148,16348,1997,17947,1876,54693,3260,249,181,34901,2510,19543,1905,50436,3078,420,214,37672,2740,12344,1554,66893,3365,504,260,55919,3214,10470,1435,112388,3541,679,295,101752,3827,9957,1404,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2530260,10743,203139,7747,790,470,80275,4553,122074,6091,299943,8642,1274,495,126505,4808,172164,7170,445203,9792,3178,864,257113,7245,184912,6188,375764,8802,2112,514,272787,7733,100865,5486,468464,10304,3878,911,376600,9036,87986,4287,737747,10001,1964,565,662427,9455,73356,3556,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9421412,21122,621647,11139,2962,808,283557,7939,335128,8938,906695,17333,4769,1017,409170,11523,492756,12299,1453634,17915,8067,1399,863430,15243,582137,12755,1272092,19469,8017,1393,902166,13885,361909,11580,1693599,20391,8338,1991,1365691,17461,319570,9277,3473745,23818,11038,1544,3174106,24928,288601,8594,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,930980,5092,41482,3015,419,236,24456,2451,16607,1943,65752,3776,708,372,38296,3037,26748,2534,123390,5245,1132,377,87590,4759,34668,2921,126646,5367,974,362,100188,4534,25484,2727,194108,6180,1473,535,169667,5682,22968,2378,379602,6914,1463,602,353459,7067,24680,2768,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,254865,3016,12426,1450,52,47,6931,1127,5443,1096,27338,2118,406,262,13903,1333,13029,1544,37535,2408,493,208,23991,2085,13051,1399,33454,2003,203,112,25301,1739,7950,1356,49222,2584,359,219,41730,2427,7133,1121,94890,2766,737,259,88664,2545,5489,882,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3106895,11857,179078,6007,1148,583,87399,4253,90531,4879,238785,8388,1314,458,110736,5868,126735,5070,389722,9083,3171,666,236909,7273,149642,6177,373167,11257,2267,644,274774,8376,96126,6142,540533,10945,4017,849,444116,9670,92400,5082,1385610,12261,5234,970,1288373,12238,92003,4420,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2728573,8477,154446,5910,1225,487,89645,4458,63576,4059,207908,7078,1786,657,125404,4809,80718,4434,350590,9839,2611,712,251158,8817,96821,4804,349567,8767,2004,594,281489,7822,66074,4251,496459,9176,2687,657,434836,8352,58936,4132,1169603,12181,3700,794,1106802,12121,59101,3480,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
