GEO_ID,C07001_001E,C07001_001M,C07001_002E,C07001_002M,C07001_003E,C07001_003M,C07001_004E,C07001_004M,C07001_005E,C07001_005M,C07001_006E,C07001_006M,C07001_007E,C07001_007M,C07001_008E,C07001_008M,C07001_009E,C07001_009M,C07001_010E,C07001_010M,C07001_011E,C07001_011M,C07001_012E,C07001_012M,C07001_013E,C07001_013M,C07001_014E,C07001_014M,C07001_015E,C07001_015M,C07001_016E,C07001_016M,C07001_017E,C07001_017M,C07001_018E,C07001_018M,C07001_019E,C07001_019M,C07001_020E,C07001_020M,C07001_021E,C07001_021M,C07001_022E,C07001_022M,C07001_023E,C07001_023M,C07001_024E,C07001_024M,C07001_025E,C07001_025M,C07001_026E,C07001_026M,C07001_027E,C07001_027M,C07001_028E,C07001_028M,C07001_029E,C07001_029M,C07001_030E,C07001_030M,C07001_031E,C07001_031M,C07001_032E,C07001_032M,C07001_033E,C07001_033M,C07001_034E,C07001_034M,C07001_035E,C07001_035M,C07001_036E,C07001_036M,C07001_037E,C07001_037M,C07001_038E,C07001_038M,C07001_039E,C07001_039M,C07001_040E,C07001_040M,C07001_041E,C07001_041M,C07001_042E,C07001_042M,C07001_043E,C07001_043M,C07001_044E,C07001_044M,C07001_045E,C07001_045M,C07001_046E,C07001_046M,C07001_047E,C07001_047M,C07001_048E,C07001_048M,C07001_049E,C07001_049M,C07001_050E,C07001_050M,C07001_051E,C07001_051M,C07001_052E,C07001_052M,C07001_053E,C07001_053M,C07001_054E,C07001_054M,C07001_055E,C07001_055M,C07001_056E,C07001_056M,C07001_057E,C07001_057M,C07001_058E,C07001_058M,C07001_059E,C07001_059M,C07001_060E,C07001_060M,NAME,C07001_001EA,C07001_001MA,C07001_002MA,C07001_002EA,C07001_003MA,C07001_003EA,C07001_004MA,C07001_004EA,C07001_005EA,C07001_005MA,C07001_006EA,C07001_006MA,C07001_007MA,C07001_007EA,C07001_008MA,C07001_008EA,C07001_009MA,C07001_009EA,C07001_010EA,C07001_010MA,C07001_011EA,C07001_011MA,C07001_012EA,C07001_012MA,C07001_013MA,C07001_013EA,C07001_014MA,C07001_014EA,C07001_015MA,C07001_015EA,C07001_016EA,C07001_016MA,C07001_017EA,C07001_017MA,C07001_018MA,C07001_018EA,C07001_019MA,C07001_019EA,C07001_020MA,C07001_020EA,C07001_021EA,C07001_021MA,C07001_022EA,C07001_022MA,C07001_023EA,C07001_023MA,C07001_024MA,C07001_024EA,C07001_025MA,C07001_025EA,C07001_026MA,C07001_026EA,C07001_027MA,C07001_027EA,C07001_028MA,C07001_028EA,C07001_029MA,C07001_029EA,C07001_030MA,C07001_030EA,C07001_031EA,C07001_031MA,C07001_032MA,C07001_032EA,C07001_033EA,C07001_033MA,C07001_034MA,C07001_034EA,C07001_035EA,C07001_035MA,C07001_036MA,C07001_036EA,C07001_037MA,C07001_037EA,C07001_038MA,C07001_038EA,C07001_039MA,C07001_039EA,C07001_040MA,C07001_040EA,C07001_041MA,C07001_041EA,C07001_042EA,C07001_042MA,C07001_043MA,C07001_043EA,C07001_044EA,C07001_044MA,C07001_045MA,C07001_045EA,C07001_046MA,C07001_046EA,C07001_047MA,C07001_047EA,C07001_048MA,C07001_048EA,C07001_049MA,C07001_049EA,C07001_050MA,C07001_050EA,C07001_051EA,C07001_051MA,C07001_052MA,C07001_052EA,C07001_053EA,C07001_053MA,C07001_054MA,C07001_054EA,C07001_055EA,C07001_055MA,C07001_056EA,C07001_056MA,C07001_057MA,C07001_057EA,C07001_058MA,C07001_058EA,C07001_059MA,C07001_059EA,C07001_060MA,C07001_060EA,state
0400000US01,4801599,3420,227742,3997,823286,4014,468319,5125,624472,6393,612193,6157,644006,4935,639734,2668,450119,2604,311728,1918,4113945,22379,177480,4663,712339,7615,326799,6544,477185,9005,527868,7962,575901,6846,595370,4879,427347,3520,293656,2641,410330,17741,32828,3552,73018,5315,74560,5866,85331,6533,51901,4722,42499,3706,25965,2841,13076,1728,11152,1519,150689,9422,9257,1986,20351,3325,40137,4029,32419,3252,18999,2655,12900,2423,8884,1495,4376,1160,3366,848,114876,8513,7934,1922,15745,2276,24551,2818,27541,3466,10994,1934,11379,1982,8353,1465,5018,1329,3361,1012,11759,2403,243,238,1833,895,2272,894,1996,863,2431,1088,1327,550,1162,425,302,275,193,177,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,727862,1356,44191,1416,131630,1035,82518,1607,118778,2052,91656,1998,93326,1795,94755,1179,48118,1079,22890,652,582909,9527,32746,1742,107075,3702,52545,3130,83245,3107,74008,2656,80435,2224,86659,1834,45058,1464,21138,820,86474,8425,7492,1481,16732,3284,17431,2351,20727,2355,10356,2007,7392,1398,4083,848,1181,424,1080,519,19295,2193,1387,504,2691,796,3573,800,4794,982,2620,741,2413,704,1350,667,349,273,118,73,34696,4503,2439,907,4658,1467,8007,1436,8198,1866,4230,1368,2748,1025,2429,1080,1483,645,504,290,4488,1282,127,135,474,307,962,431,1814,920,442,318,338,242,234,212,47,55,50,89,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6747595,4243,349390,4378,1191668,1328,669583,2784,914761,3292,845274,2910,842972,2593,813943,1534,652858,2112,467146,1743,5536087,26178,269815,5799,1004406,9453,445237,9022,664227,8779,689006,7836,728817,6864,718202,5437,591878,4971,424499,4255,798972,24968,55375,3853,142543,9628,145027,7211,169181,7354,104352,5954,76351,5641,55653,4191,25564,2790,24926,2612,111939,7650,6272,1669,11491,2185,26791,2850,23650,2811,14210,2056,11473,2152,8714,1583,5600,1255,3738,914,253281,12395,16005,2544,28917,3992,43252,4428,47079,3818,30923,3770,22797,3059,27073,3214,25527,2641,11708,1947,47316,5688,1923,753,4311,1436,9276,2014,10624,1985,6783,1807,3534,871,4301,1143,4289,1680,2275,850,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2938341,3200,148841,3622,517240,3005,284441,4200,385391,5076,367499,4481,383582,3837,373233,2052,279414,1790,198700,1601,2440359,17443,107948,4143,428604,7204,186163,5642,285055,6377,309166,5890,339692,4820,340346,3836,261226,2792,182159,2241,292271,16473,27899,3345,57479,6990,49405,4627,59901,4886,34243,3833,25976,2551,18407,2591,8869,1508,10092,1647,115081,8813,5777,1421,17624,2920,31638,3840,22281,2852,12425,2185,10810,1693,6839,1524,3764,1027,3923,753,81594,7126,6803,1629,11759,2288,15974,2153,16767,2524,10119,2736,6740,1736,6987,1340,4403,1155,2042,599,9036,2094,414,286,1774,814,1261,557,1387,582,1546,820,364,256,654,546,1152,682,484,280,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38675135,11051,2037966,11248,6608769,3207,3943137,4533,5832712,6611,5190370,4972,5243141,4748,4629482,2541,2981899,3587,2207659,2695,33446324,47467,1690748,14810,5860647,16905,3012747,17716,4537395,20114,4480857,17153,4750456,14206,4257461,10140,2791934,7454,2064079,6883,3314066,42939,242321,9933,539382,15337,510263,15030,794024,16947,470486,14100,329182,11035,228990,7396,112199,5602,87219,4617,1063601,25940,57595,4712,107125,6957,249137,7503,270408,10129,132522,7295,97200,4890,79821,5073,38563,3522,31230,2937,514477,19053,30180,3568,55610,5708,105504,7201,147944,6864,62380,3959,38564,3534,37359,3513,20949,2652,15987,2298,336667,16275,17122,2529,46005,4695,65486,5152,82941,5719,44125,4044,27739,3378,25851,3300,18254,2670,9144,1852,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5393067,3719,270032,4288,923233,1962,527949,3529,827137,4195,737989,3307,711031,2984,684124,2393,436772,2154,274800,1672,4404058,21899,212321,5148,790878,6782,320868,7023,570127,10242,603883,6093,622966,5049,621837,5182,407824,3040,253354,2910,464316,16451,27255,3143,69804,5863,92049,6339,115953,6313,67154,4344,41921,3525,27131,2926,12153,1858,10896,1615,263761,11832,15205,2372,30150,3625,60296,4207,71730,5409,31050,3148,25814,2874,17215,2406,6714,1245,5587,1402,227445,12112,14060,1987,28147,3561,47458,3936,60941,5330,31486,3601,17709,2669,15548,2600,7835,1402,4261,1008,33487,3701,1191,618,4254,1539,7278,1621,8386,1723,4416,1280,2621,878,2393,806,2246,956,702,372,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3554844,3252,150486,3304,576797,1048,352843,1792,442776,2739,432504,2229,537158,2195,496997,954,314303,1327,250980,1250,3109580,17815,125047,4065,515010,5388,274485,5148,334148,6857,373169,5391,487813,4557,468039,2992,298624,2649,233245,2235,262279,13041,16853,3103,42886,4524,36480,4505,58410,4997,36615,4075,30518,2723,19622,2297,8657,1498,12238,1833,77847,8338,2813,1260,7933,2371,18548,2667,20309,2619,8988,2056,8285,1539,4995,1233,3275,1108,2701,869,76997,6705,4079,1275,6581,1709,19325,2255,21575,3046,9875,1978,6949,1795,3864,1251,2449,817,2300,646,28141,3996,1694,765,4387,1112,4005,1107,8334,1864,3857,1137,3593,2184,477,319,1298,747,496,283,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,935813,1401,45324,1380,148755,273,89098,1400,124348,1913,110727,1302,129436,1056,127301,684,95778,1117,65046,882,800701,9561,35260,2179,131328,2832,63776,2866,94566,3947,93853,2402,116829,2357,115266,2101,89308,1792,60515,1459,73579,6942,6137,1462,11140,2536,12945,1941,17607,2690,8260,1602,7074,1786,5276,1522,2762,793,2378,985,12430,2521,521,463,1696,934,2455,701,2263,852,1895,750,944,499,1333,657,637,634,686,394,44495,5586,2820,1223,4243,1520,9348,1532,8937,2154,5794,1507,4063,1235,5426,1358,2564,826,1300,534,4608,1492,586,436,348,256,574,533,975,541,925,502,526,323,0,190,507,494,167,148,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,663006,1528,34008,1528,74608,14,81506,162,152487,468,96419,364,77353,158,70034,732,44092,970,32499,648,525024,7553,29731,1987,67408,1738,40508,3370,104958,3591,79685,2042,69171,1229,61973,1505,41149,1360,30441,895,67188,5688,2851,909,4225,1080,13928,3040,25257,2487,9352,1573,4749,992,4178,846,1563,653,1085,470,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,59905,4750,1114,642,2516,1141,24595,2377,18167,2358,5712,1306,2623,740,3093,894,1213,637,872,436,10889,3045,312,290,459,283,2475,890,4105,1861,1670,746,810,536,790,654,167,172,101,165,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20068392,6492,895393,7793,3004716,3565,1774002,7744,2593253,9463,2463472,6473,2743332,6247,2648991,4358,2185122,4156,1760111,3860,16832374,48927,701603,10371,2533725,16309,1305680,13347,1929388,18643,2037236,14064,2381510,12285,2352393,10834,1971745,11256,1619094,7447,1806706,41989,122063,7161,307795,14564,239431,10225,370279,12826,251784,11569,204314,9198,149682,7722,87321,4462,74037,4193,632122,20497,31517,3566,71609,6427,125524,6924,145403,8237,79014,5549,71269,5275,53138,4821,32852,4064,21796,2228,584938,21044,30073,3772,61653,6879,77063,5694,104533,6385,65248,6574,63078,5312,75142,4867,71531,5542,36617,3798,212252,13881,10137,2547,29934,4184,26304,2767,43650,5249,30190,4182,23161,2640,18636,2860,21673,3320,8567,1460,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
