GEO_ID,B27004_001E,B27004_001M,B27004_002E,B27004_002M,B27004_003E,B27004_003M,B27004_004E,B27004_004M,B27004_005E,B27004_005M,B27004_006E,B27004_006M,B27004_007E,B27004_007M,B27004_008E,B27004_008M,B27004_009E,B27004_009M,B27004_010E,B27004_010M,B27004_011E,B27004_011M,B27004_012E,B27004_012M,B27004_013E,B27004_013M,B27004_014E,B27004_014M,B27004_015E,B27004_015M,B27004_016E,B27004_016M,B27004_017E,B27004_017M,B27004_018E,B27004_018M,B27004_019E,B27004_019M,B27004_020E,B27004_020M,B27004_021E,B27004_021M,B27004_022E,B27004_022M,B27004_023E,B27004_023M,B27004_024E,B27004_024M,B27004_025E,B27004_025M,B27004_026E,B27004_026M,B27004_027E,B27004_027M,B27004_028E,B27004_028M,B27004_029E,B27004_029M,B27004_030E,B27004_030M,B27004_031E,B27004_031M,B27004_032E,B27004_032M,B27004_033E,B27004_033M,B27004_034E,B27004_034M,B27004_035E,B27004_035M,B27004_036E,B27004_036M,B27004_037E,B27004_037M,B27004_038E,B27004_038M,B27004_039E,B27004_039M,B27004_040E,B27004_040M,B27004_041E,B27004_041M,B27004_042E,B27004_042M,B27004_043E,B27004_043M,B27004_044E,B27004_044M,B27004_045E,B27004_045M,B27004_046E,B27004_046M,B27004_047E,B27004_047M,B27004_048E,B27004_048M,B27004_049E,B27004_049M,B27004_050E,B27004_050M,B27004_051E,B27004_051M,B27004_052E,B27004_052M,B27004_053E,B27004_053M,B27004_054E,B27004_054M,B27004_055E,B27004_055M,B27004_056E,B27004_056M,B27004_057E,B27004_057M,NAME,B27004_001MA,B27004_001EA,B27004_002MA,B27004_002EA,B27004_003MA,B27004_003EA,B27004_004MA,B27004_004EA,B27004_005EA,B27004_005MA,B27004_006EA,B27004_006MA,B27004_007MA,B27004_007EA,B27004_008EA,B27004_008MA,B27004_009MA,B27004_009EA,B27004_010EA,B27004_010MA,B27004_011MA,B27004_011EA,B27004_012MA,B27004_012EA,B27004_013MA,B27004_013EA,B27004_014MA,B27004_014EA,B27004_015MA,B27004_015EA,B27004_016MA,B27004_016EA,B27004_017EA,B27004_017MA,B27004_018MA,B27004_018EA,B27004_019EA,B27004_019MA,B27004_020MA,B27004_020EA,B27004_021MA,B27004_021EA,B27004_022MA,B27004_022EA,B27004_023MA,B27004_023EA,B27004_024MA,B27004_024EA,B27004_025MA,B27004_025EA,B27004_026EA,B27004_026MA,B27004_027MA,B27004_027EA,B27004_028EA,B27004_028MA,B27004_029MA,B27004_029EA,B27004_030EA,B27004_030MA,B27004_031EA,B27004_031MA,B27004_032MA,B27004_032EA,B27004_033MA,B27004_033EA,B27004_034MA,B27004_034EA,B27004_035MA,B27004_035EA,B27004_036EA,B27004_036MA,B27004_037EA,B27004_037MA,B27004_038MA,B27004_038EA,B27004_039EA,B27004_039MA,B27004_040MA,B27004_040EA,B27004_041EA,B27004_041MA,B27004_042EA,B27004_042MA,B27004_043MA,B27004_043EA,B27004_044MA,B27004_044EA,B27004_045MA,B27004_045EA,B27004_046EA,B27004_046MA,B27004_047MA,B27004_047EA,B27004_048MA,B27004_048EA,B27004_049MA,B27004_049EA,B27004_050EA,B27004_050MA,B27004_051MA,B27004_051EA,B27004_052EA,B27004_052MA,B27004_053MA,B27004_053EA,B27004_054EA,B27004_054MA,B27004_055EA,B27004_055MA,B27004_056MA,B27004_056EA,B27004_057MA,B27004_057EA,state
0400000US01,4781070,1376,2299014,5729,175451,4215,75598,3723,99853,4244,389086,4464,195498,6975,193588,6773,227516,3014,132379,4545,95137,4235,291369,4681,163926,6007,127443,5917,285883,4547,183528,4688,102355,4699,304755,3606,190822,5521,113933,5070,301864,2427,178921,4655,122943,4915,206027,2088,80692,3167,125335,3306,117063,1405,44299,2233,72764,2267,2482056,5719,170608,4531,69726,3494,100882,4792,371571,4441,183985,6158,187586,5696,230942,3509,130225,3927,100717,4254,316384,3907,179198,6314,137186,5925,312495,3594,196054,5084,116441,5405,328264,2452,208529,4820,119735,4673,331608,1850,195047,4663,136561,4468,238860,1574,82251,2807,156609,3072,181324,1464,54776,2313,126548,2523,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,33698,1496,13616,1553,20082,1814,62128,1664,30765,2505,31363,2534,40434,1519,21600,1693,18834,1820,56423,1943,30652,2306,25771,2115,44642,1509,26777,2012,17865,1877,46999,1346,29696,1519,17303,1602,48220,827,30897,1546,17323,1330,24693,715,13785,1138,10908,1074,10052,395,4533,787,5519,818,345793,1921,32218,1494,14017,1584,18201,1680,57873,1480,28237,2129,29636,2260,33290,868,17435,1598,15855,1536,53261,1487,29016,1696,24245,1719,43754,1221,24699,1852,19055,2021,44535,1066,29034,1485,15501,1463,45521,927,28191,1319,17330,1424,23098,936,11922,1099,11176,1143,12243,644,4684,854,7559,970,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,258843,2756,119735,4706,139108,4487,565236,3270,280604,7014,284632,7132,330644,2097,170913,6223,159731,5813,440884,2848,235710,7351,205174,6557,403407,2911,235626,5037,167781,4932,405252,1967,235704,5214,169548,5255,379561,1603,212260,4230,167301,4138,304339,1328,85621,3446,218718,3838,205580,1133,57080,3066,148500,3250,3425608,3038,253182,3550,112912,5056,140270,3963,542132,3310,264817,7789,277315,7433,322705,1856,160706,6110,161999,6168,440339,1920,237356,5871,202983,5480,418146,1585,238870,5770,179276,5767,424393,1711,251815,5374,172578,5389,426743,1123,237840,5525,188903,5668,343709,1572,86675,3149,257034,3507,254259,1552,64170,3426,190089,3558,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,112494,3446,38818,2702,73676,3064,250752,3844,106611,5570,144141,5329,141008,2792,77053,3613,63955,3851,180584,3563,94434,4707,86150,4248,174942,2907,103186,4443,71756,3626,184703,2676,107121,3498,77582,3355,175501,1533,89889,2791,85612,2802,129382,1249,36008,2196,93374,2242,77075,1211,18307,2111,58768,2075,1497866,4230,113621,3212,38373,3035,75248,4035,226834,3890,95145,4933,131689,4630,138958,3118,72533,3507,66425,3432,193823,3800,99782,4155,94041,3389,183671,2666,109332,3757,74339,3669,192237,2466,113800,3281,78437,3407,193956,1470,101468,3092,92488,3049,146791,1500,40474,2023,106317,2349,107975,1375,22556,1881,85419,2388,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,1534824,8172,685330,12558,849494,13481,3108296,8951,1496152,15791,1612144,17020,1951795,4340,990811,13671,960984,13442,2892205,6046,1553172,16415,1339033,16050,2533730,4059,1512727,13468,1021003,14099,2559327,4401,1542329,13415,1016998,12679,2211813,2721,1258685,11521,953128,11483,1371995,2913,486242,8592,885753,8644,889183,2724,272975,5675,616208,5749,19596453,6021,1455144,8115,658112,12105,797032,13224,3004875,8209,1442485,16381,1562390,18112,1895181,3996,920294,14128,974887,14034,2823855,4354,1508217,12871,1315638,12959,2580433,3329,1511956,14618,1068477,13935,2622629,2809,1564024,13036,1058605,12654,2380883,2405,1325352,9167,1055531,9083,1582231,3029,501959,7616,1080272,7214,1251222,3266,320731,6670,930491,7156,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,206140,3658,97990,4361,108150,4768,433329,4152,235286,6429,198043,6729,263619,3376,151788,4926,111831,4935,408354,3606,233893,5187,174461,5013,365331,3195,233486,5101,131845,5242,347572,2495,231461,4761,116111,4709,331099,1888,202244,3309,128855,3614,206572,1413,65397,3235,141175,3414,111603,1171,35313,2198,76290,2082,2693716,4738,196288,4036,96673,3689,99615,4772,419043,3911,224222,5727,194821,6089,247424,2175,130646,4060,116778,3772,394696,2373,229554,5225,165142,5088,356146,2694,227411,4850,128735,4747,353995,1764,229905,4464,124090,4687,348202,1557,209789,4215,138413,4340,226357,1635,70088,2969,156269,2983,151565,1325,43672,2369,107893,2511,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,113468,2411,63810,2973,49658,2615,276558,2735,172950,4897,103608,5067,175814,1793,103243,3807,72571,4082,214309,2027,130334,3728,83975,3830,206251,1661,139929,3789,66322,3540,256260,1542,176046,3753,80214,3965,238760,983,167900,3881,70860,3878,144047,910,61799,2643,82248,2805,93790,1204,36129,2114,57661,2037,1818726,2437,112147,2383,66596,3537,45551,3684,259748,2638,162293,4471,97455,4198,170091,1524,100933,3642,69158,3766,218550,1894,132018,3947,86532,3792,221127,1513,150687,3619,70440,3883,276774,1502,193918,3752,82856,3766,254714,821,178019,2872,76695,2961,166694,1199,66525,2865,100169,2950,138881,1362,44756,2303,94125,2624,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,33318,1130,18410,2050,14908,1870,70532,1224,41729,2701,28803,2882,43357,969,26725,1727,16632,1880,57773,1328,35472,2176,22301,2322,52100,883,35128,1762,16972,1822,61203,868,41848,2238,19355,2061,58743,500,39543,1588,19200,1667,44247,833,23355,1488,20892,1506,26409,686,11452,1181,14957,1376,483521,1246,32614,1234,18553,1585,14061,1770,67307,1442,38443,2718,28864,2667,43669,928,26361,1700,17308,1820,63017,1236,37592,1866,25425,2069,56603,863,36489,2123,20114,2305,66551,770,48996,2079,17555,1914,67666,498,44552,1805,23114,1912,50696,677,23613,1577,27083,1572,35398,656,15365,1295,20033,1336,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,26616,1137,14489,1309,12127,1426,33215,1079,14508,1799,18707,1718,34856,694,18118,1958,16738,1991,69861,659,53135,2222,16726,2174,46790,515,32783,1629,14007,1733,37860,401,24194,1432,13666,1453,32536,908,17116,1387,15420,1366,18650,813,9916,980,8734,1163,10763,545,5754,807,5009,730,349535,1105,24750,852,11413,1280,13337,1299,32834,808,13926,1678,18908,1627,43910,568,23474,1596,20436,1476,80488,493,52346,2016,28142,2031,48030,334,32775,1470,15255,1477,38552,149,22669,1411,15883,1424,36707,117,20346,1509,16361,1517,24893,562,12276,1158,12617,1156,19371,797,8776,813,10595,1053,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,668973,6922,237141,8646,431832,8354,1411689,8050,588518,12511,823171,12169,874119,6410,419516,9732,454603,10018,1237740,7359,586141,14068,651599,13167,1169159,5155,632200,9696,536959,10390,1311981,5296,702064,10797,609917,10230,1233381,3340,629865,8543,603516,8874,1004899,2441,284133,6519,720766,6693,740784,2603,206352,5516,534432,6142,10307444,7951,646860,7836,235727,9010,411133,10643,1365879,7181,584141,12052,781738,10937,855443,4601,408411,9673,447032,10101,1282278,4616,635434,11739,646844,11449,1237548,4020,680603,10271,556945,11016,1393405,3982,775171,10322,618234,10492,1393133,2892,721952,9662,671181,9945,1162418,3467,297573,7387,864845,8108,970480,3446,221939,6056,748541,5797,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
