GEO_ID,B14005_001E,B14005_001M,B14005_002E,B14005_002M,B14005_003E,B14005_003M,B14005_004E,B14005_004M,B14005_005E,B14005_005M,B14005_006E,B14005_006M,B14005_007E,B14005_007M,B14005_008E,B14005_008M,B14005_009E,B14005_009M,B14005_010E,B14005_010M,B14005_011E,B14005_011M,B14005_012E,B14005_012M,B14005_013E,B14005_013M,B14005_014E,B14005_014M,B14005_015E,B14005_015M,B14005_016E,B14005_016M,B14005_017E,B14005_017M,B14005_018E,B14005_018M,B14005_019E,B14005_019M,B14005_020E,B14005_020M,B14005_021E,B14005_021M,B14005_022E,B14005_022M,B14005_023E,B14005_023M,B14005_024E,B14005_024M,B14005_025E,B14005_025M,B14005_026E,B14005_026M,B14005_027E,B14005_027M,B14005_028E,B14005_028M,B14005_029E,B14005_029M,NAME,B14005_001MA,B14005_001EA,B14005_002MA,B14005_002EA,B14005_003EA,B14005_003MA,B14005_004EA,B14005_004MA,B14005_005EA,B14005_005MA,B14005_006MA,B14005_006EA,B14005_007MA,B14005_007EA,B14005_008EA,B14005_008MA,B14005_009EA,B14005_009MA,B14005_010EA,B14005_010MA,B14005_011MA,B14005_011EA,B14005_012MA,B14005_012EA,B14005_013MA,B14005_013EA,B14005_014EA,B14005_014MA,B14005_015EA,B14005_015MA,B14005_016MA,B14005_016EA,B14005_017MA,B14005_017EA,B14005_018MA,B14005_018EA,B14005_019EA,B14005_019MA,B14005_020EA,B14005_020MA,B14005_021MA,B14005_021EA,B14005_022MA,B14005_022EA,B14005_023MA,B14005_023EA,B14005_024MA,B14005_024EA,B14005_025MA,B14005_025EA,B14005_026EA,B14005_026MA,B14005_027EA,B14005_027MA,B14005_028EA,B14005_028MA,B14005_029MA,B14005_029EA,state
0400000US01,263491,5776,131643,3971,109561,4291,21656,2809,6804,1383,81101,3935,22082,2329,15895,2238,8912,1643,2216,843,4767,1323,6187,1602,2202,940,933,522,3052,1025,131848,4140,113396,4261,24648,2998,7122,1397,81626,4066,18452,2296,13902,2250,8684,2038,1557,674,3661,988,4550,1067,1414,659,592,341,2544,840,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,39151,2193,20600,1667,15914,1742,4841,1033,1442,846,9631,1417,4686,1023,3714,749,2522,744,657,347,535,314,972,582,423,406,144,143,405,367,18551,1371,14863,1243,4333,928,1269,543,9261,1147,3688,810,2624,663,1586,524,98,65,940,443,1064,500,371,374,30,26,663,333,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,376032,4553,192281,3284,155663,4346,38904,2849,11286,1760,105473,4452,36618,2836,22392,2456,12428,1952,3064,908,6900,1326,14226,1918,5781,1408,1997,688,6448,1214,183751,3139,157461,3827,42468,2985,11799,1978,103194,4208,26290,2549,17680,2209,8613,1454,3063,1057,6004,1381,8610,1741,2101,730,1391,769,5118,1345,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,164521,4565,88207,3522,69721,3588,15870,1788,4310,1054,49541,3071,18486,2176,13386,1912,8909,1777,1746,605,2731,868,5100,1267,1423,723,990,564,2687,770,76314,3660,63297,3700,16491,2123,3662,1201,43144,3052,13017,2185,9377,1751,4770,1204,985,503,3622,1194,3640,1126,1148,537,446,459,2046,914,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2098667,11002,1078143,7758,921647,9718,145705,5833,56789,4049,719153,10837,156496,5947,118441,4500,66659,3787,18923,2092,32859,2619,38055,3903,12751,2035,5946,1373,19358,2362,1020524,7045,909042,8433,183576,6780,57435,4026,668031,9054,111482,4735,91010,4155,45277,3751,13019,2030,32714,2919,20472,2204,3499,783,3031,854,13942,1934,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,279512,4490,144506,3372,117785,3343,34851,2476,7188,1471,75746,3510,26721,2891,18434,2388,12245,1849,2009,734,4180,1098,8287,1566,1809,658,1196,571,5282,1325,135006,3748,117327,3645,42423,3004,6823,1502,68081,3288,17679,2202,12414,2015,8293,1677,825,530,3296,1095,5265,994,2432,801,527,347,2306,716,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,201332,3367,102653,2443,88524,2792,22952,2141,5811,1330,59761,3098,14129,1717,11018,1624,6974,1456,1688,769,2356,914,3111,916,1315,596,796,489,1000,590,98679,2415,87985,2490,28904,2380,6310,1142,52771,2567,10694,1519,8510,1482,5862,1190,1255,508,1393,614,2184,932,596,362,239,272,1349,770,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,49435,2046,24167,1583,19952,1586,6681,1185,1572,651,11699,1430,4215,1168,2369,751,1387,612,673,382,309,281,1846,916,148,157,292,309,1406,852,25268,1409,22293,1708,5520,1105,982,590,15791,1652,2975,935,2425,882,1416,708,268,312,741,521,550,408,174,209,125,157,251,299,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,32785,2296,15256,1516,13808,1564,2453,746,1336,582,10019,1553,1448,658,1017,504,447,366,246,370,324,317,431,392,270,318,0,200,161,219,17529,1714,15490,1731,4967,982,604,360,9919,1466,2039,585,1729,521,856,412,345,218,528,374,310,285,114,196,0,200,196,221,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,961580,11430,489152,8003,409999,8251,74344,5153,27272,2867,308383,8977,79153,4815,50865,4015,28736,3121,6488,1263,15641,2415,28288,3175,10031,1922,3665,1106,14592,2031,472428,8448,411090,9124,99476,6352,23988,2636,287626,9079,61338,5189,40603,4117,21787,2713,5386,1559,13430,2287,20735,2736,7087,1842,2861,897,10787,2082,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,586136,8616,301296,6358,244160,7160,44556,3691,14928,2201,184676,6036,57136,4002,41598,3642,23502,2475,4941,1367,13155,2587,15538,2002,3176,1082,3344,1059,9018,1601,284840,6590,238774,6739,55467,4074,16862,2387,166445,6232,46066,3657,32759,2966,17886,2358,4181,1324,10692,1882,13307,2336,3446,1027,2277,954,7584,1863,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,62485,1787,31949,1526,23791,1569,4886,1063,744,334,18161,1487,8158,1052,7186,999,5445,1001,543,369,1198,428,972,430,452,327,66,81,454,272,30536,1154,26019,1553,6579,1178,1142,493,18298,1520,4517,1073,3497,918,2383,700,178,152,936,399,1020,529,498,411,226,227,296,219,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,93767,3045,46592,2527,37316,2739,11249,1831,2685,1098,23382,2295,9276,1508,5664,1473,4037,1319,618,495,1009,425,3612,1285,1082,497,946,870,1584,674,47175,2306,40297,2404,13850,1692,4058,1030,22389,2176,6878,1181,4944,998,3739,887,504,320,701,367,1934,654,950,483,175,175,809,409,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,684259,7113,346144,5114,296351,5730,73047,3929,21888,2015,201416,5420,49793,3536,36009,3287,21652,2516,7714,1547,6643,1341,13784,1922,4383,1088,2486,864,6915,1231,338115,5079,299608,5589,89716,4634,21601,2109,188291,5012,38507,2875,28966,2325,15783,2038,5290,1197,7893,1304,9541,1661,3438,1147,1725,656,4378,930,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,367004,5726,184358,4039,153598,4094,44293,3078,9087,1478,100218,3705,30760,2571,21177,2142,13764,1723,3444,1182,3969,813,9583,1603,4352,1086,1291,637,3940,1019,182646,4464,159513,4607,58288,3364,8979,1390,92246,4040,23133,2475,14937,1856,9274,1526,2164,739,3499,855,8196,1573,3362,1117,1862,869,2972,764,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,177447,4730,93864,3671,80692,3354,32059,2697,5595,1355,43038,2592,13172,1434,8974,1082,6410,976,1265,530,1299,388,4198,974,1457,569,1028,577,1713,663,83583,2978,74135,3078,35348,2269,4340,1060,34447,2494,9448,1483,7618,1494,5475,1133,1078,785,1065,394,1830,538,732,333,290,286,808,324,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,165793,4597,85036,3196,71047,2941,25627,2323,3714,717,41706,2680,13989,1945,10492,1596,7762,1505,394,256,2336,876,3497,1012,1720,816,807,367,970,453,80757,3197,70857,2787,28817,2005,5769,1172,36271,2341,9900,1611,7761,1466,4443,880,1108,508,2210,1268,2139,671,931,409,53,98,1155,564,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
