GEO_ID,C05010_001E,C05010_001M,C05010_002E,C05010_002M,C05010_003E,C05010_003M,C05010_004E,C05010_004M,C05010_005E,C05010_005M,C05010_006E,C05010_006M,C05010_007E,C05010_007M,NAME,C05010_001MA,C05010_001EA,C05010_002EA,C05010_002MA,C05010_003MA,C05010_003EA,C05010_004MA,C05010_004EA,C05010_005MA,C05010_005EA,C05010_006EA,C05010_006MA,C05010_007EA,C05010_007MA,state
0400000US01,1028773,5919,496896,12641,441262,12015,55634,4711,531877,12282,502800,11934,29077,3171,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,176316,1926,59593,4483,49517,3872,10076,2790,116723,4052,102200,3786,14523,2537,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1531213,6978,741226,18332,469576,15958,271650,13448,789987,17474,634370,15165,155617,9750,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,648293,5939,337714,10279,287457,10770,50257,4040,310579,9793,285280,9777,25299,3299,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8702531,13121,3847641,30873,1536730,27336,2310911,32784,4854890,31070,2852735,29043,2002155,30423,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1203600,5855,409717,13399,264181,11933,145536,9961,793883,12853,661463,11758,132420,7525,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,729601,3656,207358,8207,139664,7685,67694,6500,522243,8430,398798,8273,123445,6459,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,193621,2087,73947,6365,56395,6266,17552,2727,119674,6163,98714,5674,20960,2973,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110141,1926,47621,3655,38319,3530,9302,2083,62520,3338,44949,3604,17571,2669,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3873572,11837,1873843,24812,1167225,28340,706618,20962,1999729,22668,1398645,22359,601084,19584,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2360200,9203,1113405,22512,818729,18735,294676,13348,1246795,22016,1032053,18791,214742,10814,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,294062,2347,84101,5645,57934,5314,26167,4181,209961,6345,153592,5985,56369,5347,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,413276,3383,189538,9469,158436,9702,31102,3576,223738,9868,203424,9751,20314,3740,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2835058,7037,1096378,23240,724912,18160,371466,14405,1738680,23263,1342366,19880,396314,12834,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1493122,6038,650156,16606,560155,16727,90001,5654,842966,16964,773698,15753,69268,5171,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,697652,3769,249476,8834,210856,8483,38620,4088,448176,8218,415132,7267,33044,3417,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,690806,3951,274186,8548,212120,8633,62066,5792,416620,7754,369005,7393,47615,4604,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,933840,6867,432894,12492,386210,12816,46684,5648,500946,10277,473651,10616,27295,3483,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1052493,5177,516244,12485,473774,11746,42470,5387,536249,12860,505147,12740,31102,4360,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,238832,2196,92933,5186,86602,4826,6331,1825,145899,5162,135541,5342,10358,2167,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1286424,5406,380659,12115,247561,10997,133098,8013,905765,12266,675717,10759,230048,9500,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1334975,4753,386471,10700,242305,10304,144166,8347,948504,12046,711800,11178,236704,9983,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
