GEO_ID,C18104_001E,C18104_001M,C18104_002E,C18104_002M,C18104_003E,C18104_003M,C18104_004E,C18104_004M,C18104_005E,C18104_005M,C18104_006E,C18104_006M,C18104_007E,C18104_007M,C18104_008E,C18104_008M,C18104_009E,C18104_009M,C18104_010E,C18104_010M,C18104_011E,C18104_011M,C18104_012E,C18104_012M,C18104_013E,C18104_013M,C18104_014E,C18104_014M,C18104_015E,C18104_015M,C18104_016E,C18104_016M,C18104_017E,C18104_017M,C18104_018E,C18104_018M,C18104_019E,C18104_019M,C18104_020E,C18104_020M,C18104_021E,C18104_021M,NAME,C18104_001EA,C18104_001MA,C18104_002MA,C18104_002EA,C18104_003MA,C18104_003EA,C18104_004EA,C18104_004MA,C18104_005EA,C18104_005MA,C18104_006EA,C18104_006MA,C18104_007EA,C18104_007MA,C18104_008MA,C18104_008EA,C18104_009EA,C18104_009MA,C18104_010EA,C18104_010MA,C18104_011EA,C18104_011MA,C18104_012EA,C18104_012MA,C18104_013MA,C18104_013EA,C18104_014MA,C18104_014EA,C18104_015MA,C18104_015EA,C18104_016EA,C18104_016MA,C18104_017EA,C18104_017MA,C18104_018MA,C18104_018EA,C18104_019MA,C18104_019EA,C18104_020MA,C18104_020EA,C18104_021MA,C18104_021EA,state
0400000US01,4495948,3557,2152607,5515,418130,3643,24753,2874,393377,4575,1411387,4760,93205,4276,1318182,5559,323090,2063,33908,2401,289182,2751,2343341,4958,403464,3923,14201,2004,389263,4018,1519693,3777,91128,5575,1428565,6427,420184,1772,47061,3747,373123,4350,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,658381,1915,339453,2432,67990,1393,2789,729,65201,1640,236718,2124,9830,1508,226888,2566,34745,726,3330,810,31415,1142,318928,1641,63226,1063,1740,676,61486,1203,220361,1423,8549,1387,211812,2154,35341,944,4116,904,31225,1236,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6289916,2305,3075040,3271,605373,1673,25804,2769,579569,3140,1959748,2694,92302,4853,1867446,5371,509919,1267,39721,2604,470198,2810,3214876,2877,584582,1505,13294,1961,571288,2270,2032326,2198,82164,4796,1950162,5368,597968,1577,53316,3775,544652,4052,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2735603,2743,1331525,4224,268330,3427,20300,2529,248030,3888,856738,2663,49891,3843,806847,4812,206457,1612,20253,2134,186204,2543,1404078,4102,246667,3315,10751,1688,235916,3482,902645,2905,56356,3794,846289,4957,254766,1684,31458,2517,223308,2879,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36142088,5223,17770748,7284,3360700,3749,126521,5772,3234179,7006,12148870,6721,462523,11079,11686347,12586,2261178,3359,206835,6477,2054343,6890,18371340,5663,3234906,2810,61556,4134,3173350,5141,12302981,4246,399848,10740,11903133,11714,2833453,3341,304261,7297,2529192,8702,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5033796,3293,2503714,4760,469564,3019,18587,2417,450977,4029,1715975,4027,65984,3871,1649991,5826,318175,1683,22644,2118,295531,2804,2530082,4461,451697,2405,7451,1606,444246,2790,1700463,4150,55595,3433,1644868,5590,377922,1653,30191,2398,347731,2444,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3351455,1440,1624178,2865,294947,1520,14759,2064,280188,2516,1091394,2190,47033,3952,1044361,4304,237837,1275,17511,2045,220326,2209,1727277,2263,280446,1346,7475,1449,272971,1932,1141256,1700,42029,3962,1099227,4328,305575,1441,26396,2602,279179,2903,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,875758,810,419233,1316,75401,777,4568,1195,70833,1236,273176,1016,12897,1643,260279,1885,70656,647,3917,864,66739,1127,456525,1157,72925,761,2629,853,70296,1213,297506,819,11924,1709,285582,1943,86094,634,5569,1034,80525,1177,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,617452,667,289021,1068,37705,418,2007,579,35698,719,221903,1297,10780,1543,211123,2099,29413,869,1793,659,27620,1045,328431,986,36480,424,1127,550,35353,660,247687,722,8682,1569,239005,1660,44264,548,3813,814,40451,924,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18862358,4761,9091970,7750,1519907,5200,91665,6349,1428242,8501,5826380,5787,268087,10187,5558293,11240,1745683,3300,135866,5751,1609817,6201,9770388,6736,1475683,4010,41244,3730,1434439,5530,6161807,5652,233366,9390,5928441,10033,2132898,3781,199853,9919,1933045,10756,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
