GEO_ID,C15010I_001E,C15010I_001M,C15010I_002E,C15010I_002M,C15010I_003E,C15010I_003M,C15010I_004E,C15010I_004M,C15010I_005E,C15010I_005M,C15010I_006E,C15010I_006M,NAME,C15010I_001EA,C15010I_001MA,C15010I_002EA,C15010I_002MA,C15010I_003EA,C15010I_003MA,C15010I_004MA,C15010I_004EA,C15010I_005MA,C15010I_005EA,C15010I_006MA,C15010I_006EA,state
0400000US01,12459,1869,5757,1199,796,495,2951,1019,926,608,2029,822,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,4733,1207,1275,540,707,526,945,571,361,292,1445,796,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,125693,5953,39148,3659,11608,1758,29082,2643,17085,1941,28770,2935,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,9688,1963,2757,1051,336,259,2490,817,1696,758,2409,836,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1020906,18409,354791,9946,77915,4393,213162,7212,80641,5036,294397,8732,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,90100,5057,33462,2933,6603,1573,20617,2287,8711,1590,20707,2558,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,49931,3873,17356,2332,4505,1151,9871,1759,5018,1042,13181,2313,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,6209,1371,1664,641,597,418,1188,585,1289,680,1471,679,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20184,2236,10066,1792,1027,652,2246,839,662,361,6183,1350,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,737941,18769,238766,8921,75455,5617,207654,9691,89140,5799,126926,6702,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,79025,5390,29254,3066,5688,1584,19170,2681,8149,1571,16764,2256,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,15833,1841,6484,1205,1376,672,3294,1096,1498,692,3181,868,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,7707,1643,3174,1007,619,473,1349,603,853,384,1712,854,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,160792,6305,49822,3352,12215,1683,42815,3855,19060,2207,36880,2921,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25580,2663,8495,1627,2608,836,5792,1255,2865,814,5820,1174,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,8721,1591,3148,842,386,261,1832,715,795,475,2560,764,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20800,2556,7112,1351,2063,806,4747,1086,2664,874,4214,957,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,12540,1820,4746,1077,794,445,2249,827,1910,826,2841,785,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,24168,3257,7638,1300,2326,815,5221,1485,3617,1659,5366,1429,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,4095,844,989,395,484,315,589,324,502,328,1531,519,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,68357,4375,27827,2815,5683,1341,12640,2146,6145,1408,16062,2021,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,73751,4639,29579,2979,5596,1288,16648,2385,3700,915,18228,2367,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,40564,2839,14999,1862,3853,939,7573,1099,3993,777,10146,1556,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,23844,2526,10154,1780,1764,746,4361,1171,1683,600,5882,1383,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,5891,1546,1388,652,1129,661,1093,527,994,583,1287,750,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,22336,2508,7465,1527,2043,846,4428,1060,2615,851,5785,1419,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,2852,914,976,477,489,267,357,225,271,182,759,393,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9361,1518,2905,848,1481,564,2010,638,1011,399,1954,670,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,36882,3453,11100,1805,2633,790,8836,1773,5727,1656,8586,1278,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,6124,1098,2359,758,238,240,1648,713,616,350,1263,499,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,189452,7534,63464,3999,14806,2322,49543,3281,22952,2663,38687,3412,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,84598,5160,23982,3034,6471,1321,16225,2538,17287,2434,20633,2452,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,401147,11307,132460,7537,33001,3111,84574,4808,41943,3027,109169,5309,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,60779,4845,22863,2434,4195,1130,15440,2399,5852,1588,12429,1918,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2947,1008,1082,611,298,321,391,377,355,399,821,600,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,36353,3530,15123,1960,2387,759,6627,1395,3683,800,8533,1259,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,21801,2369,6728,1164,1747,575,5568,1274,3234,828,4524,1011,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,39271,3510,15822,2104,2983,915,5571,1289,3863,1302,11032,2010,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,68424,4399,26256,2716,6996,1229,12816,1692,7670,1582,14686,1867,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11233,1900,3032,937,1667,719,2758,955,731,398,3045,1015,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,20731,2131,6968,1523,2740,1155,4454,1302,1536,613,5033,1347,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,2631,869,955,501,418,369,294,251,447,362,517,334,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21770,2457,7128,1276,2192,765,5013,1015,2032,719,5405,1282,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,776991,14855,248359,8745,67857,4699,190190,7421,116527,6456,154058,6837,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23080,2497,6574,1120,2625,969,5385,1295,1857,627,6639,1338,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2037,574,1033,330,329,268,399,328,15,25,261,242,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,96357,5245,41683,3325,6322,1303,23215,2699,6864,1274,18273,2204,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,60269,4578,24956,2579,5497,1322,11683,2194,5416,1171,12717,1761,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,4160,1160,777,538,291,316,926,498,801,469,1365,757,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,22321,2323,7868,1241,1992,693,3873,1052,2382,595,6206,1115,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3945,1530,1468,1005,356,384,429,303,574,342,1118,855,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,581177,12376,144687,6931,63111,4429,186639,6686,111345,5261,75395,4085,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
