GEO_ID,B18130_001E,B18130_001M,B18130_002E,B18130_002M,B18130_003E,B18130_003M,B18130_004E,B18130_004M,B18130_005E,B18130_005M,B18130_006E,B18130_006M,B18130_007E,B18130_007M,B18130_008E,B18130_008M,B18130_009E,B18130_009M,B18130_010E,B18130_010M,B18130_011E,B18130_011M,B18130_012E,B18130_012M,B18130_013E,B18130_013M,B18130_014E,B18130_014M,B18130_015E,B18130_015M,B18130_016E,B18130_016M,B18130_017E,B18130_017M,B18130_018E,B18130_018M,B18130_019E,B18130_019M,B18130_020E,B18130_020M,B18130_021E,B18130_021M,B18130_022E,B18130_022M,B18130_023E,B18130_023M,B18130_024E,B18130_024M,B18130_025E,B18130_025M,B18130_026E,B18130_026M,B18130_027E,B18130_027M,B18130_028E,B18130_028M,B18130_029E,B18130_029M,B18130_030E,B18130_030M,B18130_031E,B18130_031M,B18130_032E,B18130_032M,B18130_033E,B18130_033M,B18130_034E,B18130_034M,B18130_035E,B18130_035M,B18130_036E,B18130_036M,B18130_037E,B18130_037M,B18130_038E,B18130_038M,B18130_039E,B18130_039M,B18130_040E,B18130_040M,B18130_041E,B18130_041M,B18130_042E,B18130_042M,B18130_043E,B18130_043M,NAME,B18130_001MA,B18130_001EA,B18130_002MA,B18130_002EA,B18130_003MA,B18130_003EA,B18130_004MA,B18130_004EA,B18130_005MA,B18130_005EA,B18130_006MA,B18130_006EA,B18130_007MA,B18130_007EA,B18130_008MA,B18130_008EA,B18130_009MA,B18130_009EA,B18130_010MA,B18130_010EA,B18130_011MA,B18130_011EA,B18130_012MA,B18130_012EA,B18130_013MA,B18130_013EA,B18130_014MA,B18130_014EA,B18130_015EA,B18130_015MA,B18130_016MA,B18130_016EA,B18130_017MA,B18130_017EA,B18130_018MA,B18130_018EA,B18130_019MA,B18130_019EA,B18130_020EA,B18130_020MA,B18130_021MA,B18130_021EA,B18130_022MA,B18130_022EA,B18130_023MA,B18130_023EA,B18130_024MA,B18130_024EA,B18130_025EA,B18130_025MA,B18130_026EA,B18130_026MA,B18130_027MA,B18130_027EA,B18130_028MA,B18130_028EA,B18130_029MA,B18130_029EA,B18130_030EA,B18130_030MA,B18130_031EA,B18130_031MA,B18130_032MA,B18130_032EA,B18130_033MA,B18130_033EA,B18130_034MA,B18130_034EA,B18130_035MA,B18130_035EA,B18130_036EA,B18130_036MA,B18130_037EA,B18130_037MA,B18130_038MA,B18130_038EA,B18130_039MA,B18130_039EA,B18130_040MA,B18130_040EA,B18130_041EA,B18130_041MA,B18130_042EA,B18130_042MA,B18130_043MA,B18130_043EA,state
0400000US01,4729118,2647,281052,3134,2295,811,856,530,1439,654,278757,3190,82791,4580,195966,5254,811906,4720,50009,3937,19116,2611,30893,3329,761897,5713,188062,8607,573835,9241,1028022,5891,82043,4116,27970,2585,54073,3557,945979,7399,217188,8498,728791,10953,1864864,6283,351799,9575,97050,5611,254749,7937,1513065,10458,169267,8026,1343798,11168,444887,2753,147098,5020,20770,2525,126328,4486,297789,4822,22000,2457,275789,5129,298387,2052,160599,4151,19693,1867,140906,3886,137788,4026,11117,1463,126671,3959,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,708439,1880,53494,968,1160,651,183,192,977,640,52334,1233,8434,1412,43900,1657,129745,1243,6740,1289,1257,437,5483,1178,123005,1613,17975,2567,105030,3097,181468,2517,12714,1723,2372,771,10342,1773,168754,2849,18952,2055,149802,2862,273646,1718,34325,2716,5738,850,28587,2623,239321,3050,16318,1936,223003,3427,47791,1076,14895,1552,665,347,14230,1525,32896,1557,1401,451,31495,1555,22295,757,12867,1024,888,446,11979,1035,9428,1013,184,139,9244,1008,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6658326,4172,422455,2007,3581,1096,1849,869,1732,671,418874,2282,111086,5238,307788,5514,1173129,3239,53500,4176,15756,2502,37744,3219,1119629,5350,265167,12758,854462,12094,1497353,3346,87180,4565,27474,3057,59706,3953,1410173,5595,294429,9812,1115744,11339,2457502,3996,327272,9632,89135,5259,238137,9304,2130230,10302,254286,11503,1875944,14607,648048,2175,163375,4879,17906,2052,145469,4485,484673,5412,36305,3035,448368,5902,459839,1899,223603,5270,25346,2528,198257,5295,236236,5540,19659,2370,216577,5445,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2883167,3370,183428,2990,1344,507,626,306,718,458,182084,3096,57722,4035,124362,4303,506453,3670,37893,3083,14905,2619,22988,2512,468560,4839,114440,6886,354120,8103,627114,4856,48048,3654,17070,2474,30978,3213,579066,5292,131875,6468,447191,6971,1104949,5124,215397,7196,62917,4281,152480,6190,889552,9190,103520,6162,786032,9846,276173,1837,91667,3688,12127,1606,79540,3207,184506,3879,13308,1861,171198,3742,185050,1745,103487,3136,13328,1765,90159,3435,81563,3033,8520,1333,73043,2791,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38330324,7381,2470658,4324,14743,2402,4573,1637,10170,1823,2455915,5083,544802,12503,1911113,12435,6511223,6595,257792,8418,68673,4845,189119,7316,6253431,10230,1283457,23069,4969974,24683,9366700,6907,464277,10682,118886,6758,345391,9346,8902423,12613,1539832,26658,7362591,27813,14887112,6321,1545616,18490,406463,11169,1139153,16811,13341496,19579,1417532,21922,11923964,29092,2954226,4457,699655,12173,98851,4881,600804,11022,2254571,12433,169557,7425,2085014,13977,2140405,3547,1099514,9961,138594,5398,960920,9799,1040891,10044,98957,4773,941934,10531,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5318474,3712,330817,2189,2043,642,897,442,1146,456,328774,2187,54650,4793,274124,4840,909052,2913,36591,3353,8107,1694,28484,2780,872461,4479,118887,7515,753574,8028,1280303,4426,66999,4790,16696,2214,50303,4313,1213304,6067,189775,7959,1023529,10325,2102205,5338,218086,7421,49854,3535,168232,6208,1884119,8155,125053,6931,1759066,9436,432929,2349,100438,4563,9231,1493,91207,4565,332491,5365,17864,2340,314627,5496,263168,1840,127323,3575,12176,1629,115147,3666,135845,4095,9707,1331,126138,3989,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3476503,2451,183816,1444,1958,694,713,447,1245,643,181858,1546,29401,3236,152457,3532,568065,2120,28328,2615,6425,1246,21903,2366,539737,3157,72754,6131,466983,7282,727846,2835,39834,3814,8985,1634,30849,2977,688012,4500,90871,5528,597141,6608,1453364,2784,148750,6037,35795,3071,112955,5446,1304614,6989,82545,5427,1222069,8696,310741,1542,59870,3577,7989,1290,51881,3398,250871,3466,12668,1941,238203,3908,232671,1449,108543,3421,10669,1481,97874,3421,124128,3489,8046,1316,116082,3444,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917940,1178,54912,434,933,698,363,486,570,524,53979,809,10231,2136,43748,2234,146364,788,8787,1561,3115,1189,5672,1183,137577,1811,25263,4343,112314,4672,197048,1398,12124,1828,3086,975,9038,1728,184924,1880,26602,3596,158322,4206,362866,1412,42675,2853,9626,1380,33049,2657,320191,3143,26308,3079,293883,3967,94943,1149,22193,1890,2081,640,20112,1761,72750,2047,2899,729,69851,2193,61807,899,27182,1834,2263,710,24919,1829,34625,1825,2523,707,32102,1650,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635682,789,42641,348,313,375,210,355,103,127,42328,556,8460,1820,33868,1773,73417,471,4675,1046,2084,710,2591,755,68742,1216,18975,3021,49767,3174,205577,934,8133,1469,3050,905,5083,1372,197444,1798,33101,3274,164343,3737,240370,1222,35439,2856,14358,2035,21081,2047,204931,3230,19095,2377,185836,3770,43543,1042,11100,1199,3073,826,8027,1067,32443,1238,3292,972,29151,1558,30134,864,14362,1173,2737,777,11625,1232,15772,1252,2065,693,13707,1292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19810220,6712,1080177,4845,9611,2334,5177,2010,4434,1387,1070566,5533,273853,10357,796713,10361,2954025,5377,167750,8243,55574,5558,112176,6394,2786275,10266,596997,18308,2189278,18923,4158830,7925,225108,9498,62952,5136,162156,9071,3933722,12179,719967,17794,3213755,20893,7738607,8061,959648,16690,244110,9610,715538,15416,6778959,18876,758419,16235,6020540,23003,2167317,4111,491608,9863,66929,5100,424679,9861,1675709,10466,148702,7384,1527007,12068,1711264,4201,809644,11666,95280,4984,714364,11524,901620,11526,88245,5592,813375,12411,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
