GEO_ID,B19001A_001E,B19001A_001M,B19001A_002E,B19001A_002M,B19001A_003E,B19001A_003M,B19001A_004E,B19001A_004M,B19001A_005E,B19001A_005M,B19001A_006E,B19001A_006M,B19001A_007E,B19001A_007M,B19001A_008E,B19001A_008M,B19001A_009E,B19001A_009M,B19001A_010E,B19001A_010M,B19001A_011E,B19001A_011M,B19001A_012E,B19001A_012M,B19001A_013E,B19001A_013M,B19001A_014E,B19001A_014M,B19001A_015E,B19001A_015M,B19001A_016E,B19001A_016M,B19001A_017E,B19001A_017M,NAME,B19001A_001EA,B19001A_001MA,B19001A_002MA,B19001A_002EA,B19001A_003EA,B19001A_003MA,B19001A_004EA,B19001A_004MA,B19001A_005EA,B19001A_005MA,B19001A_006EA,B19001A_006MA,B19001A_007MA,B19001A_007EA,B19001A_008EA,B19001A_008MA,B19001A_009EA,B19001A_009MA,B19001A_010EA,B19001A_010MA,B19001A_011EA,B19001A_011MA,B19001A_012MA,B19001A_012EA,B19001A_013MA,B19001A_013EA,B19001A_014EA,B19001A_014MA,B19001A_015EA,B19001A_015MA,B19001A_016EA,B19001A_016MA,B19001A_017MA,B19001A_017EA,state
0400000US01,1302524,8842,87740,4553,72877,4000,71813,4891,76094,4049,69096,3998,69393,4181,67039,3532,61427,3895,54807,3954,111798,4899,137946,4720,156281,6830,101909,4790,55642,3445,56779,3479,51883,3357,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,186476,2998,6037,1222,4965,947,5455,1050,4389,917,6687,1171,5581,1041,7360,1260,7703,1350,5588,1092,12283,1628,20189,1871,28781,2388,23561,2088,15724,1629,18172,1712,14001,1725,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2023193,11430,133857,6273,91513,4400,97436,4775,112215,4947,104826,4510,109083,5632,98003,4520,99186,5065,93296,5798,169540,6010,218874,6222,249288,7745,164266,6137,92529,4607,97127,3745,92154,4215,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,916378,6539,64914,3614,61270,3624,56060,3556,59114,3728,54762,3280,56802,3233,47949,3059,46826,3775,43732,2981,75629,4425,94392,4909,103495,4454,59988,3659,33823,2752,26591,2176,31031,2309,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8525079,25925,421477,8398,376525,10612,350460,10053,392611,8929,354838,9551,358582,9612,333873,8710,342144,9560,312649,8233,596835,12455,799612,13443,1058760,14085,806312,13475,534853,9355,661868,12219,823680,11921,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1816941,9025,86688,4053,63285,4413,67134,3869,78623,4324,71152,4108,79698,3837,81362,4357,82877,4347,73632,3938,138148,5811,192928,6646,248170,7048,185146,5719,114916,4390,124640,4670,128542,4687,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1082618,7425,49582,3045,37559,2929,37693,2493,39535,3005,37221,2663,35786,3023,36342,2411,37796,3035,42308,3358,69766,3450,100688,4437,137798,5622,115553,4388,78851,3848,100018,4654,126122,3889,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,259964,3709,11440,1791,6915,1240,9548,1617,12525,1706,10538,1256,12324,1790,12993,1680,11405,1907,10630,1490,23063,2186,28655,2712,40617,2989,23821,2228,14975,1574,16365,1692,14150,1456,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,126012,2881,4709,1068,1431,631,1408,694,1559,534,2133,743,1952,581,2309,713,2260,622,3125,977,5770,1339,9065,1210,15090,1847,14634,1631,12267,1397,16452,1797,31848,1925,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5984824,21416,384663,9374,291342,8513,318533,9245,356831,9643,321255,8240,332030,8830,311782,9263,293431,8022,270966,7835,495378,10534,623083,12078,703546,13492,456417,8547,258124,7789,270759,8317,296684,6891,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2293936,12124,135905,5645,102542,4936,100124,5253,113801,5660,100958,5480,114026,5651,101953,4842,111413,5881,94778,5161,188756,7448,243500,7532,288587,8512,200882,7387,127464,4579,131384,5198,137863,5468,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,154247,3668,7215,1215,5596,1139,4435,983,3859,970,4991,1142,6492,1395,6322,1185,6067,1243,6088,1132,11651,1729,17170,1993,22667,2339,16487,1577,9848,1284,13154,1690,12205,1294,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,561533,4344,39386,3623,30707,2976,32073,3130,33591,3327,30379,2837,37356,2958,28750,2792,28647,2687,27550,2788,47628,3426,58098,3889,68423,3490,42218,3277,23401,2351,17835,2656,15491,1675,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3639190,11458,180325,5893,134272,5741,155774,5296,164096,5602,151102,5534,163634,5378,155522,6070,159252,5687,141883,5866,283672,7161,372910,7894,485486,9989,355668,8709,224567,6075,244948,6684,266079,6305,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2173545,10203,118222,5289,100406,5074,116245,5201,115957,4919,118163,5512,120995,5501,114657,4748,112666,4453,102959,4186,191246,5984,241095,7797,286411,7615,180991,6459,96466,5212,82723,4616,74343,4022,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1160812,6760,60939,3368,58342,3153,55265,2877,59057,3921,57361,3496,58230,3527,54132,2770,57671,3626,52426,2586,103147,3941,134569,4775,164748,5687,102787,4674,54469,2866,47642,2891,40027,2769,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,973367,6467,56029,3094,43223,2629,44862,2778,48685,3243,45948,2942,50544,3152,47120,2876,49044,2635,43738,3055,85451,4352,105812,4718,125882,4414,90822,4074,49787,2937,42716,3130,43704,2495,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1526541,8874,131846,4952,97414,4327,92338,4325,90372,4672,83382,4006,87239,4462,79728,4240,73378,4322,66909,3605,126831,5739,158157,4629,175290,5852,107922,4406,57647,3352,51890,2943,46198,3111,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
