GEO_ID,B17006_001E,B17006_001M,B17006_002E,B17006_002M,B17006_003E,B17006_003M,B17006_004E,B17006_004M,B17006_005E,B17006_005M,B17006_006E,B17006_006M,B17006_007E,B17006_007M,B17006_008E,B17006_008M,B17006_009E,B17006_009M,B17006_010E,B17006_010M,B17006_011E,B17006_011M,B17006_012E,B17006_012M,B17006_013E,B17006_013M,B17006_014E,B17006_014M,B17006_015E,B17006_015M,B17006_016E,B17006_016M,B17006_017E,B17006_017M,B17006_018E,B17006_018M,B17006_019E,B17006_019M,B17006_020E,B17006_020M,B17006_021E,B17006_021M,B17006_022E,B17006_022M,B17006_023E,B17006_023M,B17006_024E,B17006_024M,B17006_025E,B17006_025M,B17006_026E,B17006_026M,B17006_027E,B17006_027M,B17006_028E,B17006_028M,B17006_029E,B17006_029M,NAME,B17006_001EA,B17006_001MA,B17006_002EA,B17006_002MA,B17006_003EA,B17006_003MA,B17006_004EA,B17006_004MA,B17006_005MA,B17006_005EA,B17006_006EA,B17006_006MA,B17006_007EA,B17006_007MA,B17006_008EA,B17006_008MA,B17006_009EA,B17006_009MA,B17006_010MA,B17006_010EA,B17006_011EA,B17006_011MA,B17006_012MA,B17006_012EA,B17006_013MA,B17006_013EA,B17006_014MA,B17006_014EA,B17006_015EA,B17006_015MA,B17006_016EA,B17006_016MA,B17006_017EA,B17006_017MA,B17006_018EA,B17006_018MA,B17006_019MA,B17006_019EA,B17006_020MA,B17006_020EA,B17006_021EA,B17006_021MA,B17006_022EA,B17006_022MA,B17006_023EA,B17006_023MA,B17006_024MA,B17006_024EA,B17006_025MA,B17006_025EA,B17006_026EA,B17006_026MA,B17006_027MA,B17006_027EA,B17006_028EA,B17006_028MA,B17006_029EA,B17006_029MA,state
0400000US01,1089598,4156,288007,11092,75218,6449,21222,3128,4595,1435,49401,4794,212789,9285,21679,3247,7858,1854,2025,827,11796,2158,191110,9282,54567,3764,11593,1705,124950,6992,801591,11026,595291,10390,152203,4425,31165,2679,411923,9358,206300,10239,46798,4543,12770,2151,2350,789,31678,3470,159502,9911,32432,4188,8499,2007,118571,7559,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,181986,1388,26659,3281,8998,1951,3185,851,537,219,5276,1350,17661,2729,5165,1180,1438,406,183,108,3544,1095,12496,2459,3994,1198,949,497,7553,1687,155327,3339,113599,4271,34762,1953,7412,1282,71425,3641,41728,3613,14829,2231,4230,1318,721,505,9878,1750,26899,2849,5885,1303,1324,545,19690,2523,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1588392,3982,387037,15808,140699,11295,38688,3600,7283,1180,94728,8663,246338,13995,40273,5514,13448,2512,2223,839,24602,3839,206065,12348,60799,4181,10812,1670,134454,10167,1201355,15261,865313,16668,230373,6784,43290,3337,591650,13591,336042,12702,110370,8802,28416,3393,5950,1454,76004,6165,225672,10229,50731,4427,11646,1857,163295,7823,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,684678,3438,183332,9527,66172,6133,20400,2475,5350,1313,40422,4846,117160,8923,17550,3455,7005,1984,477,239,10068,2702,99610,8280,30943,3640,5279,1316,63388,5865,501346,9462,379559,8666,96181,3680,19485,2543,263893,8009,121787,8058,33357,4651,10006,1868,2158,1033,21193,3287,88430,7151,18893,2845,3795,881,65742,5658,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8940843,8736,1862540,30834,760968,21544,217619,9291,45065,3799,498284,15469,1101572,25148,200870,13983,67721,6743,12012,2082,121137,9881,900702,22814,264035,11046,51527,3990,585140,16367,7078303,31335,5360759,37013,1501614,12518,286453,7974,3572692,30049,1717544,30556,576404,17184,162330,8546,31018,3359,383056,11794,1141140,23608,257339,8936,48945,3564,834856,18651,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1233967,3931,177098,10460,67835,7118,20200,2918,4275,1230,43360,4859,109263,8390,13854,2701,4772,1429,931,485,8151,1999,95409,7873,30575,3501,5525,1327,59309,5520,1056869,10865,836874,10677,230097,5154,46407,3153,560370,9361,219995,9504,77605,6004,17261,2811,3970,1040,56374,4429,142390,7998,27912,2981,6884,1486,107594,6618,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,748440,2571,106128,7880,22771,3554,5764,1686,1521,557,15486,2514,83357,6900,9042,2555,3197,1237,566,445,5279,1707,74315,7452,21153,2942,4911,1369,48251,5352,642312,8534,491207,10120,123526,3920,25394,2595,342287,7582,151105,8976,36669,4696,9517,2083,1206,589,25946,4002,114436,7272,20659,2527,5027,1429,88750,6077,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,200591,1135,38298,5421,8826,2778,2696,1245,293,296,5837,2063,29472,4905,3523,1878,1446,1058,332,403,1745,931,25949,4611,6452,1473,2159,887,17338,3804,162293,5479,115358,5601,33575,2428,5369,967,76414,4543,46935,5249,10670,2317,2243,812,380,276,8047,1860,36265,4699,8500,1870,1835,682,25930,3621,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,115495,612,29166,3956,2517,1996,311,312,70,115,2136,1853,26649,3820,1604,1143,592,756,0,200,1012,570,25045,4073,7767,1747,2822,795,14456,2699,86329,3959,52509,3763,23461,1372,3236,782,25812,2991,33820,3892,6318,1852,1504,973,772,533,4042,1084,27502,3441,9006,1735,1113,443,17383,2640,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4015809,7425,914206,22745,280270,13007,85677,6085,21339,2978,173254,9595,633936,21959,93026,8628,33355,4523,5454,1224,54217,5585,540910,20286,159998,8706,31008,3446,349904,16277,3101603,22974,2171922,25548,581804,10303,110787,5857,1479331,19903,929681,23633,249888,12757,72204,6079,11700,2337,165984,10021,679793,22395,147139,9758,33831,3384,498823,17235,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
