GEO_ID,C08113_001E,C08113_001M,C08113_002E,C08113_002M,C08113_003E,C08113_003M,C08113_004E,C08113_004M,C08113_005E,C08113_005M,C08113_006E,C08113_006M,C08113_007E,C08113_007M,C08113_008E,C08113_008M,C08113_009E,C08113_009M,C08113_010E,C08113_010M,C08113_011E,C08113_011M,C08113_012E,C08113_012M,C08113_013E,C08113_013M,C08113_014E,C08113_014M,C08113_015E,C08113_015M,C08113_016E,C08113_016M,C08113_017E,C08113_017M,C08113_018E,C08113_018M,C08113_019E,C08113_019M,C08113_020E,C08113_020M,C08113_021E,C08113_021M,C08113_022E,C08113_022M,C08113_023E,C08113_023M,C08113_024E,C08113_024M,C08113_025E,C08113_025M,C08113_026E,C08113_026M,C08113_027E,C08113_027M,C08113_028E,C08113_028M,C08113_029E,C08113_029M,C08113_030E,C08113_030M,NAME,C08113_001MA,C08113_001EA,C08113_002EA,C08113_002MA,C08113_003EA,C08113_003MA,C08113_004EA,C08113_004MA,C08113_005EA,C08113_005MA,C08113_006MA,C08113_006EA,C08113_007MA,C08113_007EA,C08113_008EA,C08113_008MA,C08113_009EA,C08113_009MA,C08113_010EA,C08113_010MA,C08113_011EA,C08113_011MA,C08113_012MA,C08113_012EA,C08113_013EA,C08113_013MA,C08113_014EA,C08113_014MA,C08113_015EA,C08113_015MA,C08113_016EA,C08113_016MA,C08113_017MA,C08113_017EA,C08113_018MA,C08113_018EA,C08113_019EA,C08113_019MA,C08113_020EA,C08113_020MA,C08113_021EA,C08113_021MA,C08113_022EA,C08113_022MA,C08113_023MA,C08113_023EA,C08113_024EA,C08113_024MA,C08113_025EA,C08113_025MA,C08113_026EA,C08113_026MA,C08113_027EA,C08113_027MA,C08113_028MA,C08113_028EA,C08113_029MA,C08113_029EA,C08113_030EA,C08113_030MA,state
0400000US01,2011723,14261,1898040,14757,113683,5386,63623,5092,50060,3978,1719972,17414,1633430,17845,86542,5178,52004,4198,34538,3958,180752,8814,159036,8083,21716,3062,8275,2234,13441,2111,6066,1497,5624,1447,442,262,206,208,236,159,41176,3928,38833,3816,2343,892,1398,671,945,525,63757,4204,61117,4154,2640,809,1740,605,900,537,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,363075,5057,301882,4720,61193,3929,41933,3637,19260,2605,246577,5808,212356,5375,34221,3255,24619,2925,9602,1816,45738,3719,35126,3392,10612,1802,6677,1210,3935,1131,5608,1198,4780,1036,828,485,561,405,267,260,49057,2998,36119,2626,12938,1469,8554,1284,4384,968,16095,2050,13501,1762,2594,915,1522,829,1072,365,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2899727,18330,2093630,18471,806097,13467,543627,13184,262470,10635,2234511,19297,1635449,16463,599062,12013,415917,11269,183145,7617,307864,9774,186971,7974,120893,7066,70478,5874,50415,4567,59686,5009,37679,3623,22007,3415,12912,2206,9095,2189,137985,5865,99953,5051,38032,3325,24766,2788,13266,2261,159681,5505,133578,5484,26103,2802,19554,2392,6549,1360,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1253288,11443,1157238,10692,96050,4048,46584,3602,49466,3915,1035546,12520,967913,11982,67633,3559,36058,3243,31575,3099,134929,6559,113559,6330,21370,2392,7249,1378,14121,2141,5791,1358,5024,1208,767,562,369,429,398,369,38652,3478,34765,3383,3887,1141,1719,673,2168,883,38370,2875,35977,2740,2393,939,1189,468,1204,770,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17633846,45164,9642174,41912,7991672,40641,4620646,34977,3371026,29171,13031320,44004,7278319,40147,5753001,36226,3485152,31746,2267849,24340,1770281,22978,743401,13096,1026880,20379,483450,13963,543430,12875,923600,17713,444904,11652,478696,12621,240139,8552,238557,8640,938606,16520,519304,11572,419302,12124,224133,8248,195169,7499,970039,14583,656246,12620,313793,8993,187772,7501,126021,5664,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2740368,17973,2300677,17337,439691,10078,271914,8286,167777,6641,2095695,15550,1767759,15773,327936,8916,207597,7437,120339,5874,230500,9673,173105,7238,57395,5036,28099,2966,29296,3549,80917,5089,64709,4443,16208,2401,10449,1682,5759,1734,138352,5456,118274,5396,20078,2521,12731,1937,7347,1379,194904,7005,176830,6390,18074,2233,13038,1833,5036,1442,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1773121,10609,1377783,10704,395338,8426,250767,8266,144571,6782,1391000,13837,1109905,13437,281095,7881,184205,7416,96890,5489,138902,8841,89165,6257,49737,5289,25044,3754,24693,3498,87516,4837,58630,3907,28886,2853,17814,1974,11072,1918,70824,4528,48133,3330,22691,3085,14629,2118,8062,1631,84879,4806,71950,4347,12929,1753,9075,1458,3854,1264,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441183,6008,380792,6173,60391,3698,39864,3478,20527,2168,359029,7204,311405,7371,47624,3836,31910,3435,15714,2079,34752,3224,27581,3002,7171,1631,4228,1226,2943,1019,12104,1902,10260,1755,1844,816,1339,717,505,352,14420,1932,11973,1869,2447,917,1569,757,878,530,20878,2186,19573,2148,1305,438,818,393,487,258,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,358150,4914,290881,5891,67269,4769,45843,4217,21426,3268,120333,5085,101939,4587,18394,2644,12129,2027,6265,1651,18456,2298,13357,1755,5099,1637,3890,1450,1209,621,128135,5462,103498,4922,24637,3083,16088,2380,8549,2119,69697,5009,56027,4832,13670,1929,10396,1718,3274,1272,21529,2463,16060,2166,5469,1467,3340,1099,2129,871,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8880102,34688,6042228,35955,2837874,29804,1703420,24214,1134454,24099,7075864,36592,4887042,34341,2188822,26553,1373593,22707,815229,17778,794711,17495,467151,10462,327560,14161,158511,9510,169049,10117,195638,9094,101641,6338,93997,6879,37311,3657,56686,5802,320582,10899,216129,9362,104453,6720,53236,5205,51217,4712,493307,15108,370265,11577,123042,8232,80769,5566,42273,4655,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
