GEO_ID,B27023_001E,B27023_001M,B27023_002E,B27023_002M,B27023_003E,B27023_003M,B27023_004E,B27023_004M,B27023_005E,B27023_005M,B27023_006E,B27023_006M,B27023_007E,B27023_007M,B27023_008E,B27023_008M,B27023_009E,B27023_009M,B27023_010E,B27023_010M,B27023_011E,B27023_011M,B27023_012E,B27023_012M,B27023_013E,B27023_013M,B27023_014E,B27023_014M,B27023_015E,B27023_015M,NAME,B27023_001EA,B27023_001MA,B27023_002MA,B27023_002EA,B27023_003MA,B27023_003EA,B27023_004MA,B27023_004EA,B27023_005EA,B27023_005MA,B27023_006EA,B27023_006MA,B27023_007MA,B27023_007EA,B27023_008MA,B27023_008EA,B27023_009MA,B27023_009EA,B27023_010EA,B27023_010MA,B27023_011EA,B27023_011MA,B27023_012EA,B27023_012MA,B27023_013MA,B27023_013EA,B27023_014MA,B27023_014EA,B27023_015MA,B27023_015EA,state
0400000US01,451842,7254,226486,4729,85147,5158,71222,5104,13925,1821,141339,6382,88589,4863,52750,4085,225356,5531,96326,5115,80780,4603,15546,2356,129030,5743,76801,4789,52229,3988,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,76763,2491,41873,2179,12759,1938,9585,1764,3174,1213,29114,2206,17958,2044,11156,1428,34890,1561,11651,1572,9608,1498,2043,754,23239,1860,14103,1738,9136,1312,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,652868,7107,331200,5121,123008,6211,91151,5542,31857,3485,208192,6341,115531,5928,92661,5269,321668,4535,128844,5818,93497,5217,35347,3508,192824,6077,102769,5329,90055,4968,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,280111,5614,137814,3971,51259,3576,39926,3325,11333,1441,86555,4384,53549,3680,33006,3618,142297,4194,57338,3454,45170,3523,12168,1742,84959,4108,47515,2991,37444,3220,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3921545,16208,1993378,10487,865906,13656,612998,12990,252908,8809,1127472,16144,664430,15129,463042,12549,1928167,11217,947922,11357,646545,12989,301377,8980,980245,12881,547457,10223,432788,10763,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,518723,6560,267091,5263,97472,4627,81852,4539,15620,2095,169619,5642,112840,5452,56779,4186,251632,4100,102856,4597,80799,4343,22057,2428,148776,4700,94176,4364,54600,3606,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,337791,4291,169816,3104,73878,3388,59638,3314,14240,2007,95938,4514,62555,3374,33383,3143,167975,3229,84156,4140,66724,3606,17432,2505,83819,3378,50617,3062,33202,3042,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,88962,2400,45433,1552,18516,2132,15002,1995,3514,1217,26917,2242,17565,2177,9352,1634,43529,1663,20137,1799,16658,1789,3479,1017,23392,2235,14213,2058,9179,1446,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,83506,2331,37177,1588,20462,2107,17595,2057,2867,964,16715,2273,10506,1820,6209,1526,46329,1676,23513,2368,20643,2263,2870,796,22816,2386,15054,2163,7762,1186,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1761114,11435,894413,10221,359908,10208,275105,9882,84803,5698,534505,12136,304313,10348,230192,8609,866701,7240,404886,9261,309730,8093,95156,6367,461815,8871,258865,7319,202950,8414,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,978491,10181,481990,6514,177960,7624,143331,7737,34629,4003,304030,9406,184902,8456,119128,7018,496501,7273,221609,7730,171179,6790,50430,4285,274892,9232,157019,9227,117873,6099,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,123267,3382,62189,2697,22238,2098,17523,1884,4715,1543,39951,2830,31608,2458,8343,1530,61078,2035,25083,1971,21384,1968,3699,958,35995,2492,25432,1800,10563,1887,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,150935,4045,75173,2672,29860,2998,25187,2636,4673,1122,45313,2896,28384,2737,16929,2141,75762,2602,29252,2913,24131,2572,5121,1205,46510,3030,30689,2984,15821,2279,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1229924,8798,615772,5937,251799,7218,203660,6624,48139,3452,363973,7836,244429,6322,119544,6245,614152,6938,284009,7653,226650,7335,57359,4039,330143,8032,199116,7546,131027,6178,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,659770,6838,332536,4771,129489,5700,112469,4962,17020,2530,203047,5310,140165,4636,62882,3871,327234,4941,151040,5915,125499,5555,25541,3378,176194,6019,114134,5282,62060,4613,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,313690,4759,160456,3365,67314,3403,60882,3616,6432,1308,93142,3507,68369,3302,24773,2787,153234,3379,72614,2963,62464,3122,10150,1655,80620,3522,53837,3038,26783,2964,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,284285,4924,147296,3646,60869,3744,51666,3466,9203,2273,86427,3577,62386,3336,24041,2648,136989,2981,61079,3310,53978,3224,7101,1226,75910,3529,53354,3529,22556,2334,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,410820,5939,205160,3848,64929,3289,51885,3200,13044,1933,140231,4422,86289,3958,53942,4245,205660,4438,85803,4034,64390,3833,21413,2082,119857,5021,67028,4043,52829,3491,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,450154,6682,221862,4976,75202,4093,60271,4323,14931,2197,146660,4948,82142,4149,64518,4696,228292,5141,96692,4278,75284,4083,21408,2880,131600,6322,73855,4719,57745,4550,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,108942,3953,55285,2338,20296,2109,17734,1977,2562,685,34989,2527,23343,2228,11646,1782,53657,2545,23823,2514,19243,2524,4580,1033,29834,2575,19118,2092,10716,1916,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,557253,6582,276741,4621,115332,4410,95957,4297,19375,2183,161409,5446,112001,5115,49408,3749,280512,4185,134787,4814,111553,4486,23234,2728,145725,5936,95908,5794,49817,3773,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,705650,7511,349894,5091,165643,5494,141827,4792,23816,2667,184251,5133,129017,4704,55234,3189,355756,5286,189367,6189,156223,5532,33144,3472,166389,6667,110902,6210,55487,4212,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,966617,6649,489649,4677,195488,5423,162169,4768,33319,2511,294161,6264,190786,5859,103375,4667,476968,4788,221696,5657,177164,5316,44532,2969,255272,5523,155972,5249,99300,4422,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,493075,5705,247877,3939,94466,4034,79045,3176,15421,2169,153411,4304,110776,4417,42635,3464,245198,3605,109632,4961,89937,4731,19695,2063,135566,3687,94265,3763,41301,2736,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,294346,6683,145047,4498,51949,4086,40902,3606,11047,1548,93098,4756,53381,4313,39717,3166,149299,4045,64491,3838,46104,3506,18387,2283,84808,4573,41459,3140,43349,3646,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,578424,8135,287930,5548,107826,5397,93776,4879,14050,1957,180104,6161,122695,5565,57409,3829,290494,4502,126536,5148,108572,4597,17964,1931,163958,5867,106070,5382,57888,3973,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,93900,2083,49104,1675,17069,1909,14731,1702,2338,812,32035,2153,19793,2074,12242,1937,44796,1588,14612,1813,13502,1795,1110,449,30184,2455,17322,2107,12862,1749,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,184076,3786,92501,2521,36293,2674,33770,2594,2523,756,56208,2882,43755,2880,12453,1589,91575,2548,42072,2585,36218,2296,5854,1388,49503,2540,36345,2574,13158,1856,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,258401,4197,130192,3417,38635,2383,28820,2101,9815,1442,91557,3963,57494,3273,34063,2905,128209,2909,45850,3362,35673,2855,10177,1920,82359,3877,49185,3593,33174,2941,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,123379,3116,62165,2164,24667,2228,22501,2162,2166,945,37498,2378,27943,2526,9555,1599,61214,2153,27749,2564,24030,2304,3719,1163,33465,2414,23376,1996,10089,1652,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,794754,7001,404741,5743,173689,5884,141901,5425,31788,2808,231052,7109,151289,6032,79763,4441,390013,4713,188994,5528,148504,5358,40490,3213,201019,5293,130865,5373,70154,4722,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,199278,4544,101517,3475,32455,3038,21295,2706,11160,1883,69062,4143,30484,2837,38578,3521,97761,3116,43417,3348,25149,2582,18268,2386,54344,3381,23423,2674,30921,3337,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1987251,10693,981874,7707,427490,9240,313319,8493,114171,6130,554384,9948,348786,7816,205598,7957,1005377,6720,493488,9253,367294,8578,126194,6246,511889,9676,312007,9388,199882,6584,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,941187,9851,473783,6486,175404,7251,144659,6633,30745,3658,298379,8175,186785,7126,111594,5840,467404,7445,201774,6457,164156,6466,37618,2974,265630,7740,158590,6371,107040,5779,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,89934,3010,45827,1979,17795,2041,16345,1938,1450,586,28032,2237,22423,2106,5609,1089,44107,2058,19672,1787,18234,1697,1438,592,24435,2205,19412,1629,5023,1356,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1067295,8031,535703,5393,203337,6329,174490,6420,28847,2360,332366,6478,221662,5630,110704,5126,531592,5534,235960,6771,196144,5842,39816,2886,295632,6991,169931,5926,125701,5156,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,371481,4687,187091,3632,63687,3571,49979,3176,13708,1743,123404,4244,76188,3478,47216,3007,184390,3189,77728,3709,59780,3449,17948,1716,106662,4029,60785,3627,45877,2923,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,365046,5911,184351,3974,63698,4061,50350,3535,13348,2123,120653,4783,76526,3909,44127,3811,180695,3777,73034,4238,57391,3952,15643,2109,107661,4558,65723,3681,41938,3623,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1186385,7274,598336,5436,240551,6123,204406,6002,36145,3067,357785,7301,250562,6008,107223,5679,588049,5272,272226,5856,228496,5962,43730,3728,315823,6665,211058,6468,104765,5844,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,116357,3035,56377,1861,27623,2479,23958,2081,3665,1024,28754,2594,18665,2779,10089,1857,59980,2128,32118,2307,26959,2351,5159,1196,27862,2553,18721,2401,9141,1634,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,473946,7372,234597,5317,83990,4045,71427,3747,12563,2224,150607,5342,94413,4617,56194,3963,239349,5005,101750,4801,79164,4003,22586,3041,137599,5382,80228,4447,57371,4305,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,82681,2589,40683,1725,14404,1528,12572,1425,1832,649,26279,1830,16640,1993,9639,1514,41998,1969,16934,1541,15442,1523,1492,517,25064,1957,16495,1787,8569,1301,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,619809,7785,308590,5222,107895,4336,86832,4790,21063,3004,200695,5855,121573,5831,79122,4910,311219,5769,125392,6291,97611,5192,27781,3519,185827,6977,108401,5431,77426,4667,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2701311,17033,1354351,11908,493263,11168,372059,10706,121204,6199,861088,11755,493843,12622,367245,11215,1346960,11663,551025,13397,402702,11408,148323,7406,795935,11905,443160,11181,352775,11197,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,334437,4884,166800,2825,68910,4743,60298,4187,8612,1912,97890,4100,74395,3802,23495,2432,167637,3557,67181,3973,58960,3880,8221,1491,100456,3876,76621,3723,23835,2806,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,63168,1531,32541,1291,16284,1551,14058,1444,2226,713,16257,1518,11182,1500,5075,823,30627,869,16217,1439,13394,1344,2823,910,14410,1385,9458,1325,4952,1128,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,780633,8118,387802,6043,165841,5668,144086,5190,21755,2621,221961,6575,158355,6206,63606,4816,392831,6042,180486,7000,158503,6799,21983,2681,212345,6242,151241,5900,61104,4167,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,659473,7233,339098,5465,113887,4937,89393,4607,24494,3268,225211,6204,155552,6463,69659,3865,320375,4431,126168,5367,97457,5472,28711,2821,194207,6100,129823,5412,64384,4253,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,165566,3870,84682,2930,27097,3031,21829,2657,5268,1437,57585,3153,36915,3003,20670,2545,80884,2785,34330,2925,27756,2501,6574,1632,46554,2773,25200,2237,21354,2142,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,545115,5638,274144,3709,105989,4245,94003,4065,11986,1910,168155,4614,122968,4536,45187,2727,270971,3714,128669,4127,109116,4116,19553,2343,142302,4140,101950,3682,40352,3192,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,56234,2208,29236,1866,9986,1314,8333,1053,1653,789,19250,1803,12685,1591,6565,1472,26998,1770,12237,1784,10122,1644,2115,705,14761,1675,10096,1564,4665,1370,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,345184,5364,174230,3585,76413,4206,42547,3871,33866,2823,97817,3554,31775,3068,66042,3602,170954,3560,89562,4083,43250,3251,46312,3880,81392,4701,18049,2170,63343,3945,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
