GEO_ID,B23006_001E,B23006_001M,B23006_002E,B23006_002M,B23006_003E,B23006_003M,B23006_004E,B23006_004M,B23006_005E,B23006_005M,B23006_006E,B23006_006M,B23006_007E,B23006_007M,B23006_008E,B23006_008M,B23006_009E,B23006_009M,B23006_010E,B23006_010M,B23006_011E,B23006_011M,B23006_012E,B23006_012M,B23006_013E,B23006_013M,B23006_014E,B23006_014M,B23006_015E,B23006_015M,B23006_016E,B23006_016M,B23006_017E,B23006_017M,B23006_018E,B23006_018M,B23006_019E,B23006_019M,B23006_020E,B23006_020M,B23006_021E,B23006_021M,B23006_022E,B23006_022M,B23006_023E,B23006_023M,B23006_024E,B23006_024M,B23006_025E,B23006_025M,B23006_026E,B23006_026M,B23006_027E,B23006_027M,B23006_028E,B23006_028M,B23006_029E,B23006_029M,NAME,B23006_001MA,B23006_001EA,B23006_002EA,B23006_002MA,B23006_003MA,B23006_003EA,B23006_004MA,B23006_004EA,B23006_005MA,B23006_005EA,B23006_006MA,B23006_006EA,B23006_007EA,B23006_007MA,B23006_008EA,B23006_008MA,B23006_009MA,B23006_009EA,B23006_010MA,B23006_010EA,B23006_011MA,B23006_011EA,B23006_012MA,B23006_012EA,B23006_013EA,B23006_013MA,B23006_014MA,B23006_014EA,B23006_015MA,B23006_015EA,B23006_016EA,B23006_016MA,B23006_017MA,B23006_017EA,B23006_018EA,B23006_018MA,B23006_019EA,B23006_019MA,B23006_020MA,B23006_020EA,B23006_021EA,B23006_021MA,B23006_022MA,B23006_022EA,B23006_023MA,B23006_023EA,B23006_024EA,B23006_024MA,B23006_025MA,B23006_025EA,B23006_026EA,B23006_026MA,B23006_027EA,B23006_027MA,B23006_028MA,B23006_028EA,B23006_029EA,B23006_029MA,state
0400000US01,2520405,6205,346494,12396,165565,8749,0,192,165565,8749,145125,7956,20440,2454,180929,6909,749839,13733,482985,11342,498,294,482487,11357,445716,10761,36771,3339,266854,9233,792346,13744,589125,10907,3607,958,585518,10935,553613,10559,31905,3103,203221,7582,631726,13824,533885,12326,2946,874,530939,12264,517673,12055,13266,1744,97841,4737,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,398515,1746,25978,2553,15850,2031,0,149,15850,2031,13830,1913,2020,625,10128,1574,110527,4127,81851,3664,985,440,80866,3680,71913,3480,8953,1381,28676,2119,143985,4656,115377,4113,5247,1272,110130,4182,104428,3972,5702,1146,28608,2482,118025,4570,102918,4574,3524,875,99394,4766,96503,4677,2891,872,15107,1848,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3416950,2877,478515,13552,286908,10357,34,64,286874,10363,261241,9380,25633,2973,191607,8826,812243,14637,549710,12597,1144,550,548566,12511,509996,11952,38570,4192,262533,8816,1180579,17299,895731,15309,5885,1250,889846,15259,841348,15103,48498,3538,284848,7227,945613,13827,782647,13358,4566,972,778081,13353,753462,13174,24619,2427,162966,5624,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1509705,4889,194395,6489,98415,4676,47,78,98368,4669,90368,4735,8000,1483,95980,4852,504769,9682,337549,8474,183,136,337366,8461,319005,8222,18361,1859,167220,6549,466310,8589,348902,8183,1609,687,347293,8168,330728,8173,16565,2014,117408,4541,344231,7275,288249,7089,1717,807,286532,7010,280663,7072,5869,1270,55982,4132,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,20895705,5350,3576743,28230,2323497,21350,57,93,2323440,21337,2127052,21835,196388,6966,1253246,18407,4302508,32407,3093748,29514,10827,2003,3082921,29128,2840764,27678,242157,9022,1208760,19086,6163685,39904,4767709,34846,30304,2888,4737405,35023,4433185,35040,304220,7703,1395976,18931,6852769,34564,5829476,35184,22642,3110,5806834,35329,5585499,34831,221335,6914,1023293,17084,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2960281,4346,249075,9028,164477,7468,122,157,164355,7445,151656,7218,12699,1922,84598,5123,619957,11655,466596,10804,1939,687,464657,10814,436848,10968,27809,3053,153361,6124,908501,13716,731832,12990,8523,1609,723309,12647,690022,12579,33287,3334,176669,6511,1182748,12231,1021805,11874,7726,1431,1014079,12035,984010,12069,30069,2864,160943,4947,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1909435,2154,153583,6272,98224,5731,137,217,98087,5734,83086,5050,15001,2261,55359,3815,496559,11071,381795,10227,1042,593,380753,10184,351208,10243,29545,2569,114764,5328,488233,8828,405812,8537,1816,650,403996,8500,378514,7754,25482,2821,82421,4814,771060,11584,674293,10891,1235,380,673058,10902,648805,10621,24253,2343,96767,4778,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,491812,1511,50436,3820,30181,3189,0,190,30181,3189,27052,2941,3129,908,20255,2139,137722,5370,97911,4639,271,225,97640,4651,90975,4593,6665,1204,39811,3259,143873,5415,117174,5033,1297,607,115877,5017,110799,4849,5078,1148,26699,2827,159781,5809,139304,5703,402,241,138902,5728,135096,5520,3806,901,20477,2390,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,396293,775,33576,3344,18514,2506,0,200,18514,2506,15960,2451,2554,894,15062,2222,64721,3772,42880,3323,148,197,42732,3336,36047,3360,6685,1487,21841,2139,60609,3791,46321,3632,296,251,46025,3611,41350,3415,4675,1140,14288,1681,237387,4742,217946,5063,1689,483,216257,5050,209081,5025,7176,1502,19441,2257,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10449048,9429,1162261,21166,708394,17333,0,217,708394,17333,637268,16800,71126,5391,453867,13116,2962898,33457,2110185,27341,4792,1450,2105393,27229,1937136,26772,168257,8283,852713,19689,3288107,31485,2551447,28758,17515,2632,2533932,28450,2389566,28198,144366,8171,736660,13941,3035782,32152,2534827,27731,14761,2031,2520066,28000,2428378,27080,91688,5498,500955,11999,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5381008,9025,671772,15780,384342,11528,161,252,384181,11513,343736,10416,40445,4593,287430,8645,1456623,23486,1018985,17983,4116,1153,1014869,18034,944880,17616,69989,4553,437638,11564,1577946,21095,1236554,20394,18248,2504,1218306,20088,1142750,19357,75556,5398,341392,9672,1674667,22142,1434704,21132,7857,1446,1426847,20982,1382635,20093,44212,3667,239963,9936,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,748761,1546,51027,4509,33627,3777,76,113,33551,3758,30918,3636,2633,954,17400,2278,196766,6358,151179,5804,5147,1302,146032,5643,138155,5625,7877,1249,45587,3603,259985,6872,211475,6179,12410,1861,199065,6138,190977,5911,8088,1446,48510,3347,240983,6442,204860,6245,9602,1386,195258,6241,189490,5924,5768,1198,36123,2939,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,822718,3174,77623,4649,49582,4496,0,193,49582,4496,46067,4308,3515,1253,28041,3046,221533,7765,158960,6110,495,415,158465,6100,151088,6081,7377,1434,62573,4678,306168,8450,231589,7738,2864,1431,228725,7760,218759,7507,9966,1880,74579,4291,217394,7939,183422,6926,679,437,182743,7009,178101,7258,4642,1440,33972,3007,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6833713,4565,691196,15143,426235,12120,0,182,426235,12120,380561,11644,45674,3783,264961,7622,1689309,17964,1244642,14115,754,504,1243888,14043,1141860,13985,102028,5394,444667,12096,2044323,20008,1647059,17822,5115,963,1641944,17597,1548840,18616,93104,5336,397264,10425,2408885,18961,2093708,17528,3637,721,2090071,17516,2026927,16671,63144,4024,315177,7579,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3398249,5589,354490,9586,201615,7938,94,176,201521,7931,176582,6788,24939,3046,152875,6801,1087921,16402,796258,14509,479,319,795779,14456,749182,13825,46597,3875,291663,7331,1049346,13072,838044,12587,1266,641,836778,12655,800163,12452,36615,3197,211302,6894,906492,15326,798094,14003,646,392,797448,13976,779895,13857,17553,2084,108398,5465,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
