GEO_ID,B09001_001E,B09001_001M,B09001_002E,B09001_002M,B09001_003E,B09001_003M,B09001_004E,B09001_004M,B09001_005E,B09001_005M,B09001_006E,B09001_006M,B09001_007E,B09001_007M,B09001_008E,B09001_008M,B09001_009E,B09001_009M,B09001_010E,B09001_010M,NAME,B09001_001EA,B09001_001MA,B09001_002EA,B09001_002MA,B09001_003EA,B09001_003MA,B09001_004MA,B09001_004EA,B09001_005MA,B09001_005EA,B09001_006EA,B09001_006MA,B09001_007EA,B09001_007MA,B09001_008EA,B09001_008MA,B09001_009EA,B09001_009MA,B09001_010MA,B09001_010EA,state
0400000US23,255859,1543,255251,1566,36361,1864,27491,1857,13947,2067,42185,2705,42706,2514,45004,2982,47557,1095,608,132,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1347732,1141,1345020,1218,214724,4665,151903,4963,74514,3985,224488,6240,227123,6400,222659,6613,229609,1723,2712,466,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1387194,593,1381629,1186,212554,5289,152713,5404,69865,4210,228799,6398,232551,5955,237596,7172,247551,1358,5565,1021,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2207824,2268,2201820,2417,337339,4536,232124,4790,107444,4009,365096,7442,377936,7533,383354,7945,398527,1920,6004,839,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1282898,1936,1278646,1951,207204,4173,143170,3920,68412,3810,215785,5004,219500,4863,212395,4919,212180,1320,4252,1022,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,728007,1924,725662,2027,109395,3693,79445,3989,40201,3501,132671,6257,119014,4273,122324,5614,122612,2371,2345,459,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1392566,2878,1386641,2973,228669,4656,145501,3740,74287,4465,239212,6815,235556,5203,226176,6219,237240,1966,5925,651,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,226227,1297,224671,1408,38296,1724,22124,1812,13692,1776,36370,2267,40822,2119,37057,2443,36310,762,1556,461,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,470630,1284,468019,1318,78063,2533,52370,2590,26441,2164,79259,3303,78749,2850,78732,3203,74405,1390,2611,494,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,668555,753,667452,748,104195,3697,72738,3777,39961,3131,113201,4621,114630,5069,113005,4773,109722,807,1103,153,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,263331,1049,262519,1096,37724,2232,25785,2103,14126,1764,41765,2898,45190,2470,48338,2902,49591,943,812,291,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1998865,917,1992686,1102,309641,5683,219613,5593,103323,5642,330793,7573,340654,7577,338735,7715,349927,1436,6179,735,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,499416,2368,498200,2384,79771,3623,54459,3422,27148,2769,87463,4160,84923,3732,82136,3917,82300,1554,1216,347,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4213167,2629,4187616,4138,691736,8126,487497,8357,220668,6462,684864,11066,697987,10768,684739,9796,720125,2855,25551,3190,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2288050,3489,2281906,3673,366266,6432,232574,5867,126792,5445,389671,10162,381383,8197,397318,10488,387902,3616,6144,680,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,171314,1322,170673,1279,34093,1823,18079,1477,9567,1441,30581,2057,26121,1935,26484,1934,25748,1008,641,382,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2629808,2786,2625727,2740,404386,7581,284900,7088,135257,5457,436574,7279,445324,7939,454619,7442,464667,2723,4081,485,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,961097,1271,957560,1370,152498,3710,110453,3414,55702,2913,162379,4599,161469,4389,158989,4378,156070,1578,3537,676,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,861152,1514,858234,1572,132026,4538,96691,4275,44481,3304,147643,5232,151957,5529,137636,5857,147800,2311,2918,594,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2692020,2111,2680763,2628,421371,6519,293188,7000,141716,5469,454172,9109,448748,8809,451373,8043,470195,2624,11257,1590,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,211875,686,211090,796,33213,2009,21180,2077,11557,1716,36696,2678,37033,2506,33868,2569,37543,711,785,388,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1089308,1525,1086138,1710,168697,4488,118791,4483,60400,4120,186288,5553,180977,6409,185677,6111,185308,2906,3170,568,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,209680,1274,208561,1264,33298,1669,26299,1937,11427,1275,36150,1866,36676,1796,31468,1966,33243,1478,1119,171,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1493800,2716,1490040,2730,237675,5450,161431,5118,79296,5409,251907,7233,247919,6105,257065,6989,254747,2637,3760,419,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7208784,4719,7194057,4859,1159047,12624,807591,12921,389367,8713,1255942,17216,1206399,15214,1198648,16363,1177063,5376,14727,1325,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,912333,1033,908856,1131,149301,3804,100668,3856,50985,3104,158062,4448,155727,4644,151918,3954,142195,1602,3477,374,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,120160,793,119460,788,18416,1199,11756,1074,5824,1029,19638,1588,19107,1326,21954,1707,22765,675,700,200,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1869814,3156,1865835,3162,303821,5540,206996,5518,105466,5013,314259,8057,317733,7264,306154,7998,311406,3056,3979,484,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1611970,1811,1609659,1839,260978,4608,183605,4656,90338,3753,281728,7389,260398,6319,263965,6081,268647,2110,2311,433,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,379447,1678,378213,1704,59830,2684,42124,2692,20430,2360,62966,3494,62857,3266,63566,3448,66440,1436,1234,222,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1292039,1933,1289359,1986,200791,4324,136052,3596,73240,3736,221773,5277,216762,4421,217857,5400,222884,2056,2680,414,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,139500,2469,138841,2475,21267,1946,16799,1640,9385,1499,22187,2044,23470,1901,24707,2135,21026,1161,659,219,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,737393,-555555555,735524,626,95270,3587,77626,3356,39801,3388,121763,5718,125116,5931,133968,5771,141980,1185,1869,626,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
