GEO_ID,C01001H_001E,C01001H_001M,C01001H_002E,C01001H_002M,C01001H_003E,C01001H_003M,C01001H_004E,C01001H_004M,C01001H_005E,C01001H_005M,C01001H_006E,C01001H_006M,C01001H_007E,C01001H_007M,C01001H_008E,C01001H_008M,C01001H_009E,C01001H_009M,NAME,C01001H_001EA,C01001H_001MA,C01001H_002MA,C01001H_002EA,C01001H_003EA,C01001H_003MA,C01001H_004MA,C01001H_004EA,C01001H_005MA,C01001H_005EA,C01001H_006EA,C01001H_006MA,C01001H_007EA,C01001H_007MA,C01001H_008EA,C01001H_008MA,C01001H_009MA,C01001H_009EA,state
0400000US35,798109,1283,395692,1474,63732,1383,241223,846,90737,523,402417,1543,59409,1361,238080,641,104928,647,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11050851,6115,5405975,4119,1043219,1720,3457365,3341,905391,461,5644876,3132,989060,1495,3485239,2073,1170577,955,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6387868,3932,3123126,3303,622398,2646,1969584,1833,531144,98,3264742,2986,589626,2193,2006901,1606,668215,405,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,650304,419,332495,584,69743,553,216245,174,46507,64,317809,498,66741,492,194666,219,56402,73,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9255663,3512,4540235,2443,976124,1611,2851144,1379,712967,298,4715428,1874,928460,1230,2873823,1159,913145,300,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2597511,1695,1278367,1238,266833,965,796401,598,215133,218,1319144,1296,251540,979,800768,632,266836,336,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3082611,1137,1516368,855,284725,733,956277,406,275366,212,1566243,1075,269465,917,968839,475,327939,116,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9890644,3939,4837578,2315,938917,928,3057435,1440,841226,568,5053066,2024,890007,931,3071593,1391,1091466,377,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,775163,1539,373371,839,64756,433,243697,630,64918,279,401792,945,61423,453,253030,756,87339,197,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3119807,1843,1529607,1780,307919,1766,943758,707,277930,70,1590200,2300,288583,2093,967948,805,333669,91,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,710681,1670,355522,1086,79009,881,218551,688,57962,15,355159,920,75001,621,211567,424,68591,158,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4899807,2571,2391204,2236,503149,1852,1496196,1018,391859,70,2508603,2389,480747,2032,1540424,814,487432,199,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11795062,4617,5846373,4086,1195326,3765,3711723,2440,939324,980,5948689,4645,1127845,3743,3681293,2194,1139551,716,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2364160,1157,1185167,967,348670,799,706635,538,129862,108,1178993,832,329345,593,699835,523,149813,268,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,584851,890,287861,477,55225,370,183911,223,48725,124,296990,608,52438,254,186247,459,58305,27,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5239479,4203,2590199,4014,520463,2817,1660297,2468,409439,397,2649280,3079,492355,2880,1654017,1080,502908,236,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4996873,1962,2493372,1421,475482,1168,1608892,819,408998,239,2503501,1590,449355,1113,1571398,811,482748,509,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1702065,2231,834625,2568,172573,1497,516416,2003,145636,228,867440,1714,166905,1497,523625,695,176910,82,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4721683,1742,2341660,1375,472958,733,1488377,850,380325,99,2380023,815,449913,455,1466251,656,463859,154,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,492659,222,249951,1254,54675,1258,158149,114,37127,5,242708,1280,52778,1267,149190,137,40740,128,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,26431,3167,11549,1853,1478,741,7707,1561,2364,827,14882,2408,2876,1166,10050,1873,1956,577,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
