GEO_ID,B06007_001E,B06007_001M,B06007_002E,B06007_002M,B06007_003E,B06007_003M,B06007_004E,B06007_004M,B06007_005E,B06007_005M,B06007_006E,B06007_006M,B06007_007E,B06007_007M,B06007_008E,B06007_008M,B06007_009E,B06007_009M,B06007_010E,B06007_010M,B06007_011E,B06007_011M,B06007_012E,B06007_012M,B06007_013E,B06007_013M,B06007_014E,B06007_014M,B06007_015E,B06007_015M,B06007_016E,B06007_016M,B06007_017E,B06007_017M,B06007_018E,B06007_018M,B06007_019E,B06007_019M,B06007_020E,B06007_020M,B06007_021E,B06007_021M,B06007_022E,B06007_022M,B06007_023E,B06007_023M,B06007_024E,B06007_024M,B06007_025E,B06007_025M,B06007_026E,B06007_026M,B06007_027E,B06007_027M,B06007_028E,B06007_028M,B06007_029E,B06007_029M,B06007_030E,B06007_030M,B06007_031E,B06007_031M,B06007_032E,B06007_032M,B06007_033E,B06007_033M,B06007_034E,B06007_034M,B06007_035E,B06007_035M,B06007_036E,B06007_036M,B06007_037E,B06007_037M,B06007_038E,B06007_038M,B06007_039E,B06007_039M,B06007_040E,B06007_040M,NAME,B06007_001EA,B06007_001MA,B06007_002EA,B06007_002MA,B06007_003MA,B06007_003EA,B06007_004EA,B06007_004MA,B06007_005MA,B06007_005EA,B06007_006MA,B06007_006EA,B06007_007MA,B06007_007EA,B06007_008EA,B06007_008MA,B06007_009EA,B06007_009MA,B06007_010MA,B06007_010EA,B06007_011MA,B06007_011EA,B06007_012EA,B06007_012MA,B06007_013MA,B06007_013EA,B06007_014MA,B06007_014EA,B06007_015EA,B06007_015MA,B06007_016MA,B06007_016EA,B06007_017MA,B06007_017EA,B06007_018MA,B06007_018EA,B06007_019EA,B06007_019MA,B06007_020EA,B06007_020MA,B06007_021MA,B06007_021EA,B06007_022MA,B06007_022EA,B06007_023EA,B06007_023MA,B06007_024MA,B06007_024EA,B06007_025MA,B06007_025EA,B06007_026EA,B06007_026MA,B06007_027MA,B06007_027EA,B06007_028EA,B06007_028MA,B06007_029EA,B06007_029MA,B06007_030EA,B06007_030MA,B06007_031EA,B06007_031MA,B06007_032MA,B06007_032EA,B06007_033MA,B06007_033EA,B06007_034EA,B06007_034MA,B06007_035EA,B06007_035MA,B06007_036EA,B06007_036MA,B06007_037MA,B06007_037EA,B06007_038MA,B06007_038EA,B06007_039MA,B06007_039EA,B06007_040EA,B06007_040MA,state
0400000US01,4573857,3059,4340562,7794,149576,5012,80052,5221,69524,5101,83719,5178,53850,4718,29869,3582,3150132,19259,3099517,19079,39593,3683,28939,3112,10654,2427,11022,1847,9029,1711,1993,720,1220839,19456,1179571,19231,28897,3127,22793,2662,6104,1630,12371,2044,10104,1970,2267,909,34982,3153,26339,2540,6720,2060,4565,1487,2155,1126,1923,631,1697,623,226,171,167904,6956,35135,3587,74366,4425,23755,3197,50611,3965,58403,4457,33020,3968,25383,3358,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683671,934,573242,5241,27069,3134,21080,2733,5989,1258,83360,4056,54805,3616,28555,2840,263022,7696,225004,7950,4955,1400,4309,1388,646,525,33063,2010,24716,1863,8347,1071,346922,7238,325804,7193,11192,1809,9902,1629,1290,670,9926,1962,8633,1969,1293,527,15404,2364,11137,2034,1576,706,1385,647,191,234,2691,828,2028,634,663,364,58323,4024,11297,1797,9346,2028,5484,1457,3862,1237,37680,3282,19428,2385,18252,2422,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6398205,1329,4665381,19982,1317026,16421,877321,15340,439705,12145,415798,10647,283873,9858,131925,6689,2302804,21371,1656200,23050,521188,13690,460693,12506,60495,4046,125416,5538,94697,4991,30719,2193,3091787,18707,2808353,17864,224710,8422,196951,8801,27759,2774,58724,3940,52735,3763,5989,990,95076,6836,61223,6178,26112,2995,19290,2195,6822,1686,7741,1491,6594,1440,1147,424,908538,15538,139605,6898,545016,13477,200387,8838,344629,11043,223917,7996,129847,6260,94070,5441,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2789500,2398,2587171,6795,145118,5633,76686,5812,68432,4812,57211,3558,33700,2793,23511,2771,1676263,14989,1636011,15347,34229,3409,26715,3479,7514,2012,6023,1307,4983,1108,1040,541,949831,15053,907559,14699,31852,3775,27513,3695,4339,915,10420,1836,8661,1580,1759,755,21540,3145,16990,2857,2595,1074,1911,886,684,453,1955,1002,1256,657,699,802,141866,5501,26611,3259,76442,4223,20547,2381,55895,4102,38813,2929,18800,2171,20013,2712,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36637169,2615,20311365,52760,10646011,42599,6262583,42307,4383428,34319,5679793,34855,3258950,33065,2420843,24032,19119917,48954,13214256,55173,4935960,38934,4331326,38114,604634,16694,969701,16218,839071,15929,130630,5686,6385649,36200,5756358,36540,398328,10829,326231,10470,72097,3907,230963,9194,205767,8591,25196,2977,493795,12632,264037,9842,118304,5859,85296,5015,33008,3334,111454,6665,83310,5261,28144,3400,10637808,47221,1076714,15889,5193419,36450,1519730,22561,3673689,28243,4367675,28507,2130802,25190,2236873,23071,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5123035,2020,4241887,16122,623404,14634,396040,11207,227364,9061,257744,8890,169672,7449,88072,5377,2041260,22419,1784699,23217,218389,11133,188794,10116,29595,3507,38172,4008,32964,4093,5208,1180,2465339,21990,2308150,20113,118104,7557,97024,6402,21080,3118,39085,3800,34465,3805,4620,1117,82987,5920,57880,3973,16926,3433,13889,3225,3037,993,8181,1876,6971,1695,1210,536,533449,13399,91158,5107,269985,10885,96333,7189,173652,8448,172306,6655,95272,5643,77034,4941,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3404358,998,2641970,12367,400805,7310,249139,7256,151666,7097,361583,10710,234510,8036,127073,7611,1822498,14917,1649079,14727,109912,6704,101055,6737,8857,1444,63507,4485,56826,4415,6681,1254,937573,13992,847333,13551,54046,4567,48133,4340,5913,1330,36194,3435,32162,3258,4032,1002,127659,6373,28465,2890,93060,6090,48828,4352,44232,3395,6134,1229,4533,1072,1601,614,516628,14042,117093,6837,143787,8714,51123,4855,92664,7326,255748,9771,140989,6854,114759,7534,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,890489,219,773482,5383,64194,3332,40665,3195,23529,2508,52813,3718,37102,3488,15711,2497,386088,9509,364029,9379,16642,2338,14870,2428,1772,803,5417,1448,4284,1385,1133,730,405584,8981,384875,8645,13626,2456,10990,2042,2636,1199,7083,1446,6179,1346,904,424,12178,2077,4601,1001,6439,1684,3657,1412,2782,797,1138,575,973,520,165,249,86639,5355,19977,3031,27487,2652,11148,1957,16339,2271,39175,3125,25666,3030,13509,2273,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,628998,6,519448,6266,56171,3784,33197,3256,22974,3766,53379,4688,42614,3958,10765,1751,207222,5901,192839,5701,10577,1487,7250,1576,3327,1426,3806,1381,3648,1330,158,265,314845,7211,292310,7105,13408,2423,10941,1963,2467,1079,9127,1668,8800,1587,327,268,12509,2462,7620,1787,2736,1073,2414,1025,322,318,2153,999,2041,988,112,145,94422,5506,26679,3138,29450,3670,12592,2113,16858,3127,38293,3694,28125,3071,10168,1694,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19172999,3447,13620187,42067,4091288,29066,2353209,24519,1738079,30228,1461524,28410,935371,22608,526153,16080,6328035,43280,5296122,39055,828615,18294,746578,18185,82037,5176,203298,11491,186706,10268,16592,3059,8070675,48069,7389770,43915,525926,15086,467582,14894,58344,4731,154979,8624,139525,7939,15454,2177,710100,18556,190790,8842,486933,17432,303848,13803,183085,9772,32377,3849,26636,3516,5741,1424,4064189,41567,743505,17639,2249814,28560,835201,18748,1414613,27632,1070870,22239,582504,17812,488366,15669,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
