GEO_ID,B25098_001E,B25098_001M,B25098_002E,B25098_002M,B25098_003E,B25098_003M,B25098_004E,B25098_004M,B25098_005E,B25098_005M,B25098_006E,B25098_006M,B25098_007E,B25098_007M,B25098_008E,B25098_008M,B25098_009E,B25098_009M,B25098_010E,B25098_010M,B25098_011E,B25098_011M,B25098_012E,B25098_012M,B25098_013E,B25098_013M,B25098_014E,B25098_014M,B25098_015E,B25098_015M,B25098_016E,B25098_016M,B25098_017E,B25098_017M,B25098_018E,B25098_018M,B25098_019E,B25098_019M,NAME,B25098_001EA,B25098_001MA,B25098_002EA,B25098_002MA,B25098_003MA,B25098_003EA,B25098_004MA,B25098_004EA,B25098_005MA,B25098_005EA,B25098_006MA,B25098_006EA,B25098_007EA,B25098_007MA,B25098_008MA,B25098_008EA,B25098_009MA,B25098_009EA,B25098_010MA,B25098_010EA,B25098_011MA,B25098_011EA,B25098_012EA,B25098_012MA,B25098_013EA,B25098_013MA,B25098_014MA,B25098_014EA,B25098_015MA,B25098_015EA,B25098_016MA,B25098_016EA,B25098_017MA,B25098_017EA,B25098_018EA,B25098_018MA,B25098_019MA,B25098_019EA,state
0400000US01,1253595,13117,712544,11099,19904,2284,62808,3634,53544,3537,91052,3945,155468,5941,116247,6054,129251,6186,84270,4106,541051,10124,45446,3183,122978,5159,75919,4014,80922,3457,92862,4253,48566,3117,43113,3070,31245,2570,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159922,3409,104097,3504,1296,550,3066,649,3280,715,9050,1382,17110,1931,17366,1898,26793,2090,26136,1869,55825,2421,2682,645,6910,1066,4905,1022,7397,1150,9706,1218,7889,1170,8976,1411,7360,1014,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1524828,12566,979425,13413,29938,2889,71754,4455,68903,3775,119633,5557,201936,6825,157444,6879,182508,5405,147309,3950,545403,8805,41597,2579,98147,4246,67506,4292,87221,3821,96775,4515,57815,3327,52974,3220,43368,2459,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,746000,10027,408732,8549,12082,1638,38841,3000,38126,2874,58447,3537,88628,4611,63388,3264,67584,3805,41636,2294,337268,7752,23901,2444,78773,3938,43806,2947,55235,3390,62442,3546,32430,2665,24644,2282,16037,1783,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6910823,27840,4918415,27917,97528,4700,249190,6671,225890,7221,403392,9422,757687,13688,715289,14472,1091394,14280,1378045,17422,1992408,17890,107897,4346,309327,8576,199114,6488,262142,5552,338303,7352,227153,5920,259467,6617,289005,6006,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1322618,9565,953749,9215,16300,1692,47531,3353,44845,3187,94154,4350,168656,6485,162387,5866,219312,6362,200564,5520,368869,6425,19646,1552,54437,3406,39475,2901,53178,3115,67477,3743,40771,2711,49888,3104,43997,2469,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,889035,8413,616925,8577,9507,1645,23391,2245,22267,2171,47265,3442,88314,4287,95009,4311,149019,6143,182153,4574,272110,6303,9947,1455,34939,2747,25201,2333,32646,2397,47194,2966,31174,1992,43438,3230,47571,2917,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,249681,4261,163216,4707,2742,700,10854,1514,9008,1469,16869,2045,30447,2342,30130,2597,33805,2457,29361,2637,86465,3684,5457,1191,12681,1586,9661,1255,13653,1614,17421,1794,10801,1334,9242,1218,7549,1043,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112555,3556,85687,3563,1187,437,3428,942,2904,767,4500,1041,8327,1102,9459,1158,16825,1853,39057,2206,26868,2013,1352,554,2660,714,1312,448,2864,630,3726,832,2336,650,5133,1090,7485,1214,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4760071,23483,2720156,19847,85324,5120,230730,7179,210305,7214,352564,8703,549932,12575,432250,9743,472134,9585,386917,8374,2039915,17473,147496,5842,403429,9539,249901,7051,307669,8176,360402,7479,198692,6566,196023,6820,176303,5557,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2261166,19480,1496199,17033,40340,3410,107653,5205,101183,4712,175385,7572,302390,9806,232019,7604,296517,7682,240712,6865,764967,13927,54613,4013,147307,6262,93161,4284,118923,5426,132028,5547,76883,4488,76645,3895,65407,3915,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,252435,5537,166018,5296,3057,679,5266,934,5986,1118,11391,1538,23878,2291,27704,2414,43902,2699,44834,2950,86417,4271,5136,955,11070,1216,6999,1309,9575,1210,14556,1500,11782,1366,14449,1665,12850,1266,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,411958,6794,269192,7259,10218,2294,23928,2719,23160,2367,36339,3224,58151,3902,43597,3264,50827,3585,22972,2567,142766,5681,8949,1484,28600,2517,19373,2071,23282,2255,25703,2336,16050,1841,12745,1636,8064,1240,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3129641,16316,2013018,15790,36216,2686,110154,4733,108512,4695,200283,6394,370149,8070,330560,8708,444976,9499,412168,8624,1116623,11644,54332,3535,177735,5256,125499,5091,159548,4856,202646,5755,129081,4215,141777,4802,126005,4730,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1714880,13299,1136967,11511,19452,1987,79506,3113,84665,4579,154765,5991,252811,6874,204690,7227,215682,6995,125396,5184,577913,8764,31431,2422,107059,4487,76433,3874,97329,4152,110377,4564,61607,3676,54364,3744,39313,2848,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,881480,8544,527408,7537,7519,1071,27700,2232,32035,1881,62241,3453,119893,4136,104631,4230,112384,5371,61005,3652,354072,5766,17361,1482,61309,2674,43051,2795,55686,2262,73954,3095,42961,2666,36347,2268,23403,1629,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,738336,7661,444283,6903,5660,999,24300,2203,25292,2348,52151,2873,95189,4444,79315,2939,100848,4310,61528,3484,294053,6249,17855,1775,48264,2705,34744,2557,44968,2248,56803,2825,32893,2568,34667,2384,23859,2159,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1138253,12189,659302,9489,19919,1957,55414,3835,52150,3451,85434,4082,145230,4768,114979,4591,115604,4951,70572,3335,478951,7423,39614,2715,107690,4353,63150,3052,76468,3511,79269,3558,42764,2719,42369,2830,27627,1905,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1122294,10824,587929,10500,15751,2361,47367,3368,39248,3097,65444,4402,112952,4854,97855,4670,123645,5363,85667,3892,534365,9029,48592,3640,114729,4655,62173,3599,75239,3984,89025,4349,51592,3741,53228,3435,39787,2884,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,387101,5032,240701,4924,4165,797,18288,1764,15296,1315,29709,2462,56701,2813,43197,2602,45741,2850,27604,2232,146400,4101,8747,1176,28452,1755,19652,1603,22581,2196,27689,2154,17668,1715,12735,1470,8876,1088,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1436159,11090,1061376,10425,18990,2122,39538,2939,42293,2976,75820,3468,160274,5605,156385,5487,257727,6941,310349,6707,374783,7102,17272,1730,47341,2809,34681,2362,42828,2300,63204,3635,47517,2984,57285,3580,64655,3474,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1579953,12525,1105274,13289,16519,2161,44906,2841,39558,3051,75082,4133,162519,5745,166625,6681,272396,8174,327669,7132,474679,8701,19566,1660,64277,3713,44053,2655,60505,3573,82720,4543,53905,2987,69952,3420,79701,3403,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2717217,13903,1648618,12707,38962,2717,115564,4360,114648,4694,202750,5669,348397,6943,284288,6152,322152,6834,221857,5561,1068599,11138,71881,3783,198329,5893,137454,4587,180714,5424,198447,5802,106702,3748,100703,4058,74369,2829,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1523273,9834,1011325,9223,12288,1104,44144,2930,48516,2864,98082,4382,195630,5359,185020,4890,238831,6147,188814,5258,511948,6991,22456,1788,74090,2834,54146,2118,75761,2924,102770,3590,65494,3022,64739,2987,52492,2275,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,744203,8716,368624,8106,15758,2399,40646,3350,32178,2794,48610,3613,75972,4884,60307,4002,63331,3972,31822,3440,375579,7537,35096,2475,86006,4320,51140,3507,57295,3761,62002,3716,38879,3009,29611,2632,15550,1759,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1570137,13846,978669,11910,18135,1921,66586,3973,69467,3969,124989,4867,204334,6229,169838,5965,197560,6353,127760,5729,591468,8346,33746,2299,115728,4211,79330,3645,94854,3943,113839,4616,60078,3516,56041,2883,37852,2406,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,276490,4576,156863,4097,3821,903,11589,1472,11579,1431,18108,2194,36438,2368,26984,2213,31835,2346,16509,1363,119627,3497,7603,1007,23790,1732,15105,1430,18803,1821,23935,2035,12850,1351,9568,1236,7973,906,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,490394,5329,302527,5234,5468,1026,16493,1544,15066,1484,33835,2517,64306,3472,55711,2798,69721,3381,41927,2652,187867,4474,8109,919,31468,1588,21785,1756,28857,2029,36246,2105,23656,1924,22249,1653,15497,1415,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
