GEO_ID,B18101G_001E,B18101G_001M,B18101G_002E,B18101G_002M,B18101G_003E,B18101G_003M,B18101G_004E,B18101G_004M,B18101G_005E,B18101G_005M,B18101G_006E,B18101G_006M,B18101G_007E,B18101G_007M,B18101G_008E,B18101G_008M,B18101G_009E,B18101G_009M,B18101G_010E,B18101G_010M,NAME,B18101G_001EA,B18101G_001MA,B18101G_002EA,B18101G_002MA,B18101G_003EA,B18101G_003MA,B18101G_004EA,B18101G_004MA,B18101G_005MA,B18101G_005EA,B18101G_006EA,B18101G_006MA,B18101G_007EA,B18101G_007MA,B18101G_008EA,B18101G_008MA,B18101G_009EA,B18101G_009MA,B18101G_010MA,B18101G_010EA,state
0400000US26,268201,10619,131849,7281,9189,1594,122660,6666,122920,6156,23256,2110,99664,5288,13432,1363,6200,904,7232,1014,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,153717,6603,77094,4369,5040,1123,72054,4095,71950,4585,9209,1399,62741,4323,4673,1121,2103,662,2570,737,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,35293,4127,19017,2989,1225,754,17792,2865,14068,2555,2679,917,11389,2200,2208,706,1302,488,906,456,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,146006,8318,73516,5623,4339,1049,69177,5433,65235,5153,10502,1616,54733,4630,7255,1205,3570,875,3685,957,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,26897,3159,12253,2011,446,255,11807,1944,12684,1668,1667,567,11017,1575,1960,482,972,314,988,332,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42668,3916,25422,2687,776,412,24646,2728,15752,2141,1436,542,14316,1997,1494,564,531,303,963,382,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,141585,8222,66894,5032,3426,1006,63468,4718,68677,4475,8992,1567,59685,4295,6014,1415,2366,1014,3648,860,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21416,2276,8985,1622,746,451,8239,1545,11410,1440,2080,925,9330,1346,1021,375,293,163,728,357,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,241346,11130,114759,7278,3932,1175,110827,7206,113864,7123,12764,2044,101100,6474,12723,1462,4596,1046,8127,1168,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,69773,6115,30506,3931,1750,688,28756,3919,34819,3674,5403,1228,29416,3647,4448,1062,2387,892,2061,657,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,574547,23166,241217,11446,10963,1591,230254,11383,304788,14423,34415,3132,270373,13242,28542,2355,11519,1582,17023,2071,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,235718,10617,121224,6940,6722,1364,114502,6525,105697,5974,16251,1913,89446,5414,8797,1310,3893,936,4904,959,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,18792,2542,7386,1735,281,311,7105,1659,11004,1524,753,314,10251,1507,402,189,159,117,243,168,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,303084,13578,159666,8792,11587,1992,148079,8088,133870,6839,24375,2399,109495,5913,9548,1570,4132,980,5416,1146,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,303028,8688,135502,5445,7916,1320,127586,5231,148937,5542,24274,1896,124663,4894,18589,1423,9787,1041,8802,1140,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,180777,9148,73702,5234,3004,803,70698,5321,97053,5496,19059,2354,77994,5310,10022,1393,4921,1072,5101,980,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,302907,11624,153905,7275,9184,1592,144721,7000,138377,7105,21197,2264,117180,6929,10625,1547,4119,1021,6506,1201,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,35755,4764,17394,2571,530,382,16864,2497,17111,2822,2901,940,14210,2624,1250,598,478,328,772,526,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,99622,6717,51481,4883,3334,1026,48147,4650,43614,3872,8434,1896,35180,3484,4527,918,2666,609,1861,694,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,24844,2724,12545,1990,420,279,12125,2058,11527,1696,2520,870,9007,1460,772,366,257,181,515,291,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,139523,9165,68020,7015,3287,968,64733,6825,62604,4742,11736,1830,50868,3851,8899,1324,4615,977,4284,1137,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,677851,21627,323800,13760,14256,2209,309544,13305,322628,12555,41618,4138,281010,11290,31423,2716,16000,2096,15423,1759,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,85247,6914,46131,4637,2716,996,43415,4280,36866,3554,4308,1157,32558,3286,2250,633,1158,429,1092,461,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,11077,1335,4195,1049,449,366,3746,992,5609,790,1779,574,3830,661,1273,526,1100,509,173,110,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,290509,11066,140380,6419,5739,1024,134641,6356,139600,7563,13326,2085,126274,6789,10529,1711,4628,1131,5901,1197,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,390194,12682,183101,7385,6737,1536,176364,7323,190939,8563,28170,2929,162769,7698,16154,1592,7826,1315,8328,1191,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29152,3308,13732,2402,472,317,13260,2414,13391,1842,2158,744,11233,1743,2029,628,1162,572,867,364,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,130077,7829,73277,5483,4139,1178,69138,5202,52733,3999,7873,1524,44860,3635,4067,817,2085,679,1982,551,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,16062,2138,8477,1564,194,367,8283,1488,7079,1591,724,486,6355,1540,506,333,72,64,434,335,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,163482,11857,41483,4677,4926,1191,36557,4184,100700,7839,21945,2948,78755,6790,21299,2775,11911,1948,9388,1640,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
