GEO_ID,C16008_001E,C16008_001M,C16008_002E,C16008_002M,C16008_003E,C16008_003M,C16008_004E,C16008_004M,C16008_005E,C16008_005M,C16008_006E,C16008_006M,C16008_007E,C16008_007M,C16008_008E,C16008_008M,C16008_009E,C16008_009M,C16008_010E,C16008_010M,C16008_011E,C16008_011M,C16008_012E,C16008_012M,C16008_013E,C16008_013M,C16008_014E,C16008_014M,C16008_015E,C16008_015M,C16008_016E,C16008_016M,C16008_017E,C16008_017M,C16008_018E,C16008_018M,C16008_019E,C16008_019M,C16008_020E,C16008_020M,C16008_021E,C16008_021M,C16008_022E,C16008_022M,C16008_023E,C16008_023M,NAME,C16008_001MA,C16008_001EA,C16008_002MA,C16008_002EA,C16008_003MA,C16008_003EA,C16008_004EA,C16008_004MA,C16008_005EA,C16008_005MA,C16008_006MA,C16008_006EA,C16008_007MA,C16008_007EA,C16008_008MA,C16008_008EA,C16008_009EA,C16008_009MA,C16008_010EA,C16008_010MA,C16008_011MA,C16008_011EA,C16008_012MA,C16008_012EA,C16008_013MA,C16008_013EA,C16008_014MA,C16008_014EA,C16008_015MA,C16008_015EA,C16008_016EA,C16008_016MA,C16008_017EA,C16008_017MA,C16008_018MA,C16008_018EA,C16008_019MA,C16008_019EA,C16008_020MA,C16008_020EA,C16008_021EA,C16008_021MA,C16008_022EA,C16008_022MA,C16008_023MA,C16008_023EA,state
0400000US01,4573857,3059,4467350,7239,813969,4572,770705,4317,43264,3414,30691,2852,12573,2556,3653381,6463,3555881,6486,97500,5876,70795,5034,26705,3099,106507,6389,9317,2075,1020,606,8297,1891,4556,1192,3741,1384,97190,5234,12956,2249,84234,5239,27860,3211,56374,4651,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683671,934,657508,2988,129260,1482,113952,2618,15308,2048,12059,1883,3249,1126,528248,2368,455374,4090,72874,3683,53722,3453,19152,1908,26163,2740,2370,908,381,320,1989,903,1481,767,508,464,23793,2351,3535,1066,20258,2099,8623,1390,11635,1934,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6398205,1329,5869248,15908,1158800,4254,846865,10327,311935,9543,266168,8768,45767,3774,4710448,14258,3759308,16570,951140,16354,731619,15290,219521,8227,528957,15839,32868,4189,3794,1388,29074,4087,20871,3429,8203,2020,496089,14191,55414,4327,440675,13944,142536,7782,298139,12085,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2789500,2398,2694826,6034,509102,2981,465744,3487,43358,3356,34398,4099,8960,2044,2185724,5344,2107362,5167,78362,4490,52351,4285,26011,2822,94674,5696,8138,1903,1630,780,6508,1756,3680,1326,2828,1265,86536,5085,12435,2619,74101,4699,19957,2705,54144,4256,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36637169,2615,31304455,44713,6301643,10690,3628178,23323,2673465,23961,2255353,24206,418112,12740,25002812,40384,16296921,46409,8705891,44068,5786303,42365,2919588,31314,5332714,44647,307126,10698,26272,3071,280854,9892,177624,8003,103230,6058,5025588,40103,359994,10105,4665594,38873,1302253,23638,3363341,30344,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5123035,2020,4797140,12100,900154,3504,735356,8118,164798,7252,138433,7604,26365,3187,3896986,10812,3471398,12016,425588,9601,321351,8850,104237,5707,325895,11672,23079,2853,2829,1088,20250,2777,14759,2596,5491,1416,302816,10863,32304,2946,270512,10300,91169,7028,179343,8422,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3404358,998,3140914,12237,556030,2563,451027,5999,105003,5734,94357,6067,10646,1676,2584884,11107,2149271,9851,435613,9529,300401,8225,135212,5762,263444,12243,20767,2530,3326,1062,17441,2427,10993,1929,6448,1683,242677,11019,38346,3787,204331,10302,77898,5873,126433,8369,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,890489,219,843003,4311,145855,901,127150,2273,18705,2002,16437,1850,2268,1052,697148,3882,639458,4684,57690,4480,42936,4002,14754,1963,47486,4315,2900,887,737,510,2163,779,1558,681,605,331,44586,3852,6137,1868,38449,3340,16836,2384,21613,2462,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,628998,6,576221,4978,71979,1074,60361,1452,11618,1385,9067,1664,2551,1320,504242,4776,447846,5643,56396,4659,42871,3968,13525,2549,52777,4977,2629,1075,410,334,2219,1028,1524,762,695,560,50148,4778,10831,1794,39317,4576,22349,3186,16968,2889,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19172999,3447,17299399,40417,2857522,9857,2127804,19049,729718,16289,644798,15339,84920,5705,14441877,34852,11218992,33944,3222885,27542,2129169,25021,1093716,19297,1873600,39543,147194,9065,15497,2717,131697,8632,80631,5985,51066,5395,1726406,34730,257894,12258,1468512,31892,433982,17133,1034530,25583,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
