GEO_ID,B25074_001E,B25074_001M,B25074_002E,B25074_002M,B25074_003E,B25074_003M,B25074_004E,B25074_004M,B25074_005E,B25074_005M,B25074_006E,B25074_006M,B25074_007E,B25074_007M,B25074_008E,B25074_008M,B25074_009E,B25074_009M,B25074_010E,B25074_010M,B25074_011E,B25074_011M,B25074_012E,B25074_012M,B25074_013E,B25074_013M,B25074_014E,B25074_014M,B25074_015E,B25074_015M,B25074_016E,B25074_016M,B25074_017E,B25074_017M,B25074_018E,B25074_018M,B25074_019E,B25074_019M,B25074_020E,B25074_020M,B25074_021E,B25074_021M,B25074_022E,B25074_022M,B25074_023E,B25074_023M,B25074_024E,B25074_024M,B25074_025E,B25074_025M,B25074_026E,B25074_026M,B25074_027E,B25074_027M,B25074_028E,B25074_028M,B25074_029E,B25074_029M,B25074_030E,B25074_030M,B25074_031E,B25074_031M,B25074_032E,B25074_032M,B25074_033E,B25074_033M,B25074_034E,B25074_034M,B25074_035E,B25074_035M,B25074_036E,B25074_036M,B25074_037E,B25074_037M,B25074_038E,B25074_038M,B25074_039E,B25074_039M,B25074_040E,B25074_040M,B25074_041E,B25074_041M,B25074_042E,B25074_042M,B25074_043E,B25074_043M,B25074_044E,B25074_044M,B25074_045E,B25074_045M,B25074_046E,B25074_046M,B25074_047E,B25074_047M,B25074_048E,B25074_048M,B25074_049E,B25074_049M,B25074_050E,B25074_050M,B25074_051E,B25074_051M,B25074_052E,B25074_052M,B25074_053E,B25074_053M,B25074_054E,B25074_054M,B25074_055E,B25074_055M,B25074_056E,B25074_056M,B25074_057E,B25074_057M,B25074_058E,B25074_058M,B25074_059E,B25074_059M,B25074_060E,B25074_060M,B25074_061E,B25074_061M,B25074_062E,B25074_062M,B25074_063E,B25074_063M,B25074_064E,B25074_064M,NAME,B25074_001EA,B25074_001MA,B25074_002EA,B25074_002MA,B25074_003MA,B25074_003EA,B25074_004MA,B25074_004EA,B25074_005MA,B25074_005EA,B25074_006MA,B25074_006EA,B25074_007EA,B25074_007MA,B25074_008EA,B25074_008MA,B25074_009MA,B25074_009EA,B25074_010MA,B25074_010EA,B25074_011MA,B25074_011EA,B25074_012EA,B25074_012MA,B25074_013EA,B25074_013MA,B25074_014MA,B25074_014EA,B25074_015MA,B25074_015EA,B25074_016MA,B25074_016EA,B25074_017EA,B25074_017MA,B25074_018EA,B25074_018MA,B25074_019EA,B25074_019MA,B25074_020MA,B25074_020EA,B25074_021MA,B25074_021EA,B25074_022MA,B25074_022EA,B25074_023EA,B25074_023MA,B25074_024EA,B25074_024MA,B25074_025MA,B25074_025EA,B25074_026MA,B25074_026EA,B25074_027MA,B25074_027EA,B25074_028EA,B25074_028MA,B25074_029EA,B25074_029MA,B25074_030EA,B25074_030MA,B25074_031MA,B25074_031EA,B25074_032MA,B25074_032EA,B25074_033MA,B25074_033EA,B25074_034EA,B25074_034MA,B25074_035EA,B25074_035MA,B25074_036MA,B25074_036EA,B25074_037MA,B25074_037EA,B25074_038MA,B25074_038EA,B25074_039EA,B25074_039MA,B25074_040EA,B25074_040MA,B25074_041EA,B25074_041MA,B25074_042MA,B25074_042EA,B25074_043MA,B25074_043EA,B25074_044EA,B25074_044MA,B25074_045EA,B25074_045MA,B25074_046EA,B25074_046MA,B25074_047MA,B25074_047EA,B25074_048MA,B25074_048EA,B25074_049EA,B25074_049MA,B25074_050EA,B25074_050MA,B25074_051EA,B25074_051MA,B25074_052EA,B25074_052MA,B25074_053MA,B25074_053EA,B25074_054MA,B25074_054EA,B25074_055EA,B25074_055MA,B25074_056EA,B25074_056MA,B25074_057MA,B25074_057EA,B25074_058MA,B25074_058EA,B25074_059MA,B25074_059EA,B25074_060MA,B25074_060EA,B25074_061EA,B25074_061MA,B25074_062EA,B25074_062MA,B25074_063EA,B25074_063MA,B25074_064MA,B25074_064EA,state
0400000US01,592795,11428,109680,5128,571,328,924,516,4936,1057,3734,917,2154,707,4355,1150,58514,3076,34492,3029,125191,6261,3908,1116,5239,1615,6673,1204,9374,1554,10538,1685,20627,2522,54437,4409,14395,1864,129883,5639,12193,1758,14552,2340,21081,2331,20584,2279,18036,2269,16509,2052,13617,2054,13311,1703,82370,5299,22842,2627,18478,2210,17089,2642,8493,1553,3365,986,3241,1157,769,406,8093,1433,81022,4504,45761,3524,16263,1977,6231,1302,2692,892,841,507,418,380,378,307,8438,1547,33591,3600,28255,3168,2144,772,624,343,82,137,97,157,190,249,105,97,2094,793,31058,2934,26582,2792,1872,703,230,180,171,266,19,30,41,67,0,192,2143,688,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,90263,3323,5864,1194,29,48,20,29,107,100,16,22,156,184,295,203,4267,1166,974,339,10955,1510,174,128,306,368,838,516,630,350,618,328,469,208,6984,1224,936,426,14752,1701,601,255,474,289,1128,431,1404,646,2066,822,3152,864,4578,981,1349,467,13193,1552,879,298,1263,465,2329,716,1489,583,2751,828,1620,630,1806,784,1056,392,17431,2236,4657,1170,3789,945,2390,704,1989,824,2069,780,1240,494,364,394,933,285,12391,2039,6699,1589,1925,526,1633,517,1107,559,154,156,50,88,6,15,817,346,15677,1788,11709,1543,1614,510,869,558,322,253,0,149,0,149,0,149,1163,462,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,938180,12431,114827,6175,1085,421,858,517,2185,745,1596,702,915,391,1655,782,65898,4010,40635,3976,139646,6194,2673,808,1380,533,4699,1158,5417,1161,9212,1473,21704,2354,85695,5003,8866,1342,201865,6697,7576,1623,12902,1728,24673,2606,28467,2927,29425,2704,44064,3235,44492,3903,10266,1349,149994,5865,19016,2348,34168,2999,33770,3110,24796,2318,13987,1987,13548,2157,5403,1108,5306,1197,165144,6398,61663,4208,48589,3650,29081,3141,11536,1859,5429,1328,2119,813,2005,681,4722,966,80470,4848,53768,3838,16056,2140,5094,1225,1776,782,668,499,516,359,96,116,2496,1007,86234,5337,76181,5101,5059,987,1316,651,803,572,50,81,84,98,0,201,2741,806,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,398663,8123,67805,4187,642,559,962,502,2666,772,2810,1042,1597,621,2489,755,37379,3041,19260,2439,77620,4346,2101,604,3214,835,4521,898,6633,1211,6883,1324,13345,1889,33704,3317,7219,1479,101353,4789,7879,1435,15362,2011,17303,2500,14720,1699,11561,2291,16021,2301,8973,1642,9534,1547,58281,3917,20873,2205,14595,2533,10134,2013,4466,1108,2600,914,527,413,910,583,4176,897,51628,3450,33358,2661,8974,1775,3235,979,1125,721,44,75,0,190,395,240,4497,1263,22869,2609,18444,2396,1595,666,337,419,0,190,192,223,51,90,0,190,2250,839,19107,2448,16870,2378,182,153,0,190,253,296,0,190,0,190,0,190,1802,677,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5985534,26745,509410,11000,2948,855,2698,1044,7013,1281,11783,1855,5297,1152,9696,1442,325514,8568,144461,6072,835824,13370,12491,1779,15468,2072,47317,3235,39606,2531,26048,2530,61468,4321,597651,12043,35775,3256,1072773,15840,30749,2654,29429,2500,53761,4074,92098,5197,106266,5572,228525,9414,497212,10888,34733,2806,845547,13677,45493,3478,77290,4674,130679,5467,138024,5852,119478,5473,157857,6048,153018,5908,23708,2031,1022900,18335,167473,6742,203798,6954,201214,7951,159135,7342,106533,6291,101423,6131,53416,4081,29908,3264,636369,12879,209601,7047,167610,7171,123697,6054,62120,4390,29574,3025,21733,2125,6463,1234,15571,2206,1062711,13640,699305,11938,193180,6193,92251,4844,37835,3402,12784,1837,6109,1105,280,288,20967,2179,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,752117,9473,73794,4165,525,337,786,480,3922,891,2120,773,997,466,1407,538,45640,3325,18397,2151,91614,4735,3555,1135,2597,839,3124,796,4973,1128,3790,1153,8717,1406,61319,4072,3539,820,149252,6295,6680,1480,5735,1434,15196,2242,17638,2193,17311,2120,33157,2874,48416,3423,5119,1022,126006,5843,11704,1943,17905,2330,23267,2687,23792,2588,15485,2159,20538,2673,10634,1731,2681,659,142550,6215,37196,3369,35911,2824,27673,2549,21242,2271,7753,1449,5980,1346,3220,739,3575,873,75779,4304,38741,3029,21289,2354,8390,1289,3162,1057,1089,438,712,360,313,228,2083,728,93122,4630,75177,4280,11541,1697,2715,785,776,613,174,171,342,277,0,193,2397,760,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,454668,8901,56637,3537,440,323,833,514,3050,785,2696,848,1325,518,1111,502,33700,2948,13482,2106,70383,4941,2254,845,2856,806,6791,1654,4822,1066,2492,789,4151,1056,44325,3552,2692,718,81119,4717,3821,1253,2386,646,5470,1210,7371,1405,9587,1747,15826,2163,32488,2738,4170,1131,72221,3998,6066,1308,6450,1290,16225,2067,12805,2145,9207,1681,11378,2025,7633,1593,2457,788,77576,4754,18496,2366,23583,2772,15322,2179,8347,1361,3939,1081,3830,1110,1532,529,2527,701,41195,3135,21604,2378,9835,1677,4980,1059,2104,843,537,334,703,634,161,162,1271,549,55537,3328,42083,2884,7579,1275,2297,744,449,291,591,385,139,166,148,191,2251,605,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,102914,4301,10947,1747,109,157,118,141,207,230,290,234,0,190,123,119,6648,1537,3452,922,13376,2097,156,205,448,291,1221,534,751,459,528,397,1448,792,8170,1769,654,396,21331,2207,855,374,421,295,1376,634,2599,859,2116,683,4146,1110,7205,1432,2613,965,16073,2066,907,450,2154,729,3221,900,3021,922,2399,914,2672,801,653,381,1046,501,18458,2097,5814,1342,6467,1240,2865,644,1258,595,517,333,433,322,219,217,885,505,11555,1589,7588,1365,2790,858,785,525,49,80,0,190,0,190,0,190,343,364,11174,1904,10047,1642,558,333,8,15,0,190,0,190,0,190,0,190,561,511,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,169232,4150,21751,2388,490,461,101,168,1722,657,1088,502,633,452,591,425,11479,1844,5647,1126,19476,1857,1075,424,822,488,1292,482,1289,551,967,659,1218,571,11982,1418,831,482,23205,2678,2301,714,738,555,1819,669,1438,680,1761,640,4613,1250,9737,1738,798,457,18721,1733,2190,590,791,388,2940,1087,3591,1091,2565,835,2735,886,3426,926,483,329,24363,2514,3642,976,3840,1142,4548,1133,4362,1240,3912,1141,2115,684,1256,515,688,390,19445,2635,5573,1289,6428,1662,3010,820,1934,592,850,543,1081,535,295,203,274,338,42271,2512,25052,1758,9653,1409,4403,947,1644,682,314,168,288,259,45,75,872,514,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2703113,22882,315793,9807,1390,648,2086,687,10597,1610,8416,1688,4591,1192,5113,1108,187753,7776,95847,5617,417742,10313,6072,994,8221,1753,10896,1565,14002,2226,12709,2043,42403,3781,298633,9164,24806,2511,601208,13197,16056,2360,24043,2930,42064,3887,66289,5223,83656,4549,147395,7275,195311,8492,26394,2739,442636,11464,32108,3049,71436,5099,93659,5535,80254,4817,53335,3968,60747,4553,34962,3699,16135,1875,469972,13097,127309,6458,124616,6283,93079,5208,55195,4536,24767,2674,19867,2467,9317,1523,15822,1893,218197,8027,113568,5240,55720,4683,23740,2682,11931,2359,3821,871,2078,818,883,384,6456,1267,237565,9289,184857,7915,30482,3204,9544,1687,5026,1295,1851,802,667,357,73,122,5065,921,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
