GEO_ID,B24080_001E,B24080_001M,B24080_002E,B24080_002M,B24080_003E,B24080_003M,B24080_004E,B24080_004M,B24080_005E,B24080_005M,B24080_006E,B24080_006M,B24080_007E,B24080_007M,B24080_008E,B24080_008M,B24080_009E,B24080_009M,B24080_010E,B24080_010M,B24080_011E,B24080_011M,B24080_012E,B24080_012M,B24080_013E,B24080_013M,B24080_014E,B24080_014M,B24080_015E,B24080_015M,B24080_016E,B24080_016M,B24080_017E,B24080_017M,B24080_018E,B24080_018M,B24080_019E,B24080_019M,B24080_020E,B24080_020M,B24080_021E,B24080_021M,NAME,B24080_001MA,B24080_001EA,B24080_002EA,B24080_002MA,B24080_003EA,B24080_003MA,B24080_004MA,B24080_004EA,B24080_005MA,B24080_005EA,B24080_006EA,B24080_006MA,B24080_007MA,B24080_007EA,B24080_008MA,B24080_008EA,B24080_009EA,B24080_009MA,B24080_010MA,B24080_010EA,B24080_011MA,B24080_011EA,B24080_012MA,B24080_012EA,B24080_013EA,B24080_013MA,B24080_014MA,B24080_014EA,B24080_015MA,B24080_015EA,B24080_016MA,B24080_016EA,B24080_017EA,B24080_017MA,B24080_018MA,B24080_018EA,B24080_019MA,B24080_019EA,B24080_020EA,B24080_020MA,B24080_021MA,B24080_021EA,state
0400000US01,2040118,14488,1067761,8968,826841,9420,787795,9516,39046,2831,43300,3789,56741,3980,40706,4096,37317,2738,61136,3399,1720,598,972357,11476,671621,10569,654886,10543,16735,2001,91172,5105,72106,4337,69504,4128,26648,2495,39013,3007,2293,976,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,354766,5022,193392,3898,123572,4254,115766,3977,7806,1259,11455,1688,14302,1879,14013,1654,16228,1915,13420,1680,402,254,161374,3081,85105,3852,81121,3778,3984,848,24352,2083,17783,1961,16566,1498,8204,1395,8766,1305,598,374,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2937510,17885,1564955,11197,1207749,12136,1136599,11459,71150,4610,63745,4034,83500,4602,59029,4165,47529,3717,99719,5428,3684,1328,1372555,13369,969655,13149,936653,13287,33002,2937,115778,5000,103846,4808,80236,5032,31173,2628,69783,4408,2084,586,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1271063,11142,670323,7872,505702,8036,479429,7886,26273,2301,31731,2524,30528,2847,34640,2984,14116,1970,52137,4161,1469,629,600740,8664,391918,8109,382014,7985,9904,1556,60397,4354,38833,3372,67327,4347,13098,1594,28033,2859,1134,505,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18045450,43228,9771350,27803,7425444,31375,7016784,31778,408660,9034,442274,10574,529292,11719,301621,8095,192071,7376,864748,16808,15900,2059,8274100,32220,5534849,31621,5343543,31184,191306,6581,736540,12585,821664,13746,427408,9566,130053,7014,607624,10882,15962,1863,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2765115,18056,1485661,11511,1155018,11938,1069314,10949,85704,4238,75085,4562,74344,4170,43719,3385,41328,2972,93781,5811,2386,876,1279454,12105,854610,13513,807744,13469,46866,3311,141170,5894,101048,4503,70260,4263,29876,2855,79185,4559,3305,910,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1807098,10291,925935,8096,697066,8810,653511,8561,43555,3395,55760,3612,52982,3341,34471,2833,15324,1982,68449,4123,1883,1007,881163,8145,585387,8576,567415,8466,17972,1907,114755,4627,81132,4705,44642,3406,9750,1820,43347,3176,2150,694,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,447516,5855,225225,3979,173525,4321,161955,4327,11570,1247,14051,1738,7380,1657,13703,2150,5390,1016,11062,1990,114,174,222291,4583,155120,4985,150094,4756,5026,1195,22772,2257,7089,1388,25547,2450,4215,973,7162,1297,386,285,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,361179,4836,175876,3095,100272,3743,94584,3903,5688,1084,26597,2169,7526,1325,3384,1128,30132,2564,7890,1597,75,124,185303,3916,87625,4360,83867,4100,3758,993,41241,3321,10553,1649,4109,1136,32280,2766,9179,1448,316,210,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8990221,32668,4663492,20803,3695384,23779,3330994,25484,364390,9235,188389,8712,259010,8694,98565,4550,102786,5493,312681,11064,6677,1409,4326729,22205,3162827,23647,3001983,24464,160844,6935,360539,10312,351007,11806,152725,6308,66429,4105,224667,8027,8535,1673,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
