GEO_ID,B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,NAME,B05008_001MA,B05008_001EA,B05008_002EA,B05008_002MA,B05008_003EA,B05008_003MA,B05008_004MA,B05008_004EA,B05008_005MA,B05008_005EA,B05008_006MA,B05008_006EA,B05008_007MA,B05008_007EA,B05008_008EA,B05008_008MA,B05008_009MA,B05008_009EA,B05008_010MA,B05008_010EA,B05008_011MA,B05008_011EA,B05008_012MA,B05008_012EA,B05008_013EA,B05008_013MA,B05008_014MA,B05008_014EA,B05008_015MA,B05008_015EA,B05008_016MA,B05008_016EA,B05008_017MA,B05008_017EA,B05008_018MA,B05008_018EA,B05008_019EA,B05008_019MA,B05008_020EA,B05008_020MA,B05008_021EA,B05008_021MA,B05008_022MA,B05008_022EA,B05008_023MA,B05008_023EA,B05008_024EA,B05008_024MA,B05008_025EA,B05008_025MA,B05008_026EA,B05008_026MA,B05008_027EA,B05008_027MA,B05008_028MA,B05008_028EA,B05008_029MA,B05008_029EA,B05008_030EA,B05008_030MA,B05008_031EA,B05008_031MA,B05008_032EA,B05008_032MA,B05008_033MA,B05008_033EA,B05008_034MA,B05008_034EA,B05008_035EA,B05008_035MA,B05008_036EA,B05008_036MA,B05008_037EA,B05008_037MA,B05008_038EA,B05008_038MA,B05008_039MA,B05008_039EA,B05008_040MA,B05008_040EA,B05008_041EA,B05008_041MA,B05008_042EA,B05008_042MA,B05008_043EA,B05008_043MA,B05008_044MA,B05008_044EA,B05008_045MA,B05008_045EA,B05008_046EA,B05008_046MA,B05008_047EA,B05008_047MA,B05008_048EA,B05008_048MA,B05008_049MA,B05008_049EA,B05008_050MA,B05008_050EA,B05008_051MA,B05008_051EA,B05008_052EA,B05008_052MA,B05008_053EA,B05008_053MA,B05008_054MA,B05008_054EA,B05008_055MA,B05008_055EA,B05008_056MA,B05008_056EA,B05008_057EA,B05008_057MA,B05008_058EA,B05008_058MA,B05008_059MA,B05008_059EA,B05008_060MA,B05008_060EA,B05008_061MA,B05008_061EA,B05008_062MA,B05008_062EA,B05008_063EA,B05008_063MA,B05008_064MA,B05008_064EA,B05008_065MA,B05008_065EA,B05008_066MA,B05008_066EA,B05008_067MA,B05008_067EA,B05008_068EA,B05008_068MA,B05008_069EA,B05008_069MA,state
0400000US01,169972,7267,88498,4580,9220,1591,1951,914,1901,823,5368,1074,22615,1886,7074,1634,5436,1337,10105,1233,49712,3796,8325,1889,21089,2477,20298,2527,3783,1155,1086,785,783,533,1914,765,43346,3215,31165,3537,3014,1068,14526,2062,13625,2164,12181,2450,3524,1401,4681,1487,3976,1265,2583,1178,701,600,1099,690,783,415,6951,1724,1309,756,2908,1361,2734,854,81474,4158,11538,1611,1995,721,1547,531,7996,1355,25086,1856,7037,1319,6793,1463,11256,1052,38399,2992,5909,1896,16847,2383,15643,2250,2954,917,1023,675,444,275,1487,611,32099,3048,22319,2726,2682,1121,10541,2268,9096,1686,9780,1884,1947,1058,3884,1097,3949,1146,3346,1331,257,220,1978,1081,1111,560,6451,1783,1574,867,2234,1054,2643,709,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,58544,4089,26199,2457,3713,1072,723,550,1029,600,1961,652,14519,1431,2432,811,4381,1128,7706,1091,4842,1142,36,41,1139,565,3667,953,824,520,13,20,201,204,610,474,2910,798,1920,709,10,24,650,463,1260,463,990,477,0,149,240,216,750,454,1108,753,13,23,48,65,1047,751,3125,1000,918,537,834,492,1373,505,32345,2358,5332,1164,718,312,1498,632,3116,921,18178,1297,4752,996,5920,1293,7506,1091,5714,1381,147,155,1919,1263,3648,875,1267,1143,0,149,1016,1121,251,187,2987,796,2217,728,63,68,677,519,1477,603,770,385,0,149,53,100,717,383,1460,676,84,141,173,255,1203,587,3121,991,670,477,589,510,1862,699,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,914400,15780,435981,11082,37669,3488,3493,944,5151,1165,29025,2983,85388,4505,24395,3539,23446,3642,37547,2550,277298,8191,30757,3306,71851,5822,174690,6694,5615,1479,1306,973,1356,720,2953,835,263828,8316,249678,8471,26314,3470,64454,5677,158910,6624,14150,2729,2519,1243,3573,1397,8058,1619,7855,1728,618,528,2468,910,4769,1412,35626,2709,9478,1442,10243,1765,15905,1866,478419,7811,44442,3368,4156,985,6590,1453,33696,2796,99627,3678,24343,2875,27244,2650,48040,2736,298176,7004,26608,3368,75526,5802,196042,6438,6616,1605,1998,1076,1475,938,3143,805,280481,7092,267735,7176,22156,3359,66597,5706,178982,6522,12746,2307,891,608,4242,1279,7613,1643,11079,1953,1563,801,3212,887,6304,1469,36174,3290,10715,1839,9067,1955,16392,1899,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,142841,5470,73166,3385,3997,962,991,495,592,300,2414,728,17220,1777,5855,1456,5149,1056,6216,1093,46902,2918,3606,1139,20259,2652,23037,2000,901,529,0,190,511,451,390,307,44252,2940,30172,2649,1609,807,12483,2044,16080,1905,14080,2624,1471,686,6808,2010,5801,1238,1749,850,526,457,457,394,766,442,5047,1086,1755,791,1650,732,1642,552,69675,3512,5834,1196,834,417,1054,513,3946,965,17500,1436,4719,1221,5870,1069,6911,1112,40669,2473,4025,1168,17116,2438,19528,1752,969,488,85,127,182,208,702,477,37341,2615,25091,2240,1473,761,11167,2179,12451,1771,12250,2372,1903,1013,5195,1374,5152,1173,2359,862,564,355,572,428,1223,635,5672,1232,1565,903,1766,959,2341,776,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10688336,47464,5155883,32949,325684,10045,55548,5417,61537,4210,208599,7683,1895188,15903,315472,10095,432786,10862,1146930,12455,2736669,23639,160349,7183,679884,17299,1896436,16865,35214,3759,2732,1097,4898,1379,27584,3334,2585153,24418,2159713,25226,103508,5979,531189,16194,1525016,19311,425440,12907,38945,3182,116616,7161,269879,9039,116302,6955,15164,2110,27181,2795,73957,5284,198342,8694,40809,4938,50078,4266,107455,5107,5532453,26104,354713,9722,52079,4068,62206,4323,240428,8085,2232769,14249,371963,13167,534802,11688,1326004,12058,2740073,20508,163399,8083,664980,14811,1911694,16176,37632,3971,2717,985,5092,1535,29823,3228,2565196,20679,2114201,21358,106104,6747,522210,14242,1485887,16184,450995,12356,36909,3674,104018,5978,310068,8762,137245,6316,17669,2785,33660,2860,85916,4088,204898,10475,39489,5177,50358,4911,115051,6214,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,537066,13583,266212,8012,31644,2561,4241,910,7220,1445,20183,2086,55005,3249,15227,2076,14061,2237,25717,2088,155611,6912,14287,2184,56981,5091,84343,4777,3856,1180,1276,832,731,473,1849,678,143231,7133,128216,6852,9750,1827,46105,4905,72361,4642,15015,2769,2067,1064,6755,2010,6193,1598,8524,1657,1194,523,3390,979,3940,1219,23952,2801,5706,1610,8529,1859,9717,1686,270854,7516,40494,3112,4668,999,9143,1531,26683,2306,69857,3398,17888,2290,19325,2628,32644,1959,136420,6289,13113,2304,48395,4621,74912,4474,4866,1493,1193,635,1009,600,2664,878,121243,5706,108670,5826,8264,2029,38577,4272,61829,4192,12573,2368,1558,861,5139,1510,5876,1272,10311,1690,2098,828,3670,975,4543,921,24083,2699,6285,1740,8557,1647,9241,1424,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,519648,14163,254041,8257,62449,4309,5116,1351,12617,2394,44716,3386,63211,3008,20665,2698,13941,1704,28605,1690,110315,6483,15388,2354,41977,5102,52950,4194,35631,4005,5488,1512,9156,2407,20987,2754,34221,4772,15911,3510,2997,1416,7522,2255,5392,1701,18310,3106,2938,1011,7275,2384,8097,1746,40463,4374,3965,1161,18024,3202,18474,2539,18066,2474,3373,911,5377,1611,9316,1574,265607,8265,70833,4280,5424,1267,13450,2040,51959,3160,63094,2384,18052,2300,15400,1876,29642,2007,112441,6215,17251,2865,41074,4524,54116,4068,47083,4672,9512,2093,12948,2553,24623,2825,23393,3097,10837,2491,1417,878,4926,1497,4494,1347,12556,1852,1865,862,4852,1311,5839,1131,41965,4614,4457,1098,18348,3513,19160,2613,19239,2209,3136,853,4985,1291,11118,1744,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,87509,5462,42391,2968,3623,797,289,256,330,246,3004,709,15297,1413,4896,1311,3938,1076,6463,691,17867,2128,1114,553,9111,1933,7642,1478,3018,933,381,347,1654,719,983,515,12661,1710,8697,1548,391,357,4194,1244,4112,1289,3964,968,207,276,2177,979,1580,607,2188,983,135,128,1086,831,967,431,5604,1485,1955,908,1563,749,2086,669,45118,3451,4754,993,207,248,612,325,3935,894,15957,1381,4854,1322,3392,801,7711,1051,18239,2203,1803,923,7548,1354,8888,1677,4411,1460,382,342,960,608,3069,1199,10170,1527,7236,1465,373,272,3841,1026,3022,996,2934,832,189,228,1545,637,1200,614,3658,1094,859,713,1202,572,1597,678,6168,1863,1612,832,2401,1104,2155,798,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,95117,5695,45632,3610,8935,1672,2452,921,3193,1011,3290,829,8587,1249,2855,946,1617,549,4115,953,18413,2374,3221,1344,5965,1884,9227,1622,3586,1137,304,264,1003,589,2279,802,11989,2257,1800,1076,683,846,386,405,731,390,10189,2206,1418,895,3687,1629,5084,1419,2838,887,816,532,889,524,1133,443,9697,1656,3259,1125,2447,744,3991,1082,49485,3460,8240,1359,2602,903,1515,688,4123,922,13367,1725,5260,1959,1954,642,6153,1117,19874,2333,3056,1096,6091,1326,10727,1748,5718,1409,632,348,1192,784,3894,1129,9774,1892,1560,617,555,363,520,430,485,324,8214,1885,689,638,3194,1125,4331,1132,4382,1235,1180,626,1185,645,2017,825,8004,1604,2294,840,3294,1220,2416,728,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4086240,42279,1935547,25929,174344,7556,29723,3360,30976,3371,113645,5882,204494,6912,46891,5190,46567,4430,111036,4557,1463302,23299,233641,11885,452969,14561,776692,15966,805826,17867,125197,9510,221332,9759,459297,12004,331571,13557,159377,10331,18437,3793,63263,5727,77677,6398,172194,10686,27077,3933,63197,5814,81920,6109,325905,11982,62930,6074,105177,7094,157798,8478,93407,5319,25232,2763,20400,3224,47775,3673,2150693,23321,204920,7761,25282,2946,37955,3267,141683,5502,239424,6327,50634,5120,61669,4331,127121,5068,1605576,21560,256678,13545,482643,17839,866255,12986,893928,15356,144909,9412,240424,11561,508595,13022,311404,12126,121656,7892,11736,2305,47011,5335,62909,4806,189748,9026,25295,3824,56351,5381,108102,6457,400244,14316,74738,7654,138857,8696,186649,8987,100773,5944,24411,2736,22158,3931,54204,4048,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
