GEO_ID,C05009_001E,C05009_001M,C05009_002E,C05009_002M,C05009_003E,C05009_003M,C05009_004E,C05009_004M,C05009_005E,C05009_005M,C05009_006E,C05009_006M,C05009_007E,C05009_007M,C05009_008E,C05009_008M,C05009_009E,C05009_009M,C05009_010E,C05009_010M,C05009_011E,C05009_011M,C05009_012E,C05009_012M,C05009_013E,C05009_013M,C05009_014E,C05009_014M,C05009_015E,C05009_015M,NAME,C05009_001EA,C05009_001MA,C05009_002EA,C05009_002MA,C05009_003EA,C05009_003MA,C05009_004EA,C05009_004MA,C05009_005EA,C05009_005MA,C05009_006EA,C05009_006MA,C05009_007MA,C05009_007EA,C05009_008EA,C05009_008MA,C05009_009EA,C05009_009MA,C05009_010EA,C05009_010MA,C05009_011EA,C05009_011MA,C05009_012MA,C05009_012EA,C05009_013MA,C05009_013EA,C05009_014MA,C05009_014EA,C05009_015MA,C05009_015EA,state
0400000US01,1028773,5919,327591,5468,324782,5500,2809,1113,298356,5671,29235,3159,27077,3086,2158,1033,701182,6809,689550,7033,11632,1969,645706,6699,55476,4513,46633,4318,8843,1736,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,176316,1926,63071,1789,62674,1931,397,430,55902,2069,7169,1233,6936,1237,233,319,113245,2162,109631,2395,3614,1043,95815,2771,17430,2490,14699,2484,2731,996,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1531213,6978,490971,5028,483903,5552,7068,1822,369085,7036,121886,5866,115501,6085,6385,1753,1040242,6636,1002216,7323,38026,4076,734861,10546,305381,9956,270396,9453,34985,3904,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,648293,5939,211848,4914,210042,4774,1806,836,186305,4465,25543,2695,23817,2505,1726,830,436445,5921,427866,5871,8579,1566,386432,5924,50013,3164,42273,3145,7740,1471,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8702531,13121,2886089,11148,2824212,12514,61877,4761,1576739,19522,1309350,17588,1250502,17465,58848,4609,5816442,14707,5465090,17900,351352,11554,2812726,26909,3003716,26670,2662564,25650,341152,11411,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1203600,5855,392013,4437,387571,4403,4442,1090,302370,6023,89643,5181,86040,4970,3603,951,811587,6396,781653,6411,29934,3352,623274,9021,188313,8155,163191,7170,25122,3256,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,729601,3656,218351,4062,214065,4078,4286,979,159496,4711,58855,3818,54708,3773,4147,980,511250,4334,485077,5024,26173,2983,378966,7186,132284,6846,109809,6097,22475,2761,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,193621,2087,63389,1670,62185,1725,1204,632,48739,2017,14650,1653,13633,1658,1017,606,130232,2278,125994,2130,4238,1047,106370,3320,23862,2935,20271,2721,3591,1080,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110141,1926,49043,1453,48195,1583,848,655,37600,2082,11443,1823,10631,1770,812,659,61098,1856,57851,2093,3247,1134,45668,2682,15430,2255,12349,2209,3081,1168,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3873572,11837,1260973,10350,1233263,11118,27710,3736,844218,13335,416755,13145,391095,13580,25660,3591,2612599,12162,2437087,15279,175512,9739,1721652,21910,890947,19854,721507,18388,169440,9846,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
