GEO_ID,B24041_001E,B24041_001M,B24041_002E,B24041_002M,B24041_003E,B24041_003M,B24041_004E,B24041_004M,B24041_005E,B24041_005M,B24041_006E,B24041_006M,B24041_007E,B24041_007M,B24041_008E,B24041_008M,B24041_009E,B24041_009M,B24041_010E,B24041_010M,B24041_011E,B24041_011M,B24041_012E,B24041_012M,B24041_013E,B24041_013M,B24041_014E,B24041_014M,B24041_015E,B24041_015M,B24041_016E,B24041_016M,B24041_017E,B24041_017M,B24041_018E,B24041_018M,B24041_019E,B24041_019M,B24041_020E,B24041_020M,B24041_021E,B24041_021M,B24041_022E,B24041_022M,B24041_023E,B24041_023M,B24041_024E,B24041_024M,B24041_025E,B24041_025M,B24041_026E,B24041_026M,B24041_027E,B24041_027M,NAME,B24041_001MA,B24041_001EA,B24041_002MA,B24041_002EA,B24041_003EA,B24041_003MA,B24041_004EA,B24041_004MA,B24041_005MA,B24041_005EA,B24041_006MA,B24041_006EA,B24041_007EA,B24041_007MA,B24041_008EA,B24041_008MA,B24041_009EA,B24041_009MA,B24041_010MA,B24041_010EA,B24041_011EA,B24041_011MA,B24041_012MA,B24041_012EA,B24041_013MA,B24041_013EA,B24041_014EA,B24041_014MA,B24041_015MA,B24041_015EA,B24041_016MA,B24041_016EA,B24041_017MA,B24041_017EA,B24041_018EA,B24041_018MA,B24041_019EA,B24041_019MA,B24041_020MA,B24041_020EA,B24041_021MA,B24041_021EA,B24041_022EA,B24041_022MA,B24041_023MA,B24041_023EA,B24041_024MA,B24041_024EA,B24041_025EA,B24041_025MA,B24041_026MA,B24041_026EA,B24041_027MA,B24041_027EA,state
0400000US01,40222,307,45817,5422,35042,5373,66996,7934,36209,853,40783,721,46397,3287,30487,836,51392,961,46851,1915,66670,5165,51683,3947,43204,3109,46268,1981,36687,2287,46679,1954,63378,5249,47626,16521,30285,1399,40609,478,45287,1804,36939,975,21981,1193,31552,3094,20296,1176,30873,941,49927,1811,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,51674,787,84596,16798,41373,13298,101413,9456,61484,8128,36967,10364,51597,8213,35166,4705,56171,3248,52536,5862,90894,20741,56199,10475,51317,2987,50943,4718,51772,4734,64884,4396,75658,7706,57145,40803,51015,4719,51417,1257,60583,6101,46297,5193,28969,1919,40801,2637,27456,1492,37688,4207,63183,2924,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,41052,242,46279,8620,31919,2375,62440,8317,40240,920,50427,1484,47960,4076,32374,1034,48046,1916,45166,3271,63058,5073,50369,3227,48193,1995,50133,1207,44124,3510,42345,1843,63327,4007,51147,7278,28356,1224,40976,503,41891,595,40072,1314,25398,856,31792,1103,22962,1470,31683,855,50659,790,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,36663,388,35809,1928,31108,2077,66588,12961,33077,3314,37312,1033,45666,5125,31550,853,47269,2186,46500,1031,55313,10171,42803,5053,41251,1272,41528,1480,40043,3934,40762,2095,51755,2878,70779,4840,30420,1667,37781,1447,41444,800,32968,2859,20868,1051,30862,4614,20024,1397,31142,1125,36941,2025,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,47767,367,27194,545,25771,499,70306,4953,43807,1587,50834,352,46722,951,35671,390,50112,668,43678,1794,84846,4238,75241,3566,60864,380,65513,1324,50981,550,60976,485,81628,579,76216,12269,30962,383,50914,245,56948,714,46923,542,29491,871,40586,674,25904,393,32128,463,67287,861,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,47350,411,61164,1373,36310,2314,80574,4743,42067,575,52917,2640,53305,2519,34044,2081,51893,1296,49088,2890,69470,5455,63134,3999,56197,2439,58159,4097,51974,2766,61922,932,73226,3124,80144,35738,35543,1505,45202,1095,45295,936,45104,2374,29463,1190,39274,2970,26527,831,35535,1733,57366,2153,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,56915,620,36802,3402,35452,17326,100277,68982,52481,4203,62659,3345,56940,2983,40056,2379,60640,1105,56286,1588,90995,6033,70020,5175,81176,2070,88237,4619,52218,5679,65715,2950,80119,3499,78750,46136,39228,3813,55927,1188,61263,1410,51171,974,36861,1922,46109,6474,33740,3312,37030,1479,67178,2537,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,48154,1696,36719,11173,36636,12978,-666666666,-222222222,42348,3031,57194,5112,50207,5973,39633,3488,58633,4403,55648,5665,67341,8213,59085,9339,57064,4296,60832,3112,46810,3817,55933,5845,67878,5445,-666666666,-222222222,35832,2619,48953,3201,51409,1340,46294,2176,30091,6199,37333,8045,26816,4920,37493,7792,50097,3013,Delaware,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,68171,2437,130651,39983,-666666666,-222222222,101067,107455,45224,12349,95342,21022,58108,7345,31716,5226,52121,10277,50778,15986,112039,91626,80908,9185,79110,9668,100054,15718,49000,11779,80621,3004,87481,4859,76706,125589,40597,6930,55813,3306,61128,5765,51532,1534,35150,3800,52341,11576,30231,3212,65341,5423,90752,1490,District of Columbia,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,38183,398,26712,1303,25742,1476,56741,12344,34302,1286,42094,521,42317,1489,31058,368,44238,2490,41456,670,55803,4694,50306,1487,46430,675,49750,1698,41279,990,41571,514,56847,1658,50271,8401,30380,464,40759,252,42231,331,38121,1269,26716,360,31675,748,25531,430,29319,1502,48846,1969,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
