GEO_ID,B20017A_001E,B20017A_001M,B20017A_002E,B20017A_002M,B20017A_003E,B20017A_003M,B20017A_004E,B20017A_004M,B20017A_005E,B20017A_005M,B20017A_006E,B20017A_006M,B20017A_007E,B20017A_007M,NAME,B20017A_001MA,B20017A_001EA,B20017A_002MA,B20017A_002EA,B20017A_003MA,B20017A_003EA,B20017A_004EA,B20017A_004MA,B20017A_005EA,B20017A_005MA,B20017A_006MA,B20017A_006EA,B20017A_007MA,B20017A_007EA,state
0400000US22,35822,416,45353,904,54339,2403,12765,1282,26931,530,38170,1262,10413,421,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,30117,421,35344,728,47400,1374,10966,678,25313,536,37002,742,10821,380,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,45420,459,52232,430,66874,849,12301,607,37029,533,52186,428,11949,288,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,41232,247,50224,348,65788,601,12084,300,34452,1143,52404,553,12531,411,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,30969,154,39094,686,51307,182,10831,193,24071,398,39442,630,10471,147,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,36620,202,42378,349,54242,1030,11840,196,30700,228,43443,938,11787,239,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,31301,335,37225,884,46382,969,10911,688,25472,701,34733,1304,9725,742,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,30921,194,36988,298,47139,415,10566,360,25423,343,36411,376,9619,284,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,28355,961,35192,1362,46927,1058,10898,516,22858,966,34544,1837,10383,555,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,31686,268,38714,1270,48061,1084,9822,605,25980,519,37304,664,9708,460,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,32000,321,37025,639,47827,1492,15097,841,27944,1154,37962,1433,12454,574,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,36798,466,42891,1545,56672,941,10998,498,30755,585,43074,1438,11649,573,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,41875,269,51437,260,66832,657,13830,589,33141,995,51565,328,12952,452,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27474,1001,31893,585,45700,1303,10592,586,22608,965,36352,869,9793,597,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,40038,259,46334,379,60425,266,12542,368,32329,206,50084,335,11979,140,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,31535,182,36532,317,46565,445,11176,258,26636,354,39032,747,10378,206,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,35722,607,45466,1253,53624,2717,15063,1694,27320,1127,37818,1198,11314,611,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,31762,127,40191,181,50792,176,10669,206,25621,200,38799,568,10121,158,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,31057,201,38307,1120,47064,751,11275,363,24266,568,33742,826,9956,327,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,30174,268,35707,574,49495,1070,11594,328,25115,387,40015,725,10976,300,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,33929,423,41287,224,51850,218,10960,196,27161,198,40857,231,10344,140,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,36471,726,41509,695,53411,3402,11933,777,31288,681,46188,1763,11722,640,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,31433,237,36841,460,48120,1053,10623,391,26308,422,37654,687,9862,362,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,31158,430,37295,896,45102,1134,9967,924,25973,551,34773,1145,9371,861,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,30373,217,35865,389,46076,510,10730,361,24708,367,35757,389,9863,353,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,31766,141,38687,548,49448,566,11819,184,25642,252,37973,569,9794,191,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30411,343,39657,1341,52084,420,10264,354,21572,490,36773,517,9032,388,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,31322,444,35949,667,48236,1710,11136,729,26977,906,40484,881,10951,666,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37871,652,45665,489,58863,1714,11072,284,31071,286,45667,482,10735,182,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,36706,272,45385,562,60145,660,13689,622,30078,342,45679,568,12253,271,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,28028,853,35086,1054,45216,1311,10946,462,23195,815,31779,487,9475,457,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,32369,192,40344,196,50571,187,10581,258,26902,273,40021,417,10835,163,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,32058,550,44219,2777,57318,3365,11958,980,23490,1512,36759,1503,8978,893,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17423,214,17360,303,24007,836,7739,408,17498,419,23152,574,7710,362,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
