GEO_ID,B20017A_001E,B20017A_001M,B20017A_002E,B20017A_002M,B20017A_003E,B20017A_003M,B20017A_004E,B20017A_004M,B20017A_005E,B20017A_005M,B20017A_006E,B20017A_006M,B20017A_007E,B20017A_007M,NAME,B20017A_001MA,B20017A_001EA,B20017A_002MA,B20017A_002EA,B20017A_003MA,B20017A_003EA,B20017A_004EA,B20017A_004MA,B20017A_005EA,B20017A_005MA,B20017A_006MA,B20017A_006EA,B20017A_007MA,B20017A_007EA,state
0400000US01,31287,322,38228,1240,48899,1297,10754,339,25005,690,36346,644,9758,441,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41382,747,50561,953,61793,1516,24926,3251,32217,2240,50571,1889,14935,2101,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31143,250,35867,432,46922,590,11286,287,26960,455,38413,797,10756,239,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,28658,744,32272,553,42146,566,10612,463,24063,657,33979,1165,9574,507,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33872,432,40306,165,53369,1033,14199,341,28024,453,46518,383,11830,89,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,35411,315,41457,354,52957,1119,12630,805,29638,773,42295,478,11737,249,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,42266,609,50974,506,66419,837,12329,432,35900,634,52528,1982,13228,662,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,37150,1009,41532,739,51907,739,11486,803,31769,925,46598,1424,10891,663,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,66652,1877,76278,3193,91928,3555,11393,3188,57422,3566,75881,3527,14368,4729,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,30500,141,33753,712,42411,314,11985,155,26232,231,36895,279,11272,140,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,32398,230,40168,292,50398,267,11401,259,27097,306,40292,409,10094,304,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,40236,1166,44340,2985,54983,4896,16640,1367,31438,1121,46929,2100,14057,2213,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26111,520,32406,1143,44529,2363,9728,766,19831,781,31948,558,8659,647,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,36225,234,43533,1007,56449,460,12100,290,29011,596,42362,387,11117,152,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,30915,171,37765,849,48631,882,10368,323,24162,444,36231,347,9611,308,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31573,265,40110,520,48532,928,10215,357,25485,347,36720,430,9630,398,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,31713,285,40006,821,49942,953,9667,512,25271,426,37057,469,10015,336,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,29668,646,34909,785,45331,554,10160,401,23966,584,35730,418,9601,322,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
