GEO_ID,B17011_001E,B17011_001M,B17011_002E,B17011_002M,B17011_003E,B17011_003M,B17011_004E,B17011_004M,B17011_005E,B17011_005M,NAME,B17011_001MA,B17011_001EA,B17011_002EA,B17011_002MA,B17011_003EA,B17011_003MA,B17011_004EA,B17011_004MA,B17011_005MA,B17011_005EA,state
0400000US01,1630594500,79885087,471013700,37567867,1159580800,67133477,127322300,21180209,1032258600,63055137,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,102840000,15288859,25044200,6125264,77795900,14207359,25701800,7307970,52094100,11559667,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2089931100,95727074,767583700,57032586,1322347400,76981879,220144300,26800537,1102203100,74208383,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,960099100,60493594,315022400,27160714,645076700,54826091,104940700,18107210,540136000,51601509,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9862308000,182069525,3880074600,117322536,5982233400,140530319,1060938400,65604880,4921295000,130870144,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,968289700,60157965,356385900,33182063,611903900,52006207,79289400,16737197,532614500,46793468,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,642618600,45166460,165091900,26394292,477526700,39132451,68607000,18209789,408919800,38102069,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213218000,30657459,59937800,12371735,153280100,29034707,24849200,13301171,128431000,23827375,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,178381200,27364920,23144300,12247717,155236900,23053161,16004500,8335969,139232500,21959627,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5057515300,163629459,1824321800,94743988,3233193500,133760976,506282900,46798425,2726910500,117941402,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3217106400,128826752,950584700,76929423,2266521800,113020541,260339100,39174418,2006182600,98191257,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,217601600,28319978,77154900,16061066,140446700,21532258,33187000,10989981,107259700,19064997,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,372266600,38304323,153812500,25911501,218454200,30660590,35663200,11588550,182790900,29436863,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3009287700,104930212,936648100,52836564,2072639600,87963486,245888600,30762850,1826751000,92055222,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1656348500,87057254,423080700,35183745,1233267800,82322371,163319500,27821930,1069948300,73901277,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,555509700,41311075,172060300,23856308,383449400,34023973,62913500,14459199,320536000,31750499,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,577616300,47556741,181413400,23654204,396202900,43628795,69149000,16803764,327053900,40116597,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1508099700,67301897,557110500,45149590,950989200,57412395,171967400,30051000,779021700,54569535,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1615549900,80218952,343504400,42172175,1272045500,72920030,138153500,26588916,1133892000,70815977,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,255735200,26613562,79169000,14130040,176566200,24386678,38482000,11142992,138084200,22815854,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,967523800,73157182,244565500,31715271,722958200,63426864,93356100,21371548,629602100,57295757,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1219668100,78505469,318058000,34303436,901610000,72855482,130571700,28566745,771038400,66668446,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2717867400,87248044,819492300,44146435,1898375000,77963242,285144500,29040701,1613230600,72726339,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,815889600,41904994,266997300,24132104,548892400,38850361,80275100,16317593,468617300,33541099,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1359786800,81150002,324604100,44625223,1035182700,66164806,112140500,23462484,923042200,63663085,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1445591300,68730320,441113300,34105261,1004478000,59115160,157277000,25889726,847201000,57698772,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,226006400,26881796,84343700,17258606,141662800,20802429,27785000,9778617,113877800,18481743,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,385145400,34773622,114679700,15652534,270465700,30480585,49302500,13627194,221163200,29881963,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,716239200,56477237,235583200,25304554,480656000,50191748,76770600,17813240,403885400,46475866,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,154428400,21431228,35736600,8480284,118691900,19558537,8901000,4648045,109790800,18662384,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1781993400,92773718,620475300,56382881,1161518200,74986768,178037000,28801502,983481100,69691385,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,702459800,52561439,263652000,29358548,438807800,42069380,76815800,15118394,361992000,37345906,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5323414900,153310366,1805135700,96358406,3518279200,107040388,485662400,36687319,3032616800,102951000,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2810593100,106433630,855489700,58596755,1955103400,89252875,291488800,32866792,1663614700,86374557,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,127014900,20502092,37008000,9199142,90006900,17086373,22233500,7498139,67773300,14782213,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3104375700,97361183,840196200,57306681,2264179500,82178448,306720700,36088486,1957458800,70658753,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1093267600,45737950,357550200,28457321,735717400,37941810,122615800,15348231,613101600,36622536,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,902551100,61749254,330308300,33523745,572242800,48954442,79946300,14328066,492296400,48963191,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2762259100,97223591,775488400,49603230,1986770700,80524467,262895700,29821496,1723875000,78800492,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,236594400,31297026,51790700,14217658,184803600,27913978,16094900,6841694,168708700,28247374,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1397478500,74474052,425832500,44418626,971646100,56431835,105056100,19933231,866590000,56328254,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,195893200,25401773,67199100,19804433,128694100,18582367,22795500,6911435,105898600,17813118,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2004679100,90382837,643237300,48891251,1361441700,82927749,230361300,37513755,1131080400,71381969,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7862506000,204016984,2887930800,107688952,4974575200,180817042,610991600,53259659,4363583600,174431336,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,540226300,48979227,265688900,30626284,274537400,36574468,31411500,9744137,243125900,34929851,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,81789700,16905244,26212800,5616363,55576900,16377587,7045400,3560286,48531500,16212811,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1587008300,81261240,473764700,42446601,1113243600,74581007,156391500,33140224,956852000,72455174,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1348398400,60945611,459479700,35988054,888918700,53519844,148168100,24797133,740750600,46558387,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,591981300,54249694,194194200,22440831,397787200,47537669,63387000,15563038,334400100,42942568,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1076452300,53222985,336095000,28237515,740357300,49346599,135655400,22047463,604701900,45295769,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,85739500,14633652,35209000,9894866,50530500,12322753,12376600,6208243,38153900,11010181,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3966522600,101448792,1353117900,71054001,2613404700,89762668,384238400,37406595,2229166300,87735700,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
