GEO_ID,B22010_001E,B22010_001M,B22010_002E,B22010_002M,B22010_003E,B22010_003M,B22010_004E,B22010_004M,B22010_005E,B22010_005M,B22010_006E,B22010_006M,B22010_007E,B22010_007M,NAME,B22010_001EA,B22010_001MA,B22010_002EA,B22010_002MA,B22010_003MA,B22010_003EA,B22010_004MA,B22010_004EA,B22010_005MA,B22010_005EA,B22010_006EA,B22010_006MA,B22010_007EA,B22010_007MA,state
0400000US01,1846390,11341,285429,9058,133388,6005,152041,6418,1560961,12200,451925,8741,1109036,12040,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,26915,2303,12057,1582,14858,1716,223270,3426,48083,2520,175187,3592,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,321127,7531,129517,5956,191610,6235,2141881,12742,513052,9763,1628829,14611,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,156749,6143,82708,4494,74041,4526,987914,8082,290921,6775,696993,8285,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,1257012,16532,438979,9452,818033,13367,11639345,23365,2590810,18790,9048535,22958,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,173729,6798,73823,4010,99906,5251,1901006,9112,369635,7674,1531371,11171,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,169838,5982,74204,4247,95634,4015,1173865,6689,221328,5875,952537,8037,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,45905,2912,18596,1971,27309,2630,306690,4582,68639,3640,238051,5367,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,43203,2879,21251,1963,21952,2379,238584,3971,34674,2585,203910,4010,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,1112925,15882,450276,9833,662649,13193,6350259,23055,1480929,16979,4869330,22657,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3656407,14418,535864,12119,218572,8053,317292,9460,3120543,18930,690181,12558,2430362,18014,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445936,4817,51246,3335,20918,2212,30328,2930,394690,5313,85721,3306,308969,5003,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,597421,4571,68443,3655,32209,3011,36234,3142,528978,5154,133287,3625,395691,5598,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4794523,12954,648931,12246,255617,7558,393314,9600,4145592,14315,804545,11332,3341047,16996,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2515143,11611,290205,7478,137716,5289,152489,5872,2224938,13230,548009,8769,1676929,12528,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1247249,6782,140748,5025,59922,3667,80826,4225,1106501,8118,237076,5887,869425,8665,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1111582,6565,94062,4589,48143,3240,45919,3014,1017520,8010,234340,5828,783180,8247,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1716168,8844,283701,8100,145753,5437,137948,5713,1432467,9950,407704,8127,1024763,11194,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737908,9569,259119,8878,113778,5709,145341,6433,1478789,11033,381445,8353,1097344,10778,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545226,5325,86238,4758,48950,3339,37288,3235,458988,5993,115084,4075,343904,5618,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2177934,7798,242975,8605,103865,5713,139110,6602,1934959,10740,385453,7726,1549506,12396,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2559951,9181,312390,8823,155293,6066,157097,6597,2247561,12952,448325,8405,1799236,11902,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3858532,11041,580043,9906,291853,7306,288190,7217,3278489,13013,780990,9371,2497499,12835,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2147262,7978,186638,6353,85599,4330,101039,4695,1960624,10081,385747,5878,1574877,9000,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1104371,7926,201103,6800,94354,4810,106749,5066,903268,8953,257725,6663,645543,10531,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2374180,11426,287436,7967,142957,5877,144479,5569,2086744,12578,521626,9179,1565118,12690,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,414804,3749,37798,2593,18029,1855,19769,1971,377006,4169,89068,3000,287938,5115,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,744159,3947,64374,3382,28180,2077,36194,2533,679785,4943,142451,4497,537334,5828,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1042065,7714,136603,5239,60139,3863,76464,4654,905462,8841,212155,5609,693307,8758,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,517615,4643,40201,2813,22775,2283,17426,1834,477414,5158,109594,4098,367820,6270,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3187963,9239,301208,8866,124122,5083,177086,6727,2886755,10986,585912,10053,2300843,12898,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,761797,5816,133347,5437,56053,3350,77294,4793,628450,6987,162791,4709,465659,8152,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7233694,15840,1108303,14722,507138,10962,601165,11819,6125391,20264,1189510,15221,4935881,20156,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3843745,15042,547385,11812,237527,8140,309858,9574,3296360,15385,792869,10704,2503491,18058,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,313475,3584,21614,2014,9859,1490,11755,1632,291861,3999,57199,2584,234662,4253,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4606655,12584,660784,11041,333289,7711,327495,8826,3945871,15885,911174,11237,3034697,14475,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1465951,6457,191054,4864,98218,3073,92836,3908,1274897,7378,349282,5671,925615,7841,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1553205,7348,288816,6605,137384,5502,151432,6240,1264389,10152,317727,6588,946662,10289,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4956037,11868,658030,10770,337791,7803,320239,9194,4298007,14682,1005635,11792,3292372,15791,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,407484,4045,66173,4075,30664,2515,35509,3084,341311,4801,75035,4496,266276,5923,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1857768,9376,267132,8226,118599,5475,148533,6174,1590636,11363,412543,9404,1178093,12843,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,339437,2931,36111,2879,15600,2043,20511,2079,303326,3858,65108,2962,238218,4303,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2530260,10743,405730,8663,203973,6804,201757,6199,2124530,13624,551808,9776,1572722,15831,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9421412,21122,1176485,15803,488026,10229,688459,12215,8244927,25296,1826274,21877,6418653,27262,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,930980,5092,70588,3811,31406,2124,39182,3063,860392,6448,188385,5912,672007,7896,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,254865,3016,30145,2018,16601,1674,13544,1576,224720,3716,53761,2598,170959,4006,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3106895,11857,285778,8809,128653,5420,157125,7629,2821117,14719,589496,10422,2231621,15875,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
