GEO_ID,B01001_001E,B01001_001M,B01001_002E,B01001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_011E,B01001_011M,B01001_012E,B01001_012M,B01001_013E,B01001_013M,B01001_014E,B01001_014M,B01001_015E,B01001_015M,B01001_016E,B01001_016M,B01001_017E,B01001_017M,B01001_018E,B01001_018M,B01001_019E,B01001_019M,B01001_020E,B01001_020M,B01001_021E,B01001_021M,B01001_022E,B01001_022M,B01001_023E,B01001_023M,B01001_024E,B01001_024M,B01001_025E,B01001_025M,B01001_026E,B01001_026M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B01001_035E,B01001_035M,B01001_036E,B01001_036M,B01001_037E,B01001_037M,B01001_038E,B01001_038M,B01001_039E,B01001_039M,B01001_040E,B01001_040M,B01001_041E,B01001_041M,B01001_042E,B01001_042M,B01001_043E,B01001_043M,B01001_044E,B01001_044M,B01001_045E,B01001_045M,B01001_046E,B01001_046M,B01001_047E,B01001_047M,B01001_048E,B01001_048M,B01001_049E,B01001_049M,NAME,B01001_001MA,B01001_001EA,B01001_002EA,B01001_002MA,B01001_003EA,B01001_003MA,B01001_004EA,B01001_004MA,B01001_005MA,B01001_005EA,B01001_006MA,B01001_006EA,B01001_007MA,B01001_007EA,B01001_008EA,B01001_008MA,B01001_009EA,B01001_009MA,B01001_010EA,B01001_010MA,B01001_011MA,B01001_011EA,B01001_012MA,B01001_012EA,B01001_013EA,B01001_013MA,B01001_014EA,B01001_014MA,B01001_015EA,B01001_015MA,B01001_016MA,B01001_016EA,B01001_017MA,B01001_017EA,B01001_018MA,B01001_018EA,B01001_019MA,B01001_019EA,B01001_020EA,B01001_020MA,B01001_021EA,B01001_021MA,B01001_022MA,B01001_022EA,B01001_023MA,B01001_023EA,B01001_024MA,B01001_024EA,B01001_025EA,B01001_025MA,B01001_026EA,B01001_026MA,B01001_027MA,B01001_027EA,B01001_028MA,B01001_028EA,B01001_029MA,B01001_029EA,B01001_030MA,B01001_030EA,B01001_031EA,B01001_031MA,B01001_032EA,B01001_032MA,B01001_033MA,B01001_033EA,B01001_034MA,B01001_034EA,B01001_035MA,B01001_035EA,B01001_036EA,B01001_036MA,B01001_037EA,B01001_037MA,B01001_038MA,B01001_038EA,B01001_039EA,B01001_039MA,B01001_040MA,B01001_040EA,B01001_041MA,B01001_041EA,B01001_042EA,B01001_042MA,B01001_043EA,B01001_043MA,B01001_044EA,B01001_044MA,B01001_045EA,B01001_045MA,B01001_046EA,B01001_046MA,B01001_047EA,B01001_047MA,B01001_048MA,B01001_048EA,B01001_049MA,B01001_049EA,state
0400000US01,4858979,-555555555,2352810,5380,146407,3025,161740,5399,158823,5735,98678,2557,67288,2945,36997,3023,37795,3500,93612,4334,154285,2918,150527,3428,147593,4851,149521,4792,148508,2304,165317,2549,162458,6156,58472,3700,85484,4143,52587,2638,70314,3133,85736,3068,56675,2697,37707,2257,26286,2199,2506169,5380,138715,3426,156432,5296,149658,4417,97955,2717,68303,3298,30497,2990,36955,3258,96872,4524,163670,2780,155990,2424,156724,5682,158355,5215,155891,2150,174290,1951,172912,4626,69783,3572,90625,3729,57793,2782,79947,3768,103742,3783,79124,3395,56304,2940,55632,2581,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,738432,-555555555,388695,1732,27883,946,26777,1884,25914,1975,15522,909,11287,1500,7908,1491,7159,1386,21909,1828,33887,1204,30046,1269,26006,1808,21772,1718,22271,1062,26194,990,25185,1571,10403,1279,13524,1394,6592,812,8839,928,9494,950,4699,719,3220,602,2204,704,349737,1732,26878,993,25525,1839,22836,1586,15056,1094,8512,893,4742,961,5734,1054,15267,1388,28960,1076,25885,1038,22807,1917,21071,1638,21255,902,23606,687,25470,1366,9699,1177,10474,1256,5761,957,8416,899,9016,1117,4875,832,4509,743,3383,688,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6828065,-555555555,3387385,2294,219078,1564,231399,4630,235333,4663,139977,1124,97343,1740,53472,3796,52454,4252,142563,4984,242389,1556,229041,1995,216744,6043,208861,5838,206212,1563,211067,1127,198791,5205,73256,4150,114333,4522,69270,2693,100367,3688,137331,3811,96547,2801,59887,3087,51670,2770,3440680,2294,210782,1481,224756,5237,224721,5101,135482,935,92012,2057,48762,3535,47202,3431,135775,5022,224738,1653,218593,1549,210024,5672,209645,5750,206457,1636,219236,1313,217033,4658,86143,3640,124387,4695,85919,3286,109666,3532,150305,4097,107815,3473,71652,3576,79575,3353,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2978204,-555555555,1463576,3921,94916,2432,105083,3440,100588,3316,63725,2495,45041,2631,18839,2411,20097,1904,60749,3244,95009,2440,95370,2589,92036,3430,90385,3604,91972,2385,98711,2067,94802,3351,34558,2350,49370,3027,30707,2281,44650,2524,55988,2887,36867,1926,22697,1697,21416,1578,1514628,3921,93788,2299,93971,3715,98877,4103,54996,1944,39233,2845,20117,2584,24042,2442,56323,3328,101710,3089,93302,2201,92722,3348,92356,3580,90392,2038,102507,1460,103344,4096,37317,2718,53842,2877,34607,2477,47741,2613,65721,2797,44074,2333,35444,2165,38202,2543,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39144818,-555555555,19440558,4443,1282484,3032,1292517,12779,1288636,13138,790063,2544,543195,3077,300586,10022,299747,9728,894175,12091,1544924,2722,1449919,3728,1318183,15061,1283506,14410,1300955,2686,1311936,2531,1210082,10301,449894,9303,581202,9313,354891,8603,472925,6803,559778,8152,389726,7122,272240,5984,248994,5788,19704260,4443,1225165,2344,1248196,15177,1231080,15553,758277,2007,515225,3551,279612,8215,274334,8521,836263,10831,1452038,2654,1385831,2975,1294461,13971,1294220,15028,1298115,2325,1332135,2592,1270074,11177,471946,8351,646284,9116,399486,9125,532755,10278,662064,10518,488273,7210,367888,8049,440538,7099,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5456574,-555555555,2741020,3494,169905,2042,183504,5162,181210,4805,106186,2050,75535,2530,37086,4230,44914,3494,120427,4546,217865,2756,210800,2132,193545,5152,185779,4841,176177,2359,179889,1815,174742,4643,67746,3459,92090,3994,54989,2739,71442,2885,82115,2611,51074,2143,32386,1983,31614,2135,2715554,3494,163634,2180,176380,4200,175821,4400,100132,1703,70041,2034,33026,3638,34849,3140,112071,4269,200642,1839,197830,1719,188613,4803,170052,4695,171119,1683,183846,1620,177864,4146,74091,3317,97591,3878,59720,3164,76408,3387,92098,3810,61363,2534,47149,2376,51214,2515,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3590886,-555555555,1752063,1923,95079,868,105834,4349,116006,4402,74259,1002,53814,1187,26723,2704,23980,2738,77341,3179,112008,1003,111287,1476,107626,3702,103436,3605,124131,1016,135709,1044,131729,4037,47203,3106,62109,3216,36548,2330,47540,2384,61784,3122,40859,1983,27323,1909,29735,1791,1838823,1923,91449,751,101909,3974,108660,3906,70129,780,52202,1496,26933,2466,21715,2312,70135,3277,107967,1194,111514,1367,101015,3920,120427,3926,132695,929,144623,1186,137229,3361,50809,2979,67918,2781,38634,2384,55150,2889,74647,3384,52147,2405,41508,2678,59408,2913,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,945934,-555555555,458208,1047,28449,445,25897,2063,31599,2075,18300,752,12595,1024,7172,1475,6344,1362,18887,1718,32273,922,28803,625,29769,1948,24136,1979,29182,455,33392,722,30517,1724,13014,1446,15916,1575,11527,1216,13389,1382,19705,1562,11673,1037,8173,1143,7496,1124,487726,1047,26996,440,26745,2368,29717,2368,16497,547,13324,842,7797,1534,5385,1150,17594,1512,32861,804,30411,777,29231,2173,27591,2351,31867,635,34995,436,35389,2064,13546,1465,18919,1724,12849,1491,17727,1398,20581,1430,15318,1266,10253,1200,12133,1146,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,672228,-555555555,319705,699,22126,448,16204,1357,13429,1357,8317,401,10034,1340,6270,1364,7050,1954,13855,1936,36112,188,35515,389,25775,2093,22250,2094,19418,256,19345,254,18900,1420,6166,1115,8168,1247,3500,716,6188,985,9231,1159,4795,702,3038,618,4019,666,352523,699,21104,447,16358,1348,13061,1354,7239,382,12935,1397,5474,1059,6194,1394,19694,1938,41909,3,38951,348,27301,1732,21093,1708,19534,317,19056,284,18864,1529,7817,1185,10119,1280,6265,928,9103,943,9805,1146,7516,966,5470,811,7661,857,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20271272,-555555555,9891238,6494,560755,3100,579297,10903,583543,10846,364062,3378,250286,4862,143476,7729,126712,6387,391755,8919,675671,4860,627732,5089,605834,13654,614164,13097,642119,3512,703124,3291,654555,9510,245464,7784,351338,8597,224591,5907,340360,7689,450472,8461,334520,7946,223474,6971,197934,5619,10380034,6494,537518,3650,558363,11535,562617,11395,356834,4066,239381,4610,137789,5922,124543,7363,360060,8444,658457,3149,631393,3194,614156,9602,629318,9756,661291,2982,736798,2941,705303,10458,283779,9091,408552,9212,271458,7649,376837,8186,521404,9217,381201,7486,289486,7481,333496,7616,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
