GEO_ID,B17021_001E,B17021_001M,B17021_002E,B17021_002M,B17021_003E,B17021_003M,B17021_004E,B17021_004M,B17021_005E,B17021_005M,B17021_006E,B17021_006M,B17021_007E,B17021_007M,B17021_008E,B17021_008M,B17021_009E,B17021_009M,B17021_010E,B17021_010M,B17021_011E,B17021_011M,B17021_012E,B17021_012M,B17021_013E,B17021_013M,B17021_014E,B17021_014M,B17021_015E,B17021_015M,B17021_016E,B17021_016M,B17021_017E,B17021_017M,B17021_018E,B17021_018M,B17021_019E,B17021_019M,B17021_020E,B17021_020M,B17021_021E,B17021_021M,B17021_022E,B17021_022M,B17021_023E,B17021_023M,B17021_024E,B17021_024M,B17021_025E,B17021_025M,B17021_026E,B17021_026M,B17021_027E,B17021_027M,B17021_028E,B17021_028M,B17021_029E,B17021_029M,B17021_030E,B17021_030M,B17021_031E,B17021_031M,B17021_032E,B17021_032M,B17021_033E,B17021_033M,B17021_034E,B17021_034M,B17021_035E,B17021_035M,NAME,B17021_001MA,B17021_001EA,B17021_002EA,B17021_002MA,B17021_003EA,B17021_003MA,B17021_004EA,B17021_004MA,B17021_005MA,B17021_005EA,B17021_006MA,B17021_006EA,B17021_007EA,B17021_007MA,B17021_008EA,B17021_008MA,B17021_009EA,B17021_009MA,B17021_010MA,B17021_010EA,B17021_011MA,B17021_011EA,B17021_012MA,B17021_012EA,B17021_013EA,B17021_013MA,B17021_014EA,B17021_014MA,B17021_015MA,B17021_015EA,B17021_016MA,B17021_016EA,B17021_017MA,B17021_017EA,B17021_018MA,B17021_018EA,B17021_019MA,B17021_019EA,B17021_020EA,B17021_020MA,B17021_021EA,B17021_021MA,B17021_022EA,B17021_022MA,B17021_023MA,B17021_023EA,B17021_024MA,B17021_024EA,B17021_025EA,B17021_025MA,B17021_026EA,B17021_026MA,B17021_027EA,B17021_027MA,B17021_028MA,B17021_028EA,B17021_029MA,B17021_029EA,B17021_030EA,B17021_030MA,B17021_031EA,B17021_031MA,B17021_032EA,B17021_032MA,B17021_033EA,B17021_033MA,B17021_034MA,B17021_034EA,B17021_035EA,B17021_035MA,state
0400000US01,4736333,2309,876016,23918,644620,22356,208912,13774,201283,13626,7629,1549,435708,17429,64351,7526,48443,6069,15908,2828,371357,16612,355094,16018,16263,2414,231396,9302,163211,6619,135641,5824,27570,3153,68185,5468,3860317,23932,3322023,26515,2529054,28851,2523037,28979,6017,1600,792969,25712,200999,12177,189835,11321,11164,1936,591970,23929,571342,23220,20628,2275,538294,12872,469639,10226,417031,9286,52608,3864,68655,5916,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,720765,857,74532,5835,53375,5074,19000,3118,16826,3057,2174,775,34375,4264,11985,2073,8875,1841,3110,931,22390,3767,20321,3576,2069,674,21157,2313,11009,1552,8096,1319,2913,895,10148,1474,646233,5969,536879,7811,407282,9899,402532,9656,4750,1395,129597,8609,48094,5474,42318,4546,5776,1781,81503,6811,75955,6423,5548,1432,109354,5391,75376,3536,58667,3561,16709,2097,33978,3456,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6671705,3550,1159043,29822,864292,28320,347695,20959,334474,20619,13221,2014,516597,22770,117315,10732,87335,9770,29980,3555,399282,19308,368961,18530,30321,3539,294751,10380,176861,6741,133811,6860,43050,3453,117890,6866,5512662,29567,4637837,35265,3476953,41946,3460912,41488,16041,3050,1160884,32363,394946,20432,366082,19577,28864,3457,765938,24356,720299,23193,45639,3786,874825,17022,687733,11566,545527,10823,142206,5823,187092,9536,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2887337,2988,550508,17473,406628,17041,162996,11705,156529,11294,6467,1463,243632,14868,49115,6446,36483,5330,12632,2455,194517,13870,184326,13379,10191,1556,143880,7629,99776,5426,82573,4730,17203,2024,44104,4252,2336829,17428,2008320,19701,1578359,21656,1574056,21738,4303,1514,429961,19689,117673,11603,110406,10879,7267,1545,312288,17673,295426,17473,16862,2737,328509,9571,283393,7895,242335,7522,41058,3265,45116,3680,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38398057,6625,5891678,66827,4434696,61178,1985615,48382,1852354,46551,133261,7348,2449081,43561,586843,27348,416671,23472,170172,8266,1862238,39327,1701550,38041,160688,7442,1456982,24825,795158,11951,594755,10220,200403,7535,661824,18195,32506379,67593,28127791,68819,21101974,99717,20927096,98518,174878,9005,7025817,81759,2367185,46812,2188948,43583,178237,7684,4658632,66262,4351786,63599,306846,9768,4378588,35458,3265293,23768,2505011,22090,760282,11966,1113295,19991,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5339618,2635,613549,20501,401738,17508,178387,13456,166825,13491,11562,2123,223351,13362,42713,5568,28549,4561,14164,2425,180638,12667,168184,12611,12454,1736,211811,8149,127712,5778,91268,4779,36444,2714,84099,5181,4726069,20499,3913739,24762,3155349,25305,3139043,25072,16306,2706,758390,24050,266802,14324,246283,12948,20519,2760,491588,21548,454209,20273,37379,3573,812330,16092,615162,10636,473489,10383,141673,5717,197168,8527,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3480932,2053,366909,15789,249604,14446,71013,8457,65635,8024,5378,1433,178591,11913,29679,5647,20728,4892,8951,1970,148912,12162,139924,12219,8988,1748,117305,5773,74261,4046,61263,3525,12998,2006,43044,3852,3114023,16430,2625266,20824,2035270,26293,2026796,26089,8474,1711,589996,22282,162584,12056,150507,11325,12077,2031,427412,18686,402571,18611,24841,2829,488757,11018,393254,8757,321138,9059,72116,4938,95503,6091,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920355,878,114360,9567,82917,9176,24235,4861,22993,4904,1242,679,58682,8000,10210,3089,6999,2837,3211,1015,48472,7538,45112,7374,3360,1148,31443,2924,18805,2001,13849,1796,4956,879,12638,1882,805995,9555,683676,11481,515882,13952,514123,13939,1759,685,167794,11540,44929,5822,41264,5379,3665,1295,122865,10413,115594,9940,7271,1403,122319,6471,98405,4629,79975,4048,18430,1985,23914,3136,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,638027,441,110500,8628,64189,7121,9887,4321,8377,4396,1510,588,54302,5885,5704,2391,4900,2178,804,563,48598,6130,46917,6048,1681,588,46311,4033,24669,2178,18100,1917,6569,1299,21642,3154,527527,8607,343453,9824,215903,11262,213379,11151,2524,874,127550,10051,28394,5104,26523,4845,1871,742,99156,9323,94970,9263,4186,1519,184074,6873,131940,4794,100247,4993,31693,2553,52134,4104,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19850054,6121,3116886,47330,2239314,48386,839189,33210,795826,32235,43363,4299,1400125,40041,287631,18577,210943,15602,76688,6857,1112494,36065,1031953,35340,80541,5788,877572,19205,537603,11963,431659,11417,105944,4668,339969,12959,16733168,46952,14058498,60745,10232269,64356,10174229,63537,58040,5170,3826229,56376,1088413,33074,1005903,30828,82510,6167,2737816,53993,2586456,50844,151360,8493,2674670,30971,2118970,22043,1722022,20730,396948,10543,555700,18427,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
