GEO_ID,B27001F_001E,B27001F_001M,B27001F_002E,B27001F_002M,B27001F_003E,B27001F_003M,B27001F_004E,B27001F_004M,B27001F_005E,B27001F_005M,B27001F_006E,B27001F_006M,B27001F_007E,B27001F_007M,B27001F_008E,B27001F_008M,B27001F_009E,B27001F_009M,B27001F_010E,B27001F_010M,B27001F_011E,B27001F_011M,B27001F_012E,B27001F_012M,B27001F_013E,B27001F_013M,B27001F_014E,B27001F_014M,B27001F_015E,B27001F_015M,B27001F_016E,B27001F_016M,B27001F_017E,B27001F_017M,B27001F_018E,B27001F_018M,B27001F_019E,B27001F_019M,B27001F_020E,B27001F_020M,B27001F_021E,B27001F_021M,B27001F_022E,B27001F_022M,B27001F_023E,B27001F_023M,B27001F_024E,B27001F_024M,B27001F_025E,B27001F_025M,B27001F_026E,B27001F_026M,B27001F_027E,B27001F_027M,B27001F_028E,B27001F_028M,NAME,B27001F_001MA,B27001F_001EA,B27001F_002EA,B27001F_002MA,B27001F_003EA,B27001F_003MA,B27001F_004MA,B27001F_004EA,B27001F_005EA,B27001F_005MA,B27001F_006MA,B27001F_006EA,B27001F_007EA,B27001F_007MA,B27001F_008EA,B27001F_008MA,B27001F_009MA,B27001F_009EA,B27001F_010MA,B27001F_010EA,B27001F_011MA,B27001F_011EA,B27001F_012MA,B27001F_012EA,B27001F_013EA,B27001F_013MA,B27001F_014EA,B27001F_014MA,B27001F_015MA,B27001F_015EA,B27001F_016EA,B27001F_016MA,B27001F_017MA,B27001F_017EA,B27001F_018EA,B27001F_018MA,B27001F_019MA,B27001F_019EA,B27001F_020MA,B27001F_020EA,B27001F_021MA,B27001F_021EA,B27001F_022MA,B27001F_022EA,B27001F_023MA,B27001F_023EA,B27001F_024MA,B27001F_024EA,B27001F_025EA,B27001F_025MA,B27001F_026MA,B27001F_026EA,B27001F_027EA,B27001F_027MA,B27001F_028MA,B27001F_028EA,state
0400000US01,53310,6018,6213,1335,5838,1334,375,310,16020,2667,12533,2451,3487,1157,4150,1142,2193,748,1957,902,10434,1697,3274,973,7160,1749,8966,2260,3755,1553,5211,1582,3660,1047,1861,769,1799,852,3052,1719,1533,640,1519,1635,575,535,526,497,49,83,240,260,240,260,0,192,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,11566,3103,1527,763,1527,763,0,149,1907,1012,1710,983,197,229,1315,566,813,383,502,446,3623,1458,3246,1361,377,561,1379,734,822,489,557,554,1059,615,617,394,442,445,401,271,251,200,150,201,270,244,270,244,0,149,85,133,85,133,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,475789,21452,44774,4061,41220,3735,3554,1221,105881,7300,91888,6718,13993,2873,63268,4813,44808,3982,18460,2589,70709,5236,50684,4666,20025,3265,67094,4470,48623,3801,18471,2628,58990,4478,47154,3848,11836,2486,37972,3607,31594,3379,6378,1504,18227,2370,17556,2258,671,659,8874,1243,8640,1245,234,261,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,64714,6271,7975,1674,7809,1635,166,201,16720,2740,14847,2667,1873,823,8245,1753,5583,1472,2662,1080,9835,1750,5201,1368,4634,1314,9816,1933,5399,1390,4417,1176,6469,1411,4324,1182,2145,743,2789,730,1988,675,801,350,2320,903,1956,853,364,400,545,402,545,402,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5238180,64177,510035,12048,495503,11949,14532,2086,1039559,21689,985812,21821,53747,5102,653498,11797,526046,10151,127452,7268,881599,17773,668878,16341,212721,8957,802711,14234,600439,12864,202272,7936,671193,13960,529450,11165,141743,6770,398240,9260,340006,8738,58234,3880,176182,6903,166200,6568,9982,2144,105163,5186,102364,5388,2799,868,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,208187,13054,17891,2515,16969,2477,922,624,44664,4782,40002,4451,4662,1671,22860,2634,18000,2790,4860,1413,33665,3045,21225,2594,12440,2225,35787,3235,22836,2799,12951,2397,23748,2516,17636,2256,6112,1419,16773,2162,13946,1827,2827,883,8429,1555,8341,1539,88,144,4370,953,4370,953,0,193,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,175852,12967,15794,2464,15031,2540,763,735,35267,4453,34033,4378,1234,748,22055,2495,16452,2388,5603,1630,33296,4090,20270,3104,13026,3137,29914,2871,20782,2865,9132,1913,21064,2784,15776,2284,5288,1759,10908,1597,9312,1579,1596,656,5452,1109,5279,1122,173,217,2102,744,2102,744,0,198,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,19002,3819,1728,732,1728,732,0,190,3546,1242,3216,1214,330,342,2837,1051,2101,945,736,571,3395,1230,2794,1159,601,374,3316,993,2859,947,457,463,2241,852,1486,728,755,523,1108,550,721,439,387,381,515,400,515,400,0,190,316,317,133,121,183,299,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34375,4103,3049,992,3049,992,0,200,6229,1157,5456,1436,773,764,3338,951,2544,881,794,632,8782,1471,6134,1549,2648,1143,4961,1237,4205,1274,756,591,3626,961,2534,948,1092,805,3207,1156,2868,1133,339,336,890,723,500,493,390,611,293,343,293,343,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,524760,23006,44149,4999,41112,4881,3037,1207,87164,7113,72437,6457,14727,3601,60965,5474,40431,3859,20534,3327,96133,6610,53778,5340,42355,4659,90601,7328,57233,5754,33368,4359,66620,5190,49486,4525,17134,2937,43227,4065,33634,3463,9593,1735,23776,2986,22525,2867,1251,587,12125,2456,11380,2458,745,636,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
