GEO_ID,C22001_001E,C22001_001M,C22001_002E,C22001_002M,C22001_003E,C22001_003M,NAME,C22001_001EA,C22001_001MA,C22001_002EA,C22001_002MA,C22001_003MA,C22001_003EA,state
0400000US01,1846390,11341,285429,9058,1560961,12200,Alabama,null,null,null,null,null,null,01
0400000US02,250185,2685,26915,2303,223270,3426,Alaska,null,null,null,null,null,null,02
0400000US04,2463008,12455,321127,7531,2141881,12742,Arizona,null,null,null,null,null,null,04
0400000US05,1144663,8300,156749,6143,987914,8082,Arkansas,null,null,null,null,null,null,05
0400000US06,12896357,19487,1257012,16532,11639345,23365,California,null,null,null,null,null,null,06
0400000US08,2074735,7548,173729,6798,1901006,9112,Colorado,null,null,null,null,null,null,08
0400000US09,1343703,6712,169838,5982,1173865,6689,Connecticut,null,null,null,null,null,null,09
0400000US10,352595,3920,45905,2912,306690,4582,Delaware,null,null,null,null,null,null,10
0400000US11,281787,3030,43203,2879,238584,3971,District of Columbia,null,null,null,null,null,null,11
0400000US12,7463184,23147,1112925,15882,6350259,23055,Florida,null,null,null,null,null,null,12
0400000US13,3656407,14418,535864,12119,3120543,18930,Georgia,null,null,null,null,null,null,13
0400000US15,445936,4817,51246,3335,394690,5313,Hawaii,null,null,null,null,null,null,15
0400000US16,597421,4571,68443,3655,528978,5154,Idaho,null,null,null,null,null,null,16
0400000US17,4794523,12954,648931,12246,4145592,14315,Illinois,null,null,null,null,null,null,17
0400000US18,2515143,11611,290205,7478,2224938,13230,Indiana,null,null,null,null,null,null,18
0400000US19,1247249,6782,140748,5025,1106501,8118,Iowa,null,null,null,null,null,null,19
0400000US20,1111582,6565,94062,4589,1017520,8010,Kansas,null,null,null,null,null,null,20
0400000US21,1716168,8844,283701,8100,1432467,9950,Kentucky,null,null,null,null,null,null,21
0400000US22,1737908,9569,259119,8878,1478789,11033,Louisiana,null,null,null,null,null,null,22
0400000US23,545226,5325,86238,4758,458988,5993,Maine,null,null,null,null,null,null,23
0400000US24,2177934,7798,242975,8605,1934959,10740,Maryland,null,null,null,null,null,null,24
0400000US25,2559951,9181,312390,8823,2247561,12952,Massachusetts,null,null,null,null,null,null,25
0400000US26,3858532,11041,580043,9906,3278489,13013,Michigan,null,null,null,null,null,null,26
0400000US27,2147262,7978,186638,6353,1960624,10081,Minnesota,null,null,null,null,null,null,27
0400000US28,1104371,7926,201103,6800,903268,8953,Mississippi,null,null,null,null,null,null,28
0400000US29,2374180,11426,287436,7967,2086744,12578,Missouri,null,null,null,null,null,null,29
0400000US30,414804,3749,37798,2593,377006,4169,Montana,null,null,null,null,null,null,30
0400000US31,744159,3947,64374,3382,679785,4943,Nebraska,null,null,null,null,null,null,31
0400000US32,1042065,7714,136603,5239,905462,8841,Nevada,null,null,null,null,null,null,32
0400000US33,517615,4643,40201,2813,477414,5158,New Hampshire,null,null,null,null,null,null,33
0400000US34,3187963,9239,301208,8866,2886755,10986,New Jersey,null,null,null,null,null,null,34
0400000US35,761797,5816,133347,5437,628450,6987,New Mexico,null,null,null,null,null,null,35
0400000US36,7233694,15840,1108303,14722,6125391,20264,New York,null,null,null,null,null,null,36
0400000US37,3843745,15042,547385,11812,3296360,15385,North Carolina,null,null,null,null,null,null,37
0400000US38,313475,3584,21614,2014,291861,3999,North Dakota,null,null,null,null,null,null,38
0400000US39,4606655,12584,660784,11041,3945871,15885,Ohio,null,null,null,null,null,null,39
0400000US40,1465951,6457,191054,4864,1274897,7378,Oklahoma,null,null,null,null,null,null,40
0400000US41,1553205,7348,288816,6605,1264389,10152,Oregon,null,null,null,null,null,null,41
0400000US42,4956037,11868,658030,10770,4298007,14682,Pennsylvania,null,null,null,null,null,null,42
0400000US44,407484,4045,66173,4075,341311,4801,Rhode Island,null,null,null,null,null,null,44
0400000US45,1857768,9376,267132,8226,1590636,11363,South Carolina,null,null,null,null,null,null,45
0400000US46,339437,2931,36111,2879,303326,3858,South Dakota,null,null,null,null,null,null,46
0400000US47,2530260,10743,405730,8663,2124530,13624,Tennessee,null,null,null,null,null,null,47
0400000US48,9421412,21122,1176485,15803,8244927,25296,Texas,null,null,null,null,null,null,48
0400000US49,930980,5092,70588,3811,860392,6448,Utah,null,null,null,null,null,null,49
0400000US50,254865,3016,30145,2018,224720,3716,Vermont,null,null,null,null,null,null,50
0400000US51,3106895,11857,285778,8809,2821117,14719,Virginia,null,null,null,null,null,null,51
0400000US53,2728573,8477,366175,8899,2362398,11244,Washington,null,null,null,null,null,null,53
0400000US54,734536,5346,123212,4327,611324,6258,West Virginia,null,null,null,null,null,null,54
0400000US55,2319538,7046,282870,6596,2036668,8469,Wisconsin,null,null,null,null,null,null,55
0400000US56,228937,3666,10666,1656,218271,3865,Wyoming,null,null,null,null,null,null,56
0400000US72,1221851,9077,476272,9614,745579,9208,Puerto Rico,null,null,null,null,null,null,72
