GEO_ID,B27001H_001E,B27001H_001M,B27001H_002E,B27001H_002M,B27001H_003E,B27001H_003M,B27001H_004E,B27001H_004M,B27001H_005E,B27001H_005M,B27001H_006E,B27001H_006M,B27001H_007E,B27001H_007M,B27001H_008E,B27001H_008M,B27001H_009E,B27001H_009M,B27001H_010E,B27001H_010M,B27001H_011E,B27001H_011M,B27001H_012E,B27001H_012M,B27001H_013E,B27001H_013M,B27001H_014E,B27001H_014M,B27001H_015E,B27001H_015M,B27001H_016E,B27001H_016M,B27001H_017E,B27001H_017M,B27001H_018E,B27001H_018M,B27001H_019E,B27001H_019M,B27001H_020E,B27001H_020M,B27001H_021E,B27001H_021M,B27001H_022E,B27001H_022M,B27001H_023E,B27001H_023M,B27001H_024E,B27001H_024M,B27001H_025E,B27001H_025M,B27001H_026E,B27001H_026M,B27001H_027E,B27001H_027M,B27001H_028E,B27001H_028M,NAME,B27001H_001MA,B27001H_001EA,B27001H_002EA,B27001H_002MA,B27001H_003MA,B27001H_003EA,B27001H_004EA,B27001H_004MA,B27001H_005MA,B27001H_005EA,B27001H_006MA,B27001H_006EA,B27001H_007MA,B27001H_007EA,B27001H_008MA,B27001H_008EA,B27001H_009EA,B27001H_009MA,B27001H_010MA,B27001H_010EA,B27001H_011MA,B27001H_011EA,B27001H_012MA,B27001H_012EA,B27001H_013EA,B27001H_013MA,B27001H_014MA,B27001H_014EA,B27001H_015EA,B27001H_015MA,B27001H_016MA,B27001H_016EA,B27001H_017MA,B27001H_017EA,B27001H_018EA,B27001H_018MA,B27001H_019MA,B27001H_019EA,B27001H_020EA,B27001H_020MA,B27001H_021MA,B27001H_021EA,B27001H_022MA,B27001H_022EA,B27001H_023EA,B27001H_023MA,B27001H_024EA,B27001H_024MA,B27001H_025EA,B27001H_025MA,B27001H_026EA,B27001H_026MA,B27001H_027EA,B27001H_027MA,B27001H_028MA,B27001H_028EA,state
0400000US13,5397984,5641,339353,3650,321652,4225,17701,2648,777103,4285,740376,5374,36727,3630,469864,3304,388265,5900,81599,5021,656158,3721,522593,7631,133565,7089,687096,2597,582944,6380,104152,6415,793522,2503,695734,5839,97788,5664,756620,1513,683974,4663,72646,4601,562898,1472,561323,1855,1575,853,355370,1753,354717,1843,653,435,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,298590,1905,16144,845,16144,845,0,182,27026,852,26978,855,48,49,20789,1495,19392,1524,1397,1065,47545,1670,45068,1763,2477,828,36757,895,33963,1353,2794,1135,38398,449,36185,798,2213,654,49619,469,46950,1205,2669,1015,40500,296,40309,312,191,184,21812,174,21812,174,0,182,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1350246,1856,99284,1752,96232,1873,3052,1032,225622,1908,213497,3387,12125,2894,117396,1146,100354,2189,17042,2138,167884,1603,141677,3039,26207,2852,164257,1395,139318,3577,24939,3175,168394,643,147883,2780,20511,2749,183639,350,167365,1970,16274,1899,134653,556,134572,567,81,89,89117,542,89067,540,50,54,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7849868,4239,480116,3893,469612,4130,10504,2049,1046288,3994,1023969,5206,22319,3271,662991,1674,620006,3381,42985,3105,1013719,1827,936869,4885,76850,4820,956891,1179,901442,4002,55449,4018,1148622,1182,1091406,4166,57216,3796,1178275,1394,1128089,4197,50186,3987,773279,1236,770309,1515,2970,842,589687,2203,589103,2240,584,345,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5219625,3439,355907,3804,331723,4481,24184,2776,778799,3388,727248,5807,51551,5024,494476,1347,434996,5338,59480,5136,641696,2170,546367,5956,95329,5286,635947,1688,561001,4715,74946,4694,729954,1153,661768,4404,68186,4478,740957,882,687465,3820,53492,3845,494145,1026,492640,1170,1505,633,347744,1340,347263,1333,481,275,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2674213,1761,185137,2271,179925,2546,5212,1152,390149,2340,380202,3478,9947,2027,258071,1430,241535,3015,16536,2310,322558,1311,300065,2668,22493,2435,312860,834,295469,2025,17391,1759,356518,737,342264,1512,14254,1255,387294,516,373008,1783,14286,1717,256071,647,255581,743,490,380,205555,719,205430,709,125,129,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2181008,2061,154694,2339,148754,2637,5940,1670,325731,2235,313484,3115,12247,2049,204689,1719,182602,2995,22087,3003,273176,1694,241139,2809,32037,2549,253714,1150,227854,2795,25860,2608,286747,999,264980,2327,21767,2331,314757,565,295713,1921,19044,1819,206145,686,205807,761,338,243,161355,933,161220,919,135,130,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3708626,2411,258277,3427,249018,3742,9259,1659,542605,3512,519712,5221,22893,3651,337785,1682,309364,3785,28421,3531,455782,2555,412243,4418,43539,3388,466656,1982,432229,3529,34427,3423,523695,1095,490418,3208,33277,3011,522370,881,501347,2763,21023,2480,363752,928,362997,1054,755,410,237704,1156,236761,1312,943,720,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2711321,3080,184843,2720,179048,3178,5795,1581,386702,2813,373703,3418,12999,2445,231958,2103,200833,3679,31125,2964,365707,2384,302147,4940,63560,4770,331462,2303,276772,4623,54690,4158,371208,1495,326561,3703,44647,3411,385756,848,346729,3627,39027,3651,267999,1010,267251,1092,748,412,185686,1136,185368,1118,318,302,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1230598,768,68950,2024,64962,2633,3988,1507,158266,2046,150639,2429,7627,1596,100168,967,87885,2203,12283,1927,137515,1198,114520,2860,22995,2810,141966,559,124056,2515,17910,2474,185687,389,164902,2096,20785,2088,200691,438,186962,1548,13729,1471,141793,305,141559,345,234,172,95562,574,95506,584,56,74,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3066159,3365,180819,2418,175770,2711,5049,1327,402128,2445,393714,2979,8414,2003,251697,1248,238233,2288,13464,1999,388192,1569,362268,2805,25924,2429,347972,1655,333444,2441,14528,2106,467292,1032,450360,2170,16932,2024,471641,866,456602,2119,15039,2071,319968,837,318580,947,1388,625,236450,1268,235652,1362,798,526,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4904121,5536,258959,3418,256702,3372,2257,786,613200,3391,606279,3997,6921,1798,461572,1518,448366,2815,13206,2190,622987,2277,592524,4377,30463,3397,565951,1991,548009,3212,17942,2441,754754,1570,735268,2575,19486,2192,748903,1257,734494,2432,14409,2042,502261,1039,501404,1128,857,490,375534,1441,374679,1585,855,704,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7423620,3529,446341,3334,432800,3914,13541,1895,1037238,3236,1004136,4399,33102,3462,679855,1180,624274,3690,55581,3483,873504,1915,777329,5145,96175,5021,855629,1198,787461,4565,68168,4403,1081393,823,1011107,3631,70286,3537,1136830,1094,1083879,3436,52951,3441,758482,1172,756547,1501,1935,784,554348,1490,553673,1559,675,362,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4399238,2318,290150,3011,284310,3292,5840,1084,615246,3048,602022,3287,13224,2218,376792,705,358745,2553,18047,2392,563363,1308,529728,4222,33635,3612,527108,806,506156,2391,20952,2342,638251,796,615543,2100,22708,2071,659783,565,641960,1791,17823,1697,417367,754,416726,853,641,323,311178,1062,310909,1067,269,211,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1674847,1936,111394,2412,105956,2576,5438,1557,244986,2395,233124,3208,11862,2179,150940,2637,122702,3232,28238,2934,194238,3436,154780,4554,39458,3607,207443,2611,168956,4289,38487,3710,223494,2102,189442,3149,34052,3227,233483,764,209196,2590,24287,2558,181257,809,180361,929,896,495,127612,1057,127568,1050,44,74,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4781387,2807,323682,3609,305686,4202,17996,2638,693521,3503,655265,5530,38256,4223,433338,2071,367121,4565,66217,4574,603549,2530,506609,6206,96940,6101,570325,1540,498475,5296,71850,5209,658517,1139,591723,4425,66794,4442,681842,1070,627227,4034,54615,3792,472154,1019,469994,1230,2160,797,344459,1546,343641,1583,818,474,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,882929,1152,58350,1529,56133,1592,2217,904,119415,1548,111856,2119,7559,1558,81134,886,68160,1900,12974,1907,107489,1015,89889,2283,17600,2296,101444,837,88916,1939,12528,1773,112572,461,97856,1854,14716,1767,138722,346,121858,1959,16864,1924,97839,381,97667,409,172,125,65964,417,65859,449,105,108,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1496438,1724,107999,1849,104082,2002,3917,1063,220912,1804,212436,2380,8476,1515,141768,1286,127938,2130,13830,1739,190671,1359,167032,2515,23639,2146,177719,903,163721,2030,13998,1714,195233,670,181293,1789,13940,1723,213432,369,202238,1212,11194,1210,139760,404,139477,434,283,205,108944,615,108649,677,295,298,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1444291,1849,77577,1835,74595,1912,2982,995,166679,1934,157109,2462,9570,1600,94578,1082,83777,1699,10801,1597,183673,1281,156237,3252,27436,3116,178644,995,161525,2676,17119,2476,211299,743,190913,2302,20386,2190,228309,672,213000,2073,15309,2014,189048,637,187727,1043,1321,818,114484,550,114118,594,366,268,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1196747,1210,66212,1572,64597,1473,1615,835,159612,1602,155620,1885,3992,1024,112623,581,102639,1934,9984,2057,134758,855,117628,2428,17130,2209,137154,336,125690,1566,11464,1567,190431,468,177385,1601,13046,1506,191868,427,179714,1920,12154,1870,123610,432,123229,539,381,365,80479,638,80479,638,0,184,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4968563,3687,276279,3192,269138,3508,7141,1517,672586,3278,656607,4495,15979,3002,388373,996,363406,2944,24967,3050,546599,1242,494347,3455,52252,3274,562383,941,522867,3689,39516,3615,782716,989,740685,3798,42031,3457,784114,1336,748199,3477,35915,3107,528725,1217,526772,1371,1953,849,426788,1572,425956,1594,832,456,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,784841,1771,40779,1255,39805,1441,974,629,82257,1418,80229,1772,2028,864,54520,1554,47859,1994,6661,1395,87721,2188,76351,2645,11370,2252,82777,1671,73071,2348,9706,1777,104008,1484,94295,2294,9713,1617,140335,857,129128,1946,11207,1847,114450,945,114017,951,433,360,77994,1010,77921,1024,73,102,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10929653,7105,639194,5101,624420,5605,14774,1971,1390081,6142,1360025,6856,30056,3592,962434,2253,905809,4402,56625,4171,1444091,2393,1315945,6579,128146,6277,1270983,1594,1191903,5772,79080,5343,1589668,1911,1506769,4321,82899,4211,1623111,1637,1562443,4093,60668,3872,1117818,1568,1114785,1812,3033,699,892273,2597,890758,2669,1515,512,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6281662,5203,365084,4294,356716,4844,8368,1684,844881,4754,813856,5172,31025,3636,545938,3976,477623,6077,68315,4800,750964,4026,627332,7530,123632,7242,777858,2890,680568,6831,97290,5808,917860,2270,819712,4971,98148,5089,912520,1148,836954,4715,75566,4844,699103,1213,697583,1298,1520,638,467454,1912,466445,1953,1009,528,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,636874,1092,48075,1362,45474,1575,2601,947,88230,1365,82227,2406,6003,1856,74554,783,68919,1287,5635,1278,91530,588,83440,1466,8090,1513,72408,648,66533,1480,5875,1377,77385,571,72450,1223,4935,1021,87438,276,83705,838,3733,803,53099,238,52819,303,280,210,44155,348,44042,379,113,118,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9139650,4509,583252,4643,555207,5650,28045,3207,1320482,4642,1263224,6200,57258,5341,803328,1347,738489,3897,64839,3714,1126524,1978,1006962,6503,119562,6481,1090478,1711,1003955,6074,86523,5847,1297465,1569,1206536,4855,90929,4618,1352080,1569,1274497,4719,77583,4446,905623,1314,901763,1566,3860,1055,660418,2124,658514,2180,1904,640,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2552124,2835,170496,2352,164870,2651,5626,1177,346565,2457,327910,3055,18655,2359,220075,1634,183991,2656,36084,2349,330762,1672,268759,3946,62003,3752,304934,1133,260666,2895,44268,2827,341438,870,295785,2652,45653,2557,370136,831,331626,2131,38510,2137,268241,857,267623,907,618,269,199477,1030,199235,1028,242,155,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3056902,1700,173897,2482,168144,2812,5753,1579,379381,2479,367340,3472,12041,2160,245799,803,220403,3391,25396,3232,399244,1322,361359,3963,37885,3698,385330,1198,354948,3476,30382,3042,407341,1059,381556,3309,25785,3264,471016,796,444064,2993,26952,3039,355766,620,354602,865,1164,612,239128,842,238959,848,169,164,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9766968,4222,560170,4139,533630,4348,26540,2449,1267094,3772,1213597,5645,53497,4244,841828,1123,777139,4416,64689,4368,1188281,1895,1068543,5631,119738,5383,1110792,1502,1027016,5124,83776,5068,1420749,1577,1331273,5288,89476,4959,1515964,1253,1449072,4352,66892,4151,1035360,1514,1030658,1710,4702,974,826730,2511,824604,2635,2126,605,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,763839,1600,37568,1113,36971,1168,597,401,88493,1233,87129,1495,1364,885,74965,508,71170,1211,3795,1067,92766,625,83883,2223,8883,2226,86264,452,82246,1152,4018,1040,117153,529,111508,1647,5645,1558,121626,495,117903,1057,3723,896,81887,462,81609,493,278,221,63117,775,63078,771,39,64,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3075338,3580,185512,2924,178156,3270,7356,1825,409750,2807,393077,3891,16673,2794,263601,2423,229797,3501,33804,3246,372073,2557,302981,5545,69092,4973,369949,2033,319953,4604,49996,3936,428073,1247,372737,4155,55336,4060,447744,501,409006,3338,38738,3346,369891,624,368735,874,1156,479,228745,974,228534,999,211,195,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,698411,1754,51960,1083,49410,1216,2550,854,101479,1459,97832,1928,3647,937,65508,791,58775,1308,6733,1003,85890,1048,74737,2030,11153,1782,78890,733,71519,1745,7371,1527,90044,461,82352,1416,7692,1434,104186,285,97683,1028,6503,990,67472,308,67352,339,120,149,52982,497,52926,490,56,82,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
