GEO_ID,B21003_001E,B21003_001M,B21003_002E,B21003_002M,B21003_003E,B21003_003M,B21003_004E,B21003_004M,B21003_005E,B21003_005M,B21003_006E,B21003_006M,B21003_007E,B21003_007M,B21003_008E,B21003_008M,B21003_009E,B21003_009M,B21003_010E,B21003_010M,B21003_011E,B21003_011M,NAME,B21003_001EA,B21003_001MA,B21003_002MA,B21003_002EA,B21003_003MA,B21003_003EA,B21003_004EA,B21003_004MA,B21003_005MA,B21003_005EA,B21003_006EA,B21003_006MA,B21003_007MA,B21003_007EA,B21003_008MA,B21003_008EA,B21003_009MA,B21003_009EA,B21003_010MA,B21003_010EA,B21003_011EA,B21003_011MA,state
0400000US21,2981613,4393,278147,6997,27262,2133,97982,4446,95129,4074,57774,3325,2703466,8067,416634,11987,903172,12471,747810,11637,635850,11860,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3085578,5728,256830,7131,19989,2132,87179,4314,93052,4452,56610,4273,2828748,8536,456774,10145,967662,13326,745804,11724,658508,12448,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,959618,2343,106420,3376,7244,1347,37196,2240,32694,2339,29286,1992,853198,4336,72355,4108,277109,6780,244212,7010,259522,6244,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4081052,3770,365257,8985,21079,2267,91964,4410,118473,5476,133741,5186,3715795,9847,404587,9283,936200,15881,928453,15583,1446555,17235,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4702843,2542,324690,7513,24157,2249,107535,4575,93609,4626,99389,3779,4378153,8201,435192,10219,1076213,16465,1016087,16270,1850661,18050,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6725119,3940,574035,8932,41427,2332,186805,5628,226313,7032,119490,4170,6151084,9301,621473,13996,1792605,17023,1987618,15662,1749388,16553,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3699552,3167,319541,5728,18253,1385,101664,3724,116124,3742,83500,3557,3380011,6384,249053,6104,839364,11914,1091740,10367,1199854,13880,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1946670,5264,162458,5673,13403,1623,49594,3469,64232,3621,35229,2682,1784212,7345,309406,9222,555796,11950,549910,11107,369100,10039,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4087913,5193,410943,7094,36203,2582,135284,4572,145792,4825,93664,3945,3676970,8769,417421,11011,1134088,12529,1081899,16006,1043562,14286,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,704403,2062,84021,3326,4149,788,25494,2249,29325,2167,25053,2338,620382,3705,41424,2860,196739,6835,191700,5777,190519,6047,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1228698,3091,121454,4173,7018,928,35004,2003,45349,2767,34083,2522,1107244,4798,103608,4812,296701,6686,370694,7347,336241,7242,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1961952,2230,207369,6119,9023,1269,50729,3004,91329,4217,56288,3744,1754583,6373,274338,8984,498102,10423,577138,11539,405005,8677,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,935818,2105,100896,4135,4704,828,28823,2298,35638,2916,31731,2422,834922,4622,59937,3686,238128,6694,234520,6139,302337,7674,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6160477,2745,336999,6748,28190,2666,113794,5237,99935,4611,95080,3804,5823478,7765,646478,14468,1642564,18791,1313153,16801,2221283,21028,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1371399,3094,148575,4875,9102,1632,34935,2424,58047,4007,46491,3162,1222824,5542,202506,7400,334420,9133,370865,8421,315033,7058,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13628420,5263,740338,12216,54474,3172,247585,6676,244278,7078,194001,6607,12888082,11981,1861393,23568,3365182,25459,3082136,26505,4579371,26998,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6718926,8257,644821,10589,41248,2573,170224,6085,261813,9319,171536,5822,6074105,12139,868122,13822,1609142,21522,1792050,18296,1804791,18143,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,488861,2639,45750,2761,3871,929,13010,1341,17659,1830,11210,1322,443111,3382,33097,2509,122199,4732,156576,4321,131239,5163,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7891169,5286,752791,11684,62164,3377,277309,7450,259189,7215,154129,5885,7138378,12981,751110,12729,2387273,21731,2042304,18767,1957691,19742,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2547746,3179,276997,5972,20664,1693,78602,3566,107673,4178,70058,3481,2270749,7337,303994,7228,728745,10184,682924,10177,555086,9100,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2802741,3088,293890,6225,15582,1743,73176,4634,124774,4799,80358,3744,2508851,6679,264003,8922,581664,12956,842334,13892,820850,12419,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8892835,4313,795369,8939,64360,3675,326013,7277,225960,6441,179036,5282,8097466,10261,852790,15539,2848431,22451,1935342,20143,2460903,20107,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,727954,1327,59972,2837,5580,1044,18053,1969,19558,2395,16781,1759,667982,2813,84464,5116,186035,7147,176885,6430,220598,6978,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3307895,4813,365869,8027,23740,2203,99427,3924,140057,5595,102645,4751,2942026,8997,430115,12486,876774,14097,852187,16564,782950,14462,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,561292,2258,56733,3017,4142,825,18581,1609,19653,1693,14357,1655,504559,3372,45900,3231,157335,4963,161549,4678,139775,5561,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4458916,5850,432980,8825,38065,3056,135471,5887,154481,6244,104963,4190,4025936,10473,585740,12033,1344527,16323,1056414,13393,1039255,14887,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17414620,10689,1439608,18252,87008,4441,343237,10216,573183,11193,436180,10112,15975012,20098,2984134,33344,4075323,35186,4420741,37027,4494814,30438,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1739630,2610,118342,4734,5563,808,24788,2005,46648,3127,41343,2979,1621288,5482,142203,7220,397006,8791,569401,11203,512678,8949,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,438401,932,39919,2466,3102,637,13904,1628,10587,1148,12326,1451,398482,2819,33367,2686,113137,3863,102292,4272,149686,4656,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5610449,7737,675586,11793,41920,2867,143915,5991,228211,7508,261540,6615,4934863,12467,587701,12466,1246698,18934,1294017,15720,1806447,18902,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4858439,4409,528419,9324,22657,2225,123900,5543,223727,7199,158135,6011,4330020,10297,425290,10943,999440,14476,1402121,15143,1503169,17150,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1299577,2472,133017,4733,13483,1738,51590,3076,44747,3209,23197,2107,1166560,4956,168632,6626,477674,9946,289235,7552,231019,7751,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3916439,3477,350522,5196,24886,2001,126963,3246,124002,4532,74671,3534,3565917,6435,310635,7303,1096268,12373,1121932,13757,1037082,12409,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,387047,2463,44637,2964,2158,673,12865,1654,17699,1904,11915,1655,342410,3438,28267,3542,98922,5093,125951,5451,89270,4774,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2381472,3368,83005,5131,9672,1663,25957,2273,21044,2487,26332,2606,2298467,6060,592106,13243,621338,11630,521410,10607,563613,11987,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
