GEO_ID,B19001I_001E,B19001I_001M,B19001I_002E,B19001I_002M,B19001I_003E,B19001I_003M,B19001I_004E,B19001I_004M,B19001I_005E,B19001I_005M,B19001I_006E,B19001I_006M,B19001I_007E,B19001I_007M,B19001I_008E,B19001I_008M,B19001I_009E,B19001I_009M,B19001I_010E,B19001I_010M,B19001I_011E,B19001I_011M,B19001I_012E,B19001I_012M,B19001I_013E,B19001I_013M,B19001I_014E,B19001I_014M,B19001I_015E,B19001I_015M,B19001I_016E,B19001I_016M,B19001I_017E,B19001I_017M,NAME,B19001I_001MA,B19001I_001EA,B19001I_002MA,B19001I_002EA,B19001I_003MA,B19001I_003EA,B19001I_004EA,B19001I_004MA,B19001I_005EA,B19001I_005MA,B19001I_006MA,B19001I_006EA,B19001I_007MA,B19001I_007EA,B19001I_008MA,B19001I_008EA,B19001I_009MA,B19001I_009EA,B19001I_010MA,B19001I_010EA,B19001I_011EA,B19001I_011MA,B19001I_012EA,B19001I_012MA,B19001I_013EA,B19001I_013MA,B19001I_014MA,B19001I_014EA,B19001I_015MA,B19001I_015EA,B19001I_016EA,B19001I_016MA,B19001I_017EA,B19001I_017MA,state
0400000US15,35274,2206,2230,610,1085,406,1350,637,1729,805,1343,564,1875,822,1565,654,1646,606,1732,667,2906,1020,5058,1247,4313,940,3148,781,1870,663,1917,695,1507,549,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,47653,2620,3405,1111,3329,1116,3391,1005,2774,1060,3462,1018,2670,959,4102,1150,3038,916,2950,914,4971,1419,5348,1230,4138,1111,1890,772,1115,617,669,429,401,277,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,555159,7591,31394,2962,23550,2329,30570,3178,37905,3002,31718,2742,34573,3604,32152,2927,30371,2961,30469,3366,48175,3114,61032,3769,68831,4938,40698,3266,21930,2440,17834,2082,13957,1994,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,112568,4280,8025,1599,6080,1259,8315,1569,8370,1509,9783,1782,6500,1284,7786,1697,5264,1031,4736,1072,9478,1670,13563,1908,10079,1793,6591,1301,3325,1064,2226,774,2447,920,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,42408,1988,2955,682,2482,850,2781,888,2856,902,3028,984,4992,1261,2798,956,2726,1044,1733,690,3356,957,4886,979,4074,1120,2046,678,505,311,510,255,680,376,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,88085,2768,6435,1304,4865,1175,4593,1029,8143,1636,6449,1370,7284,1326,5194,1145,5964,1114,4995,1091,9745,1622,7939,1312,7641,1566,3973,823,2765,826,1182,582,918,408,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,37777,2232,2639,795,2098,662,2644,789,3185,879,2412,852,3856,1308,2432,812,2423,1001,1595,659,3304,1041,4266,1034,2275,778,1778,671,941,532,1000,423,929,504,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,70733,3227,7437,1781,2803,771,3912,1168,5588,1331,4124,1073,4019,1097,5645,1409,4308,1004,3169,929,4351,1423,7833,1539,6907,1515,4661,1610,1629,630,3112,1062,1235,647,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5726,937,486,312,312,245,242,238,227,229,222,189,371,281,205,177,274,267,451,479,618,521,486,308,1081,562,305,271,134,202,240,209,72,85,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,140924,3295,5432,1399,2789,907,4460,1155,4583,1074,6720,1578,5622,1348,7366,1748,6770,1422,8461,1466,12453,1911,16880,2229,19560,2295,13364,1933,8472,1744,10669,1654,7323,1315,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,218400,4693,30121,2620,21569,2342,15546,1996,11416,2139,10572,1949,13541,1907,9415,1363,10511,1556,8232,1420,15790,2054,16262,2213,20519,2254,14614,2022,5248,965,8640,1599,6404,1173,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,132017,3372,12481,1970,8314,1553,8692,1577,8002,1421,8340,1340,10037,1692,6600,1264,7185,1234,6846,1290,10831,1540,11699,1631,15296,1883,8103,1236,3591,869,3132,889,2868,703,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,70788,2726,5068,1179,3749,952,3527,1010,4431,1187,5203,1381,4555,1137,5847,1293,4034,928,4167,1057,6066,1236,8456,1383,7428,1248,3568,903,1694,580,1982,827,1013,417,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,19829,1664,1763,558,607,464,1448,633,1604,858,2030,1093,870,398,1399,607,1615,798,1159,626,1590,780,2365,755,1841,695,401,263,611,409,124,132,402,253,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,66657,2894,5072,1191,3713,1018,3993,1149,4202,950,6061,1432,4549,1181,3555,983,4474,1245,3412,862,5604,1224,7268,1335,6321,1296,3767,854,1374,677,1595,551,1697,717,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,9579,1119,659,338,351,358,958,481,1127,553,719,513,329,227,873,467,570,422,251,191,656,324,1103,527,1004,609,424,286,180,197,291,206,84,92,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,50580,1874,3883,945,2423,764,2746,797,4657,993,3524,909,4552,1167,4177,1058,1844,578,3478,937,4864,1206,5655,1175,5150,1058,1702,502,460,265,775,371,690,448,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,210840,4033,12593,1648,9870,1450,12515,1856,14313,2042,11825,1680,16614,2337,12286,1866,13611,2171,11731,2189,20277,1879,25491,2416,26328,2493,11951,1601,4951,1241,4437,1041,2047,619,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10535,1100,1038,600,388,260,597,399,785,481,257,293,196,207,368,234,433,299,230,292,1259,565,1133,587,1857,690,750,396,409,327,300,247,535,298,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,510198,5888,45332,4129,26261,2400,28968,2867,31173,2756,28449,2531,28333,3012,25970,3000,27987,3064,22978,2539,33900,2804,49243,3302,57262,4346,37878,3612,21380,2302,23696,2794,21388,2310,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,317140,4991,36833,3435,23166,2474,24054,2760,23211,2774,19070,2205,20870,2597,15515,2228,17237,2052,14443,2089,26048,2507,29526,2688,28382,2436,16704,2047,10302,1515,6495,1214,5284,1296,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1088751,9419,142399,7320,79501,4814,73810,5267,63650,3905,59348,4208,56520,4606,49862,4055,47111,3450,40109,3766,78074,4725,97205,5676,107206,5029,71734,4245,43119,3445,45787,3449,33316,2881,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,236858,5777,17765,2519,14527,2460,20346,2423,24163,2842,20479,2107,21410,3190,16777,2340,14075,2269,10733,2055,18371,2462,19921,2822,18721,2624,8629,1341,4888,1320,3225,848,2828,793,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7344,1203,227,182,236,205,225,193,69,162,317,308,945,519,645,464,567,519,610,430,694,498,491,348,913,555,303,300,411,356,355,464,336,331,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,121511,3510,11327,1892,6789,1212,11091,2052,9193,1943,8797,1648,8880,1535,5862,1293,5984,1106,4977,1117,9974,1753,12012,1977,10210,1898,7577,1375,3954,891,2541,617,2343,703,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,95728,2749,7542,1093,4938,896,6593,1095,7448,1177,7188,1212,7504,1132,6229,1248,6195,999,5218,895,9174,1331,9455,1200,9012,1175,4253,863,1834,598,1901,745,1244,346,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,127679,3832,7690,1844,7899,1909,6935,1480,9699,1676,9784,1815,7647,1671,6153,1551,8648,1679,6371,1682,12135,2314,15593,2592,14024,2130,7683,1385,3134,1001,2562,808,1722,633,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,241050,4621,34335,3547,18902,2177,17553,2405,17684,2343,15890,1889,13960,2035,12488,2069,12130,1806,8201,1351,19491,2044,21660,1962,19259,2162,12217,2028,5085,1262,7533,1672,4662,1193,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,44196,2154,7277,1365,3654,1001,2760,873,3362,867,2338,793,2391,840,2839,1049,2370,764,1360,694,2517,871,3803,1132,5735,1216,1270,546,699,426,1075,531,746,427,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,69710,2930,5299,1291,3222,950,5936,1335,7528,1674,5464,1511,4804,1247,3495,956,5138,1220,4477,1080,6055,1279,6995,1359,4246,1185,2666,869,1542,635,1412,686,1431,926,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9140,1235,925,531,416,346,764,733,720,614,930,499,227,312,283,190,592,511,1154,617,594,275,642,407,899,522,411,301,504,388,0,151,79,141,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,83351,3255,5468,1374,4135,1040,6212,1454,8777,1439,6508,1553,6295,1763,6201,1320,5356,1532,4102,1052,9752,2047,7132,1459,6280,1098,3028,932,1499,577,1455,584,1151,485,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2908002,16510,227488,6750,171053,7587,189236,8621,210197,8062,185954,7402,185844,8530,159411,7246,164376,8065,144906,7163,249263,7659,297493,10677,309055,10087,179998,7493,95133,5510,81758,5276,56837,4163,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,98540,3301,5982,1283,4701,1254,5159,1249,6576,1487,6835,1565,6703,1425,5609,1289,5129,1423,6471,1283,9807,1695,11454,1619,11114,1470,5955,1462,2147,761,3936,1551,962,583,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3545,624,119,168,251,224,191,221,64,106,222,196,190,259,272,226,244,192,149,181,331,219,518,320,424,268,137,120,49,86,95,96,289,266,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,192086,4616,8416,1703,3817,1107,5755,1476,7193,1454,9793,2166,10302,1896,8751,1877,11701,2049,8720,2105,16833,2350,20776,2048,26193,2733,19217,2462,10671,1546,12524,1578,11424,1629,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,223666,5007,12543,1862,8406,1697,11499,2053,15516,2446,13566,2063,16044,2123,13424,2292,14430,2035,12117,1761,21425,2439,27711,2953,25722,2502,12752,1679,7157,1551,6156,1118,5198,1243,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,6415,1034,861,601,279,301,240,233,177,140,209,226,165,190,445,460,1298,644,190,149,264,283,745,415,874,631,384,342,58,118,57,85,169,173,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,100514,3251,8061,1528,5560,1146,5940,1242,7788,1436,7553,1509,6216,1350,7180,1442,6134,1242,5111,1233,10627,1639,10929,1579,10242,1350,4358,981,2083,600,1387,420,1345,448,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,18170,1964,858,701,992,699,974,548,1338,658,1386,629,874,577,1617,596,824,523,943,637,1059,593,2371,891,1773,708,1226,611,1137,1069,611,449,187,155,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1209439,9208,364746,8544,147882,6081,122948,5162,99609,4843,69266,4124,66020,3758,54646,3727,46282,3593,36111,2829,54715,3439,55708,3166,43672,3259,19697,2570,8951,1683,10103,1533,9083,1303,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
