GEO_ID,B12504_001E,B12504_001M,B12504_002E,B12504_002M,B12504_003E,B12504_003M,B12504_004E,B12504_004M,B12504_005E,B12504_005M,B12504_006E,B12504_006M,B12504_007E,B12504_007M,B12504_008E,B12504_008M,B12504_009E,B12504_009M,NAME,B12504_001EA,B12504_001MA,B12504_002EA,B12504_002MA,B12504_003MA,B12504_003EA,B12504_004MA,B12504_004EA,B12504_005EA,B12504_005MA,B12504_006EA,B12504_006MA,B12504_007EA,B12504_007MA,B12504_008MA,B12504_008EA,B12504_009MA,B12504_009EA,state
0400000US01,19.9,0.3,20.1,0.3,20.6,0.3,12.8,3.1,14.8,1.0,19.6,0.4,20.4,0.3,9.9,1.7,14.2,0.6,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16.2,0.8,16.4,0.9,16.8,0.9,15.4,4.3,11.8,3.1,15.9,0.8,16.6,0.8,6.7,3.2,16.6,4.1,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,19.7,0.3,19.7,0.3,20.4,0.3,11.6,1.7,14.3,1.0,19.8,0.3,20.4,0.4,12.7,2.2,15.3,1.1,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,18.8,0.4,18.8,0.4,19.6,0.5,10.6,1.2,13.9,1.8,18.7,0.4,19.6,0.6,10.5,2.8,12.9,1.8,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18.7,0.2,18.5,0.2,19.1,0.2,12.5,0.6,17.6,0.5,18.8,0.1,19.2,0.2,13.1,0.5,19.1,0.5,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,17.5,0.3,17.4,0.3,17.8,0.3,10.6,2.1,15.8,1.9,17.6,0.3,17.9,0.3,13.3,2.0,14.4,2.4,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,21.0,0.4,20.9,0.4,21.7,0.5,11.3,2.4,14.2,2.6,21.1,0.4,21.5,0.4,16.0,2.7,16.1,2.1,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,21.1,0.7,21.2,0.8,21.9,0.9,15.1,5.1,15.7,5.8,21.0,0.9,21.8,0.9,11.2,2.0,17.6,1.3,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11.0,0.9,10.8,0.7,10.5,0.5,7.7,3.8,29.4,4.1,11.4,1.3,10.9,0.8,9.0,6.4,22.8,1.9,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20.5,0.2,20.5,0.2,21.4,0.2,13.3,0.9,15.4,0.7,20.4,0.2,21.4,0.2,12.7,0.8,15.3,0.6,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,18.1,0.2,18.0,0.2,18.6,0.3,11.3,0.9,14.0,1.0,18.2,0.3,18.8,0.3,10.4,1.5,15.2,0.9,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,18.4,0.5,18.1,0.6,18.5,0.6,13.6,2.5,18.1,5.4,18.7,0.6,19.4,0.6,13.9,1.1,17.7,3.5,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,19.2,0.5,19.2,0.6,19.8,0.6,15.3,2.6,11.8,3.2,19.1,0.6,19.9,0.6,11.4,3.8,12.4,1.7,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,20.5,0.2,20.5,0.2,20.9,0.2,12.5,1.2,18.1,1.5,20.5,0.2,20.9,0.2,14.7,1.3,16.8,1.1,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,20.1,0.3,20.2,0.4,20.8,0.4,11.5,1.0,13.1,1.9,20.0,0.4,20.6,0.4,14.4,2.2,13.3,1.1,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,21.7,0.3,21.8,0.4,22.1,0.4,15.4,4.6,13.6,2.0,21.6,0.4,22.2,0.4,13.4,3.6,13.9,1.4,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,19.9,0.2,20.0,0.3,20.4,0.3,15.0,2.2,11.0,2.7,19.8,0.3,20.3,0.4,11.4,2.2,13.8,1.3,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19.9,0.3,20.1,0.3,20.7,0.4,12.6,1.6,13.5,1.3,19.7,0.3,20.5,0.3,12.5,2.0,13.5,1.3,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19.2,0.4,19.1,0.5,20.1,0.4,10.5,0.9,15.7,0.9,19.2,0.4,20.2,0.4,11.2,1.1,13.5,1.0,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,22.4,0.6,22.6,0.6,22.8,0.5,24.5,5.0,18.0,5.3,22.1,0.6,22.4,0.6,18.5,5.2,17.3,2.3,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,18.9,0.3,18.8,0.3,19.4,0.3,10.7,1.9,15.7,1.2,19.0,0.3,19.7,0.3,11.3,1.5,16.1,0.7,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,20.7,0.3,20.6,0.3,21.1,0.3,13.1,1.9,17.8,1.4,20.7,0.3,21.0,0.3,16.3,2.6,19.2,1.6,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,21.7,0.2,21.7,0.2,22.2,0.3,14.4,1.1,16.2,1.0,21.7,0.2,22.2,0.3,16.1,1.2,15.7,0.6,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,21.0,0.3,20.9,0.3,21.3,0.3,14.1,2.1,15.4,1.6,21.0,0.3,21.3,0.3,14.9,2.9,15.3,0.8,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,19.9,0.5,19.7,0.5,20.6,0.5,11.8,2.0,15.1,1.4,20.1,0.5,20.7,0.5,13.6,3.1,16.4,1.3,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,19.9,0.3,20.1,0.3,20.6,0.3,13.7,1.8,14.0,1.3,19.7,0.3,20.4,0.3,12.2,2.3,14.1,0.9,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21.7,0.8,21.5,0.8,22.0,0.9,14.6,5.7,19.1,3.2,21.9,0.8,22.1,0.9,18.7,11.3,17.6,7.0,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20.4,0.4,20.4,0.4,20.8,0.4,14.8,1.6,13.7,1.8,20.4,0.4,20.7,0.4,15.3,3.5,15.2,1.0,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,17.0,0.4,17.1,0.5,17.9,0.5,9.4,1.6,16.2,1.4,17.0,0.4,17.8,0.4,10.7,1.5,14.0,1.6,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21.4,0.6,21.6,0.7,21.9,0.7,17.6,3.4,14.9,4.9,21.2,0.7,21.4,0.7,17.4,4.3,19.3,3.1,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,20.4,0.3,20.1,0.3,20.6,0.2,12.5,1.0,17.5,1.3,20.6,0.2,21.0,0.2,13.9,1.5,18.3,1.3,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,19.8,0.5,19.7,0.6,20.4,0.6,12.5,3.7,16.3,2.2,20.0,0.6,20.4,0.6,10.7,3.0,17.4,1.9,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,20.1,0.2,20.0,0.2,20.7,0.2,11.4,0.7,19.1,1.0,20.2,0.2,20.9,0.3,12.3,1.0,19.4,0.6,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,19.3,0.2,19.3,0.2,20.0,0.2,13.3,1.3,16.0,0.7,19.3,0.3,20.1,0.2,12.7,1.0,15.3,0.6,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,20.3,1.0,20.2,1.0,20.6,1.1,16.6,8.3,7.8,8.7,20.6,1.1,20.8,1.2,20.6,7.9,15.0,7.1,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,21.1,0.2,21.1,0.2,21.6,0.3,12.7,1.3,15.3,0.8,21.2,0.3,21.7,0.2,15.7,1.8,14.8,0.7,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,18.3,0.3,18.3,0.4,19.1,0.4,11.6,2.0,14.1,1.4,18.3,0.4,19.1,0.4,10.1,1.6,13.8,1.3,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,19.2,0.4,19.3,0.5,19.9,0.5,12.1,2.0,14.2,2.2,19.1,0.4,19.6,0.4,13.5,1.6,15.1,1.2,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
