GEO_ID,B16005D_001E,B16005D_001M,B16005D_002E,B16005D_002M,B16005D_003E,B16005D_003M,B16005D_004E,B16005D_004M,B16005D_005E,B16005D_005M,B16005D_006E,B16005D_006M,B16005D_007E,B16005D_007M,B16005D_008E,B16005D_008M,B16005D_009E,B16005D_009M,B16005D_010E,B16005D_010M,B16005D_011E,B16005D_011M,NAME,B16005D_001MA,B16005D_001EA,B16005D_002EA,B16005D_002MA,B16005D_003EA,B16005D_003MA,B16005D_004EA,B16005D_004MA,B16005D_005EA,B16005D_005MA,B16005D_006MA,B16005D_006EA,B16005D_007MA,B16005D_007EA,B16005D_008EA,B16005D_008MA,B16005D_009EA,B16005D_009MA,B16005D_010EA,B16005D_010MA,B16005D_011EA,B16005D_011MA,state
0400000US22,77036,1877,26253,2413,9616,1965,16637,2172,13883,2177,2754,793,50783,2651,3976,971,46807,2769,18947,2498,27860,2774,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12285,1135,3006,809,1465,614,1541,749,1332,709,209,209,9279,1060,2493,965,6786,1091,2840,977,3946,893,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,365271,3820,100285,4560,49412,3997,50873,3746,45563,3611,5310,1296,264986,5099,34507,3747,230479,6068,129311,5297,101168,5830,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,405961,4180,111451,4868,52047,4495,59404,4402,52422,4589,6982,1490,294510,5122,37780,3034,256730,5330,118168,5281,138562,5681,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,277273,4018,71858,3530,30377,2646,41481,3342,34999,3308,6482,1444,205415,4654,32474,2618,172941,4936,90544,4248,82397,4889,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,239795,4704,79147,5154,28036,3126,51111,4320,39986,3827,11125,2199,160648,5374,26355,2710,134293,5508,58489,4073,75804,4990,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29230,2192,9698,1955,3875,1191,5823,1426,5195,1410,628,313,19532,2072,2802,1006,16730,1848,7724,1638,9006,1581,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,107322,3268,27067,2434,14905,2135,12162,1514,9840,1411,2322,714,80255,3324,14550,2049,65705,3171,36555,2447,29150,2817,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8866,1241,4327,1202,3614,1361,713,468,713,468,0,165,4539,931,1717,706,2822,907,1250,634,1572,768,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,37479,1832,7864,1341,4057,880,3807,1197,2993,1013,814,445,29615,1688,3212,759,26403,1936,10441,1745,15962,2264,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,223573,3916,74359,4198,53336,3985,21023,3053,15731,2467,5292,1363,149214,4486,18326,2175,130888,4569,70517,3850,60371,4593,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,32101,1731,8566,1300,4527,1143,4039,1198,3460,1081,579,451,23535,1588,3881,1241,19654,1764,11787,1438,7867,1295,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,800039,5039,204829,7103,99837,5591,104992,5804,94882,5768,10110,1603,595210,8272,65685,5676,529525,9238,308417,8844,221108,6456,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27779,2609,9520,2252,5906,1835,3614,1452,3169,1368,445,307,18259,2096,4255,1172,14004,2168,7399,1457,6605,1976,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1577897,8764,404846,9622,162857,6791,241989,7958,193220,6540,48769,4460,1173051,11023,154902,9709,1018149,12848,385300,12416,632849,12290,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,251254,4976,69816,4334,33035,3487,36781,3399,30975,3444,5806,1608,181438,4403,23262,2924,158176,4841,83601,4573,74575,4650,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,9547,817,1403,633,968,483,435,435,367,347,68,110,8144,933,1301,647,6843,1084,3007,957,3836,1007,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,219660,4329,53081,3862,28813,3397,24268,2146,21238,2247,3030,807,166579,4572,26941,3002,139638,5322,67707,3886,71931,4604,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,73867,2563,19301,2169,8355,1697,10946,1798,9235,1611,1711,588,54566,2453,9837,1785,44729,2634,21128,2126,23601,2064,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,156796,4201,47699,3642,28955,3623,18744,2538,14183,2231,4561,1235,109097,5122,17267,2068,91830,5003,41847,3046,49983,5142,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,395972,4677,102528,4581,47008,3759,55520,4309,44188,3475,11332,2347,293444,5419,39416,3679,254028,5880,119664,5452,134364,5901,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33722,1859,11397,1787,5894,1546,5503,1281,5258,1256,245,209,22325,2270,2721,960,19604,2120,8831,2000,10773,1964,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,66871,2517,17450,1990,9184,1580,8266,2153,6121,1684,2145,1118,49421,2509,10075,2096,39346,2694,18128,2174,21218,2681,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11129,1208,2015,746,1202,572,813,404,634,409,179,98,9114,1261,1687,804,7427,1446,3585,1127,3842,998,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,101749,3405,28120,2930,14387,2359,13733,2130,11741,1968,1992,622,73629,3520,12433,2150,61196,3316,29791,3440,31405,3160,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1174264,8795,312795,9991,146616,7933,166179,7075,139206,6866,26973,3372,861469,9327,91067,6442,770402,10868,400170,10257,370232,11232,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,64467,2644,22008,2372,14621,2373,7387,1278,6185,1224,1202,461,42459,2731,6352,1268,36107,2952,19853,2418,16254,2695,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8044,869,1990,738,419,268,1571,664,1426,611,145,168,6054,735,1417,457,4637,771,2433,647,2204,600,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,497180,6286,136227,5230,68988,3983,67239,4197,58424,3888,8815,1527,360953,6212,43164,3291,317789,6872,179696,7961,138093,6414,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,539084,6343,160100,6530,92774,5360,67326,4902,54857,4514,12469,2025,378984,6769,49230,3544,329754,7143,162755,6458,166999,6775,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,13640,1346,3965,1004,2146,793,1819,696,1302,587,517,388,9675,1205,1248,689,8427,1060,4891,1030,3536,1007,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,144675,3201,55419,3732,20993,2444,34426,2927,26030,2566,8396,1963,89256,3633,16335,2087,72921,3877,37556,2786,35365,2906,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4844,995,1149,384,325,276,824,392,824,392,0,192,3695,1015,565,459,3130,883,1508,497,1622,805,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,7063,2470,4471,1661,142,160,4329,1633,582,401,3747,1431,2592,1458,169,159,2423,1469,707,465,1716,1305,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
